,participant,nLL,aic,kappa1,kappa2,beta1,beta2,beta3,gamma1,gamma2,gamma3,chi1,chi2,chi3,phi1,phi2,phi3,psi1,psi2,psi3,tau1,tau2,tau3,lambda_b1,lambda_f1,lambda_b2,lambda_f2,lambda_b3,lambda_f3,zeta1,zeta2,zeta3,iota1,iota2,iota3,upsilon1,upsilon2,upsilon3
result.1,1,2149.372522,4318.745045,4.507693902,4.501888598,0.779824386,0.737112864,NA,0.818737251,0.137515186,NA,0.458699448,0.039036838,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0.915430043,NA,NA,NA,NA,NA,0,NA,NA,18.29917905,NA,NA,0,NA,NA
result.2,2,1365.452355,2750.90471,26.49283454,26.38172661,0.190234932,0.140330114,NA,0.157655004,0.084804412,NA,0.208816433,0.056344446,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0.283891827,NA,NA,NA,NA,NA,0,NA,NA,8.513685173,NA,NA,0,NA,NA
result.3,3,1979.113771,3978.227543,10.77103193,10.76054754,0.501518081,0.578375527,NA,0.282753453,0.146519474,NA,0.41480842,0.010475273,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,2.111850901,NA,NA,NA,NA,NA,0,NA,NA,5.889521952,NA,NA,0,NA,NA
result.4,4,918.2508861,1856.501772,26.61976856,26.61510715,0.131269288,0.196488216,NA,0.069515767,0.152774723,NA,0.156954367,0.648091814,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0.001418032,NA,NA,NA,NA,NA,0,NA,NA,12.6780621,NA,NA,0,NA,NA
result.5,5,1519.273745,3058.54749,29.54750785,29.51690205,0.319605245,0.447706985,NA,0.185765369,0.217457673,NA,0.096452022,0.302489705,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,2.804570931,NA,NA,NA,NA,NA,0,NA,NA,18.44897475,NA,NA,0,NA,NA
result.6,6,968.1161647,1956.232329,11.49685848,11.49567484,0.116325372,0.10495525,NA,0.204063831,0.088479581,NA,0.750709066,0.431254029,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,5.20E-05,NA,NA,NA,NA,NA,0,NA,NA,10.41223989,NA,NA,0,NA,NA
result.7,7,1920.999631,3861.999263,6.792423264,3.816139149,0.405067323,0.198595785,NA,0.116555191,0.136706049,NA,0.379779835,0.992267932,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,4.937671958,NA,NA,NA,NA,NA,0,NA,NA,1.538848775,NA,NA,0,NA,NA
result.8,8,2015.346165,4050.69233,8.36251878,8.245593208,0.614181535,0.667342826,NA,0.190865431,0.186907641,NA,0.385581402,0.925520047,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,4.512122616,NA,NA,NA,NA,NA,0,NA,NA,1.775508713,NA,NA,0,NA,NA
result.9,9,1921.167997,3862.335994,9.142225289,9.137846668,0.787411163,0.786913228,NA,0.997953555,0.095065252,NA,0.87812597,0.062451687,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0.002656314,NA,NA,NA,NA,NA,0,NA,NA,13.82497027,NA,NA,0,NA,NA
result.10,10,1851.106493,3722.212985,17.15518039,17.15443194,0.596310457,0.723846638,NA,0.073145093,0.082177929,NA,0.116824582,0.107780127,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0.753255005,NA,NA,NA,NA,NA,0,NA,NA,0.137339672,NA,NA,0,NA,NA
,,,,15.0888043,14.76258578,0.444174778,0.458166743,#DIV/0!,0.309700994,0.132840792,#DIV/0!,0.384675154,0.35757119,#DIV/0!,0,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,0.5,#DIV/0!,#DIV/0!,1.632291961,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!,9.151833034,#DIV/0!,#DIV/0!,0,#DIV/0!,#DIV/0!
