"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","chi1","chi2","chi3","phi1","phi2","phi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,1542.03216448953,3108.06432897907,6.06868687123135,NA,0.722423658022702,NA,NA,1.99408131079825,NA,NA,0.368311934350041,NA,NA,0.171514706369621,NA,NA,6.31894689320615e-05,NA,NA,0.927051910776486,NA,NA,0.00018919257030914,9.92684338009396,NA,NA,NA,NA,4.42640330450595,NA,NA,14.6221805007278,NA,NA,0.349626643256461,NA,NA
"result.2",2,1189.75097247812,2403.50194495624,27.6800784977316,NA,0.162918282656303,NA,NA,0.377543547190726,NA,NA,0.841243580752052,NA,NA,0.183155000256374,NA,NA,0.235603655080776,NA,NA,0.767915647945719,NA,NA,5.79849541371314,0.00986708798808583,NA,NA,NA,NA,9.19848415171513,NA,NA,2.60386209159628,NA,NA,1.32487083308146,NA,NA
"result.3",3,1388.92184386265,2801.84368772531,8.68837261833734,NA,0.406048235428724,NA,NA,1.32211769292785,NA,NA,0.229195936989871,NA,NA,0.105173604202431,NA,NA,0.388970573490047,NA,NA,0.400038823609981,NA,NA,1.40887301161896,9.22352090586817,NA,NA,NA,NA,0.15403227781959,NA,NA,19.1274048363871,NA,NA,19.2100817539593,NA,NA
"result.4",4,670.257206855842,1364.51441371168,26.4325253253505,NA,0.128079468008435,NA,NA,0.496245732328288,NA,NA,0.868066115756376,NA,NA,0.321847665053792,NA,NA,0.529107065866831,NA,NA,0.985037673931096,NA,NA,0.0121819658207885,0.000779253699298236,NA,NA,NA,NA,0.0290850479266606,NA,NA,8.82581804669199,NA,NA,4.89779551664769,NA,NA
"result.5",5,1368.35100350397,2760.70200700793,29.7683693981416,NA,0.340850742213637,NA,NA,1.08355538726723,NA,NA,0.520164949720866,NA,NA,0.205495606080014,NA,NA,0.488751493794256,NA,NA,0.505296221729927,NA,NA,5.42469774215693,2.21825157614277,NA,NA,NA,NA,7.20692561164498,NA,NA,9.7381511297675,NA,NA,7.11209843920109,NA,NA
"result.6",6,454.286406340962,932.572812681925,11.482478222745,NA,0.0572130399503522,NA,NA,0.179274051045029,NA,NA,0.755602425396275,NA,NA,0.1300449854342,NA,NA,0.416251466817148,NA,NA,0.403631441509829,NA,NA,0.0109859059082484,0.000201334103697715,NA,NA,NA,NA,1.04987596740281,NA,NA,15.6846775331629,NA,NA,0.0894401294546023,NA,NA
"result.7",7,1255.2226137671,2534.4452275342,8.88882255152575,NA,0.354925642254329,NA,NA,0.578456960617241,NA,NA,0.508666556183875,NA,NA,0.395208928425633,NA,NA,0.280164597900672,NA,NA,0.491798846704362,NA,NA,4.75476884465382,1.38622261947782,NA,NA,NA,NA,2.66052803024869,NA,NA,6.97941287746873,NA,NA,0.0579882370281464,NA,NA
"result.8",8,804.552719402541,1633.10543880508,7.95783900465358,NA,0.424633935094401,NA,NA,0.997289794740691,NA,NA,0.235947503452189,NA,NA,0.102979257243235,NA,NA,0.00247478460118646,NA,NA,0.400846170500496,NA,NA,2.94409699282534,2.52057723012989,NA,NA,NA,NA,3.39824553089933,NA,NA,8.99050779981738,NA,NA,0.348658921272769,NA,NA
"result.9",9,1385.98765205684,2795.97530411369,11.0900058048218,NA,0.746730329599293,NA,NA,1.99380609860475,NA,NA,0.356590988371943,NA,NA,0.39586237935042,NA,NA,0.0487698725645572,NA,NA,0.401191299990546,NA,NA,0.103679019532486,0.952709866869621,NA,NA,NA,NA,9.80069460501,NA,NA,18.1221318664029,NA,NA,0.0109853706481013,NA,NA
"result.10",10,1061.63858010979,2147.27716021958,16.6520838141944,NA,0.564311798821779,NA,NA,0.26959342854182,NA,NA,0.535093455247076,NA,NA,0.153221295441194,NA,NA,0.00575045450746334,NA,NA,0.471705431380982,NA,NA,1.79490155893143,9.92287202456366,NA,NA,NA,NA,3.57451401378086,NA,NA,3.00389870249196,NA,NA,0.0624250464276358,NA,NA
