"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","rho1","rho2","rho3","chi1","chi2","chi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,2149.13329216396,4318.26658432792,4.68462807399342,4.67306110134867,0.76033512025264,NA,NA,0.155597507339677,0.373909968005977,NA,0.599952706500686,NA,NA,0.0722329142810651,NA,NA,0,NA,NA,0.5,NA,NA,2.78024315815125,NA,NA,NA,NA,NA,1.38660589607809,NA,NA,16.3461268057081,NA,NA,0,NA,NA
"result.2",2,1367.7383059239,2755.47661184781,26.9785500400923,26.1295361984065,0.17079064610094,NA,NA,0.223281256322809,0.181660068532964,NA,0.244622715341613,NA,NA,0.206609641623065,NA,NA,0,NA,NA,0.5,NA,NA,0.0191486570014261,NA,NA,NA,NA,NA,0.501187547954714,NA,NA,6.26567410236095,NA,NA,0,NA,NA
"result.3",3,1983.0419046796,3986.0838093592,10.8167153919321,10.8071522833967,0.520641894396545,NA,NA,0.228386369015187,0.285306962731237,NA,0.133947222086988,NA,NA,0.252377647295537,NA,NA,0,NA,NA,0.5,NA,NA,0.0750934357700263,NA,NA,NA,NA,NA,1.47852924684198,NA,NA,5.48439541429889,NA,NA,0,NA,NA
"result.4",4,924.258667941643,1868.51733588329,26.6901329683995,26.6617673236507,0.155321850366358,NA,NA,0.396126312822977,0.224589668220327,NA,0.127054873900391,NA,NA,0.74874123886952,NA,NA,0,NA,NA,0.5,NA,NA,4.63499412000687,NA,NA,NA,NA,NA,0.00145813176048681,NA,NA,5.19662395895089,NA,NA,0,NA,NA
"result.5",5,1527.29110078201,3074.58220156403,31.8053000187611,31.6604532166454,0.375001112966025,NA,NA,0.581363157753027,0.341746960214556,NA,0.351425505047533,NA,NA,0.430404294896761,NA,NA,0,NA,NA,0.5,NA,NA,4.99179015645233,NA,NA,NA,NA,NA,2.13913301599138,NA,NA,6.44196998972034,NA,NA,0,NA,NA
"result.6",6,968.777148133785,1957.55429626757,11.4936989437469,11.4933714863244,0.110991690108146,NA,NA,0.411440359265327,0.349581317956411,NA,0.000800563720986247,NA,NA,0.646390961864607,NA,NA,0,NA,NA,0.5,NA,NA,0.00102468879497943,NA,NA,NA,NA,NA,0.283271889751337,NA,NA,8.97561641521643,NA,NA,0,NA,NA
"result.7",7,1926.73776898754,3873.47553797508,7.76683264444583,7.75702113235135,0.418728379924542,NA,NA,0.349821627426172,0.40761291765981,NA,0.124209504295195,NA,NA,0.117975071951314,NA,NA,0,NA,NA,0.5,NA,NA,0.701846411750915,NA,NA,NA,NA,NA,5.57251786359366,NA,NA,10.5718220582148,NA,NA,0,NA,NA
"result.8",8,2018.42185890935,4056.84371781871,9.12865412641431,7.38345045660124,0.624811655616289,NA,NA,0.286851864857205,0.309867409935687,NA,0.249196520852777,NA,NA,0.0920661830708592,NA,NA,0,NA,NA,0.5,NA,NA,0.185642240045135,NA,NA,NA,NA,NA,0.50014188978821,NA,NA,11.1642204365165,NA,NA,0,NA,NA
"result.9",9,1921.00104286352,3862.00208572704,8.90145538242043,8.88375600821823,0.77236023355893,NA,NA,0.102829514094386,0.38658688236938,NA,0.151718464729246,NA,NA,0.0754153280821282,NA,NA,0,NA,NA,0.5,NA,NA,0.0225893641829546,NA,NA,NA,NA,NA,7.5145871876996,NA,NA,13.471122905612,NA,NA,0,NA,NA
"result.10",10,1852.95416191218,3725.90832382437,16.6190694988016,16.5835918617544,0.635435357526669,NA,NA,0.123123133145604,0.170448780754725,NA,0.0198783009956394,NA,NA,0.179270197538081,NA,NA,0,NA,NA,0.5,NA,NA,0.259020705707371,NA,NA,NA,NA,NA,8.14819288126058,NA,NA,0.456374027407998,NA,NA,0,NA,NA
