"","flat_intrusion","flat_gamma1","flat_gamma2","temporal","asym_temporal","spatial","ortho","temporal_ortho","spatial_ortho","spatiotemporal","spatiotemporal_ortho","four_factor","temporal_weight","spatial_weight","spatiotemporal_weight","temporal_decay","spatial_decay","spatiotemporal_decay"
"1",3110.00554586863,3103.39852621489,3101.40681241563,3099.22523181832,3103.22523354326,3098.61814580645,3098.77007528451,3102.98302073013,3102.61468464877,3102.29540593209,3106.61660364837,3110.61640526784,3104.40243888282,3103.30744984431,3107.31346321859,3106.25221566148,3106.159220115,3111.87831540153
"2",2438.14967685865,2432.60550490882,2430.6893419913,2429.51634109418,2426.45760668625,2432.05461948833,2402.68815346858,2422.36934393379,2426.13951522366,2417.62728266526,2406.08413347627,2430.12697130813,2405.3123659037,2405.19979669734,2407.93568464481,2425.80754907211,2428.91549746586,2430.88383363646
"3",2821.63676517012,2806.50226706764,2810.66229979329,2807.02889366953,2806.5542110907,2810.70147888552,2805.47884716959,2806.09931015028,2809.48015380098,2811.02891635821,2810.10766044588,2812.62430369738,2804.43666912021,2809.4444552743,2808.6611027939,2806.84177735841,2811.37863116742,2812.60514831827
"4",1418.38897140168,1402.28266248684,1404.85256999213,1406.85256999213,1407.97615093778,1406.85256999213,1357.43454801948,1380.55764335204,1380.55689923748,1391.42043627753,1365.43789009307,1385.9172606211,1348.58919524267,1348.59278683914,1352.62543392482,1371.64541330818,1371.82881327807,1377.6479158461
"5",2801.05546120325,2792.73092679463,2790.75376233899,2780.23274715851,2784.19110549984,2792.29969725917,2761.76482143573,2766.85713246943,2778.82354334579,2773.22943396011,2754.64081046625,2774.06099784209,2749.97705364473,2762.28434040992,2751.62328721591,2765.76877590697,2780.61682677166,2771.53838875389
"6",977.24921645072,939.311089422674,937.454443697699,939.454443699742,943.454443842336,939.454443707749,926.468375226144,930.468385493725,930.468381457177,943.454444382984,934.469493617822,938.468980890337,932.391470459631,932.32234457907,936.44672960884,934.390896869517,934.098880096407,940.126726145933
"7",2537.49867802852,2522.06535962108,2524.57661755152,2522.77161420384,2525.23661049691,2523.68124787082,2523.24020011123,2525.77881109581,2526.54125613972,2525.84842748695,2528.79010471557,2532.80158881661,2525.21531418823,2526.66626790411,2527.38604324802,2526.25660356851,2527.92085413247,2530.70537040264
"8",1628.87700727021,1626.70197222248,1624.75871745225,1618.37872111327,1622.37872252308,1623.87536966687,1623.92569841128,1622.37878452688,1627.80214342308,1622.18096152259,1626.37135676166,1630.37815620616,1624.25015798445,1628.20552938017,1628.14414431582,1626.26842820163,1630.79891953028,1631.92824053864
"9",2788.09891530498,2786.96432878919,2785.17920827265,2787.17920828902,2790.96522784888,2785.46941492054,2787.17920828035,2791.17923452536,2789.36608512151,2788.05786521972,2791.59601187844,2795.59979285177,2792.96133721378,2788.63200450271,2790.08026314441,2795.01299161332,2790.79787408417,2795.43868326368
"10",2140.20055638162,2137.99225573116,2136.21449481351,2136.51386379574,2138.24664334232,2137.83101248926,2137.89419930616,2140.51406716965,2141.83196194993,2139.9501693659,2143.63540454375,2147.95388189076,2141.85985396225,2143.47468359339,2145.56211528169,2144.14874987914,2145.88580270313,2149.61409633144
