participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 893.5112, 0.16452, 0, 1.6478, 1.5415, 0, 0, -0.14556, 0.014054, 0
1, Thresh, 911.7954, 3.2415, 0, 0, 4.6829, 1.1465, 0.021493, -0.13991, 0.019062, 0
1, Hybrid, 914.4082, 1.7818, 0, 0.070803, 1.5553, 1.1504, 0.1254, -0.141, 0.0072372, 0
2, Cont, 2211.6613, 1.1814, 0, 0.32072, 1.9971, 0, 0, 0.072332, 0.11846, 0
2, Thresh, 1974.0373, 3.0827, 0, 0, 4.4308, 2.0411, 0.65692, -0.21889, 0.00063509, 0
2, Hybrid, 1964.7099, 3.687, 0, 0.71436, 4.9889, 1.8991, 0.68386, -0.13286, 0.027217, 0
3, Cont, 1895.438, 1.2428, 0, 1.1837, 1.6263, 0, 0, -0.10713, 0.14655, 0
3, Thresh, 1750.1712, 2.8896, 0, 0, 2.2969, 1.3152, 0.5243, -0.10111, 0.032534, 0
3, Hybrid, 1756.2488, 2.9015, 0, 0.10826, 2.3087, 1.3179, 0.52523, -0.10226, 0.023819, 0
4, Cont, 3751.1094, 1.4949, 0, 1.0113, 1.6274, 0, 0, 0.060068, 0.17791, 0
4, Thresh, 3151.176, 5.9101, 0, 0, 3.9281, 1.4075, 0.47944, -0.0098634, 0.16233, 0
4, Hybrid, 3167.2048, 5.5426, 0, 0.057349, 4.0803, 1.483, 0.49192, -0.027231, 0.06721, 0
5, Cont, 2210.8219, 1.1581, 0, 0.60278, 1.6913, 0, 0, 0.061028, 0.048237, 0
5, Thresh, 1985.697, 2.9294, 0, 0, 3.0446, 1.6692, 0.60236, -0.1314, 0.073578, 0
5, Hybrid, 1991.8196, 3.0843, 0, 0.36531, 3.2454, 1.6785, 0.61061, -0.12968, 0.040698, 0
6, Cont, 1632.7893, 0.90541, 0, 2.507, 1.6622, 0, 0, 0.072915, 0.24568, 0
6, Thresh, 1612.7495, 3.3305, 0, 0, 1.7172, 1.0823, 0.34407, 0.093297, 0.14402, 0
6, Hybrid, 1616.2351, 4.4981, 0, 0.39726, 2.1704, 1.0896, 0.2696, 0.092578, 0.1139, 0
7, Cont, 1409.3967, 2.5045, 0, 1.6834, 1.7436, 0, 0, -0.15776, 0.30458, 0
7, Thresh, 1279.7269, 3.7434, 0, 0, 2.1796, 1.3008, 0.66192, -0.16503, 0.13261, 0
7, Hybrid, 1273.5576, 4.1595, 0, 0.37247, 2.2673, 1.2847, 0.65588, -0.20921, 0.26266, 0
8, Cont, 1242.095, 2.1383, 0, 0.23436, 2.1766, 0, 0, -0.078112, 0.076742, 0
8, Thresh, 591.6571, 4.6526, 0, 0, 5.5049, 1.82, 0.84744, -0.38414, 0.034996, 0
8, Hybrid, 598.4264, 4.7534, 0, 0.021424, 5.504, 1.8005, 0.84642, -0.38667, 0.092428, 0
9, Cont, 2082.1525, 0.14585, 0, 1.9642, 1.5931, 0, 0, -0.13943, 0.0055157, 0
9, Thresh, 2119.2048, 1.4675, 0, 0, 1.4272, 1.1226, 0.1089, -0.13796, 0.017396, 0
9, Hybrid, 2128.9522, 1.6838, 0, 0.084338, 1.9191, 1.1108, 0.063777, -0.14122, 0.038472, 0
10, Cont, 2046.1071, 1.3684, 0, 0.21654, 3.1332, 0, 0, -0.069682, 0.00029695, 0
10, Thresh, 1874.2249, 1.743, 0, 0, 3.8714, 2.306, 0.92384, -0.18208, 5.1274e-06, 0
10, Hybrid, 1856.7307, 1.7778, 0, 3.0659e-05, 4.1176, 2.2234, 0.91095, -0.26987, 4.9774e-05, 0
11, Cont, 1822.0291, 1.903, 0, 2.9991, 1.8965, 0, 0, -0.14834, 0.3473, 0
11, Thresh, 1689.6525, 4.2539, 0, 0, 2.6588, 1.1288, 0.37264, -0.16018, 0.093484, 0
11, Hybrid, 1695.9327, 4.2841, 0, 0.1997, 2.691, 1.1396, 0.37223, -0.16225, 0.093829, 0
12, Cont, 1516.5716, 1.8298, 0, 0.64785, 1.4124, 0, 0, 0.07297, 0.38924, 0
12, Thresh, 1020.2576, 4.8978, 0, 0, 4.0109, 1.3722, 0.6882, -0.028795, 0.061834, 0
12, Hybrid, 1025.2933, 5.0888, 0, 0.20949, 4.3712, 1.4169, 0.68955, -0.095807, 0.11175, 0
13, Cont, 1583.5291, 0.021305, 0, 2.4712, 1.509, 0, 0, -0.15299, 1.1988e-05, 0
13, Thresh, 1663.3499, 3.6642, 0, 0, 3.5744, 1.0124, 2.4676e-06, -0.15297, 0.023602, 0
13, Hybrid, 1663.9549, 5.981, 0, 0.058727, 1.8707, 1.0201, 0.061232, -0.15963, 0.037878, 0
15, Cont, 1932.0594, 0.20031, 0, 2.3062, 1.822, 0, 0, -0.12212, 0.00025157, 0
15, Thresh, 1978.0866, 3.6723, 0, 0, 2.2573, 1.1197, 0.10062, -0.12882, 0.062789, 0
15, Hybrid, 1984.4909, 4.0052, 0, 0.58517, 2.4052, 1.1105, 0.099345, -0.13769, 0.10976, 0
16, Cont, 1968.7758, 1.0035, 0, 0.086347, 1.5357, 0, 0, 0.078291, 0.046837, 0
16, Thresh, 1824.1121, 2.5357, 0, 0, 2.6687, 1.4811, 0.6219, -0.010439, 0.012617, 0
16, Hybrid, 1825.4389, 2.82, 0, 0.47788, 3.0166, 1.4794, 0.61441, -0.058664, 0.091537, 0
17, Cont, 2004.4257, 0.14479, 0, 0.91867, 1.7123, 0, 0, -0.1798, 0.31348, 0
17, Thresh, 2050.9467, 1.8871, 0, 0, 2.0485, 1.4296, 0.099474, -0.056908, 0.12709, 0
17, Hybrid, 2060.3583, 2.4684, 0, 0.11551, 2.2963, 1.4701, 0.089528, -0.086662, 0.12708, 0
18, Cont, 2081.4769, 1.1165, 0, 0.01455, 1.5836, 0, 0, 0.13855, 0.18503, 0
18, Thresh, 1832.1293, 2.8925, 0, 0, 2.9835, 1.4424, 0.64593, 0.12072, 0.0071474, 0
18, Hybrid, 1830.3776, 3.7593, 0, 0.70529, 3.8242, 1.4799, 0.64619, -0.033999, 0.26877, 0
19, Cont, 1685.006, 0.62877, 0, 1.5785, 1.3836, 0, 0, -0.13601, 0.0044863, 0
19, Thresh, 1628.8896, 4.0263, 0, 0, 2.7597, 1.0249, 0.216, -0.13172, 0.015526, 0
19, Hybrid, 1635.1564, 4.0705, 0, 0.14112, 2.791, 1.0248, 0.21489, -0.13167, 0.022975, 0
20, Cont, 1679.7233, 0.33349, 0, 3.3166e-05, 1.0151, 0, 0, -0.16964, 0.0041549, 0
20, Thresh, 1659.2667, 2.3995, 0, 0, 1.5002, 0.98697, 0.31562, -0.17244, 0.033886, 0
20, Hybrid, 1665.174, 2.8507, 0, 0.30515, 1.937, 0.96887, 0.21787, -0.16968, 5.2842e-07, 0
