participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 888.9513, 0.16571, 0, 0.54573, 1.1353, 0, 0, -0.093669, 0.0004177, 0
1, Thresh, 892.4239, 3.9834, 0, 0, 5.5007, 1.0741, 0.025388, -0.091087, 0.013876, 0
1, Hybrid, 897.8142, 4.0116, 0, 0.077544, 5.5003, 1.0752, 0.025186, -0.091151, 0.011942, 0
2, Cont, 2208.9702, 1.1903, 0, 0.32647, 1.9308, 0, 0, 0.053116, 0.24646, 0
2, Thresh, 1974.0563, 3.0962, 0, 0, 4.3841, 2.0337, 0.65319, -0.20251, 0.0013905, 0
2, Hybrid, 1980.8817, 3.1274, 0, 0.33638, 4.0502, 1.9151, 0.66534, -0.077489, 0.00013508, 0
3, Cont, 1877.0207, 0.89543, 0, 0.14527, 1.2687, 0, 0, -0.055243, 0.13326, 0
3, Thresh, 1744.7443, 2.8539, 0, 0, 2.1666, 1.2661, 0.52252, -0.080231, 0.05575, 0
3, Hybrid, 1749.4057, 2.9883, 0, 0.40325, 2.2301, 1.2488, 0.52253, -0.055636, 0.019179, 0
4, Cont, 3723.5731, 1.783, 0, 1.3911, 1.6639, 0, 0, 0.09154, 0.22882, 0
4, Thresh, 3155.1536, 5.6723, 0, 0, 4.123, 1.4733, 0.49002, -0.044242, 0.11813, 0
4, Hybrid, 3159.5891, 5.7459, 0, 0.0014119, 4.1205, 1.4634, 0.4881, -0.043795, 0.12738, 0
5, Cont, 2180.1187, 0.96997, 0, 0.086013, 1.5087, 0, 0, 0.1118, 0.011983, 0
5, Thresh, 1985.5893, 2.9096, 0, 0, 3.0338, 1.6692, 0.60559, -0.11396, 0.037919, 0
5, Hybrid, 1991.795, 2.9163, 0, 0.04771, 3.0576, 1.6756, 0.60418, -0.11226, 0.0012933, 0
6, Cont, 1588.506, 1.0202, 0, 3, 1.7685, 0, 0, 0.14352, 0.11308, 0
6, Thresh, 1547.6937, 4.5406, 0, 0, 1.795, 0.98109, 0.25412, 0.1391, 0.18662, 0
