model_name, participant, is_model, is_high, is_theta, value, prob
Threshold, 1, false, false, true, -3.1404, 2.5976e-11
Threshold, 1, false, false, true, -3.077, 0
Threshold, 1, false, false, true, -3.0135, 0.21932
Threshold, 1, false, false, true, -2.9501, 0.14451
Threshold, 1, false, false, true, -2.8866, 0.20818
Threshold, 1, false, false, true, -2.8232, 0.21166
Threshold, 1, false, false, true, -2.7597, 0.38442
Threshold, 1, false, false, true, -2.6963, 0.2133
Threshold, 1, false, false, true, -2.6328, 0.032439
Threshold, 1, false, false, true, -2.5694, 0.13963
Threshold, 1, false, false, true, -2.5059, 0.20162
Threshold, 1, false, false, true, -2.4425, 0.17508
Threshold, 1, false, false, true, -2.379, 0.082317
Threshold, 1, false, false, true, -2.3156, 0.049494
Threshold, 1, false, false, true, -2.2521, 0.061263
Threshold, 1, false, false, true, -2.1887, 0.087844
Threshold, 1, false, false, true, -2.1253, 0.12627
Threshold, 1, false, false, true, -2.0618, 0.1456
Threshold, 1, false, false, true, -1.9984, 0.1326
Threshold, 1, false, false, true, -1.9349, 0.12094
Threshold, 1, false, false, true, -1.8715, 0.11424
Threshold, 1, false, false, true, -1.808, 0.12314
Threshold, 1, false, false, true, -1.7446, 0.13445
Threshold, 1, false, false, true, -1.6811, 0.1584
Threshold, 1, false, false, true, -1.6177, 0.16585
Threshold, 1, false, false, true, -1.5542, 0.16414
Threshold, 1, false, false, true, -1.4908, 0.15183
Threshold, 1, false, false, true, -1.4273, 0.12554
Threshold, 1, false, false, true, -1.3639, 0.10378
Threshold, 1, false, false, true, -1.3005, 0.10518
Threshold, 1, false, false, true, -1.237, 0.1169
Threshold, 1, false, false, true, -1.1736, 0.14123
Threshold, 1, false, false, true, -1.1101, 0.15866
Threshold, 1, false, false, true, -1.0467, 0.17438
Threshold, 1, false, false, true, -0.98322, 0.19064
Threshold, 1, false, false, true, -0.91977, 0.20384
Threshold, 1, false, false, true, -0.85633, 0.21358
Threshold, 1, false, false, true, -0.79288, 0.21214
Threshold, 1, false, false, true, -0.72943, 0.2051
Threshold, 1, false, false, true, -0.66599, 0.20565
Threshold, 1, false, false, true, -0.60254, 0.20542
Threshold, 1, false, false, true, -0.53909, 0.20493
Threshold, 1, false, false, true, -0.47565, 0.19307
Threshold, 1, false, false, true, -0.4122, 0.18556
Threshold, 1, false, false, true, -0.34876, 0.19723
Threshold, 1, false, false, true, -0.28531, 0.20331
Threshold, 1, false, false, true, -0.22186, 0.21579
Threshold, 1, false, false, true, -0.15842, 0.22755
Threshold, 1, false, false, true, -0.09497, 0.23257
Threshold, 1, false, false, true, -0.031523, 0.23044
Threshold, 1, false, false, true, 0.031923, 0.22331
Threshold, 1, false, false, true, 0.09537, 0.20683
Threshold, 1, false, false, true, 0.15882, 0.19177
Threshold, 1, false, false, true, 0.22226, 0.17105
Threshold, 1, false, false, true, 0.28571, 0.15824
Threshold, 1, false, false, true, 0.34916, 0.15421
Threshold, 1, false, false, true, 0.4126, 0.14821
Threshold, 1, false, false, true, 0.47605, 0.14056
Threshold, 1, false, false, true, 0.53949, 0.13542
Threshold, 1, false, false, true, 0.60294, 0.13567
Threshold, 1, false, false, true, 0.66639, 0.13861
Threshold, 1, false, false, true, 0.72983, 0.1503
Threshold, 1, false, false, true, 0.79328, 0.15197
Threshold, 1, false, false, true, 0.85673, 0.1598
Threshold, 1, false, false, true, 0.92017, 0.16909
Threshold, 1, false, false, true, 0.98362, 0.18515
Threshold, 1, false, false, true, 1.0471, 0.19492
Threshold, 1, false, false, true, 1.1105, 0.18944
Threshold, 1, false, false, true, 1.174, 0.16444
Threshold, 1, false, false, true, 1.2374, 0.13287
Threshold, 1, false, false, true, 1.3009, 0.10198
