model_name, participant, is_model, is_high, is_theta, value, prob
Threshold, 1, false, false, true, -3.1404, 3.0222e-11
Threshold, 1, false, false, true, -3.077, 0
Threshold, 1, false, false, true, -3.0135, 0.25517
Threshold, 1, false, false, true, -2.9501, 0.16813
Threshold, 1, false, false, true, -2.8866, 0.24221
Threshold, 1, false, false, true, -2.8232, 0.24626
Threshold, 1, false, false, true, -2.7597, 0.36484
Threshold, 1, false, false, true, -2.6963, 0.18579
Threshold, 1, false, false, true, -2.6328, 0.021497
Threshold, 1, false, false, true, -2.5694, 0.10601
Threshold, 1, false, false, true, -2.5059, 0.16261
Threshold, 1, false, false, true, -2.4425, 0.13132
Threshold, 1, false, false, true, -2.379, 0.048055
Threshold, 1, false, false, true, -2.3156, 0.023974
Threshold, 1, false, false, true, -2.2521, 0.062167
Threshold, 1, false, false, true, -2.1887, 0.1022
Threshold, 1, false, false, true, -2.1253, 0.14691
Threshold, 1, false, false, true, -2.0618, 0.1694
Threshold, 1, false, false, true, -1.9984, 0.15427
Threshold, 1, false, false, true, -1.9349, 0.14071
Threshold, 1, false, false, true, -1.8715, 0.13291
Threshold, 1, false, false, true, -1.808, 0.14327
Threshold, 1, false, false, true, -1.7446, 0.15492
Threshold, 1, false, false, true, -1.6811, 0.17032
Threshold, 1, false, false, true, -1.6177, 0.17114
Threshold, 1, false, false, true, -1.5542, 0.16516
Threshold, 1, false, false, true, -1.4908, 0.15015
Threshold, 1, false, false, true, -1.4273, 0.1217
Threshold, 1, false, false, true, -1.3639, 0.10094
Threshold, 1, false, false, true, -1.3005, 0.10927
Threshold, 1, false, false, true, -1.237, 0.13149
Threshold, 1, false, false, true, -1.1736, 0.16432
Threshold, 1, false, false, true, -1.1101, 0.18459
Threshold, 1, false, false, true, -1.0467, 0.20289
Threshold, 1, false, false, true, -0.98322, 0.22181
Threshold, 1, false, false, true, -0.91977, 0.2338
Threshold, 1, false, false, true, -0.85633, 0.238
Threshold, 1, false, false, true, -0.79288, 0.23109
Threshold, 1, false, false, true, -0.72943, 0.21944
Threshold, 1, false, false, true, -0.66599, 0.21825
Threshold, 1, false, false, true, -0.60254, 0.21771
Threshold, 1, false, false, true, -0.53909, 0.21834
Threshold, 1, false, false, true, -0.47565, 0.20263
Threshold, 1, false, false, true, -0.4122, 0.18578
Threshold, 1, false, false, true, -0.34876, 0.1832
Threshold, 1, false, false, true, -0.28531, 0.17793
Threshold, 1, false, false, true, -0.22186, 0.18072
Threshold, 1, false, false, true, -0.15842, 0.18655
Threshold, 1, false, false, true, -0.09497, 0.18993
Threshold, 1, false, false, true, -0.031523, 0.18454
Threshold, 1, false, false, true, 0.031923, 0.17876
Threshold, 1, false, false, true, 0.09537, 0.16874
Threshold, 1, false, false, true, 0.15882, 0.16708
Threshold, 1, false, false, true, 0.22226, 0.16075
Threshold, 1, false, false, true, 0.28571, 0.16026
Threshold, 1, false, false, true, 0.34916, 0.15982
Threshold, 1, false, false, true, 0.4126, 0.15528
Threshold, 1, false, false, true, 0.47605, 0.15027
Threshold, 1, false, false, true, 0.53949, 0.14969
