participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 888.462, 0.1504, 0, 1.3242, 1.3491, 0, 0, -0.11405, 0.029869, 0
1, Thresh, 897.9522, 1.7141, 0, 0, 1.518, 1.1018, 0.1171, -0.10799, 0.0014578, 0
1, Hybrid, 903.35, 1.7224, 0, 0.14874, 1.5205, 1.1023, 0.1179, -0.10813, 0.012285, 0
2, Cont, 2211.4539, 1.1643, 0, 0.29001, 1.9439, 0, 0, 0.088694, 0.1271, 0
2, Thresh, 1975.2873, 3.0711, 0, 0, 4.1861, 1.9894, 0.65025, -0.14866, 9.7217e-05, 0
2, Hybrid, 1969.004, 3.5378, 0, 0.7071, 4.6245, 1.8742, 0.68773, -0.08286, 0.019043, 0
3, Cont, 1891.9505, 1.0173, 0, 0.71155, 1.45, 0, 0, -0.062156, 0.043299, 0
3, Thresh, 1744.887, 2.8478, 0, 0, 2.1844, 1.2712, 0.52143, -0.069035, 0.019713, 0
3, Hybrid, 1750.6704, 2.9198, 0, 0.24934, 2.2279, 1.2705, 0.52145, -0.069107, 0.016172, 0
4, Cont, 3726.1423, 1.6627, 0, 1.221, 1.6188, 0, 0, 0.07593, 0.26254, 0
4, Thresh, 3159.8535, 5.6417, 0, 0, 4.2259, 1.4993, 0.49201, -0.057727, 0.094267, 0
4, Hybrid, 3157.2611, 5.7432, 0, 0.0069678, 4.207, 1.48, 0.49433, -0.076092, 0.16836, 0
5, Cont, 2210.001, 1.1493, 0, 0.58317, 1.654, 0, 0, 0.069308, 0.073565, 0
5, Thresh, 1985.5627, 2.9139, 0, 0, 3.0594, 1.6766, 0.60493, -0.11287, 0.028193, 0
5, Hybrid, 1991.7476, 2.9308, 0, 0.1333, 3.0714, 1.6733, 0.60575, -0.11165, 0.031951, 0
6, Cont, 1592.2148, 0.91467, 0, 2.5798, 1.5389, 0, 0, 0.12357, 0.21148, 0
6, Thresh, 1565.21, 4.4783, 0, 0, 1.8857, 1.0142, 0.25856, 0.12429, 0.16602, 0
6, Hybrid, 1578.8855, 5.1484, 0, 0.25748, 2.1979, 1.0322, 0.23505, 0.12606, 0.13412, 0
7, Cont, 1389.2786, 2.5033, 0, 1.6493, 1.5999, 0, 0, -0.12434, 0.29918, 0
7, Thresh, 1281.2796, 3.6697, 0, 0, 2.1801, 1.2674, 0.65407, -0.10848, 0.0092349, 0
7, Hybrid, 1267.132, 4.1645, 0, 0.079936, 1.9569, 1.2168, 0.64699, -0.15866, 0.29733, 0
8, Cont, 1241.9587, 2.1132, 0, 0.18312, 2.123, 0, 0, -0.061962, 0.078788, 0
8, Thresh, 628.1251, 4.6842, 0, 0, 4.6699, 1.6822, 0.84786, -0.19305, 2.9755e-06, 0
8, Hybrid, 613.006, 4.5909, 0, 0.051242, 4.9996, 1.7397, 0.84786, -0.28399, 0.0092982, 0
9, Cont, 2072.0862, 0.10274, 0, 1.0413, 1.2188, 0, 0, -0.10549, 0.028122, 0
9, Thresh, 2092.2875, 2.8935, 0, 0, 4.3908, 1.0759, 0.014244, -0.10408, 0.003669, 0
9, Hybrid, 2095.958, 1.7868, 0, 0.44356, 1.6501, 1.0713, 0.081184, -0.10433, 0.022695, 0
10, Cont, 2032.9521, 1.278, 0, 0.0001905, 3.0848, 0, 0, -0.11881, 0.00014752, 0
10, Thresh, 1852.7136, 1.7553, 0, 0, 4.019, 2.338, 0.90944, -0.26036, 3.5258e-06, 0
10, Hybrid, 1768.4874, 1.9105, 0, 0.0024261, 4.6887, 2.4422, 0.92987, -0.45656, 0.00058032, 0
11, Cont, 1822.023, 1.2178, 0, 1.8253, 1.6831, 0, 0, -0.12258, 0.052988, 0
11, Thresh, 1664.7521, 4.3086, 0, 0, 2.4725, 1.0729, 0.3654, -0.14171, 0.16148, 0
11, Hybrid, 1671.4552, 4.3138, 0, 0.026124, 2.5096, 1.0805, 0.36481, -0.14087, 0.14706, 0
12, Cont, 1498.0434, 1.6536, 0, 0.14471, 1.2954, 0, 0, 0.11105, 0.33041, 0
12, Thresh, 1018.8194, 4.9766, 0, 0, 4.0853, 1.376, 0.68766, -0.056803, 0.1221, 0
12, Hybrid, 1025.1908, 5.1211, 0, 0.25662, 4.3713, 1.4124, 0.68898, -0.091171, 0.11016, 0
13, Cont, 1568.8617, 0.15016, 0, 2.7319, 1.4821, 0, 0, -0.1534, 0.075619, 0
