participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
13, Thresh, 1618.4636, 5.8395, 0, 0, 2.4815, 0.96131, 0.016249, -0.11907, 0.032277, 0
13, Hybrid, 1616.0703, 3.6871, 0, 0.27872, 1.2746, 0.97291, 0.080974, -0.11908, 0.028263, 0
15, Cont, 1900.7901, 0.19088, 0, 1.9276, 1.4412, 0, 0, -0.12253, 0.16189, 0
15, Thresh, 1941.0738, 4.2879, 0, 0, 2.3636, 1.0576, 0.07878, -0.10512, 0.11323, 0
15, Hybrid, 1947.2682, 3.6317, 0, 0.16077, 2.1504, 1.0727, 0.093876, -0.094802, 0.059305, 0
16, Cont, 1966.8937, 0.99993, 0, 0.016224, 1.5062, 0, 0, 0.07981, 0.077757, 0
16, Thresh, 1824.6557, 2.5656, 0, 0, 2.752, 1.5147, 0.6223, -0.061303, 0.06831, 0
16, Hybrid, 1826.8364, 2.6468, 0, 0.33952, 2.73, 1.4493, 0.62303, 0.006128, 0.0018494, 0
17, Cont, 2030.7504, 0.15369, 0, 0.98284, 1.6944, 0, 0, -0.031646, 0.081959, 0
17, Thresh, 2041.2809, 5.1881, 0, 0, 4.6985, 1.3796, 0.031267, -0.028488, 0.16097, 0
17, Hybrid, 2050.7731, 4.3244, 0, 0.010341, 3.9632, 1.3985, 0.037764, -0.029116, 0.13017, 0
18, Cont, 2059.3951, 1.1352, 0, 0.0058131, 1.4878, 0, 0, 0.15788, 0.28393, 0
18, Thresh, 1832.2914, 2.8726, 0, 0, 3.0186, 1.4703, 0.65062, 0.071472, 0.090513, 0
18, Hybrid, 1828.6169, 3.413, 0, 0.59347, 3.4314, 1.4327, 0.64632, 0.12183, 0.0068092, 0
19, Cont, 1663.7455, 0.47768, 0, 0.17278, 1.0313, 0, 0, -0.095834, 0.0024111, 0
19, Thresh, 1592.0056, 4.215, 0, 0, 2.8059, 0.97495, 0.20342, -0.098121, 0.0093882, 0
19, Hybrid, 1598.3582, 3.9921, 0, 0.0092383, 2.661, 0.97362, 0.21221, -0.097953, 0.027351, 0
20, Cont, 1636.5398, 0.49128, 0, 0.68747, 1.0062, 0, 0, -0.1358, 0.005964, 0
20, Thresh, 1631.9837, 2.9517, 0, 0, 2.1534, 0.91573, 0.15817, -0.14725, 0.04232, 0
20, Hybrid, 1625.8125, 2.3284, 0, 0.37186, 1.5974, 0.90427, 0.24237, -0.13579, 0.0076705, 0
