model_name, participant, is_model, is_high, quantile_idx, rt, theta
Threshold, 1, true, true, 0.1, 0.068826, -3.1416
Threshold, 1, true, true, 0.1, 0.068826, -3.0159
Threshold, 1, true, true, 0.1, 0.068826, -2.8903
Threshold, 1, true, true, 0.1, 0.068826, -2.7646
Threshold, 1, true, true, 0.1, 0.068826, -2.6389
Threshold, 1, true, true, 0.1, 0.068826, -2.5133
Threshold, 1, true, true, 0.1, 0.068826, -2.3876
Threshold, 1, true, true, 0.1, 0.068826, -2.2619
Threshold, 1, true, true, 0.1, 0.068826, -2.1363
Threshold, 1, true, true, 0.1, 0.068825, -2.0106
Threshold, 1, true, true, 0.1, 0.068825, -1.885
Threshold, 1, true, true, 0.1, 0.068825, -1.7593
Threshold, 1, true, true, 0.1, 0.068825, -1.6336
Threshold, 1, true, true, 0.1, 0.068824, -1.508
Threshold, 1, true, true, 0.1, 0.068824, -1.3823
Threshold, 1, true, true, 0.1, 0.068824, -1.2566
Threshold, 1, true, true, 0.1, 0.068824, -1.131
Threshold, 1, true, true, 0.1, 0.068823, -1.0053
Threshold, 1, true, true, 0.1, 0.068823, -0.87965
Threshold, 1, true, true, 0.1, 0.068823, -0.75398
Threshold, 1, true, true, 0.1, 0.068823, -0.62832
Threshold, 1, true, true, 0.1, 0.068823, -0.50265
Threshold, 1, true, true, 0.1, 0.068823, -0.37699
Threshold, 1, true, true, 0.1, 0.068823, -0.25133
Threshold, 1, true, true, 0.1, 0.068823, -0.12566
Threshold, 1, true, true, 0.1, 0.068822, 1.1102e-15
Threshold, 1, true, true, 0.1, 0.068823, 0.12566
Threshold, 1, true, true, 0.1, 0.068823, 0.25133
Threshold, 1, true, true, 0.1, 0.068823, 0.37699
Threshold, 1, true, true, 0.1, 0.068823, 0.50265
Threshold, 1, true, true, 0.1, 0.068823, 0.62832
Threshold, 1, true, true, 0.1, 0.068823, 0.75398
Threshold, 1, true, true, 0.1, 0.068823, 0.87965
Threshold, 1, true, true, 0.1, 0.068823, 1.0053
Threshold, 1, true, true, 0.1, 0.068824, 1.131
Threshold, 1, true, true, 0.1, 0.068824, 1.2566
Threshold, 1, true, true, 0.1, 0.068824, 1.3823
Threshold, 1, true, true, 0.1, 0.068824, 1.508
Threshold, 1, true, true, 0.1, 0.068825, 1.6336
Threshold, 1, true, true, 0.1, 0.068825, 1.7593
Threshold, 1, true, true, 0.1, 0.068825, 1.885
Threshold, 1, true, true, 0.1, 0.068825, 2.0106
