word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
SMALL, STIM, LOW, 6, 2.3968, 2.3721, 2.5846, -0.2125, 0.7673
BIBLE, STIM, HIGH, 6, 1.3367, -1.8130, -1.6432, -0.1698, 0.8673
STEW, FOIL, HIGH, 3, 2.4242, NA, NA, NA, NA
VEIN, STIM, HIGH, 6, 2.3724, -0.6756, -0.7164, 0.0408, 2.6520
FLOOD, STIM, HIGH, 3, 1.9030, -2.2226, 2.9473, 1.1133, 1.9682
BIRCH, STIM, HIGH, 6, 0.9643, 2.9641, -3.0952, -0.2239, 0.7506
CELLAR, STIM, HIGH, 6, 1.8346, -2.8284, -3.1216, 0.2932, 0.8340
PRAISE, FOIL, LOW, 3, 1.2406, NA, NA, NA, NA
BRICK, FOIL, HIGH, 3, 1.9042, NA, NA, NA, NA
TREAT, STIM, LOW, 5, 2.2198, -1.7507, 0.2412, -1.9919, 0.8173
PALL, FOIL, LOW, 2, 1.3712, NA, NA, NA, NA
RUM, STIM, HIGH, 6, 0.9205, 1.6158, 1.6587, -0.0429, 2.5853
SHOWN, FOIL, LOW, 2, 2.6951, NA, NA, NA, NA
FAWN, FOIL, HIGH, 2, 1.4710, NA, NA, NA, NA
VOTE, FOIL, LOW, 2, 1.0213, NA, NA, NA, NA
RIFLE, STIM, HIGH, 6, 1.1019, -1.9390, 0.4177, -2.3567, 0.6005
AVID, FOIL, LOW, 3, 1.5763, NA, NA, NA, NA
DUAL, STIM, LOW, 6, 0.9698, 0.0667, -0.0052, 0.0719, 0.7339
FOOT, FOIL, HIGH, 2, 1.0370, NA, NA, NA, NA
BRIDGE, FOIL, HIGH, 4, 1.5714, NA, NA, NA, NA
TUSH, FOIL, LOW, 1, 1.3329, NA, NA, NA, NA
KEG, STIM, HIGH, 6, 1.0497, -1.7384, 1.7054, 2.8394, 0.6505
HOUSE, FOIL, HIGH, 2, 1.3911, NA, NA, NA, NA
MILK, FOIL, HIGH, 2, 1.3491, NA, NA, NA, NA
SOFA, STIM, HIGH, 6, 1.0303, 0.6801, 0.7375, -0.0573, 0.7172
GENTLE, STIM, LOW, 6, 1.0177, -2.9527, -2.9594, 0.0067, 0.8506
CHOP, STIM, HIGH, 6, 0.9214, -3.1289, -3.0542, -0.0747, 0.7172
MERCY, FOIL, LOW, 3, 2.9291, NA, NA, NA, NA
SEND, STIM, LOW, 2, 1.0413, 0.8670, 2.4725, -1.6055, 0.9507
MOST, STIM, LOW, 3, 1.0508, -0.9493, 2.3745, 2.9594, 1.0174
NEST, FOIL, HIGH, 3, 1.0898, NA, NA, NA, NA
ACHE, STIM, LOW, 6, 1.3226, -0.2252, -0.0618, -0.1634, 0.6338
ROBIN, FOIL, HIGH, 3, 2.9211, NA, NA, NA, NA
SAIL, STIM, HIGH, 3, 1.7059, -0.5550, 2.3345, -2.8894, 0.3503
DEW, FOIL, HIGH, 3, 0.7736, NA, NA, NA, NA
GOOF, STIM, LOW, 6, 1.0699, 1.6203, 1.6316, -0.0113, 0.6338
NABOB, FOIL, LOW, 2, 1.0247, NA, NA, NA, NA
WALLET, STIM, HIGH, 2, 0.8436, 0.0039, 2.4897, -2.4858, 1.0508
HAZARD, FOIL, LOW, 2, 1.6374, NA, NA, NA, NA
SNAP, FOIL, LOW, 2, 0.7278, NA, NA, NA, NA
PAUSE, STIM, LOW, 6, 1.8422, -1.8001, -1.1673, -0.6329, 0.8006
WATER, FOIL, HIGH, 2, 1.0854, NA, NA, NA, NA
CHIC, STIM, LOW, 6, 0.9216, -1.0490, -1.0446, -0.0045, 0.8506
SAND, FOIL, HIGH, 2, 0.7591, NA, NA, NA, NA
PICUL, FOIL, LOW, 2, 0.7065, NA, NA, NA, NA
TIE, FOIL, HIGH, 1, 0.7071, NA, NA, NA, NA
BOW, STIM, HIGH, 6, 1.3746, 1.9003, 1.6332, 0.2671, 1.6012
GRATE, FOIL, LOW, 3, 1.3849, NA, NA, NA, NA
HAIR, STIM, HIGH, 6, 1.2342, 1.0883, 1.0517, 0.0367, 0.8673
BLADE, FOIL, HIGH, 4, 1.3195, NA, NA, NA, NA
HEEL, STIM, HIGH, 6, 0.8516, 2.1482, 2.1803, -0.0320, 0.8506
BERTH, FOIL, LOW, 4, 1.4381, NA, NA, NA, NA
RURAL, STIM, LOW, 6, 0.6761, -0.2174, -0.0780, -0.1394, 0.7172
BIT, STIM, LOW, 6, 0.9306, -1.5567, -1.4681, -0.0887, 1.2510
NICKEL, STIM, HIGH, 3, 1.3244, 1.8593, 2.2901, -0.4308, 0.8673
BUBBLE, FOIL, HIGH, 3, 0.8888, NA, NA, NA, NA
HAY, STIM, HIGH, 6, 0.6210, 2.5502, 2.2602, 0.2900, 0.8340
REFUSE, FOIL, LOW, 6, 1.2456, NA, NA, NA, NA
ASTUTE, FOIL, LOW, 3, 1.5015, NA, NA, NA, NA
TASK, STIM, LOW, 6, 0.8167, -1.6401, -1.3988, -0.2413, 2.2184
QUICK, FOIL, LOW, 3, 1.6250, NA, NA, NA, NA
CLUMSY, FOIL, LOW, 2, 1.6477, NA, NA, NA, NA
KNIGHT, STIM, HIGH, 6, 1.3088, 1.3739, 2.6154, -1.2415, 1.6012
GONE, FOIL, LOW, 4, 2.5942, NA, NA, NA, NA
