word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
PUNY, STIM, LOW, 6, 2.3466, 0.5442, 0.6137, -0.0694, 1.2009
BROOM, FOIL, HIGH, 1, 1.0881, NA, NA, NA, NA
SPIKE, FOIL, HIGH, 1, 0.9603, NA, NA, NA, NA
HAS, FOIL, LOW, 1, 0.9516, NA, NA, NA, NA
TOO, FOIL, LOW, 1, 0.8914, NA, NA, NA, NA
PHASE, FOIL, LOW, 1, 0.9952, NA, NA, NA, NA
FORK, STIM, HIGH, 6, 0.6140, -0.4374, -0.5404, 0.1031, 1.3343
CANDY, STIM, HIGH, 6, 0.9342, -1.6540, -1.6689, 0.0149, 1.6846
COACH, FOIL, HIGH, 1, 1.0851, NA, NA, NA, NA
LION, STIM, HIGH, 6, 0.7950, 0.6879, 0.9179, -0.2301, 1.7680
SEAL, STIM, HIGH, 6, 1.0185, 2.4445, 2.6315, -0.1870, 1.0508
BUTTER, STIM, HIGH, 6, 0.6785, -2.3920, -2.3415, -0.0505, 1.8681
OATH, FOIL, LOW, 1, 0.9360, NA, NA, NA, NA
TAPE, STIM, HIGH, 6, 1.9263, 2.3558, 2.7448, -0.3890, 2.7021
KEG, FOIL, HIGH, 1, 1.3412, NA, NA, NA, NA
RITE, STIM, LOW, 6, 0.6563, 0.3134, 0.3728, -0.0594, 1.2843
DAIS, STIM, LOW, 6, 0.7985, 2.6253, 2.5159, 0.1094, 2.1516
SLUSH, FOIL, HIGH, 1, 0.8953, NA, NA, NA, NA
PUMP, FOIL, HIGH, 1, 1.8396, NA, NA, NA, NA
PEEL, STIM, LOW, 6, 1.1185, -0.5145, -0.5619, 0.0474, 1.6012
JERSEY, FOIL, HIGH, 1, 3.0515, NA, NA, NA, NA
OCEAN, STIM, HIGH, 6, 1.2792, -1.2251, -1.4237, 0.1987, 1.4177
SUN, STIM, HIGH, 6, 1.0692, -2.2802, -1.8462, -0.4340, 2.0516
LISTEN, FOIL, LOW, 2, 4.6641, NA, NA, NA, NA
STORK, STIM, HIGH, 6, 1.4903, 2.8951, 2.7504, 0.1447, 4.6702
PAGE, STIM, HIGH, 6, 2.9339, 1.7071, 1.8034, -0.0963, 1.7513
COIF, FOIL, LOW, 1, 1.2479, NA, NA, NA, NA
SUM, FOIL, LOW, 1, 1.4522, NA, NA, NA, NA
ABLE, STIM, LOW, 6, 1.2671, -2.7445, -2.8803, 0.1358, 3.2525
WORSE, FOIL, LOW, 1, 1.9569, NA, NA, NA, NA
FASTER, STIM, LOW, 6, 5.6810, -2.9164, -3.0315, 0.1151, 2.9856
BOOT, STIM, HIGH, 6, 1.2663, 1.8429, 1.9736, -0.1307, 1.7513
MOTION, FOIL, LOW, 1, 1.2135, NA, NA, NA, NA
VALUE, FOIL, LOW, 1, 1.1323, NA, NA, NA, NA
CASH, STIM, HIGH, 6, 2.2874, -0.4940, -0.4706, -0.0233, 1.2343
FLAME, STIM, HIGH, 6, 1.2766, 1.7600, 1.6335, 0.1265, 1.1008
SHEET, STIM, HIGH, 6, 1.6799, 1.9635, 1.8034, 0.1602, 1.1342
STAIR, FOIL, HIGH, 1, 1.4818, NA, NA, NA, NA
BUCKLE, FOIL, HIGH, 1, 0.9698, NA, NA, NA, NA
BUBBLE, FOIL, HIGH, 1, 1.0157, NA, NA, NA, NA
QUEST, STIM, LOW, 6, 1.9140, -1.6067, -1.5446, -0.0621, 0.7339
SMEAR, FOIL, LOW, 1, 1.2771, NA, NA, NA, NA
