word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
JEER, STIM, LOW, 1, 3.2493, -2.6518, 2.3880, 1.2434, 0.3503
SKUNK, STIM, HIGH, 6, 2.7114, -1.7460, 0.9191, -2.6652, 0.2502
CAVE, STIM, HIGH, 6, 1.1604, 2.3095, 2.8667, -0.5572, 0.3336
TIGER, FOIL, HIGH, 1, 0.9229, NA, NA, NA, NA
COLLAR, STIM, HIGH, 6, 1.3002, 1.4685, -0.8115, 2.2800, 0.2502
NOW, FOIL, LOW, 1, 1.1217, NA, NA, NA, NA
DENSE, STIM, LOW, 6, 0.7625, -1.7955, -1.6692, -0.1263, 0.3002
TITLE, FOIL, LOW, 1, 1.1116, NA, NA, NA, NA
FLESH, STIM, HIGH, 6, 0.6491, -1.8467, 1.5269, 2.9096, 0.2502
BEE, STIM, HIGH, 6, 0.8976, -0.3847, -2.1470, 1.7623, 0.4670
STRAND, FOIL, LOW, 1, 0.9561, NA, NA, NA, NA
SUPPLY, FOIL, LOW, 1, 0.7180, NA, NA, NA, NA
NICE, FOIL, LOW, 1, 0.6408, NA, NA, NA, NA
IN, STIM, LOW, 6, 0.6770, 2.7096, 0.0237, 2.6859, 0.3336
INSECT, FOIL, HIGH, 1, 0.8976, NA, NA, NA, NA
HAMMER, FOIL, HIGH, 1, 0.5822, NA, NA, NA, NA
THORN, FOIL, HIGH, 1, 0.6880, NA, NA, NA, NA
CART, STIM, HIGH, 6, 0.5822, -1.4372, -0.5273, -0.9098, 0.7839
SMUT, FOIL, LOW, 1, 0.7183, NA, NA, NA, NA
AVID, STIM, LOW, 6, 0.6713, 1.5907, 2.0206, -0.4299, 0.2835
THEN, FOIL, LOW, 5, 7.6039, NA, NA, NA, NA
FEW, STIM, LOW, 4, 1.6029, -0.6557, -2.8978, 2.2421, 0.3002
SEVERE, STIM, LOW, 5, 1.0237, -1.0260, -2.2378, 1.2118, 0.3002
THROE, FOIL, LOW, 1, 0.9889, NA, NA, NA, NA
HINT, FOIL, LOW, 4, 0.9002, NA, NA, NA, NA
GORAL, STIM, LOW, 2, 0.6555, 0.0678, 3.1416, -3.0738, 0.2835
PAVIS, STIM, LOW, 6, 0.6448, -0.5415, 2.3866, -2.9282, 0.3336
FUR, FOIL, HIGH, 1, 0.8602, NA, NA, NA, NA
TANK, STIM, HIGH, 6, 0.7216, 0.4988, 0.2354, 0.2634, 0.3169
