word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
FIORD, FOIL, HIGH, 1, 1.7848, NA, NA, NA, NA
MAST, STIM, HIGH, 6, 0.4734, 2.4608, -0.8555, -2.9668, 0.2835
UNJUST, FOIL, LOW, 2, 0.7231, NA, NA, NA, NA
CANDY, STIM, HIGH, 6, 0.7709, -3.0515, -1.4668, -1.5847, 0.4003
TRAY, STIM, HIGH, 6, 0.5529, -0.5535, 2.1757, -2.7292, 0.0834
FRAUD, STIM, LOW, 6, 0.5147, -1.2516, 1.5552, -2.8068, 0.2168
HEIR, FOIL, LOW, 3, 0.8262, NA, NA, NA, NA
KENNEL, FOIL, HIGH, 3, 0.5118, NA, NA, NA, NA
CLOSE, STIM, LOW, 5, 1.0050, -2.3894, -3.1242, 0.7348, 0.0667
POOL, STIM, HIGH, 6, 0.8830, -2.9641, 0.0362, -3.0003, 0.1501
POND, FOIL, HIGH, 3, 0.8389, NA, NA, NA, NA
TEA, STIM, HIGH, 6, 0.7715, 1.7066, 0.1803, 1.5263, 0.1501
CLOUD, FOIL, HIGH, 5, 0.5664, NA, NA, NA, NA
MAKER, FOIL, LOW, 3, 0.5219, NA, NA, NA, NA
BRA, FOIL, HIGH, 3, 0.4594, NA, NA, NA, NA
HOLD, STIM, LOW, 5, 1.3121, -2.8128, -0.9634, -1.8495, 0.1168
FLESH, STIM, HIGH, 5, 0.8036, -0.8970, -2.2636, 1.3666, 0.1668
EXCISE, STIM, LOW, 6, 0.7157, 1.0830, 1.0725, 0.0105, 0.2835
PEON, FOIL, LOW, 2, 0.6292, NA, NA, NA, NA
MARKET, FOIL, HIGH, 5, 1.3314, NA, NA, NA, NA
BAWL, STIM, LOW, 1, 1.6768, 1.7054, 3.1270, -1.4216, 0.1001
SALARY, STIM, LOW, 6, 0.6412, 2.4807, -2.1010, -1.7015, 0.2835
CHARM, STIM, LOW, 2, 0.9431, 2.4014, 0.0097, 2.3918, 0.3669
MUCIN, STIM, LOW, 6, 0.8352, -1.6306, 1.1255, -2.7561, 0.1334
BOY, STIM, HIGH, 3, 0.7575, 3.1395, 1.4810, 1.6584, 0.3002
CELLAR, STIM, HIGH, 5, 0.9365, 1.8931, -1.1257, 3.0188, 0.7339
ABLE, FOIL, LOW, 3, 0.5003, NA, NA, NA, NA
LEAN, FOIL, LOW, 3, 0.4724, NA, NA, NA, NA
FILM, STIM, HIGH, 3, 0.5192, -1.8958, 2.6703, 1.7171, 0.1001
THERE, FOIL, LOW, 3, 0.6076, NA, NA, NA, NA
PROXY, FOIL, LOW, 3, 0.5430, NA, NA, NA, NA
HORN, FOIL, HIGH, 5, 0.9663, NA, NA, NA, NA
WALL, FOIL, HIGH, 3, 0.8034, NA, NA, NA, NA
BLOOD, FOIL, HIGH, 3, 0.7230, NA, NA, NA, NA
