word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
MIRROR, STIM, HIGH, 6, 3.0923, -1.0384, -0.5592, -0.4792, 0.2669
OPEN, FOIL, LOW, 6, 10.0442, NA, NA, NA, NA
CORPSE, STIM, HIGH, 6, 0.9585, -1.8439, 2.1777, 2.2616, 0.4503
WORK, FOIL, LOW, 2, 1.2289, NA, NA, NA, NA
EVERY, STIM, LOW, 6, 1.2672, -0.4993, -1.5812, 1.0819, 3.0023
GRAVY, FOIL, HIGH, 2, 2.2816, NA, NA, NA, NA
LINEN, FOIL, HIGH, 2, 0.7977, NA, NA, NA, NA
STRUT, STIM, LOW, 5, 1.4329, 1.6029, -2.0887, -2.5916, 0.2835
TEMPLE, STIM, HIGH, 6, 0.9027, -2.8146, 2.8776, 0.5910, 0.5671
NEST, STIM, HIGH, 4, 1.9464, 1.1792, 2.5262, -1.3469, 1.2843
FASTER, FOIL, LOW, 1, 1.3280, NA, NA, NA, NA
POOL, STIM, HIGH, 6, 1.2001, -2.3475, -2.9945, 0.6470, 0.9007
GYM, FOIL, HIGH, 3, 1.1012, NA, NA, NA, NA
GIVER, FOIL, LOW, 3, 0.6257, NA, NA, NA, NA
TALE, FOIL, LOW, 3, 0.5357, NA, NA, NA, NA
BODY, STIM, HIGH, 6, 1.4254, -3.1010, -0.1471, -2.9539, 0.6839
GAIN, FOIL, LOW, 3, 0.8114, NA, NA, NA, NA
BANANA, STIM, HIGH, 6, 0.8318, 2.0597, 1.1818, 0.8779, 0.7339
KINE, FOIL, LOW, 3, 0.8707, NA, NA, NA, NA
BROOM, STIM, HIGH, 6, 0.7183, -0.4962, 1.0769, -1.5731, 0.5504
BOOK, FOIL, HIGH, 2, 5.6526, NA, NA, NA, NA
INDIAN, FOIL, HIGH, 2, 0.7842, NA, NA, NA, NA
ARBOR, FOIL, LOW, 1, 0.9299, NA, NA, NA, NA
RAT, STIM, HIGH, 6, 1.3029, 2.5616, 2.7124, -0.1508, 0.7506
RHUMB, STIM, LOW, 6, 0.6566, -1.6726, -0.1308, -1.5418, 1.7347
MUSCLE, STIM, HIGH, 6, 0.6703, 1.5969, 1.1348, 0.4621, 1.1509
RITUAL, STIM, LOW, 6, 0.5773, -1.7951, -1.8384, 0.0433, 0.3002
CONE, STIM, HIGH, 6, 0.6607, -2.8015, 0.6922, 2.7894, 0.5838
WHO, STIM, LOW, 6, 0.7399, -1.2971, 1.4991, -2.7962, 0.5671
LAMP, STIM, HIGH, 6, 0.5968, -2.8181, 0.9184, 2.5467, 0.4170
WEED, FOIL, HIGH, 2, 1.5838, NA, NA, NA, NA
NATION, STIM, LOW, 5, 1.7408, -0.2458, -0.0100, -0.2358, 0.4170
UNIQUE, FOIL, LOW, 1, 1.4792, NA, NA, NA, NA
UPON, FOIL, LOW, 1, 0.6606, NA, NA, NA, NA
TOPIC, STIM, LOW, 1, 2.3635, 0.8684, -0.5996, 1.4680, 0.7673
PIER, STIM, HIGH, 6, 3.6086, 1.7666, 2.5665, -0.7999, 0.5504
OKAY, FOIL, LOW, 1, 1.2871, NA, NA, NA, NA
FOLLY, FOIL, LOW, 1, 1.0286, NA, NA, NA, NA
MAY, FOIL, LOW, 1, 0.8443, NA, NA, NA, NA
HAY, FOIL, HIGH, 5, 1.7768, NA, NA, NA, NA
WEST, FOIL, LOW, 1, 1.5627, NA, NA, NA, NA
MOTE, FOIL, LOW, 1, 0.8700, NA, NA, NA, NA
RAW, STIM, LOW, 5, 1.3728, 1.7880, 1.2026, 0.5854, 0.4337
CART, STIM, HIGH, 3, 1.1790, -2.2928, 2.8446, 1.1457, 0.7339
WORM, FOIL, HIGH, 2, 1.4037, NA, NA, NA, NA
YOUR, FOIL, LOW, 1, 1.0774, NA, NA, NA, NA
EYE, STIM, HIGH, 5, 1.7953, -2.1217, 2.6687, 1.4927, 0.5004
CHALK, STIM, HIGH, 6, 1.1477, 1.7695, -1.9620, -2.5517, 0.8173
EEL, STIM, HIGH, 6, 0.6935, -1.8899, 0.9871, -2.8769, 0.6505
FIRE, STIM, HIGH, 6, 0.8746, 1.6410, 0.5243, 1.1167, 0.8506
LIAR, FOIL, LOW, 2, 2.0442, NA, NA, NA, NA
UTTER, FOIL, LOW, 1, 1.8325, NA, NA, NA, NA
FOAL, STIM, LOW, 1, 0.9935, -0.0795, 2.9093, -2.9888, 1.0675
SUPPLY, FOIL, LOW, 1, 2.9913, NA, NA, NA, NA
MUSSEL, FOIL, HIGH, 6, 1.2388, NA, NA, NA, NA
TEETH, STIM, HIGH, 6, 1.0723, -0.9504, -0.5076, -0.4428, 0.5838
HARP, FOIL, HIGH, 2, 1.7466, NA, NA, NA, NA
THUS, STIM, LOW, 6, 1.3225, 0.5539, -2.4824, 3.0363, 2.5353
CHOP, FOIL, HIGH, 2, 2.0144, NA, NA, NA, NA
USED, STIM, LOW, 3, 2.0777, -2.0054, 0.1153, -2.1206, 0.7172
MAKE, STIM, LOW, 5, 1.9710, -1.6302, -1.4121, -0.2180, 0.3669
WRONG, STIM, LOW, 5, 0.7951, 2.4616, -0.0624, 2.5240, 1.1342
TOUCH, FOIL, LOW, 2, 1.1836, NA, NA, NA, NA
BIRD, STIM, HIGH, 2, 1.1497, 2.6475, -2.9258, -0.7099, 1.0675
