word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
FROG, FOIL, HIGH, 1, 2.6900, NA, NA, NA, NA
TACK, FOIL, HIGH, 1, 0.5406, NA, NA, NA, NA
FLUTE, STIM, HIGH, 6, 0.6068, 1.0104, 0.3461, 0.6643, 1.1842
DRIVER, FOIL, HIGH, 1, 0.8238, NA, NA, NA, NA
KNOB, FOIL, HIGH, 1, 0.5253, NA, NA, NA, NA
VICE, FOIL, LOW, 1, 0.5771, NA, NA, NA, NA
COUNT, STIM, LOW, 6, 0.6680, 1.2684, 2.6571, -1.3887, 1.4678
MONEY, STIM, HIGH, 6, 0.6280, 2.9243, 0.8552, 2.0691, 0.7839
BLEW, FOIL, LOW, 1, 1.0381, NA, NA, NA, NA
MISERY, FOIL, LOW, 1, 0.6159, NA, NA, NA, NA
BEAU, FOIL, LOW, 1, 0.5115, NA, NA, NA, NA
GRIEF, STIM, LOW, 6, 0.6050, -0.0123, -1.3532, 1.3409, 2.5853
APATHY, STIM, LOW, 6, 1.1533, -1.4484, -1.4260, -0.0224, 1.4845
DOUGH, STIM, HIGH, 6, 0.7415, -1.5510, -1.3714, -0.1796, 2.2684
TRASH, FOIL, HIGH, 1, 0.7941, NA, NA, NA, NA
MAP, STIM, HIGH, 6, 0.6693, 0.6559, 0.1029, 0.5530, 1.0842
STERN, STIM, LOW, 6, 2.7090, 3.0091, -0.4851, -2.7889, 0.6171
BEARD, STIM, HIGH, 6, 0.6216, -2.3121, -2.3086, -0.0035, 0.8006
HOTEL, STIM, HIGH, 6, 1.2375, 0.3148, 2.7556, -2.4408, 0.7839
CAMERA, FOIL, HIGH, 1, 1.8312, NA, NA, NA, NA
CHERRY, FOIL, HIGH, 1, 1.7236, NA, NA, NA, NA
SWAMP, STIM, HIGH, 6, 0.5595, 2.0437, 0.0215, 2.0222, 0.9507
EGO, FOIL, LOW, 1, 0.5679, NA, NA, NA, NA
CAMP, FOIL, HIGH, 1, 0.6021, NA, NA, NA, NA
BOTH, STIM, LOW, 6, 0.7187, 0.8265, 0.3362, 0.4903, 0.8006
PIT, FOIL, HIGH, 1, 0.5644, NA, NA, NA, NA
BEAST, STIM, HIGH, 1, 1.7470, 2.6613, -1.2918, -2.3301, 0.9174
AMPERE, STIM, LOW, 6, 0.5252, -1.0741, -1.1094, 0.0353, 1.0675
PRUNE, FOIL, HIGH, 1, 0.5913, NA, NA, NA, NA
TWIG, STIM, HIGH, 6, 0.6002, -1.3707, -1.3886, 0.0179, 1.0174
SUPPER, FOIL, HIGH, 1, 0.6906, NA, NA, NA, NA
ONION, FOIL, HIGH, 1, 0.6209, NA, NA, NA, NA
RESCUE, FOIL, LOW, 1, 0.5182, NA, NA, NA, NA
PAIR, STIM, LOW, 6, 1.0103, -0.2069, -0.3081, 0.1011, 1.3677
FRANK, STIM, LOW, 6, 0.7465, -2.2949, -2.6824, 0.3876, 0.7672
ANT, STIM, HIGH, 6, 1.2363, -1.9104, -2.1574, 0.2470, 0.9841
SWAYED, STIM, LOW, 6, 0.6154, 0.0127, 2.7611, -2.7484, 0.5004
MOSS, STIM, HIGH, 6, 0.5420, -1.5125, -1.4406, -0.0719, 1.2509
FANE, FOIL, LOW, 1, 0.6983, NA, NA, NA, NA
MUTINY, FOIL, LOW, 1, 0.5882, NA, NA, NA, NA
JUICE, FOIL, HIGH, 1, 1.2531, NA, NA, NA, NA
MOOD, FOIL, LOW, 1, 1.0508, NA, NA, NA, NA
CHOP, STIM, HIGH, 6, 0.7221, 0.2283, 0.4327, -0.2044, 1.8681
SPITE, FOIL, LOW, 1, 0.6918, NA, NA, NA, NA
BOARD, FOIL, HIGH, 1, 0.6615, NA, NA, NA, NA
EACH, STIM, LOW, 6, 0.5171, 1.0361, 1.0706, -0.0346, 1.4511
CLOSE, STIM, LOW, 6, 0.7382, 1.7076, 1.8438, -0.1362, 1.0174
BEEN, FOIL, LOW, 1, 0.7896, NA, NA, NA, NA
SOON, FOIL, LOW, 1, 0.9319, NA, NA, NA, NA
THIS, FOIL, LOW, 1, 0.6923, NA, NA, NA, NA
INNATE, FOIL, LOW, 1, 0.5768, NA, NA, NA, NA
BORDER, FOIL, LOW, 1, 0.5862, NA, NA, NA, NA
DOOR, FOIL, HIGH, 1, 0.5203, NA, NA, NA, NA
GYM, STIM, HIGH, 6, 0.6533, 0.0280, 0.2362, -0.2082, 0.9174
VIOLIN, STIM, HIGH, 1, 0.9931, -2.1939, -2.0299, -0.1639, 0.9507
CLIFF, STIM, HIGH, 6, 1.0101, -1.8380, -2.7751, 0.9371, 2.2517
BUY, STIM, LOW, 1, 0.8782, -1.0125, -0.4446, -0.5678, 1.3010
BARN, STIM, HIGH, 6, 1.0017, -3.0687, -3.1002, 0.0314, 4.1198
STRAIN, STIM, LOW, 6, 0.7849, -2.7404, -2.6254, -0.1151, 0.7339
CUSTOM, STIM, LOW, 1, 1.0837, 0.4730, 0.1515, 0.3216, 0.8340
PEDAL, FOIL, HIGH, 1, 1.5156, NA, NA, NA, NA
THUD, FOIL, LOW, 1, 0.5337, NA, NA, NA, NA
BAR, FOIL, HIGH, 1, 0.6637, NA, NA, NA, NA
RATING, STIM, LOW, 1, 0.8472, 0.3078, 0.1729, 0.1350, 1.4011
DOLL, FOIL, HIGH, 1, 0.5495, NA, NA, NA, NA
SELL, STIM, LOW, 6, 0.5981, -2.1781, 2.1694, 1.9357, 3.6861
REPORT, STIM, LOW, 6, 2.2477, 1.3549, -0.2805, 1.6354, 0.5004
SINK, STIM, HIGH, 6, 0.5103, -3.0818, 0.8694, 2.3319, 0.8673
WAY, STIM, LOW, 6, 1.2564, 1.1553, 2.8360, -1.6807, 0.4503
AIRY, STIM, LOW, 6, 1.5648, 2.5401, 0.3011, 2.2390, 0.8673
TUBE, FOIL, HIGH, 1, 1.1346, NA, NA, NA, NA
COURSE, FOIL, LOW, 1, 0.7997, NA, NA, NA, NA
SCROLL, FOIL, HIGH, 1, 0.5952, NA, NA, NA, NA
AMOUNT, FOIL, LOW, 1, 0.6328, NA, NA, NA, NA
IMPORT, STIM, LOW, 6, 0.5861, -0.2433, -0.2929, 0.0496, 2.1183
CUT, STIM, LOW, 6, 2.0679, -2.4689, -2.7861, 0.3172, 0.5838
STAIR, STIM, HIGH, 6, 0.7891, -0.3278, -2.2345, 1.9067, 0.8840
CHANCE, STIM, LOW, 6, 2.1609, -2.5819, 2.1309, 1.5704, 5.0872
NUMB, FOIL, LOW, 1, 0.6706, NA, NA, NA, NA
STARE, FOIL, LOW, 1, 0.7500, NA, NA, NA, NA
AND, STIM, LOW, 6, 2.0904, 0.7178, 1.3082, -0.5904, 1.6513
SKULL, STIM, HIGH, 6, 0.6549, 2.1928, -1.8878, -2.2026, 3.5694
BATTLE, FOIL, HIGH, 1, 0.9799, NA, NA, NA, NA
MOOSE, FOIL, HIGH, 1, 0.5440, NA, NA, NA, NA
BUTTER, FOIL, HIGH, 1, 0.7065, NA, NA, NA, NA
BRONZE, STIM, HIGH, 6, 0.8933, 2.9400, 1.7493, 1.1907, 0.5171
FORCE, STIM, LOW, 6, 2.5678, 1.0866, -0.9494, 2.0360, 2.0682
WEAPON, STIM, HIGH, 6, 1.0329, -1.6376, -1.2700, -0.3676, 0.7005
