word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
TRUCK, FOIL, HIGH, 1, 2.8239, NA, NA, NA, NA
VERB, STIM, LOW, 6, 1.1156, -0.7034, 0.0856, -0.7891, 0.5337
SURE, FOIL, LOW, 5, 2.3444, NA, NA, NA, NA
PORCH, STIM, HIGH, 6, 1.0894, -2.9680, 2.9970, 0.3182, 1.1342
INCOME, STIM, LOW, 6, 0.8921, 0.0161, -0.1360, 0.1521, 0.7506
CANOE, FOIL, HIGH, 1, 1.6864, NA, NA, NA, NA
MIGHT, FOIL, LOW, 1, 1.2700, NA, NA, NA, NA
THORN, FOIL, HIGH, 1, 1.1228, NA, NA, NA, NA
OVEN, STIM, HIGH, 6, 1.1870, 2.5206, 0.7545, 1.7662, 0.3336
NEVER, STIM, LOW, 6, 0.6360, -0.0436, -1.8632, 1.8196, 0.5004
DRESS, STIM, HIGH, 6, 0.5568, 1.0657, 0.7818, 0.2839, 0.8673
QUILT, FOIL, HIGH, 1, 1.1826, NA, NA, NA, NA
NURSE, STIM, HIGH, 6, 0.8453, -2.0354, -1.7470, -0.2885, 0.8673
TOOTH, STIM, HIGH, 6, 2.6450, 0.0941, -2.7510, 2.8450, 0.2335
GENIUS, FOIL, LOW, 1, 1.4094, NA, NA, NA, NA
FORM, STIM, LOW, 5, 1.5315, -0.1517, 0.0618, -0.2135, 1.0675
SYMBOL, STIM, LOW, 6, 0.9394, -1.5147, -1.6020, 0.0874, 0.7672
VIOLIN, FOIL, HIGH, 1, 1.0322, NA, NA, NA, NA
CASKET, FOIL, HIGH, 1, 1.0331, NA, NA, NA, NA
SINGER, FOIL, HIGH, 4, 1.2807, NA, NA, NA, NA
GOT, STIM, LOW, 6, 2.3501, -2.0829, -2.9977, 0.9148, 0.3503
VERY, STIM, LOW, 6, 0.7460, -0.8717, -0.7963, -0.0754, 0.6338
THREAT, FOIL, LOW, 1, 1.2911, NA, NA, NA, NA
CAMP, FOIL, HIGH, 2, 1.4458, NA, NA, NA, NA
UNITE, FOIL, LOW, 1, 0.9403, NA, NA, NA, NA
TREND, STIM, LOW, 6, 0.8729, 1.3002, 0.7368, 0.5633, 0.4503
LAIN, STIM, LOW, 6, 0.7189, 0.2528, -0.4590, 0.7118, 0.7005
GIRL, STIM, HIGH, 6, 0.6285, 1.7497, 1.9620, -0.2123, 0.7339
CLOWN, FOIL, HIGH, 1, 1.2301, NA, NA, NA, NA
BY, FOIL, LOW, 4, 1.3626, NA, NA, NA, NA
PINE, FOIL, HIGH, 2, 1.4317, NA, NA, NA, NA
CHILD, STIM, HIGH, 6, 1.0069, 2.8528, 2.6340, 0.2188, 0.4170
ITS, STIM, LOW, 6, 0.7277, -0.1229, -2.7081, 2.5852, 0.7172
NABOB, FOIL, LOW, 1, 0.5959, NA, NA, NA, NA
