word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
CITE, STIM, LOW, 6, 3.0157, 1.0835, 3.1416, -2.0581, 0.0667
SIGIL, STIM, LOW, 6, 1.0066, 3.1345, 1.1982, 1.9363, 0.1835
TOLD, STIM, LOW, 6, 0.5932, -0.6982, 2.7489, 2.8361, 0.1835
TING, FOIL, LOW, 1, 0.6925, NA, NA, NA, NA
HAMMER, STIM, HIGH, 6, 0.5047, -0.2777, 1.3828, -1.6605, 0.1334
SKULL, FOIL, HIGH, 1, 0.5510, NA, NA, NA, NA
FERRY, STIM, HIGH, 1, 0.5457, 1.9152, 0.0000, 1.9152, 0.1001
SAND, STIM, HIGH, 6, 0.7302, -2.2831, -1.5708, -0.7123, 0.0667
VAN, FOIL, HIGH, 3, 1.0078, NA, NA, NA, NA
TRIM, STIM, LOW, 6, 0.7278, 1.1333, 1.9549, -0.8215, 0.2002
BEECH, STIM, LOW, 6, 0.5427, -0.2127, -0.4160, 0.2033, 0.3169
EAGLE, STIM, HIGH, 2, 0.6405, -0.6993, 3.1416, 2.4422, 0.0667
TAIL, FOIL, HIGH, 3, 0.5202, NA, NA, NA, NA
OIL, FOIL, HIGH, 2, 0.5671, NA, NA, NA, NA
LIP, FOIL, HIGH, 2, 0.8466, NA, NA, NA, NA
CHISEL, FOIL, HIGH, 6, 0.7226, NA, NA, NA, NA
LAWN, STIM, HIGH, 6, 0.5458, -2.3899, -1.4872, -0.9026, 0.2502
VANE, FOIL, LOW, 2, 0.5924, NA, NA, NA, NA
CANDY, FOIL, HIGH, 2, 0.5079, NA, NA, NA, NA
PERSON, FOIL, HIGH, 1, 0.5582, NA, NA, NA, NA
ELM, FOIL, HIGH, 1, 1.1217, NA, NA, NA, NA
GOAT, FOIL, HIGH, 1, 0.5336, NA, NA, NA, NA
RITUAL, STIM, LOW, 6, 0.4213, -0.8625, 0.8300, -1.6925, 0.3002
WHIFF, STIM, LOW, 1, 0.6047, 2.6562, -2.4436, -1.1834, 0.3002
BRIEF, FOIL, LOW, 1, 0.3339, NA, NA, NA, NA
KITTEN, FOIL, HIGH, 1, 0.2452, NA, NA, NA, NA
AMOUNT, STIM, LOW, 1, 1.9433, 0.6781, -0.2296, 0.9078, 0.4003
SLEAVE, STIM, LOW, 1, 0.7290, -1.6868, 2.0693, 2.5271, 0.2168
ZONE, FOIL, LOW, 6, 0.6808, NA, NA, NA, NA
VERY, FOIL, LOW, 1, 0.4218, NA, NA, NA, NA
MISERY, FOIL, LOW, 3, 4.3480, NA, NA, NA, NA
WOOD, STIM, HIGH, 6, 2.4273, -1.6107, -1.6195, 0.0088, 0.3336
TOOTH, FOIL, HIGH, 1, 2.6854, NA, NA, NA, NA
BAY, STIM, HIGH, 3, 7.1887, -1.8618, -0.1626, -1.6992, 0.0500
HUMBLE, STIM, LOW, 6, 2.3437, 2.1530, 1.6122, 0.5408, 0.1001
MADE, FOIL, LOW, 1, 0.6651, NA, NA, NA, NA
GLORY, STIM, LOW, 5, 1.3518, -2.5238, 3.0121, 0.7472, 0.1001
RECORD, FOIL, HIGH, 2, 1.1051, NA, NA, NA, NA
TRICK, STIM, LOW, 6, 1.7093, 1.5910, -0.7820, 2.3730, 0.2669
GREAT, STIM, LOW, 6, 0.7113, -0.7811, 3.0850, 2.4171, 0.1334
VAGUE, STIM, LOW, 2, 1.5416, 2.2976, -0.0038, 2.3014, 0.2502
SILVER, FOIL, HIGH, 2, 0.6353, NA, NA, NA, NA
BIBLE, FOIL, HIGH, 1, 1.0414, NA, NA, NA, NA
OTHER, STIM, LOW, 2, 0.8255, -0.7913, -3.0847, 2.2934, 0.2502
FEW, STIM, LOW, 6, 0.5083, 2.2272, -0.1137, 2.3409, 0.0667
CONE, FOIL, HIGH, 5, 0.6401, NA, NA, NA, NA
WATER, STIM, HIGH, 6, 0.5578, 1.5024, 1.5605, -0.0581, 0.1001
FLAME, FOIL, HIGH, 2, 0.5750, NA, NA, NA, NA
DRINK, STIM, HIGH, 2, 0.7200, 0.8927, -0.0231, 0.9159, 0.1835
SIMPER, FOIL, LOW, 3, 0.5980, NA, NA, NA, NA
BYRE, STIM, LOW, 5, 0.5398, 1.6848, 1.1357, 0.5491, 0.3169
NEEDLE, STIM, HIGH, 2, 0.6000, -0.3571, -1.7304, 1.3733, 0.1835
SCARCE, FOIL, LOW, 5, 0.3021, NA, NA, NA, NA
PAINT, FOIL, HIGH, 2, 0.6093, NA, NA, NA, NA
CLAW, STIM, HIGH, 6, 0.8610, 2.3389, -2.9095, -1.0348, 0.0500
DOCK, FOIL, HIGH, 2, 0.5940, NA, NA, NA, NA
SHAWL, FOIL, HIGH, 5, 0.7421, NA, NA, NA, NA
HALE, STIM, LOW, 6, 0.4957, -2.2237, -2.9687, 0.7450, 0.2168
COW, STIM, HIGH, 6, 0.4873, 1.2239, 1.9141, -0.6903, 0.9841
TURTLE, FOIL, HIGH, 5, 1.0562, NA, NA, NA, NA
JUICE, STIM, HIGH, 5, 1.1658, -3.0815, -0.5977, -2.4838, 0.7172
STAR, FOIL, HIGH, 2, 1.1994, NA, NA, NA, NA
OLIVE, FOIL, HIGH, 2, 0.6257, NA, NA, NA, NA
BRICK, FOIL, HIGH, 2, 0.7220, NA, NA, NA, NA
MULE, STIM, HIGH, 6, 0.6906, -2.9467, 2.0280, 1.3085, 0.2002
YACHT, FOIL, HIGH, 2, 1.0200, NA, NA, NA, NA
RIBBON, STIM, HIGH, 6, 0.5159, -1.6101, 0.9545, -2.5646, 0.9340
WORK, FOIL, LOW, 4, 1.0705, NA, NA, NA, NA
DART, FOIL, HIGH, 2, 1.1334, NA, NA, NA, NA
LINEN, STIM, HIGH, 6, 0.5146, -0.2564, -1.4785, 1.2220, 0.3169
SPARE, FOIL, LOW, 6, 0.6652, NA, NA, NA, NA
GILT, STIM, LOW, 5, 0.5772, 0.0615, -2.7322, 2.7937, 1.2843
SALT, STIM, HIGH, 4, 0.7766, -2.9571, -0.3073, -2.6498, 0.3169
ROBBER, STIM, HIGH, 6, 0.7324, -1.6014, 2.9942, 1.6876, 0.0834
ROOF, STIM, HIGH, 6, 0.9528, 0.7763, 1.1112, -0.3350, 0.0834
CANAL, FOIL, HIGH, 6, 0.5134, NA, NA, NA, NA
SWORD, STIM, HIGH, 5, 0.8536, -0.0976, -2.9082, 2.8106, 0.0834
ARMY, FOIL, HIGH, 2, 0.5091, NA, NA, NA, NA
HONEY, FOIL, HIGH, 5, 0.7411, NA, NA, NA, NA
RISE, STIM, LOW, 3, 0.7856, 1.9936, 0.0436, 1.9500, 0.2502
MOUTH, STIM, HIGH, 6, 0.9860, -0.2438, -3.0454, 2.8016, 0.1501
CORN, FOIL, HIGH, 2, 1.3870, NA, NA, NA, NA
INK, FOIL, HIGH, 1, 1.2298, NA, NA, NA, NA
DUST, STIM, HIGH, 6, 0.7096, -1.1863, -0.0476, -1.1387, 0.0667
RAW, STIM, LOW, 4, 1.0707, 2.7569, -0.0602, 2.8171, 0.0834
APPLE, FOIL, HIGH, 4, 0.9644, NA, NA, NA, NA
FAULT, STIM, LOW, 6, 0.8922, -2.2327, 3.1416, 0.9089, 0.0834
WHERRY, FOIL, LOW, 2, 1.4808, NA, NA, NA, NA
BECAME, FOIL, LOW, 6, 0.9424, NA, NA, NA, NA
BRA, STIM, HIGH, 6, 0.7428, 1.4211, 1.0896, 0.3315, 0.3669
TACET, STIM, LOW, 2, 1.5534, 0.1422, 0.9219, -0.7798, 0.2168
BUBAL, FOIL, LOW, 5, 0.6158, NA, NA, NA, NA
HALF, FOIL, LOW, 6, 0.4618, NA, NA, NA, NA
PEER, FOIL, LOW, 6, 0.6974, NA, NA, NA, NA
VULGAR, STIM, LOW, 5, 0.3534, 2.4399, -1.6906, -2.1526, 0.3336
UNDER, FOIL, LOW, 2, 0.8206, NA, NA, NA, NA
FORE, FOIL, LOW, 4, 1.2662, NA, NA, NA, NA
MANNER, STIM, LOW, 6, 0.6811, 0.2083, -2.9571, -3.1178, 0.1668
JEEP, STIM, HIGH, 4, 1.1586, -0.5623, 2.3215, -2.8837, 0.1334
GRASS, STIM, HIGH, 6, 0.7993, 2.0059, -0.6602, 2.6661, 0.1334
EGO, STIM, LOW, 6, 1.1247, 3.0552, -0.0094, 3.0646, 0.0834
TRACE, FOIL, LOW, 2, 1.2323, NA, NA, NA, NA
VIOLIN, STIM, HIGH, 6, 0.4940, 3.1171, 0.0000, 3.1171, 0.0500
FLOWER, STIM, HIGH, 6, 0.5198, 0.6056, -2.9012, -2.7763, 0.0500
CAT, FOIL, HIGH, 3, 1.1417, NA, NA, NA, NA
EMPTY, FOIL, LOW, 3, 0.9623, NA, NA, NA, NA
NUN, FOIL, HIGH, 2, 1.0625, NA, NA, NA, NA
FAST, FOIL, LOW, 2, 0.8722, NA, NA, NA, NA
RUBBER, STIM, HIGH, 6, 0.5947, -0.7456, -1.0508, 0.3052, 0.3503
MONEY, FOIL, HIGH, 6, 0.6275, NA, NA, NA, NA
ROLE, STIM, LOW, 5, 0.7467, 1.2532, 2.1547, -0.9015, 0.0834
WHALE, STIM, HIGH, 6, 0.6627, -1.4157, 3.1416, 1.7259, 0.0334
CHEESE, STIM, HIGH, 6, 0.5306, 2.6190, -3.1365, -0.5277, 0.3836
DIRT, STIM, HIGH, 2, 0.7897, 0.5485, 0.3976, 0.1509, 0.0334
FUTURE, STIM, LOW, 6, 0.7821, 2.8261, 1.3188, 1.5072, 0.0834
FORTH, FOIL, LOW, 6, 0.5906, NA, NA, NA, NA
GIRDLE, STIM, HIGH, 6, 0.7021, 2.9685, -1.5708, -1.7439, 0.0834
MOOD, FOIL, LOW, 2, 0.7010, NA, NA, NA, NA
MAKE, FOIL, LOW, 6, 0.5515, NA, NA, NA, NA
BUT, FOIL, LOW, 6, 0.4530, NA, NA, NA, NA
BOX, STIM, HIGH, 6, 1.3876, -0.2294, 0.5799, -0.8093, 0.5504
DEFACE, FOIL, LOW, 2, 1.7437, NA, NA, NA, NA
SPONGE, STIM, HIGH, 5, 1.1576, 3.0922, -3.0287, -0.1623, 0.1001
RATTLE, STIM, HIGH, 6, 0.4861, -1.5342, 2.1178, 2.6312, 0.3169
OKAY, STIM, LOW, 2, 0.7264, -1.6331, -0.2284, -1.4047, 0.4003
BANG, FOIL, LOW, 1, 0.6006, NA, NA, NA, NA
EXCUSE, FOIL, LOW, 5, 1.2564, NA, NA, NA, NA
CHEAT, STIM, LOW, 6, 0.7757, 2.2725, 0.0000, 2.2725, 0.0834
SOFA, STIM, HIGH, 6, 0.7337, 2.8510, 1.6458, 1.2053, 0.4670
HATE, STIM, LOW, 6, 0.6004, -0.9881, -2.0474, 1.0593, 0.0834
PLUM, FOIL, HIGH, 6, 0.5720, NA, NA, NA, NA
SLUSH, STIM, HIGH, 6, 0.8014, -0.4672, -2.6918, 2.2247, 0.1668
CENTER, STIM, LOW, 6, 1.0341, 1.5208, -2.9139, -1.8485, 1.3343
HUT, FOIL, HIGH, 2, 0.7529, NA, NA, NA, NA
CEMENT, FOIL, HIGH, 1, 1.0367, NA, NA, NA, NA
WARN, FOIL, LOW, 1, 0.6745, NA, NA, NA, NA
FOE, FOIL, LOW, 6, 1.0272, NA, NA, NA, NA
GIRL, FOIL, HIGH, 5, 0.9111, NA, NA, NA, NA
HUMOUR, FOIL, LOW, 5, 1.3802, NA, NA, NA, NA
SISTER, STIM, HIGH, 6, 0.5893, 1.1681, -1.0112, 2.1793, 0.3669
WE, FOIL, LOW, 1, 0.9929, NA, NA, NA, NA
REFUSE, FOIL, LOW, 1, 1.6374, NA, NA, NA, NA
AVID, FOIL, LOW, 5, 0.9407, NA, NA, NA, NA
DEW, FOIL, HIGH, 2, 1.1351, NA, NA, NA, NA
FOIBLE, STIM, LOW, 6, 0.5091, -0.6409, -0.6372, -0.0037, 0.1168
VACATE, FOIL, LOW, 5, 0.8454, NA, NA, NA, NA
PLACE, FOIL, LOW, 6, 0.8909, NA, NA, NA, NA
SPAN, STIM, LOW, 6, 0.8579, 1.7791, 3.0206, -1.2415, 0.3503
STREET, FOIL, HIGH, 2, 0.5721, NA, NA, NA, NA
SIMILE, STIM, LOW, 6, 0.8387, 1.9392, 1.7351, 0.2040, 0.6505
WEIGH, STIM, LOW, 6, 0.8359, 1.6426, 1.7385, -0.0959, 0.0334
FEE, STIM, LOW, 5, 0.5369, -2.7712, -0.5160, -2.2552, 0.2168
BROOM, STIM, HIGH, 3, 1.2847, -1.9802, 1.2252, 3.0777, 0.2835
OVEN, STIM, HIGH, 6, 0.5766, -2.3853, 1.3089, 2.5889, 0.1501
COLLAR, FOIL, HIGH, 6, 0.7066, NA, NA, NA, NA
CUSTOM, FOIL, LOW, 5, 1.0324, NA, NA, NA, NA
TILL, FOIL, LOW, 6, 1.0795, NA, NA, NA, NA
SMUT, STIM, LOW, 6, 0.8592, 1.2650, 1.8284, -0.5633, 0.1501
PACT, STIM, LOW, 6, 0.4391, -1.9280, 2.3528, 2.0023, 0.3169
VAIN, STIM, LOW, 6, 0.5434, -0.7907, -2.6569, 1.8662, 0.1668
PICUL, FOIL, LOW, 2, 0.9432, NA, NA, NA, NA
HAIR, FOIL, HIGH, 6, 1.0566, NA, NA, NA, NA
CARROT, STIM, HIGH, 6, 0.7085, -3.0486, 2.9931, 0.2414, 0.1001
BIRCH, STIM, HIGH, 6, 0.5600, -1.2623, -1.4228, 0.1605, 0.0834
MUCH, FOIL, LOW, 6, 0.6992, NA, NA, NA, NA
FILL, STIM, LOW, 6, 0.5362, 2.3306, 1.3650, 0.9655, 0.3669
LAMB, STIM, HIGH, 6, 0.5381, 2.1709, -0.2155, 2.3865, 0.2669
SHONE, FOIL, LOW, 5, 1.2388, NA, NA, NA, NA
PATENT, FOIL, LOW, 1, 0.9782, NA, NA, NA, NA
TOAST, FOIL, HIGH, 6, 0.5651, NA, NA, NA, NA
DESK, STIM, HIGH, 6, 0.5922, -2.0717, 1.8862, 2.3252, 0.1501
TOWER, FOIL, HIGH, 1, 0.7442, NA, NA, NA, NA
FRUIT, STIM, HIGH, 6, 0.5516, -1.5434, 1.2853, -2.8287, 0.3336
KISS, FOIL, HIGH, 6, 0.6696, NA, NA, NA, NA
SEVER, STIM, LOW, 6, 1.0394, 1.3562, 0.4902, 0.8660, 0.3336
BELLY, FOIL, HIGH, 1, 0.7111, NA, NA, NA, NA
HOWLER, STIM, LOW, 2, 0.6672, -2.1266, -2.3121, 0.1855, 0.6338
BORN, STIM, LOW, 6, 0.5568, 0.2669, 0.0000, 0.2669, 0.0667
TEMPT, STIM, LOW, 6, 0.5347, 2.1575, 2.5063, -0.3488, 0.1835
FENCE, FOIL, HIGH, 6, 0.5534, NA, NA, NA, NA
BEEN, STIM, LOW, 6, 1.0687, 0.5552, 0.9540, -0.3988, 0.1668
BUCKET, FOIL, HIGH, 1, 0.5592, NA, NA, NA, NA
BLOOD, FOIL, HIGH, 1, 0.6258, NA, NA, NA, NA
GYM, STIM, HIGH, 1, 0.4424, 2.5040, -0.2333, 2.7373, 0.0500
ATE, FOIL, LOW, 1, 0.7023, NA, NA, NA, NA
RURAL, FOIL, LOW, 1, 0.6754, NA, NA, NA, NA
TALENT, STIM, LOW, 5, 1.2561, -1.4411, 1.4788, -2.9199, 1.4845
BEAK, FOIL, HIGH, 6, 0.4843, NA, NA, NA, NA
INSECT, STIM, HIGH, 6, 0.5064, -0.1805, -0.1038, -0.0767, 0.0834
ROE, STIM, LOW, 6, 0.4223, -0.7988, 2.0097, -2.8085, 2.0182
SNAP, STIM, LOW, 6, 0.4949, -0.6452, -1.4686, 0.8233, 0.1835
PIPE, STIM, HIGH, 6, 0.5179, -0.8098, -2.6802, 1.8704, 0.6338
BRONZE, STIM, HIGH, 6, 0.5382, -1.8386, -0.6451, -1.1934, 0.0500
END, FOIL, LOW, 6, 0.5136, NA, NA, NA, NA
ROUTE, FOIL, LOW, 1, 0.8238, NA, NA, NA, NA
ACUMEN, FOIL, LOW, 1, 0.8668, NA, NA, NA, NA
FEET, STIM, HIGH, 6, 0.6037, -2.1754, -2.9956, 0.8202, 0.0500
IGNORE, STIM, LOW, 6, 0.5637, 2.0928, 2.7888, -0.6961, 0.0500
HARE, FOIL, HIGH, 6, 0.7077, NA, NA, NA, NA
REAL, FOIL, LOW, 6, 0.6501, NA, NA, NA, NA
SPOON, STIM, HIGH, 6, 1.0367, -2.4383, -2.9349, 0.4966, 0.8673
SUEDE, STIM, HIGH, 6, 0.6430, -0.7464, -2.2707, 1.5243, 0.1501
UPKEEP, FOIL, LOW, 4, 1.5375, NA, NA, NA, NA
HIVE, STIM, HIGH, 6, 0.6307, -2.0165, 1.0751, -3.0917, 0.6338
BEG, STIM, LOW, 6, 0.5745, 2.8731, 1.7426, 1.1305, 0.3669
CLOTH, STIM, HIGH, 6, 0.4457, 1.3774, 2.4525, -1.0750, 0.9674
PLIERS, FOIL, HIGH, 1, 0.7152, NA, NA, NA, NA
POOL, FOIL, HIGH, 6, 0.8457, NA, NA, NA, NA
APT, FOIL, LOW, 1, 0.7907, NA, NA, NA, NA
HEEL, FOIL, HIGH, 3, 1.6369, NA, NA, NA, NA
EVENT, FOIL, LOW, 3, 1.1074, NA, NA, NA, NA
MUTINY, FOIL, LOW, 1, 0.9074, NA, NA, NA, NA
PIT, FOIL, HIGH, 4, 1.3372, NA, NA, NA, NA
PLAIT, STIM, LOW, 6, 0.5216, 1.2451, 2.1289, -0.8839, 0.0834
ARBOR, FOIL, LOW, 1, 0.7649, NA, NA, NA, NA
JOB, STIM, LOW, 6, 0.5049, -2.5413, -2.6452, 0.1038, 0.6672
STAIR, STIM, HIGH, 6, 0.5077, -2.6563, -1.3900, -1.2662, 0.1168
BAWL, STIM, LOW, 6, 0.5109, -2.8037, 0.6474, 2.8321, 1.2510
HAWK, FOIL, HIGH, 6, 0.4673, NA, NA, NA, NA
WAMPUM, STIM, LOW, 6, 0.7123, 2.4208, 0.1185, 2.3023, 0.1001
GRUDGE, STIM, LOW, 1, 1.7066, 2.8805, -2.7941, -0.6086, 0.3503
SEEK, FOIL, LOW, 5, 1.4348, NA, NA, NA, NA
TARN, STIM, LOW, 6, 0.6952, -1.2324, 1.4646, -2.6971, 0.6005
YORE, STIM, LOW, 5, 0.8756, 2.8578, -1.7914, -1.6339, 0.0834
