word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
WIN, FOIL, LOW, 3, 1.6248, NA, NA, NA, NA
GREED, STIM, LOW, 6, 0.7296, 2.0500, 0.8101, 1.2399, 0.6171
BILLED, STIM, LOW, 6, 0.5563, 1.1660, 1.1025, 0.0635, 0.6505
COACH, FOIL, HIGH, 3, 0.7141, NA, NA, NA, NA
BANK, STIM, HIGH, 6, 0.8302, 0.8728, -0.1794, 1.0522, 0.5671
BEE, FOIL, HIGH, 2, 0.8761, NA, NA, NA, NA
HOUSE, FOIL, HIGH, 1, 0.7634, NA, NA, NA, NA
AMUSE, STIM, LOW, 6, 0.6592, -3.0753, 1.7293, 1.4787, 0.4837
PULPIT, STIM, HIGH, 6, 0.5696, -2.9961, -0.2362, -2.7600, 0.3669
GOT, FOIL, LOW, 3, 1.0576, NA, NA, NA, NA
TUCK, STIM, LOW, 3, 0.8253, 1.0872, 2.8991, -1.8120, 0.1501
NEVER, STIM, LOW, 5, 1.4539, -1.5324, 3.0682, 1.6826, 0.3836
PUP, FOIL, HIGH, 6, 0.5091, NA, NA, NA, NA
TOOTH, FOIL, HIGH, 6, 0.8521, NA, NA, NA, NA
BARN, FOIL, HIGH, 5, 0.6649, NA, NA, NA, NA
ANKLE, STIM, HIGH, 6, 1.3798, -1.9927, 1.5554, 2.7351, 0.8340
CABIN, STIM, HIGH, 6, 0.8696, -0.3957, 1.0208, -1.4165, 0.8340
JOLT, FOIL, LOW, 2, 0.6341, NA, NA, NA, NA
PLIERS, FOIL, HIGH, 3, 0.9451, NA, NA, NA, NA
SKATE, STIM, HIGH, 6, 0.6360, 1.4054, 0.9588, 0.4465, 0.3669
ONE, STIM, LOW, 6, 0.7229, 1.1596, 0.8952, 0.2644, 0.6005
CRAVEN, STIM, LOW, 5, 0.9295, -1.7947, -1.9808, 0.1861, 1.0174
ONION, FOIL, HIGH, 2, 0.8609, NA, NA, NA, NA
STRING, STIM, HIGH, 6, 0.7185, 2.7932, -1.1117, -2.3783, 0.4670
GIRL, STIM, HIGH, 6, 0.4780, 0.2966, 2.3932, -2.0967, 4.3867
RHUMB, STIM, LOW, 2, 0.7917, 1.0501, -0.0504, 1.1006, 0.2002
WHICH, FOIL, LOW, 5, 0.8736, NA, NA, NA, NA
HARP, STIM, HIGH, 6, 0.5674, 2.4529, 1.5500, 0.9029, 0.7339
DRINK, FOIL, HIGH, 5, 1.0518, NA, NA, NA, NA
PONY, STIM, HIGH, 4, 1.2629, 1.3877, -3.0326, -1.8629, 0.3169
SNAP, FOIL, LOW, 3, 0.7727, NA, NA, NA, NA
MINNOW, FOIL, HIGH, 3, 0.6733, NA, NA, NA, NA
