word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
TOWER, STIM, HIGH, 5, 1.8844, 0.2958, 0.0000, 0.2958, 0.1001
CAUCUS, STIM, LOW, 6, 0.5397, 2.2023, -3.0030, -1.0780, 0.0500
VALLEY, STIM, HIGH, 4, 1.1956, 1.5779, -3.0230, -1.6823, 0.2502
ORANGE, FOIL, HIGH, 1, 0.6198, NA, NA, NA, NA
HOOF, STIM, HIGH, 3, 1.1085, -0.3122, -0.8638, 0.5516, 0.1501
VISE, FOIL, LOW, 1, 1.0194, NA, NA, NA, NA
PLEDGE, FOIL, LOW, 6, 0.7267, NA, NA, NA, NA
SIMPER, STIM, LOW, 6, 0.6334, 1.9977, -0.1441, 2.1418, 0.2168
LEES, STIM, LOW, 6, 0.5458, 2.8533, 0.0818, 2.7715, 0.0500
DECAY, FOIL, LOW, 2, 0.9747, NA, NA, NA, NA
BOY, STIM, HIGH, 6, 0.5903, 3.0212, 1.1301, 1.8910, 0.2002
CANOE, STIM, HIGH, 6, 0.6625, -2.5639, -2.3591, -0.2048, 0.0834
FIND, FOIL, LOW, 1, 0.6889, NA, NA, NA, NA
VAIN, FOIL, LOW, 6, 0.3125, NA, NA, NA, NA
JUPON, FOIL, LOW, 6, 0.6454, NA, NA, NA, NA
FANG, STIM, HIGH, 6, 0.6905, 2.0778, 2.3344, -0.2566, 0.1168
PEPPER, FOIL, HIGH, 6, 0.6112, NA, NA, NA, NA
KNIGHT, STIM, HIGH, 6, 0.6927, 0.6065, 0.2748, 0.3317, 0.1001
SATIN, FOIL, HIGH, 1, 0.5792, NA, NA, NA, NA
TACK, FOIL, HIGH, 2, 0.7761, NA, NA, NA, NA
MOVE, FOIL, LOW, 2, 2.5016, NA, NA, NA, NA
LOW, STIM, LOW, 6, 0.6466, -3.1345, -3.0980, -0.0365, 0.0667
SCAR, FOIL, HIGH, 5, 0.6875, NA, NA, NA, NA
FLASK, FOIL, HIGH, 5, 1.2131, NA, NA, NA, NA
BRIEF, STIM, LOW, 6, 0.6165, -3.0772, -2.4374, -0.6398, 0.6505
NONE, STIM, LOW, 5, 0.8685, 1.3489, 2.9997, -1.6508, 0.0334
ROPE, STIM, HIGH, 6, 0.6260, 0.9813, -0.0418, 1.0231, 0.2835
STREET, FOIL, HIGH, 1, 0.4808, NA, NA, NA, NA
SKIRT, STIM, HIGH, 6, 0.8372, -2.1566, -0.0256, -2.1310, 0.2168
LODE, STIM, LOW, 6, 0.5707, 2.9482, -2.9442, -0.3908, 1.1509
MOOD, STIM, LOW, 6, 0.5633, -3.1069, -3.1327, 0.0258, 0.1168
CORK, FOIL, HIGH, 1, 0.5907, NA, NA, NA, NA
FASTER, STIM, LOW, 6, 0.7093, 1.3683, 0.0157, 1.3526, 0.1001
TOOTH, FOIL, HIGH, 6, 0.5305, NA, NA, NA, NA
MORE, STIM, LOW, 6, 0.5719, 2.9162, -1.1461, -2.2209, 0.2835
THAW, FOIL, LOW, 1, 0.6376, NA, NA, NA, NA
MASH, FOIL, LOW, 2, 0.5804, NA, NA, NA, NA
RIGHT, STIM, LOW, 2, 0.4416, 0.4376, 0.4300, 0.0077, 0.1168
SHAWL, FOIL, HIGH, 2, 0.3866, NA, NA, NA, NA
SNEEZE, FOIL, HIGH, 1, 0.6138, NA, NA, NA, NA
SUPPER, FOIL, HIGH, 5, 1.4161, NA, NA, NA, NA
FOR, STIM, LOW, 5, 1.3523, 2.9164, -1.7377, -1.6291, 0.2335
ONION, STIM, HIGH, 4, 1.2598, 1.7059, -2.9780, -1.5993, 0.1334
OX, FOIL, HIGH, 2, 1.1416, NA, NA, NA, NA
HABIT, FOIL, LOW, 2, 0.7390, NA, NA, NA, NA
SOUL, FOIL, LOW, 5, 0.8073, NA, NA, NA, NA
OVER, FOIL, LOW, 2, 0.6219, NA, NA, NA, NA
SPLIT, FOIL, LOW, 5, 0.6427, NA, NA, NA, NA
