word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
OWL, STIM, HIGH, 6, 1.2170, -2.9624, 0.0552, -3.0176, 0.1835
SAVE, STIM, LOW, 6, 0.9881, 1.4539, -3.0040, -1.8253, 0.4670
MELT, FOIL, LOW, 1, 0.7338, NA, NA, NA, NA
HAZARD, STIM, LOW, 6, 0.5214, 1.0795, 1.0561, 0.0233, 0.4170
SHAME, STIM, LOW, 6, 0.5529, -2.8881, 0.2177, -3.1057, 0.3169
CASKET, FOIL, HIGH, 1, 0.6449, NA, NA, NA, NA
POLE, FOIL, HIGH, 1, 0.6187, NA, NA, NA, NA
ROOM, STIM, HIGH, 6, 0.8652, -0.0384, 2.0192, -2.0576, 0.4003
REACH, FOIL, LOW, 1, 0.6997, NA, NA, NA, NA
VACANT, STIM, LOW, 6, 0.6198, 2.9336, 0.4729, 2.4607, 0.3002
ORNATE, STIM, LOW, 6, 0.6821, -1.7453, -2.8069, 1.0615, 0.8840
BEET, FOIL, HIGH, 1, 0.6244, NA, NA, NA, NA
PIQUE, STIM, LOW, 6, 0.6624, 0.9254, 2.7741, -1.8487, 0.4003
SHELL, FOIL, HIGH, 1, 0.7084, NA, NA, NA, NA
SENT, FOIL, LOW, 1, 0.7248, NA, NA, NA, NA
SCORN, FOIL, LOW, 1, 0.8753, NA, NA, NA, NA
KEEP, FOIL, LOW, 1, 0.6335, NA, NA, NA, NA
SINGER, FOIL, HIGH, 1, 1.3833, NA, NA, NA, NA
HAWK, STIM, HIGH, 6, 0.5654, 2.6071, -2.9452, -0.7309, 0.2669
PLIERS, STIM, HIGH, 6, 0.5916, -2.7266, -0.3686, -2.3580, 0.3336
HINT, FOIL, LOW, 2, 1.9695, NA, NA, NA, NA
HURDLE, STIM, HIGH, 6, 0.7155, 1.5345, 1.5553, -0.0208, 0.9674
BOND, FOIL, LOW, 1, 0.8934, NA, NA, NA, NA
PHONE, STIM, HIGH, 6, 1.5815, -0.2484, 0.3570, -0.6054, 0.1835
ONCE, STIM, LOW, 5, 0.6912, -1.3782, -2.3708, 0.9926, 0.5838
POOL, STIM, HIGH, 6, 1.0171, 2.3025, 1.9603, 0.3422, 1.2843
HIM, STIM, LOW, 6, 1.3677, -2.4718, -2.4700, -0.0018, 0.4170
ALWAYS, FOIL, LOW, 1, 2.1183, NA, NA, NA, NA
SMELL, FOIL, LOW, 1, 0.8255, NA, NA, NA, NA
THAW, STIM, LOW, 1, 0.4488, -3.0103, 2.3418, 0.9311, 0.3002
EEL, STIM, HIGH, 6, 0.6307, -0.1747, -0.2948, 0.1202, 0.3002
PRUNE, FOIL, HIGH, 1, 0.7249, NA, NA, NA, NA
LABOUR, STIM, LOW, 6, 0.6055, 0.1636, -0.4133, 0.5768, 0.3336
BABY, FOIL, HIGH, 1, 0.6660, NA, NA, NA, NA
COWL, STIM, LOW, 6, 0.6636, 2.2636, 1.4014, 0.8622, 0.3169
MISTER, FOIL, LOW, 1, 0.7064, NA, NA, NA, NA
PERSE, FOIL, LOW, 2, 1.1378, NA, NA, NA, NA
RUST, FOIL, HIGH, 1, 1.6929, NA, NA, NA, NA
HEART, STIM, HIGH, 6, 0.7002, 0.2426, -0.0199, 0.2625, 0.2335
LIE, FOIL, LOW, 1, 0.7807, NA, NA, NA, NA
PENCIL, FOIL, HIGH, 1, 1.5945, NA, NA, NA, NA
SWARD, FOIL, LOW, 2, 1.1208, NA, NA, NA, NA
HAM, FOIL, HIGH, 1, 1.5922, NA, NA, NA, NA
PLAN, FOIL, LOW, 1, 0.6823, NA, NA, NA, NA
FLOOD, STIM, HIGH, 6, 0.6347, -3.0892, -3.0084, -0.0809, 0.4503
TEETH, STIM, HIGH, 6, 0.8248, 0.7298, 0.8294, -0.0996, 0.1835
BREAST, FOIL, HIGH, 1, 0.7642, NA, NA, NA, NA
SAD, STIM, LOW, 2, 1.1953, 1.0372, 1.2198, -0.1826, 0.9007
RITUAL, STIM, LOW, 6, 0.6712, -3.1030, 0.1021, 3.0781, 0.4503
ANSWER, FOIL, LOW, 2, 1.0317, NA, NA, NA, NA
LAMENT, STIM, LOW, 6, 0.5990, 0.9800, 0.6885, 0.2915, 0.0834
KILT, STIM, HIGH, 6, 0.5109, -2.7942, -2.5577, -0.2365, 0.1501
MOOSE, STIM, HIGH, 6, 0.5304, 1.0340, 0.0656, 0.9684, 0.1334
CANAL, FOIL, HIGH, 1, 0.7754, NA, NA, NA, NA
CHAOS, STIM, LOW, 6, 0.8936, -3.1388, 3.1416, 0.0028, 0.3836
NOW, STIM, LOW, 5, 2.4170, 0.2311, 0.8422, -0.6111, 0.1835
RAKE, STIM, HIGH, 6, 1.1955, -1.3550, -0.2301, -1.1249, 0.0667
SPREE, FOIL, LOW, 2, 1.2349, NA, NA, NA, NA
FLAME, FOIL, HIGH, 2, 1.4002, NA, NA, NA, NA
