word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
TAR, FOIL, HIGH, 2, 2.6814, NA, NA, NA, NA
MOHUR, FOIL, LOW, 2, 1.8582, NA, NA, NA, NA
FELL, FOIL, LOW, 2, 1.3530, NA, NA, NA, NA
BRONZE, STIM, HIGH, 6, 1.3716, 0.8471, 0.5071, 0.3400, 0.7172
SPOON, FOIL, HIGH, 3, 3.0013, NA, NA, NA, NA
TOW, STIM, LOW, 6, 0.8968, 0.1239, 2.4605, -2.3366, 0.7672
FOR, FOIL, LOW, 3, 1.1647, NA, NA, NA, NA
LOGIC, STIM, LOW, 6, 0.7546, -1.4327, -1.5344, 0.1016, 1.0842
CENTER, STIM, LOW, 6, 1.2982, 2.6729, 0.4682, 2.2047, 1.3177
RAISE, FOIL, LOW, 3, 1.6229, NA, NA, NA, NA
ROOF, FOIL, HIGH, 3, 2.4373, NA, NA, NA, NA
BROOM, STIM, HIGH, 6, 0.8978, 0.5363, 0.4915, 0.0448, 1.8514
REGION, STIM, LOW, 6, 0.7674, 2.1072, 2.4660, -0.3588, 1.2843
GENDER, STIM, LOW, 6, 0.7521, 0.3297, 0.3690, -0.0393, 0.5004
GENIUS, STIM, LOW, 6, 0.8339, -1.5241, -1.4376, -0.0865, 0.8340
SUCH, FOIL, LOW, 2, 1.8573, NA, NA, NA, NA
LIQUID, FOIL, HIGH, 2, 0.9755, NA, NA, NA, NA
PORCH, STIM, HIGH, 6, 0.7869, 1.0849, 0.5679, 0.5170, 0.8006
RUSH, FOIL, LOW, 3, 1.1998, NA, NA, NA, NA
CHILLY, STIM, LOW, 6, 0.7298, 1.6925, 1.8877, -0.1952, 0.7673
FOREST, STIM, HIGH, 6, 2.0774, 1.4428, 1.4988, -0.0560, 0.9841
FACTOR, STIM, LOW, 6, 4.4664, -2.7208, 0.4360, 3.1264, 1.3177
WOOD, STIM, HIGH, 6, 1.2917, -2.8674, 1.2312, 2.1845, 1.2510
CHOIR, FOIL, HIGH, 1, 0.9274, NA, NA, NA, NA
MEET, FOIL, LOW, 2, 0.9418, NA, NA, NA, NA
VULGAR, FOIL, LOW, 1, 1.2399, NA, NA, NA, NA
SPELL, STIM, LOW, 6, 1.0102, -2.0994, -1.8548, -0.2446, 0.9007
RUM, STIM, HIGH, 6, 1.0505, 1.4402, 1.2685, 0.1717, 0.6005
LONE, FOIL, LOW, 3, 1.7789, NA, NA, NA, NA
FLOOD, STIM, HIGH, 6, 0.8657, -0.1609, 0.1250, -0.2859, 3.0857
CROWN, FOIL, HIGH, 6, 1.0417, NA, NA, NA, NA
FLEA, FOIL, HIGH, 1, 0.8456, NA, NA, NA, NA
GORE, STIM, LOW, 6, 0.7322, -3.0634, -3.0847, 0.0213, 0.6505
BAT, STIM, HIGH, 1, 2.7504, 0.1761, 3.0514, -2.8752, 1.5345
THEORY, FOIL, LOW, 2, 1.0739, NA, NA, NA, NA
KEG, STIM, HIGH, 6, 0.6288, 1.6013, 1.7112, -0.1099, 0.6505
SCHOOL, FOIL, HIGH, 3, 1.1447, NA, NA, NA, NA
SUDS, FOIL, HIGH, 2, 0.7916, NA, NA, NA, NA
HAZARD, FOIL, LOW, 2, 1.1814, NA, NA, NA, NA
MERCY, STIM, LOW, 6, 1.1644, 2.6581, 2.6065, 0.0517, 0.9174
BOAST, STIM, LOW, 6, 1.3503, 2.8861, 2.6065, 0.2796, 1.5011
MOTHER, STIM, HIGH, 6, 1.1294, -2.9954, -2.9258, -0.0697, 0.8173
WEIGH, FOIL, LOW, 1, 1.3661, NA, NA, NA, NA
END, FOIL, LOW, 3, 1.5635, NA, NA, NA, NA
BIRCH, STIM, HIGH, 6, 0.6954, 0.1988, 0.0363, 0.1625, 0.4503
JOBBER, FOIL, LOW, 1, 0.9229, NA, NA, NA, NA
PONY, FOIL, HIGH, 3, 1.3739, NA, NA, NA, NA
MONAD, STIM, LOW, 6, 0.6666, -0.0833, 0.2362, -0.3195, 0.8840
BY, STIM, LOW, 3, 1.6522, 0.3551, 2.5977, -2.2426, 1.4678
MEN, FOIL, HIGH, 1, 1.6317, NA, NA, NA, NA
SPADE, STIM, HIGH, 6, 0.6483, 3.0664, 2.8576, 0.2089, 0.8006
SALT, FOIL, HIGH, 1, 0.9869, NA, NA, NA, NA
DAD, FOIL, HIGH, 3, 0.9967, NA, NA, NA, NA
LEES, STIM, LOW, 6, 0.8318, 0.1062, 0.1038, 0.0025, 0.8840
BIBLE, FOIL, HIGH, 1, 0.8386, NA, NA, NA, NA
FLAME, FOIL, HIGH, 3, 1.2424, NA, NA, NA, NA
LAW, STIM, LOW, 6, 0.6333, -0.3629, -0.6610, 0.2982, 0.9674
FLESH, FOIL, HIGH, 2, 1.4310, NA, NA, NA, NA
WOUND, STIM, HIGH, 6, 0.9438, -0.7718, 2.6710, 2.8404, 1.4678
DRAB, STIM, LOW, 6, 0.7451, 2.3339, 2.6021, -0.2682, 1.3510
RABBI, FOIL, HIGH, 2, 2.8215, NA, NA, NA, NA
VAULT, FOIL, HIGH, 2, 1.3156, NA, NA, NA, NA
