word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
SACK, FOIL, HIGH, 1, 8.6598, NA, NA, NA, NA
RECALL, FOIL, LOW, 1, 1.1086, NA, NA, NA, NA
FORM, FOIL, LOW, 1, 1.3661, NA, NA, NA, NA
TWANG, STIM, LOW, 6, 2.1533, 2.6212, -0.6715, -2.9905, 0.6505
THORN, FOIL, HIGH, 1, 1.4830, NA, NA, NA, NA
ALSO, STIM, LOW, 5, 4.3316, 0.9448, 0.8555, 0.0893, 0.6338
FOREST, FOIL, HIGH, 2, 2.6243, NA, NA, NA, NA
FELL, FOIL, LOW, 1, 1.6758, NA, NA, NA, NA
FLOW, STIM, LOW, 3, 2.5769, -2.6236, 2.3820, 1.2776, 5.9879
TRIPOD, STIM, HIGH, 6, 1.8250, -1.1652, -0.6707, -0.4945, 0.7339
TACK, FOIL, HIGH, 6, 3.1660, NA, NA, NA, NA
BANG, STIM, LOW, 6, 1.2252, -2.3733, 0.7262, -3.0995, 1.6846
TRY, STIM, LOW, 6, 1.3809, -1.8270, 2.4489, 2.0073, 0.9174
SINGER, STIM, HIGH, 6, 1.2396, -0.6659, -2.4429, 1.7770, 0.7172
TALENT, STIM, LOW, 5, 4.0453, 2.7390, -0.7460, -2.7982, 1.3343
EVER, FOIL, LOW, 2, 2.1828, NA, NA, NA, NA
ARM, FOIL, HIGH, 1, 1.9624, NA, NA, NA, NA
BOSOM, STIM, HIGH, 6, 1.2548, -2.0354, -2.4242, 0.3888, 1.1342
TAPER, STIM, LOW, 6, 1.0656, 1.4848, -2.3598, -2.4386, 1.0842
METIS, FOIL, LOW, 1, 1.3087, NA, NA, NA, NA
BOAST, STIM, LOW, 6, 4.8606, -1.1887, 2.5797, 2.5148, 0.7005
MAD, FOIL, LOW, 1, 1.2949, NA, NA, NA, NA
RAISE, FOIL, LOW, 1, 3.6700, NA, NA, NA, NA
COTTON, STIM, HIGH, 6, 1.6974, 1.5223, 0.6836, 0.8387, 0.6338
WHOM, STIM, LOW, 6, 1.3944, 0.9616, 3.0618, -2.1002, 0.7506
PERSON, FOIL, HIGH, 1, 2.5256, NA, NA, NA, NA
WERE, FOIL, LOW, 4, 8.2680, NA, NA, NA, NA
GO, FOIL, LOW, 1, 2.1081, NA, NA, NA, NA
BONE, FOIL, HIGH, 2, 4.9601, NA, NA, NA, NA
DECREE, STIM, LOW, 6, 1.3668, -0.8758, -0.6927, -0.1831, 0.8673
INNATE, FOIL, LOW, 1, 1.5849, NA, NA, NA, NA
MAKE, STIM, LOW, 6, 2.2086, -2.9409, -2.6734, -0.2674, 1.1676
COACH, STIM, HIGH, 6, 0.8467, -2.9482, -2.6269, -0.3213, 1.0508
SURTAX, STIM, LOW, 6, 1.3647, -0.5670, -0.6843, 0.1173, 2.0682
SPEAR, FOIL, HIGH, 1, 1.1789, NA, NA, NA, NA
TOE, STIM, HIGH, 1, 1.2747, -1.2281, 2.3562, 2.6989, 1.7513
DUST, STIM, HIGH, 1, 1.5186, 2.2874, 0.9488, 1.3386, 1.3343
MAP, STIM, HIGH, 6, 1.0240, 0.0123, -0.0105, 0.0228, 0.9674
WEAK, FOIL, LOW, 2, 5.7231, NA, NA, NA, NA
WRUNG, FOIL, LOW, 1, 3.1299, NA, NA, NA, NA
SINCE, FOIL, LOW, 1, 3.4945, NA, NA, NA, NA
GAIN, STIM, LOW, 6, 1.2885, 1.2094, -2.1387, -2.9351, 1.1342
CAKE, STIM, HIGH, 6, 1.6717, -0.0960, 2.3489, -2.4449, 0.7339
SEAT, STIM, HIGH, 6, 1.9566, -0.7160, -0.8429, 0.1269, 0.7172
TIE, FOIL, HIGH, 1, 1.4851, NA, NA, NA, NA
WRONG, FOIL, LOW, 1, 1.8564, NA, NA, NA, NA
SALEP, STIM, LOW, 6, 1.4827, -0.2172, -0.3824, 0.1653, 2.4852
KNEW, STIM, LOW, 6, 1.3479, -1.7186, -2.1094, 0.3909, 0.8340
BRONZE, STIM, HIGH, 6, 1.8899, -2.3072, -2.0251, -0.2821, 0.9841
BIBLE, FOIL, HIGH, 1, 1.4809, NA, NA, NA, NA
MOOD, FOIL, LOW, 1, 2.0336, NA, NA, NA, NA
VERB, FOIL, LOW, 1, 1.2115, NA, NA, NA, NA
PUPIL, STIM, HIGH, 6, 1.3218, 1.6735, 2.5492, -0.8757, 1.6679
MOCKER, FOIL, LOW, 1, 1.3435, NA, NA, NA, NA
JUST, FOIL, LOW, 1, 1.3407, NA, NA, NA, NA
LAND, STIM, HIGH, 6, 1.2478, 1.1484, 1.3018, -0.1534, 0.8006
OR, FOIL, LOW, 1, 1.8376, NA, NA, NA, NA
PEPPER, STIM, HIGH, 6, 1.2428, -0.1792, -0.0052, -0.1741, 0.6672
FLOWER, STIM, HIGH, 6, 1.4597, 1.4614, 1.2312, 0.2302, 0.9841
CHEST, FOIL, HIGH, 1, 1.2889, NA, NA, NA, NA
SUN, STIM, HIGH, 6, 3.3160, -3.0508, -2.0784, -0.9724, 0.8840
STEAM, FOIL, HIGH, 1, 1.2725, NA, NA, NA, NA
LAMP, FOIL, HIGH, 1, 1.1299, NA, NA, NA, NA
MERCY, STIM, LOW, 6, 1.2723, -1.6667, -1.5865, -0.0802, 0.9174
VILE, STIM, LOW, 6, 0.9336, -1.9044, -1.8637, -0.0407, 0.9174
POT, FOIL, HIGH, 1, 1.5437, NA, NA, NA, NA
REAL, STIM, LOW, 6, 0.9848, -1.9121, 0.6928, -2.6049, 0.7672
BAY, STIM, HIGH, 6, 1.2755, -1.5098, -1.5863, 0.0765, 0.8006
CLOWN, FOIL, HIGH, 1, 0.9046, NA, NA, NA, NA
TALK, STIM, LOW, 6, 1.3478, -2.6322, 2.3818, 1.2691, 2.7688
BRA, STIM, HIGH, 6, 0.6778, 1.2859, 1.3694, -0.0835, 1.0842
UPON, FOIL, LOW, 1, 0.7357, NA, NA, NA, NA
JANGLE, FOIL, LOW, 1, 0.6504, NA, NA, NA, NA
VASE, STIM, HIGH, 6, 1.7367, -0.6424, 2.5094, 3.1314, 0.8340
DONOR, STIM, LOW, 6, 0.7999, 2.6726, -2.4115, -1.1991, 1.0508
SPEECH, FOIL, LOW, 1, 0.7033, NA, NA, NA, NA
EAGER, FOIL, LOW, 1, 0.6271, NA, NA, NA, NA
TENNIS, FOIL, HIGH, 1, 0.6755, NA, NA, NA, NA
ROOM, STIM, HIGH, 6, 2.2611, 0.3260, 0.5766, -0.2506, 0.9340
SPIDER, FOIL, HIGH, 1, 1.4015, NA, NA, NA, NA
DEAL, FOIL, LOW, 1, 3.0373, NA, NA, NA, NA
ANIMAL, STIM, HIGH, 6, 2.1091, -2.0977, -1.8393, -0.2585, 0.8340
PUMP, STIM, HIGH, 6, 1.0452, 1.0568, 1.2126, -0.1558, 0.8840
ANKLE, FOIL, HIGH, 1, 0.7074, NA, NA, NA, NA
PAT, STIM, LOW, 6, 1.2427, -0.2944, -0.3833, 0.0889, 0.5504
CORPSE, STIM, HIGH, 6, 0.8308, -2.0080, -1.7282, -0.2798, 1.5178
ROE, STIM, LOW, 6, 0.8957, -1.0515, -0.7053, -0.3462, 1.1342
TALES, FOIL, LOW, 1, 0.8190, NA, NA, NA, NA
QUILT, FOIL, HIGH, 1, 0.6852, NA, NA, NA, NA
PIE, FOIL, HIGH, 1, 0.8400, NA, NA, NA, NA
CATTLE, STIM, HIGH, 6, 0.7121, 2.9739, 3.0081, -0.0342, 0.6005
SATIN, STIM, HIGH, 6, 0.5929, -0.7104, -0.8184, 0.1079, 0.7506
BOX, FOIL, HIGH, 1, 0.7141, NA, NA, NA, NA
SHE, FOIL, LOW, 1, 1.3351, NA, NA, NA, NA
REBEC, STIM, LOW, 6, 0.7301, -1.0474, -0.3988, -0.6486, 0.6839
THWART, FOIL, LOW, 1, 0.7422, NA, NA, NA, NA
AMPERE, FOIL, LOW, 1, 0.6397, NA, NA, NA, NA
PAGE, FOIL, HIGH, 1, 2.0614, NA, NA, NA, NA
SLUSH, STIM, HIGH, 6, 0.7237, -0.7101, -0.7375, 0.0273, 0.5838
DIVING, STIM, HIGH, 6, 0.7907, 1.5769, 1.4260, 0.1510, 0.9507
SOFA, FOIL, HIGH, 1, 3.8181, NA, NA, NA, NA
EAGLE, STIM, HIGH, 6, 1.8590, -0.6157, -0.5667, -0.0490, 0.7005
FROM, STIM, LOW, 6, 1.7725, 0.4844, 0.6538, -0.1694, 0.6839
OWN, STIM, LOW, 5, 3.0862, -2.2028, 2.5422, 1.5381, 0.8673
DEFACE, STIM, LOW, 6, 1.3679, -0.1825, 2.6063, -2.7888, 0.5504
WOOD, STIM, HIGH, 6, 0.8890, 0.2460, 0.9263, -0.6803, 0.9174
APPLE, FOIL, HIGH, 1, 1.7049, NA, NA, NA, NA
THESE, FOIL, LOW, 1, 1.0900, NA, NA, NA, NA
BASKET, STIM, HIGH, 6, 0.9006, -2.9127, -2.5449, -0.3678, 0.8173
MY, FOIL, LOW, 1, 2.6013, NA, NA, NA, NA
OTTER, FOIL, HIGH, 1, 0.6286, NA, NA, NA, NA
BAT, FOIL, HIGH, 1, 1.6753, NA, NA, NA, NA
KIND, STIM, LOW, 6, 1.3204, 1.2076, 1.0642, 0.1434, 1.0008
SUDS, FOIL, HIGH, 1, 0.9314, NA, NA, NA, NA
SUM, FOIL, LOW, 1, 1.5076, NA, NA, NA, NA
ARTIST, FOIL, HIGH, 1, 3.6150, NA, NA, NA, NA
PILL, FOIL, HIGH, 1, 0.6542, NA, NA, NA, NA
SINK, STIM, HIGH, 2, 3.6435, -0.8285, -0.1569, -0.6716, 2.7855
SUFFIX, STIM, LOW, 6, 1.0945, 0.8596, -0.6166, 1.4763, 1.1842
SIGIL, STIM, LOW, 6, 1.2790, -0.8020, -0.1994, -0.6026, 0.7172
STOVE, FOIL, HIGH, 1, 1.3559, NA, NA, NA, NA
STRAW, STIM, HIGH, 6, 1.9272, -0.8464, -0.7891, -0.0574, 0.8340
SMEAR, FOIL, LOW, 1, 1.3374, NA, NA, NA, NA
DOWN, STIM, LOW, 6, 2.7661, -0.0579, 0.0052, -0.0630, 0.9340
GIRL, STIM, HIGH, 6, 1.5581, 2.6649, 2.6593, 0.0056, 0.8507
LION, STIM, HIGH, 6, 1.2307, 0.4302, 0.2563, 0.1739, 0.8840
FILM, STIM, HIGH, 6, 1.0673, -0.5241, 0.9294, -1.4534, 1.2176
LAWN, FOIL, HIGH, 1, 1.4244, NA, NA, NA, NA
WARY, FOIL, LOW, 1, 0.7901, NA, NA, NA, NA
MEEK, FOIL, LOW, 1, 1.5616, NA, NA, NA, NA
DESIGN, FOIL, LOW, 1, 1.4687, NA, NA, NA, NA
YET, STIM, LOW, 6, 3.5965, 2.2668, 2.0503, 0.2164, 0.7506
SAIL, FOIL, HIGH, 2, 8.5642, NA, NA, NA, NA
CANNON, STIM, HIGH, 6, 2.0412, -0.0683, 0.0364, -0.1047, 1.9348
VALOR, STIM, LOW, 6, 1.5001, -2.2844, -2.1977, -0.0868, 0.9507
FRENZY, STIM, LOW, 6, 1.1787, 3.1166, 3.1154, 0.0012, 0.9507
PEARL, STIM, HIGH, 6, 2.3435, -0.3364, -0.8108, 0.4745, 1.8181
