word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
MOTHER, STIM, HIGH, 6, 0.5078, -0.1727, 0.0512, -0.2239, 1.8347
EMPIRE, STIM, LOW, 6, 0.6584, 1.4440, 1.3421, 0.1019, 0.8006
SHOE, STIM, HIGH, 6, 0.5090, -0.7249, -0.5936, -0.1313, 2.8188
SANDAL, FOIL, HIGH, 1, 0.7236, NA, NA, NA, NA
CLOSER, STIM, LOW, 6, 0.6651, -2.7931, -2.6522, -0.1409, 2.5519
MIMIC, FOIL, LOW, 1, 0.7901, NA, NA, NA, NA
WHY, STIM, LOW, 3, 2.7665, 0.8769, 1.6781, -0.8011, 3.6194
PORCH, FOIL, HIGH, 1, 1.1591, NA, NA, NA, NA
STREET, STIM, HIGH, 6, 0.6121, -2.9907, -2.9945, 0.0038, 1.2343
LOSS, FOIL, LOW, 3, 1.9809, NA, NA, NA, NA
CROWN, STIM, HIGH, 6, 0.8379, -0.4134, -0.4240, 0.0107, 7.2555
BIER, STIM, LOW, 6, 0.8098, -0.7522, -0.7964, 0.0442, 1.8681
SHIELD, FOIL, HIGH, 3, 1.5494, NA, NA, NA, NA
JAIL, STIM, HIGH, 6, 2.4455, -2.1009, 1.7461, 2.4362, 4.9371
DOLL, FOIL, HIGH, 2, 4.0880, NA, NA, NA, NA
DAD, FOIL, HIGH, 1, 1.0992, NA, NA, NA, NA
INK, FOIL, HIGH, 1, 0.7020, NA, NA, NA, NA
CHAIN, FOIL, HIGH, 1, 0.6679, NA, NA, NA, NA
FRAUD, STIM, LOW, 6, 0.8244, 1.3785, 1.3673, 0.0112, 0.8840
PONY, FOIL, HIGH, 1, 1.6002, NA, NA, NA, NA
WIFE, STIM, HIGH, 6, 0.7993, -1.0650, -1.0453, -0.0197, 3.5193
KING, STIM, HIGH, 6, 0.5760, 1.6027, 1.5605, 0.0422, 0.7839
WEAPON, FOIL, HIGH, 1, 0.7445, NA, NA, NA, NA
HOOF, FOIL, HIGH, 1, 0.7786, NA, NA, NA, NA
MOOD, FOIL, LOW, 1, 0.6434, NA, NA, NA, NA
RURAL, FOIL, LOW, 1, 0.6362, NA, NA, NA, NA
OCEAN, STIM, HIGH, 6, 0.4806, 2.7496, 2.6957, 0.0539, 3.8196
SEER, STIM, LOW, 6, 1.0396, 2.4202, 2.3306, 0.0896, 0.9174
ROCKET, FOIL, HIGH, 1, 0.8202, NA, NA, NA, NA
TRUTH, STIM, LOW, 6, 0.6266, -2.0747, -2.0025, -0.0722, 1.5178
SUPPLY, FOIL, LOW, 4, 3.6370, NA, NA, NA, NA
MAIDEN, FOIL, HIGH, 1, 0.9357, NA, NA, NA, NA
SLUSH, FOIL, HIGH, 1, 0.7056, NA, NA, NA, NA
PIDGIN, STIM, LOW, 6, 0.6406, 0.3894, 0.4136, -0.0242, 2.4685
BEAT, FOIL, LOW, 3, 3.2041, NA, NA, NA, NA
ROBBER, STIM, HIGH, 6, 0.9221, 2.4246, 1.9716, 0.4530, 5.4708
AIRY, STIM, LOW, 6, 0.7339, -2.5787, -2.5593, -0.0193, 1.0341
MARKET, STIM, HIGH, 6, 0.6801, 1.1078, 1.2211, -0.1133, 0.8173
HER, FOIL, LOW, 1, 2.3799, NA, NA, NA, NA
WEB, STIM, HIGH, 6, 0.6539, 2.6179, 2.0043, 0.6136, 5.0872
CAN, FOIL, LOW, 1, 0.8160, NA, NA, NA, NA
SYSTEM, FOIL, LOW, 1, 1.9222, NA, NA, NA, NA
MUCUS, FOIL, HIGH, 1, 0.7219, NA, NA, NA, NA
NAIL, STIM, HIGH, 6, 21.9690, 0.7249, 1.2490, -0.5241, 1.6679
BREAST, FOIL, HIGH, 1, 1.4505, NA, NA, NA, NA
BUCKLE, STIM, HIGH, 6, 0.6705, 2.8532, 2.1675, 0.6858, 4.6869
CANNON, FOIL, HIGH, 1, 0.8392, NA, NA, NA, NA
STEAM, STIM, HIGH, 6, 0.6226, 1.6010, 1.5345, 0.0665, 1.5345
TAME, STIM, LOW, 6, 0.8276, -0.4077, -0.1760, -0.2316, 1.8014
FOREST, STIM, HIGH, 6, 1.8278, 0.6868, 0.2749, 0.4119, 3.8863
PUP, STIM, HIGH, 6, 0.6321, 0.0168, -0.3267, 0.3435, 4.5034
HEAD, FOIL, HIGH, 1, 0.7768, NA, NA, NA, NA
SLOW, STIM, LOW, 6, 1.1097, 0.2485, 0.0101, 0.2384, 1.3677
HALF, STIM, LOW, 6, 2.1009, 2.1789, 2.5409, -0.3620, 2.9189
TANK, FOIL, HIGH, 4, 3.0632, NA, NA, NA, NA
TALUK, FOIL, LOW, 1, 0.8826, NA, NA, NA, NA
COIF, FOIL, LOW, 1, 0.6637, NA, NA, NA, NA
INCOME, FOIL, LOW, 1, 0.6595, NA, NA, NA, NA
WAMUS, STIM, LOW, 6, 0.8119, -2.0428, -1.9121, -0.1307, 1.4511
WING, STIM, HIGH, 6, 0.6911, 1.4491, 1.7351, -0.2860, 3.1024
BROAD, STIM, LOW, 6, 1.4482, 0.5232, -3.0957, -2.6643, 2.8522
BOAT, STIM, HIGH, 6, 0.9139, -2.8655, -1.1161, -1.7495, 4.5701
FUTURE, STIM, LOW, 1, 2.3768, -0.2315, 1.9138, -2.1453, 5.0538
QUEAN, STIM, LOW, 6, 0.5816, -1.7704, -1.8697, 0.0993, 2.7187
GIVE, STIM, LOW, 6, 1.2963, -1.4637, -2.1645, 0.7008, 1.1509
CAR, FOIL, HIGH, 1, 4.2251, NA, NA, NA, NA
GLORY, STIM, LOW, 6, 0.6159, 1.9400, 1.9118, 0.0282, 1.4511
BROKEN, STIM, LOW, 6, 0.5458, -2.1184, -2.1803, 0.0619, 1.2176
SHE, FOIL, LOW, 1, 1.5158, NA, NA, NA, NA
PARK, FOIL, HIGH, 1, 0.5754, NA, NA, NA, NA
LORRY, STIM, LOW, 6, 0.7730, 2.5565, 2.3212, 0.2353, 1.1008
BOSOM, FOIL, HIGH, 1, 0.7900, NA, NA, NA, NA
DIME, FOIL, HIGH, 1, 0.6399, NA, NA, NA, NA
CASKET, FOIL, HIGH, 1, 0.6230, NA, NA, NA, NA
BOLT, FOIL, HIGH, 1, 0.9268, NA, NA, NA, NA
PIQUE, STIM, LOW, 6, 0.6956, 1.9085, 1.8170, 0.0915, 2.3685
PAX, FOIL, LOW, 1, 0.6298, NA, NA, NA, NA
JERSEY, STIM, HIGH, 6, 0.7604, 3.0518, 0.0345, 3.0174, 13.3101
LIME, FOIL, HIGH, 1, 1.6597, NA, NA, NA, NA
BRED, FOIL, LOW, 1, 1.1389, NA, NA, NA, NA
HUMBLE, STIM, LOW, 6, 0.6598, -2.8306, -2.8511, 0.0205, 6.7551
MAP, STIM, HIGH, 4, 4.1636, 1.2263, 1.3622, -0.1360, 3.7028
BOTHER, FOIL, LOW, 1, 0.9563, NA, NA, NA, NA
NUMB, STIM, LOW, 6, 0.6037, 2.5546, -2.8890, -0.8396, 1.5178
SAUCE, FOIL, HIGH, 1, 0.8119, NA, NA, NA, NA
SEEL, FOIL, LOW, 1, 0.5951, NA, NA, NA, NA
CONE, FOIL, HIGH, 1, 0.5009, NA, NA, NA, NA
BOSS, STIM, HIGH, 6, 0.5169, 2.9748, -0.7136, -2.5948, 3.8362
HUE, FOIL, LOW, 4, 2.5702, NA, NA, NA, NA
MEN, STIM, HIGH, 6, 0.7766, -0.2757, -0.3265, 0.0508, 1.6679
CLAW, FOIL, HIGH, 1, 0.6769, NA, NA, NA, NA
HIM, FOIL, LOW, 1, 0.6859, NA, NA, NA, NA
CHAIR, FOIL, HIGH, 1, 1.0057, NA, NA, NA, NA
SWEAT, STIM, HIGH, 6, 0.7044, 1.5177, -3.0945, -1.6710, 0.8506
GIRDLE, STIM, HIGH, 6, 0.8244, 2.0869, 1.3505, 0.7364, 13.5269
VAN, FOIL, HIGH, 1, 0.8650, NA, NA, NA, NA
BANDIT, STIM, HIGH, 6, 0.7292, 0.8108, 0.7633, 0.0475, 1.3677
MOON, FOIL, HIGH, 1, 0.8671, NA, NA, NA, NA
LINKS, STIM, LOW, 6, 0.7987, -1.4889, 2.7979, 1.9964, 1.3677
GROUP, STIM, LOW, 6, 2.2730, 1.2857, -2.9847, -2.0127, 1.2176
KETTLE, STIM, HIGH, 6, 0.7072, -0.7502, -0.7527, 0.0024, 1.1342
HEALTH, FOIL, LOW, 1, 0.9035, NA, NA, NA, NA
OWN, STIM, LOW, 6, 1.3210, -1.4716, -1.5708, 0.0992, 0.8506
MOLE, STIM, HIGH, 6, 0.9390, -2.3922, -2.3672, -0.0250, 1.1842
VIOLIN, STIM, HIGH, 6, 0.5330, -2.9367, -3.0263, 0.0896, 0.9340
SAFETY, STIM, LOW, 3, 3.6079, -1.6283, -2.2153, 0.5871, 4.0364
APATHY, STIM, LOW, 6, 0.6481, -0.3322, -0.0364, -0.2958, 0.9507
SOLEMN, FOIL, LOW, 1, 0.6603, NA, NA, NA, NA
WOOD, STIM, HIGH, 6, 0.5245, -0.2755, -0.1012, -0.1744, 1.0508
VISE, STIM, LOW, 6, 0.5572, -2.5472, 2.3377, 1.3983, 2.1683
PURL, FOIL, LOW, 1, 0.7633, NA, NA, NA, NA
SERIAL, STIM, LOW, 6, 0.6338, 1.6471, 1.6751, -0.0280, 0.7839
SOAP, FOIL, HIGH, 1, 0.6914, NA, NA, NA, NA
AS, FOIL, LOW, 1, 0.8147, NA, NA, NA, NA
BOTTLE, FOIL, HIGH, 1, 0.8799, NA, NA, NA, NA
MAGIC, FOIL, LOW, 1, 0.6529, NA, NA, NA, NA
UPSET, FOIL, LOW, 1, 0.8604, NA, NA, NA, NA
PIGEON, FOIL, HIGH, 1, 0.6487, NA, NA, NA, NA
PRIME, FOIL, LOW, 1, 0.7039, NA, NA, NA, NA
SAVORY, STIM, LOW, 6, 0.6333, -0.7294, -0.7413, 0.0119, 0.8840
CHAPEL, FOIL, HIGH, 4, 8.0554, NA, NA, NA, NA
BENCH, STIM, HIGH, 6, 0.8407, 2.5837, 2.6109, -0.0272, 13.6937
SINCE, FOIL, LOW, 1, 1.0131, NA, NA, NA, NA
BRUTAL, FOIL, LOW, 1, 0.5375, NA, NA, NA, NA
ANELE, STIM, LOW, 6, 0.6302, -2.0723, -2.0206, -0.0518, 3.0023
WIDE, FOIL, LOW, 1, 0.8755, NA, NA, NA, NA
WANDER, FOIL, LOW, 1, 0.7600, NA, NA, NA, NA
BITTER, STIM, LOW, 6, 0.5552, 2.3410, 2.2794, 0.0615, 1.0842
BECAME, FOIL, LOW, 1, 0.5376, NA, NA, NA, NA
SPARE, STIM, LOW, 6, 4.3186, -1.8157, -1.8583, 0.0427, 1.2676
SALAD, FOIL, HIGH, 1, 0.7771, NA, NA, NA, NA
DEBATE, FOIL, LOW, 1, 0.5700, NA, NA, NA, NA
HALL, STIM, HIGH, 1, 0.5854, 1.1041, 1.8876, -0.7835, 2.5019
SKI, STIM, HIGH, 6, 0.6404, -1.2573, -1.0677, -0.1896, 6.4049
JEWEL, STIM, HIGH, 6, 2.6699, 2.2387, 2.2236, 0.0151, 0.9507
HURDLE, STIM, HIGH, 6, 0.6941, 1.2904, 1.3145, -0.0241, 0.9007
TAKE, FOIL, LOW, 1, 0.9764, NA, NA, NA, NA
TOILET, STIM, HIGH, 6, 0.5310, -0.5848, -0.5096, -0.0752, 2.9022
CHURCH, STIM, HIGH, 6, 5.6745, 2.4856, 2.3048, 0.1808, 0.9674
KENNEL, FOIL, HIGH, 1, 1.3977, NA, NA, NA, NA
CELLAR, FOIL, HIGH, 1, 0.9258, NA, NA, NA, NA
HAIR, FOIL, HIGH, 1, 0.5224, NA, NA, NA, NA
HARP, STIM, HIGH, 6, 0.7012, -2.6603, -2.6012, -0.0592, 4.0698
BAND, STIM, HIGH, 6, 0.6256, 0.3455, 0.2811, 0.0644, 7.9227
EGG, FOIL, HIGH, 1, 0.5464, NA, NA, NA, NA
ARE, STIM, LOW, 6, 0.5976, 0.3345, 0.8583, -0.5238, 4.4534
HORN, STIM, HIGH, 6, 0.6116, 1.6791, 1.8370, -0.1580, 0.9174
IOTA, FOIL, LOW, 1, 0.5802, NA, NA, NA, NA
PAIR, STIM, LOW, 6, 0.3826, 1.9243, 1.8583, 0.0660, 1.2176
FRAIL, STIM, LOW, 6, 0.7055, -0.2074, -0.1448, -0.0625, 1.7347
KNIGHT, STIM, HIGH, 6, 0.7753, -1.9821, -1.8554, -0.1267, 4.3533
BAY, STIM, HIGH, 6, 1.5232, 2.7967, -0.9814, -2.5052, 2.7855
GRAZE, FOIL, LOW, 1, 0.7504, NA, NA, NA, NA
MEADOW, STIM, HIGH, 6, 0.5592, 2.4129, 2.1786, 0.2343, 4.6535
TWO, FOIL, LOW, 1, 1.0997, NA, NA, NA, NA
AGENCY, STIM, LOW, 6, 0.5102, 0.8738, 0.8854, -0.0116, 2.0516
SHRUB, FOIL, HIGH, 1, 1.2814, NA, NA, NA, NA
TONGUE, FOIL, HIGH, 1, 0.7470, NA, NA, NA, NA
GIN, FOIL, HIGH, 1, 0.5976, NA, NA, NA, NA
MANNER, FOIL, LOW, 1, 0.8056, NA, NA, NA, NA
SUCKER, FOIL, LOW, 1, 1.3377, NA, NA, NA, NA
BERRY, STIM, HIGH, 6, 0.5570, 2.7873, 2.7737, 0.0136, 2.5686
FEW, STIM, LOW, 6, 0.7554, 0.4119, 0.5229, -0.1110, 3.9530
ROE, STIM, LOW, 6, 0.4328, 2.9662, 2.7421, 0.2241, 3.5527
WALRUS, FOIL, HIGH, 1, 0.7514, NA, NA, NA, NA
BORE, FOIL, LOW, 1, 0.5996, NA, NA, NA, NA
RENT, STIM, LOW, 6, 0.5935, 2.0554, 1.9948, 0.0605, 2.1683
NADIR, FOIL, LOW, 1, 0.6780, NA, NA, NA, NA
BEACH, STIM, HIGH, 6, 0.5962, -1.9004, -1.9978, 0.0975, 2.8021
TUFF, STIM, LOW, 6, 0.6224, -2.0238, -2.0601, 0.0363, 1.9181
SEVERE, STIM, LOW, 6, 0.8929, 1.9560, 2.6180, -0.6620, 1.4011
PRAISE, STIM, LOW, 6, 0.6554, -2.9054, -2.6289, -0.2765, 1.5178
ORIGIN, FOIL, LOW, 1, 0.6173, NA, NA, NA, NA
LIQUOR, FOIL, HIGH, 1, 0.6383, NA, NA, NA, NA
PSALM, FOIL, LOW, 1, 0.5231, NA, NA, NA, NA
GEM, FOIL, HIGH, 1, 0.5533, NA, NA, NA, NA
TALES, STIM, LOW, 6, 1.1486, -1.8415, -2.0759, 0.2344, 1.9515
FORT, STIM, HIGH, 6, 0.5613, -1.4578, -1.3946, -0.0632, 0.8006
PEAL, FOIL, LOW, 1, 0.6196, NA, NA, NA, NA
ASTER, FOIL, LOW, 1, 0.6521, NA, NA, NA, NA
CURE, STIM, LOW, 6, 1.1571, 0.4537, 0.5707, -0.1170, 2.8021
COAL, STIM, HIGH, 6, 0.8414, 2.6840, 2.7056, -0.0216, 3.2358
TENT, STIM, HIGH, 6, 0.6464, 0.3602, 0.5101, -0.1500, 0.7172
MUG, FOIL, HIGH, 1, 0.7168, NA, NA, NA, NA
MAN, FOIL, HIGH, 1, 0.6020, NA, NA, NA, NA
GORE, FOIL, LOW, 1, 0.4979, NA, NA, NA, NA
DOWRY, FOIL, LOW, 1, 0.5239, NA, NA, NA, NA
ISLAND, STIM, HIGH, 6, 0.6085, -1.4996, -1.4150, -0.0846, 0.9674
OKAY, FOIL, LOW, 1, 0.5652, NA, NA, NA, NA
TRUCE, FOIL, LOW, 1, 0.8912, NA, NA, NA, NA
WHO, STIM, LOW, 6, 0.6055, -1.7261, -1.7377, 0.0116, 1.4845
ADDER, FOIL, HIGH, 1, 0.6460, NA, NA, NA, NA
PULL, FOIL, LOW, 1, 0.5789, NA, NA, NA, NA
CANAL, STIM, HIGH, 6, 1.0790, 2.0892, 2.0804, 0.0089, 0.7005
POLITE, STIM, LOW, 6, 0.7621, 0.1326, 0.0992, 0.0335, 1.2676
BEAR, STIM, HIGH, 6, 0.8540, -2.6936, -2.6943, 0.0007, 2.4519
TREND, STIM, LOW, 6, 4.6786, -3.1270, 3.1416, 0.0146, 0.8340
TOAD, STIM, HIGH, 6, 0.6661, 1.1946, 1.0769, 0.1177, 1.5845
APPLE, FOIL, HIGH, 1, 1.9828, NA, NA, NA, NA
IF, FOIL, LOW, 1, 0.4864, NA, NA, NA, NA
ICE, FOIL, HIGH, 1, 0.9215, NA, NA, NA, NA
MEEK, FOIL, LOW, 1, 0.5478, NA, NA, NA, NA
ALTER, STIM, LOW, 6, 0.4954, 1.5062, 1.3724, 0.1338, 3.5360
RODE, STIM, LOW, 6, 1.5040, -0.9880, -1.1515, 0.1635, 3.9030
YARD, FOIL, HIGH, 1, 1.6069, NA, NA, NA, NA
BANANA, STIM, HIGH, 6, 0.7908, 3.0008, 2.9585, 0.0423, 1.0842
BLADE, STIM, HIGH, 6, 0.6779, -1.5768, -1.5760, -0.0008, 2.0516
BEST, STIM, LOW, 1, 1.7361, -0.1967, -0.1729, -0.0239, 1.6179
SWAMP, STIM, HIGH, 6, 5.8174, 1.1894, 1.1326, 0.0568, 3.9030
SOCK, FOIL, HIGH, 1, 1.0219, NA, NA, NA, NA
LINEN, FOIL, HIGH, 1, 0.6147, NA, NA, NA, NA
TRIM, STIM, LOW, 6, 0.8547, -1.7799, -1.8811, 0.1012, 2.7521
APART, STIM, LOW, 6, 1.0861, -1.1673, -1.3448, 0.1775, 2.7021
BULLET, FOIL, HIGH, 1, 2.3373, NA, NA, NA, NA
LAMP, FOIL, HIGH, 1, 1.3083, NA, NA, NA, NA
THROE, STIM, LOW, 6, 0.6551, 1.4880, 1.3979, 0.0901, 4.9704
THORN, FOIL, HIGH, 1, 1.4691, NA, NA, NA, NA
CHERRY, FOIL, HIGH, 1, 0.8245, NA, NA, NA, NA
TASK, FOIL, LOW, 1, 1.1396, NA, NA, NA, NA
MISUSE, STIM, LOW, 6, 0.6137, -0.4868, -0.5378, 0.0510, 2.9022
LEAF, FOIL, HIGH, 1, 1.6729, NA, NA, NA, NA
HARM, FOIL, LOW, 1, 0.7730, NA, NA, NA, NA
PLANT, STIM, HIGH, 6, 0.7554, -1.8588, -2.6269, 0.7681, 8.0228
BED, FOIL, HIGH, 1, 0.6470, NA, NA, NA, NA
WILL, FOIL, LOW, 1, 0.5183, NA, NA, NA, NA
PIANO, FOIL, HIGH, 1, 0.5691, NA, NA, NA, NA
SUGAR, STIM, HIGH, 6, 0.7284, -2.6911, -2.8511, 0.1600, 8.0228
PRUNE, FOIL, HIGH, 1, 0.6277, NA, NA, NA, NA
GRAVEL, FOIL, HIGH, 1, 0.6278, NA, NA, NA, NA
HUMOUR, STIM, LOW, 6, 0.6405, 0.9316, 0.9221, 0.0095, 1.0675
LIAR, STIM, LOW, 6, 1.5769, 1.0595, 1.0698, -0.0102, 4.2366
CORN, STIM, HIGH, 6, 1.0912, 2.7956, 2.6452, 0.1504, 3.1858
HABIT, STIM, LOW, 6, 1.2861, -1.3892, -1.3521, -0.0371, 1.9515
THE, STIM, LOW, 6, 0.6106, -2.8326, -2.6779, -0.1547, 0.8006
SYMBOL, FOIL, LOW, 6, 0.7915, NA, NA, NA, NA
WHOLE, FOIL, LOW, 1, 1.4008, NA, NA, NA, NA
FOR, STIM, LOW, 6, 0.5515, -2.7525, -2.6030, -0.1496, 2.0849
MERIT, STIM, LOW, 6, 0.5331, 1.2339, 1.1874, 0.0465, 4.4367
