word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
VERB, FOIL, LOW, 1, 1.7584, NA, NA, NA, NA
CAKE, STIM, HIGH, 6, 1.3685, 1.4888, 1.8861, -0.3973, 0.4003
SEND, FOIL, LOW, 3, 2.6099, NA, NA, NA, NA
THUMB, FOIL, HIGH, 4, 1.6143, NA, NA, NA, NA
GATE, STIM, HIGH, 5, 1.5978, -0.9937, 2.5940, 2.6954, 0.5004
FRANK, FOIL, LOW, 1, 1.1406, NA, NA, NA, NA
PAID, FOIL, LOW, 2, 1.3445, NA, NA, NA, NA
IF, FOIL, LOW, 1, 0.9545, NA, NA, NA, NA
POCKET, STIM, HIGH, 3, 1.4909, 1.7638, -0.8073, 2.5711, 0.6338
IOTA, FOIL, LOW, 1, 1.1520, NA, NA, NA, NA
VEIN, STIM, HIGH, 5, 1.6694, 2.9469, 0.7454, 2.2015, 0.5004
WHEN, STIM, LOW, 5, 0.8928, 1.5746, -0.3664, 1.9410, 0.2669
TROUT, FOIL, HIGH, 2, 1.0123, NA, NA, NA, NA
OWL, FOIL, HIGH, 1, 0.9078, NA, NA, NA, NA
CIGAR, STIM, HIGH, 6, 1.2240, 1.9430, -0.6445, 2.5876, 1.4011
AIL, STIM, LOW, 6, 0.8074, -2.7888, -2.3093, -0.4795, 1.0842
ROE, STIM, LOW, 2, 1.1755, 0.6913, 3.0950, -2.4037, 0.8006
LOSE, STIM, LOW, 4, 1.1367, 0.0168, -1.9135, 1.9303, 0.5671
HARE, FOIL, HIGH, 5, 1.1883, NA, NA, NA, NA
HEDGE, STIM, HIGH, 6, 0.6084, 2.2484, 1.9764, 0.2720, 0.7172
RATAL, STIM, LOW, 6, 2.3642, -1.6785, -0.0848, -1.5937, 0.4003
CONE, STIM, HIGH, 6, 0.6695, -2.2569, -1.1163, -1.1406, 0.4003
SHORE, STIM, HIGH, 6, 0.8111, 0.9626, 1.5342, -0.5716, 0.6005
THUS, FOIL, LOW, 1, 1.3175, NA, NA, NA, NA
FINITE, STIM, LOW, 6, 0.9531, -2.4316, -0.8357, -1.5959, 0.5004
HAM, STIM, HIGH, 5, 1.4605, -0.2408, 2.2562, -2.4970, 0.6171
WRUNG, FOIL, LOW, 1, 1.0723, NA, NA, NA, NA
ROD, STIM, HIGH, 3, 1.4368, -0.2791, -0.6854, 0.4063, 1.4011
FLESH, STIM, HIGH, 6, 1.0901, 0.3082, -2.0764, 2.3846, 0.6005
AIM, FOIL, LOW, 4, 1.8222, NA, NA, NA, NA
GLORY, FOIL, LOW, 2, 1.5181, NA, NA, NA, NA
DOLLAR, FOIL, HIGH, 1, 1.2499, NA, NA, NA, NA
FANG, FOIL, HIGH, 1, 0.6922, NA, NA, NA, NA
WATER, STIM, HIGH, 1, 0.6803, -2.0833, -2.4508, 0.3675, 0.7172
WILLOW, FOIL, HIGH, 1, 0.6654, NA, NA, NA, NA
MAD, FOIL, LOW, 1, 0.7247, NA, NA, NA, NA
MUSCLE, FOIL, HIGH, 1, 1.0109, NA, NA, NA, NA
POND, STIM, HIGH, 6, 1.1612, 0.3841, 2.9042, -2.5201, 1.2343
STORK, FOIL, HIGH, 1, 3.0665, NA, NA, NA, NA
EARN, STIM, LOW, 6, 1.1597, -2.2412, 0.6674, -2.9086, 1.5512
SCAB, STIM, HIGH, 6, 3.8603, -2.7250, -0.7232, -2.0018, 2.2017
CLOTH, STIM, HIGH, 6, 1.6802, 2.0818, 2.4080, -0.3262, 2.8355
COOKIE, FOIL, HIGH, 1, 1.2268, NA, NA, NA, NA
ORNATE, FOIL, LOW, 1, 0.8446, NA, NA, NA, NA
SAVANT, FOIL, LOW, 1, 1.7521, NA, NA, NA, NA
DESK, FOIL, HIGH, 1, 0.7023, NA, NA, NA, NA
BOAST, FOIL, LOW, 1, 1.0891, NA, NA, NA, NA
BEEN, STIM, LOW, 2, 1.0300, 0.1787, -2.3635, 2.5423, 0.6338
GOOF, FOIL, LOW, 1, 1.0621, NA, NA, NA, NA
SHIP, STIM, HIGH, 6, 1.3518, -2.1342, 2.2642, 1.8848, 0.8173
FULL, STIM, LOW, 5, 1.4101, -2.8731, 1.7772, 1.6329, 0.7339
MUSSEL, STIM, HIGH, 6, 0.6931, -0.4970, -1.4406, 0.9437, 0.6505
FOOT, STIM, HIGH, 2, 1.3659, 0.8420, 3.1366, -2.2945, 0.5671
IDIOM, FOIL, LOW, 1, 1.3150, NA, NA, NA, NA
RODE, STIM, LOW, 6, 1.0771, 2.4442, -0.0827, 2.5269, 0.6171
CURSE, STIM, LOW, 4, 1.1917, 0.5146, 0.6628, -0.1482, 0.6171
SOUL, FOIL, LOW, 3, 0.8154, NA, NA, NA, NA
LAWYER, STIM, HIGH, 6, 2.5268, -0.5971, 1.5970, -2.1941, 0.9007
POWER, FOIL, LOW, 6, 1.2907, NA, NA, NA, NA
SIN, FOIL, LOW, 1, 2.3037, NA, NA, NA, NA
TREY, STIM, LOW, 1, 3.1779, 1.9699, -2.4335, -1.8798, 0.4170
AYE, FOIL, LOW, 1, 0.7357, NA, NA, NA, NA
MINCE, STIM, LOW, 6, 1.2132, -0.2021, 0.7497, -0.9518, 0.3669
FOAM, FOIL, HIGH, 2, 1.0815, NA, NA, NA, NA
BELLY, STIM, HIGH, 6, 1.2013, 2.1236, 2.9897, -0.8662, 0.4837
LIRE, STIM, LOW, 6, 0.7817, -2.9182, -0.6497, -2.2685, 0.4837
PUPIL, FOIL, HIGH, 1, 1.4865, NA, NA, NA, NA
DRUG, FOIL, HIGH, 2, 1.5331, NA, NA, NA, NA
GYM, FOIL, HIGH, 2, 0.9424, NA, NA, NA, NA
SMELL, FOIL, LOW, 2, 1.7798, NA, NA, NA, NA
TENT, STIM, HIGH, 6, 1.4058, -1.2072, -0.4793, -0.7279, 0.6338
NEUTER, STIM, LOW, 6, 0.9867, 1.6490, 2.6248, -0.9758, 0.4003
SEVER, STIM, LOW, 6, 0.7584, -2.0820, -2.2958, 0.2138, 0.5171
CLUE, FOIL, LOW, 2, 6.5246, NA, NA, NA, NA
SHONE, STIM, LOW, 4, 1.7155, 0.9039, 0.7164, 0.1875, 0.7172
TOY, STIM, HIGH, 4, 4.2332, -0.9759, -0.9254, -0.0506, 0.3669
BUSH, FOIL, HIGH, 3, 0.6785, NA, NA, NA, NA
WORTH, STIM, LOW, 6, 1.3307, -2.9072, 2.4285, 0.9474, 0.3669
GRISLY, FOIL, LOW, 2, 0.6503, NA, NA, NA, NA
CEREAL, FOIL, HIGH, 1, 0.8458, NA, NA, NA, NA
BORNE, FOIL, LOW, 1, 1.9412, NA, NA, NA, NA
MORTAL, FOIL, LOW, 1, 0.7188, NA, NA, NA, NA
CUTTLE, FOIL, LOW, 1, 0.6805, NA, NA, NA, NA
BOW, FOIL, HIGH, 1, 0.6168, NA, NA, NA, NA
UMPIRE, FOIL, HIGH, 1, 0.6456, NA, NA, NA, NA
IN, FOIL, LOW, 1, 0.5653, NA, NA, NA, NA
AMPERE, STIM, LOW, 6, 1.3909, 0.5366, 1.0215, -0.4849, 0.5838
PLANT, STIM, HIGH, 6, 0.5985, -2.5841, -3.0473, 0.4633, 0.4670
TIE, STIM, HIGH, 6, 0.5462, -2.7185, -2.4516, -0.2669, 0.4003
WOLF, STIM, HIGH, 3, 1.1571, -0.0105, 2.0779, -2.0884, 0.4170
STROP, FOIL, LOW, 2, 1.2867, NA, NA, NA, NA
DOUGH, FOIL, HIGH, 2, 1.3168, NA, NA, NA, NA
GRUDGE, STIM, LOW, 6, 0.8193, -0.8452, -2.1033, 1.2581, 0.6672
MENACE, STIM, LOW, 6, 0.6520, -2.5788, 0.4385, -3.0173, 0.4503
MEMBER, FOIL, LOW, 3, 1.1613, NA, NA, NA, NA
FORE, STIM, LOW, 6, 1.6979, -2.6049, -2.4933, -0.1116, 0.3503
PAT, FOIL, LOW, 3, 0.7422, NA, NA, NA, NA
FORM, STIM, LOW, 6, 1.0498, -0.6969, 0.7382, -1.4351, 1.3510
SHOULD, STIM, LOW, 6, 0.9713, 1.6741, 2.6003, -0.9262, 0.4337
CHIC, STIM, LOW, 6, 0.6522, -1.0088, -0.8471, -0.1617, 0.5838
NAPKIN, FOIL, HIGH, 1, 2.0698, NA, NA, NA, NA
