word, type, condition, recog_rating, recog_RT, target_angle, response_angle, response_error, response_RT
KINDLE, STIM, LOW, 6, 5.5027, 1.2794, 2.9636, -1.6842, 1.0508
IN, STIM, LOW, 6, 2.1761, -1.2939, 0.6854, -1.9793, 1.3010
AIM, STIM, LOW, 6, 1.1410, -0.2254, 2.2629, -2.4883, 0.9841
CANAL, FOIL, HIGH, 1, 1.7609, NA, NA, NA, NA
MAGIC, STIM, LOW, 6, 1.3949, 1.4842, 0.6788, 0.8054, 2.6687
PEEP, STIM, LOW, 6, 0.8709, -2.0802, 0.6414, -2.7217, 1.9515
SCENE, STIM, LOW, 6, 0.7965, 0.2326, -2.9663, -3.0843, 1.0842
KINE, FOIL, LOW, 1, 2.5667, NA, NA, NA, NA
DREARY, FOIL, LOW, 1, 1.1677, NA, NA, NA, NA
INHALE, FOIL, LOW, 1, 1.0621, NA, NA, NA, NA
NAVEL, FOIL, HIGH, 1, 0.7013, NA, NA, NA, NA
THROE, STIM, LOW, 6, 1.2086, 2.2342, -1.2278, -2.8212, 1.0675
BUCKET, FOIL, HIGH, 1, 0.8798, NA, NA, NA, NA
SISTER, STIM, HIGH, 6, 1.0193, 0.2966, 2.1316, -1.8350, 1.1842
ORCHID, FOIL, HIGH, 1, 0.7455, NA, NA, NA, NA
HOOD, FOIL, HIGH, 1, 0.7054, NA, NA, NA, NA
ATE, FOIL, LOW, 1, 0.8026, NA, NA, NA, NA
RAP, STIM, LOW, 6, 1.0284, 2.5555, -0.5781, 3.1336, 1.0008
UPON, FOIL, LOW, 1, 0.6920, NA, NA, NA, NA
WALRUS, STIM, HIGH, 6, 1.0970, 2.9264, 0.4543, 2.4721, 0.9174
FEET, FOIL, HIGH, 4, 5.8157, NA, NA, NA, NA
DEPUTY, FOIL, LOW, 1, 1.2996, NA, NA, NA, NA
NEST, STIM, HIGH, 6, 1.2149, 0.6783, -2.2815, 2.9598, 2.1516
ROGUE, FOIL, LOW, 1, 1.0880, NA, NA, NA, NA
ALIAS, STIM, LOW, 6, 1.2688, 0.6252, 0.1353, 0.4899, 0.5838
SCHOOL, FOIL, HIGH, 1, 0.7183, NA, NA, NA, NA
REPEAT, STIM, LOW, 6, 1.2463, 2.9677, -2.8294, -0.4861, 0.3836
PIMPLE, FOIL, HIGH, 1, 0.8266, NA, NA, NA, NA
THORN, FOIL, HIGH, 6, 2.3191, NA, NA, NA, NA
RECALL, FOIL, LOW, 1, 0.9613, NA, NA, NA, NA
HEAVEN, FOIL, LOW, 1, 0.6231, NA, NA, NA, NA
QUICK, STIM, LOW, 6, 0.7060, 1.0830, 1.0089, 0.0741, 1.0508
CURB, STIM, HIGH, 6, 0.7412, -1.9143, 1.2784, 3.0905, 1.2009
RABBI, STIM, HIGH, 6, 0.5298, -0.4449, -1.8158, 1.3708, 2.1016
FRAUD, FOIL, LOW, 1, 2.3907, NA, NA, NA, NA
STORK, STIM, HIGH, 6, 0.6043, 1.1819, 2.0714, -0.8895, 2.5686
THROW, FOIL, LOW, 6, 0.6921, NA, NA, NA, NA
BURY, STIM, LOW, 6, 0.7206, 1.4930, 2.9309, -1.4378, 0.6005
BREAST, STIM, HIGH, 6, 0.6204, 1.8962, 0.9965, 0.8997, 0.6672
CAUCUS, STIM, LOW, 6, 0.7378, -2.1507, 1.2408, 2.8917, 1.5512
WOMAN, FOIL, HIGH, 1, 1.1271, NA, NA, NA, NA
ACCORD, STIM, LOW, 6, 0.5910, -0.7967, 3.1010, 2.3855, 0.6005
NOUN, STIM, LOW, 6, 0.6402, 2.2681, 1.3601, 0.9081, 0.7839
JAIL, FOIL, HIGH, 1, 1.0752, NA, NA, NA, NA
BAD, STIM, LOW, 1, 0.6299, 1.3954, -2.6483, -2.2395, 1.1842
JIBE, STIM, LOW, 6, 0.5140, 2.5107, 2.3307, 0.1799, 0.6171
WIFE, FOIL, HIGH, 1, 0.6276, NA, NA, NA, NA
MIND, STIM, LOW, 6, 0.5833, 0.9550, -0.0673, 1.0223, 0.5671
BRIBE, FOIL, LOW, 1, 0.7269, NA, NA, NA, NA
INN, STIM, HIGH, 6, 0.5998, 3.1379, 3.1260, 0.0119, 0.5171
ANT, FOIL, HIGH, 6, 1.6562, NA, NA, NA, NA
VIGIL, FOIL, LOW, 1, 0.6645, NA, NA, NA, NA
MOUTH, FOIL, HIGH, 1, 0.7670, NA, NA, NA, NA
CAGE, STIM, HIGH, 6, 0.6244, 0.1392, 1.0887, -0.9495, 0.4170
TEEM, STIM, LOW, 6, 0.6310, -0.9331, -1.2018, 0.2687, 0.8006
SHELL, STIM, HIGH, 1, 0.7886, -3.0323, 1.8505, 1.4004, 0.8673
UNIT, FOIL, LOW, 1, 0.7908, NA, NA, NA, NA
RETAIN, STIM, LOW, 6, 0.5584, -0.5634, -0.6352, 0.0719, 0.5171
BREAD, FOIL, HIGH, 1, 0.7284, NA, NA, NA, NA
BEING, FOIL, LOW, 1, 0.8093, NA, NA, NA, NA
CAKE, FOIL, HIGH, 1, 1.4018, NA, NA, NA, NA
GROCER, STIM, HIGH, 6, 1.1712, 1.4985, -2.7154, -2.0693, 4.9538
CREAM, STIM, HIGH, 6, 0.7328, 2.1662, -2.7937, -1.3233, 2.5853
MOHUR, STIM, LOW, 6, 0.6007, -1.5668, -1.1536, -0.4132, 0.8006
UNIQUE, FOIL, LOW, 1, 0.8302, NA, NA, NA, NA
LOGOS, FOIL, LOW, 1, 0.7090, NA, NA, NA, NA
SOUP, FOIL, HIGH, 1, 0.5777, NA, NA, NA, NA
BOAT, STIM, HIGH, 6, 0.6472, 2.6696, 2.2688, 0.4008, 1.8347
SOME, FOIL, LOW, 1, 0.8400, NA, NA, NA, NA
