word,list,list_type
digest,73,orthographic
differ,73,orthographic
divert,73,orthographic
disarm,73,orthographic
digits,73,orthographic
diesel,73,orthographic
digger,73,orthographic
dialed,73,orthographic
divers,73,orthographic
diners,73,orthographic
dimwit,73,orthographic
dissed,73,orthographic
dinghy,73,orthographic
distal,73,orthographic
dismay,73,orthographic
diddle,73,orthographic
dilute,73,orthographic
dinars,73,orthographic
dimmer,73,orthographic
scream,74,orthographic
screen,74,orthographic
scotch,74,orthographic
script,74,orthographic
scares,74,orthographic
scheme,74,orthographic
scores,74,orthographic
scenes,74,orthographic
scored,74,orthographic
scrape,74,orthographic
scouts,74,orthographic
screws,74,orthographic
scales,74,orthographic
scarce,74,orthographic
screwy,74,orthographic
scraps,74,orthographic
scenic,74,orthographic
scroll,74,orthographic
scurvy,74,orthographic
scoops,74,orthographic
scrubs,74,orthographic
scones,74,orthographic
scurry,74,orthographic
scorch,74,orthographic
scalps,74,orthographic
schlep,74,orthographic
sculpt,74,orthographic
scaled,74,orthographic
scorer,74,orthographic
scopes,74,orthographic
scents,74,orthographic
schizo,74,orthographic
scythe,74,orthographic
scampi,74,orthographic
garden,75,orthographic
garage,75,orthographic
gather,75,orthographic
gamble,75,orthographic
garlic,75,orthographic
galaxy,75,orthographic
gallon,75,orthographic
gaming,75,orthographic
garter,75,orthographic
gadget,75,orthographic
gander,75,orthographic
galley,75,orthographic
gallop,75,orthographic
gagged,75,orthographic
gaping,75,orthographic
gazing,75,orthographic
gasket,75,orthographic
gauges,75,orthographic
galore,75,orthographic
gassed,75,orthographic
gazebo,75,orthographic
gargle,75,orthographic
gaggle,75,orthographic
gaiety,75,orthographic
gambit,75,orthographic
gayest,75,orthographic
gauche,75,orthographic
gators,75,orthographic
galoot,75,orthographic
rotten,76,orthographic
robbed,76,orthographic
rounds,76,orthographic
rocket,76,orthographic
roller,76,orthographic
rookie,76,orthographic
robber,76,orthographic
rocked,76,orthographic
robots,76,orthographic
roster,76,orthographic
routes,76,orthographic
rotate,76,orthographic
rodent,76,orthographic
rocker,76,orthographic
rowing,76,orthographic
rooted,76,orthographic
rosary,76,orthographic
routed,76,orthographic
rotted,76,orthographic
roomie,76,orthographic
roving,76,orthographic
roamed,76,orthographic
roadie,76,orthographic
royals,76,orthographic
rogues,76,orthographic
roping,76,orthographic
roared,76,orthographic
roofer,76,orthographic
router,76,orthographic
robins,76,orthographic
blocks,77,orthographic
blonde,77,orthographic
blamed,77,orthographic
blades,77,orthographic
blacks,77,orthographic
blanks,77,orthographic
blames,77,orthographic
blinds,77,orthographic
bleach,77,orthographic
bleeds,77,orthographic
blazes,77,orthographic
blurry,77,orthographic
blokes,77,orthographic
bloods,77,orthographic
blares,77,orthographic
blasts,77,orthographic
blooms,77,orthographic
blight,77,orthographic
blinks,77,orthographic
blonds,77,orthographic
blower,77,orthographic
bluffs,77,orthographic
blunts,77,orthographic
blazed,77,orthographic
blowup,77,orthographic
bleeps,77,orthographic
valley,78,orthographic
values,78,orthographic
vacuum,78,orthographic
vanity,78,orthographic
vanish,78,orthographic
vagina,78,orthographic
vacant,78,orthographic
valium,78,orthographic
valued,78,orthographic
vacate,78,orthographic
valves,78,orthographic
varied,78,orthographic
vaults,78,orthographic
varies,78,orthographic
vastly,78,orthographic
valise,78,orthographic
vapors,78,orthographic
valets,78,orthographic
turkey,79,orthographic
tunnel,79,orthographic
turtle,79,orthographic
tucked,79,orthographic
tuxedo,79,orthographic
tuning,79,orthographic
tumble,79,orthographic
turnip,79,orthographic
tulips,79,orthographic
tumors,79,orthographic
turban,79,orthographic
tubing,79,orthographic
tussle,79,orthographic
tumour,79,orthographic
turret,79,orthographic
tutors,79,orthographic
muscle,80,orthographic
museum,80,orthographic
mutual,80,orthographic
muffin,80,orthographic
mugged,80,orthographic
mutant,80,orthographic
mutiny,80,orthographic
muzzle,80,orthographic
muster,80,orthographic
murmur,80,orthographic
mumble,80,orthographic
mugger,80,orthographic
mutton,80,orthographic
musket,80,orthographic
muddle,80,orthographic
mutate,80,orthographic
mullet,80,orthographic
mucous,80,orthographic
mussed,80,orthographic
murals,80,orthographic
temper,81,orthographic
temple,81,orthographic
tested,81,orthographic
tennis,81,orthographic
tender,81,orthographic
tellin,81,orthographic
terror,81,orthographic
tenant,81,orthographic
teller,81,orthographic
tenure,81,orthographic
teased,81,orthographic
teapot,81,orthographic
techno,81,orthographic
teamed,81,orthographic
teacup,81,orthographic
tendon,81,orthographic
teensy,81,orthographic
tether,81,orthographic
tester,81,orthographic
gotcha,82,orthographic
gossip,82,orthographic
goddam,82,orthographic
govern,82,orthographic
gopher,82,orthographic
gobble,82,orthographic
golfer,82,orthographic
goatee,82,orthographic
goalie,82,orthographic
goofed,82,orthographic
goober,82,orthographic
goodie,82,orthographic
godson,82,orthographic
goblin,82,orthographic
goings,82,orthographic
gonads,82,orthographic
goodly,82,orthographic
goblet,82,orthographic
upside,83,orthographic
update,83,orthographic
uptown,83,orthographic
upward,83,orthographic
upsets,83,orthographic
uplink,83,orthographic
upbeat,83,orthographic
uproar,83,orthographic
upload,83,orthographic
uphill,83,orthographic
uppity,83,orthographic
uppers,83,orthographic
upkeep,83,orthographic
upheld,83,orthographic
uproot,83,orthographic
upshot,83,orthographic
upwind,83,orthographic
versus,84,orthographic
vessel,84,orthographic
verbal,84,orthographic
vested,84,orthographic
vermin,84,orthographic
vector,84,orthographic
vendor,84,orthographic
versed,84,orthographic
verses,84,orthographic
veggie,84,orthographic
veiled,84,orthographic
veneer,84,orthographic
verily,84,orthographic
vetted,84,orthographic
velour,84,orthographic
venous,84,orthographic
queens,85,orthographic
quoted,85,orthographic
quarry,85,orthographic
quotes,85,orthographic
queasy,85,orthographic
quirks,85,orthographic
quarts,85,orthographic
queers,85,orthographic
quench,85,orthographic
quiche,85,orthographic
quartz,85,orthographic
quiver,85,orthographic
quotas,85,orthographic
quacks,85,orthographic
quilts,85,orthographic
quorum,85,orthographic
cursed,86,orthographic
custom,86,orthographic
cutest,86,orthographic
curfew,86,orthographic
cuckoo,86,orthographic
cuddle,86,orthographic
cutter,86,orthographic
curses,86,orthographic
curves,86,orthographic
curing,86,orthographic
cuddly,86,orthographic
curled,86,orthographic
cuffed,86,orthographic
curved,86,orthographic
cutoff,86,orthographic
curtsy,86,orthographic
cutout,86,orthographic
cutlet,86,orthographic
cubits,86,orthographic
snakes,87,orthographic
sneaky,87,orthographic
snatch,87,orthographic
snacks,87,orthographic
sniper,87,orthographic
snappy,87,orthographic
snitch,87,orthographic
sneeze,87,orthographic
sneaks,87,orthographic
snotty,87,orthographic
snowed,87,orthographic
sniffs,87,orthographic
snails,87,orthographic
snooze,87,orthographic
snazzy,87,orthographic
snooty,87,orthographic
snippy,87,orthographic
