word,FREQcount,CDcount,FREQlow,CDlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,length
speck,95,62,58,51,1.86,1.9823,0.74,1.7993,5
swims,73,62,71,62,1.43,1.8692,0.74,1.7993,5
tacos,110,62,94,56,2.16,2.0453,0.74,1.7993,5
timid,77,62,75,61,1.51,1.8921,0.74,1.7993,5
titty,107,62,97,56,2.1,2.0334,0.74,1.7993,5
triad,175,62,90,37,3.43,2.2455,0.74,1.7993,5
cobra,170,61,41,32,3.33,2.233,0.73,1.7924,5
dears,80,61,80,61,1.57,1.9085,0.73,1.7924,5
donut,72,61,60,53,1.41,1.8633,0.73,1.7924,5
faxed,65,61,65,61,1.27,1.8195,0.73,1.7924,5
hoods,78,61,69,55,1.53,1.8976,0.73,1.7924,5
lapse,70,61,69,61,1.37,1.8513,0.73,1.7924,5
mango,84,61,69,53,1.65,1.9294,0.73,1.7924,5
nerds,101,61,83,53,1.98,2.0086,0.73,1.7924,5
opium,114,61,105,56,2.24,2.0607,0.73,1.7924,5
poppy,202,61,39,30,3.96,2.3075,0.73,1.7924,5
rents,65,61,63,60,1.27,1.8195,0.73,1.7924,5
scans,85,61,81,60,1.67,1.9345,0.73,1.7924,5
snuff,102,61,82,53,2,2.0128,0.73,1.7924,5
tiles,85,61,80,59,1.67,1.9345,0.73,1.7924,5
vogue,119,61,24,11,2.33,2.0792,0.73,1.7924,5
awoke,67,60,67,60,1.31,1.8325,0.72,1.7853,5
cater,64,60,62,58,1.25,1.8129,0.72,1.7853,5
kilos,92,60,92,60,1.8,1.9685,0.72,1.7853,5
leaps,68,60,68,60,1.33,1.8388,0.72,1.7853,5
marsh,179,60,47,26,3.51,2.2553,0.72,1.7853,5
paddy,134,60,43,32,2.63,2.1303,0.72,1.7853,5
relic,68,60,64,58,1.33,1.8388,0.72,1.7853,5
slots,82,60,73,58,1.61,1.9191,0.72,1.7853,5
adieu,94,59,66,44,1.84,1.9777,0.7,1.7782,5
beaut,66,59,64,57,1.29,1.8261,0.7,1.7782,5
clash,68,59,43,43,1.33,1.8388,0.7,1.7782,5
cures,66,59,64,57,1.29,1.8261,0.7,1.7782,5
evils,72,59,71,58,1.41,1.8633,0.7,1.7782,5
flats,86,59,50,40,1.69,1.9395,0.7,1.7782,5
foggy,66,59,57,51,1.29,1.8261,0.7,1.7782,5
girly,68,59,63,56,1.33,1.8388,0.7,1.7782,5
raven,159,59,55,30,3.12,2.2041,0.7,1.7782,5
tally,178,59,44,41,3.49,2.2529,0.7,1.7782,5
towed,65,59,64,59,1.27,1.8195,0.7,1.7782,5
turbo,148,59,59,42,2.9,2.1732,0.7,1.7782,5
coded,76,58,73,55,1.49,1.8865,0.69,1.7709,5
hedge,79,58,73,54,1.55,1.9031,0.69,1.7709,5
lotus,104,58,48,35,2.04,2.0212,0.69,1.7709,5
penal,66,58,52,46,1.29,1.8261,0.69,1.7709,5
prude,70,58,59,51,1.37,1.8513,0.69,1.7709,5
rated,73,58,66,53,1.43,1.8692,0.69,1.7709,5
reeks,66,58,64,56,1.29,1.8261,0.69,1.7709,5
swarm,68,58,60,53,1.33,1.8388,0.69,1.7709,5
wench,88,58,83,55,1.73,1.9494,0.69,1.7709,5
wines,74,58,73,58,1.45,1.8751,0.69,1.7709,5
zebra,128,58,75,43,2.51,2.1106,0.69,1.7709,5
boxed,67,57,61,53,1.31,1.8325,0.68,1.7634,5
chimp,153,57,150,57,3,2.1875,0.68,1.7634,5
coral,121,57,59,34,2.37,2.0864,0.68,1.7634,5
drags,61,57,58,56,1.2,1.7924,0.68,1.7634,5
farts,74,57,71,56,1.45,1.8751,0.68,1.7634,5
nylon,69,57,62,54,1.35,1.8451,0.68,1.7634,5
pouch,87,57,87,57,1.71,1.9445,0.68,1.7634,5
prowl,66,57,64,55,1.29,1.8261,0.68,1.7634,5
sonar,211,57,113,50,4.14,2.3263,0.68,1.7634,5
sonic,99,57,48,36,1.94,2,0.68,1.7634,5
spade,118,57,55,38,2.31,2.0755,0.68,1.7634,5
busts,72,56,70,54,1.41,1.8633,0.67,1.7559,5
chemo,89,56,82,53,1.75,1.9542,0.67,1.7559,5
clone,128,56,118,51,2.51,2.1106,0.67,1.7559,5
crept,58,56,54,53,1.14,1.7709,0.67,1.7559,5
flier,109,56,107,55,2.14,2.0414,0.67,1.7559,5
gator,184,56,104,43,3.61,2.2672,0.67,1.7559,5
gauze,73,56,63,51,1.43,1.8692,0.67,1.7559,5
geese,81,56,68,48,1.59,1.9138,0.67,1.7559,5
heals,60,56,58,54,1.18,1.7853,0.67,1.7559,5
icing,71,56,64,52,1.39,1.8573,0.67,1.7559,5
miner,74,56,55,49,1.45,1.8751,0.67,1.7559,5
owing,63,56,50,46,1.24,1.8062,0.67,1.7559,5
ozone,109,56,59,53,2.14,2.0414,0.67,1.7559,5
peaks,81,56,55,45,1.59,1.9138,0.67,1.7559,5
pores,88,56,84,53,1.73,1.9494,0.67,1.7559,5
putty,93,56,46,38,1.82,1.9731,0.67,1.7559,5
spawn,93,56,68,54,1.82,1.9731,0.67,1.7559,5
spits,61,56,56,52,1.2,1.7924,0.67,1.7559,5
stats,68,56,60,52,1.33,1.8388,0.67,1.7559,5
tract,73,56,71,54,1.43,1.8692,0.67,1.7559,5
waxed,69,56,67,55,1.35,1.8451,0.67,1.7559,5
aunts,79,55,71,49,1.55,1.9031,0.66,1.7482,5
bogey,127,55,47,32,2.49,2.1072,0.66,1.7482,5
expel,70,55,64,53,1.37,1.8513,0.66,1.7482,5
giver,59,55,57,53,1.16,1.7782,0.66,1.7482,5
liner,62,55,59,53,1.22,1.7993,0.66,1.7482,5
loins,67,55,67,55,1.31,1.8325,0.66,1.7482,5
scuba,78,55,68,49,1.53,1.8976,0.66,1.7482,5
slang,71,55,65,52,1.39,1.8573,0.66,1.7482,5
snort,59,55,55,51,1.16,1.7782,0.66,1.7482,5
stork,83,55,40,30,1.63,1.9243,0.66,1.7482,5
thump,99,55,81,53,1.94,2,0.66,1.7482,5
volts,64,55,64,55,1.25,1.8129,0.66,1.7482,5
blitz,64,54,50,41,1.25,1.8129,0.64,1.7404,5
drone,144,54,133,53,2.82,2.1614,0.64,1.7404,5
dukes,102,54,34,30,2,2.0128,0.64,1.7404,5
elope,67,54,60,51,1.31,1.8325,0.64,1.7404,5
fluff,72,54,63,49,1.41,1.8633,0.64,1.7404,5
gland,77,54,76,53,1.51,1.8921,0.64,1.7404,5
grips,62,54,60,52,1.22,1.7993,0.64,1.7404,5
hunts,60,54,55,51,1.18,1.7853,0.64,1.7404,5
lingo,59,54,57,53,1.16,1.7782,0.64,1.7404,5
lucid,65,54,64,54,1.27,1.8195,0.64,1.7404,5
manic,70,54,57,47,1.37,1.8513,0.64,1.7404,5
pansy,99,54,50,45,1.94,2,0.64,1.7404,5
raced,67,54,66,53,1.31,1.8325,0.64,1.7404,5
roofs,62,54,62,54,1.22,1.7993,0.64,1.7404,5
slows,60,54,55,49,1.18,1.7853,0.64,1.7404,5
snail,90,54,82,49,1.76,1.959,0.64,1.7404,5
trait,55,54,55,54,1.08,1.7482,0.64,1.7404,5
troll,138,54,107,48,2.71,2.143,0.64,1.7404,5
wring,62,54,58,53,1.22,1.7993,0.64,1.7404,5
abbey,162,53,45,20,3.18,2.2122,0.63,1.7324,5
biker,79,53,68,49,1.55,1.9031,0.63,1.7324,5
bleep,136,53,129,51,2.67,2.1367,0.63,1.7324,5
caved,57,53,57,53,1.12,1.7634,0.63,1.7324,5
diver,124,53,91,48,2.43,2.0969,0.63,1.7324,5
gloom,59,53,56,50,1.16,1.7782,0.63,1.7324,5
hover,59,53,52,48,1.16,1.7782,0.63,1.7324,5
laced,56,53,52,49,1.1,1.7559,0.63,1.7324,5
pagan,69,53,58,48,1.35,1.8451,0.63,1.7324,5
salts,73,53,71,52,1.43,1.8692,0.63,1.7324,5
suede,92,53,88,51,1.8,1.9685,0.63,1.7324,5
telly,162,53,65,38,3.18,2.2122,0.63,1.7324,5
twirl,67,53,62,50,1.31,1.8325,0.63,1.7324,5
whips,60,53,53,48,1.18,1.7853,0.63,1.7324,5
bleak,55,52,54,51,1.08,1.7482,0.62,1.7243,5
boast,54,52,53,51,1.06,1.7404,0.62,1.7243,5
caper,90,52,81,49,1.76,1.959,0.62,1.7243,5
enema,72,52,65,50,1.41,1.8633,0.62,1.7243,5
erect,60,52,57,49,1.18,1.7853,0.62,1.7243,5
fates,59,52,38,34,1.16,1.7782,0.62,1.7243,5
flaps,73,52,60,48,1.43,1.8692,0.62,1.7243,5
flips,63,52,62,51,1.24,1.8062,0.62,1.7243,5
jocks,59,52,53,46,1.16,1.7782,0.62,1.7243,5
leans,55,52,55,52,1.08,1.7482,0.62,1.7243,5
lefty,158,52,29,19,3.1,2.2014,0.62,1.7243,5
malls,69,52,65,49,1.35,1.8451,0.62,1.7243,5
primo,84,52,32,31,1.65,1.9294,0.62,1.7243,5
rummy,74,52,64,44,1.45,1.8751,0.62,1.7243,5
runny,65,52,63,51,1.27,1.8195,0.62,1.7243,5
sauna,69,52,64,49,1.35,1.8451,0.62,1.7243,5
scold,67,52,66,52,1.31,1.8325,0.62,1.7243,5
slant,58,52,57,51,1.14,1.7709,0.62,1.7243,5
sodas,54,52,53,52,1.06,1.7404,0.62,1.7243,5
urged,57,52,56,51,1.12,1.7634,0.62,1.7243,5
vents,85,52,83,51,1.67,1.9345,0.62,1.7243,5
vines,80,52,71,46,1.57,1.9085,0.62,1.7243,5
beige,69,51,64,47,1.35,1.8451,0.61,1.716,5
brood,55,51,52,51,1.08,1.7482,0.61,1.716,5
calms,60,51,55,48,1.18,1.7853,0.61,1.716,5
creed,129,51,51,37,2.53,2.1139,0.61,1.716,5
desks,54,51,51,50,1.06,1.7404,0.61,1.716,5
fives,67,51,63,48,1.31,1.8325,0.61,1.716,5
honky,82,51,68,46,1.61,1.9191,0.61,1.716,5
leaky,56,51,51,48,1.1,1.7559,0.61,1.716,5
mitts,56,51,56,51,1.1,1.7559,0.61,1.716,5
pesky,52,51,46,46,1.02,1.7243,0.61,1.716,5
pints,64,51,62,51,1.25,1.8129,0.61,1.716,5
shawn,558,51,49,7,10.94,2.7474,0.61,1.716,5
sluts,65,51,56,46,1.27,1.8195,0.61,1.716,5
valor,64,51,49,39,1.25,1.8129,0.61,1.716,5
vinyl,63,51,49,45,1.24,1.8062,0.61,1.716,5
aorta,78,50,75,48,1.53,1.8976,0.6,1.7076,5
banjo,83,50,76,45,1.63,1.9243,0.6,1.7076,5
faker,88,50,59,42,1.73,1.9494,0.6,1.7076,5
hussy,63,50,62,49,1.24,1.8062,0.6,1.7076,5
leech,89,50,56,40,1.75,1.9542,0.6,1.7076,5
retro,75,50,50,41,1.47,1.8808,0.6,1.7076,5
snows,65,50,60,48,1.27,1.8195,0.6,1.7076,5
vibes,55,50,55,50,1.08,1.7482,0.6,1.7076,5
brisk,53,49,48,45,1.04,1.7324,0.58,1.699,5
bugle,88,49,65,38,1.73,1.9494,0.58,1.699,5
cedar,127,49,29,22,2.49,2.1072,0.58,1.699,5
cider,97,49,86,47,1.9,1.9912,0.58,1.699,5
cynic,56,49,49,42,1.1,1.7559,0.58,1.699,5
graft,84,49,79,48,1.65,1.9294,0.58,1.699,5
hefty,62,49,48,40,1.22,1.7993,0.58,1.699,5
hooch,53,49,42,41,1.04,1.7324,0.58,1.699,5
laden,83,49,19,19,1.63,1.9243,0.58,1.699,5
latex,74,49,62,44,1.45,1.8751,0.58,1.699,5
lawns,57,49,56,48,1.12,1.7634,0.58,1.699,5
leper,63,49,58,46,1.24,1.8062,0.58,1.699,5
licks,54,49,54,49,1.06,1.7404,0.58,1.699,5
mixer,55,49,52,46,1.08,1.7482,0.58,1.699,5
myths,63,49,61,48,1.24,1.8062,0.58,1.699,5
panty,53,49,49,45,1.04,1.7324,0.58,1.699,5
raids,61,49,60,49,1.2,1.7924,0.58,1.699,5
actin,54,48,48,42,1.06,1.7404,0.57,1.6902,5
array,108,48,78,48,2.12,2.0374,0.57,1.6902,5
borne,52,48,51,47,1.02,1.7243,0.57,1.6902,5
clink,66,48,55,43,1.29,1.8261,0.57,1.6902,5
dowry,75,48,74,48,1.47,1.8808,0.57,1.6902,5
earns,49,48,49,48,0.96,1.699,0.57,1.6902,5
eject,72,48,49,37,1.41,1.8633,0.57,1.6902,5
filly,60,48,60,48,1.18,1.7853,0.57,1.6902,5
grail,137,48,33,15,2.69,2.1399,0.57,1.6902,5
grits,81,48,74,46,1.59,1.9138,0.57,1.6902,5
hives,64,48,59,45,1.25,1.8129,0.57,1.6902,5
hutch,184,48,20,18,3.61,2.2672,0.57,1.6902,5
merge,71,48,69,47,1.39,1.8573,0.57,1.6902,5
mumbo,59,48,47,40,1.16,1.7782,0.57,1.6902,5
newer,51,48,49,46,1,1.716,0.57,1.6902,5
pappy,150,48,38,28,2.94,2.179,0.57,1.6902,5
pooch,66,48,57,45,1.29,1.8261,0.57,1.6902,5
quake,82,48,47,35,1.61,1.9191,0.57,1.6902,5
sicko,58,48,54,44,1.14,1.7709,0.57,1.6902,5
tenor,79,48,55,40,1.55,1.9031,0.57,1.6902,5
whiny,52,48,48,45,1.02,1.7243,0.57,1.6902,5
afoot,52,47,51,46,1.02,1.7243,0.56,1.6812,5
chore,51,47,51,47,1,1.716,0.56,1.6812,5
cones,61,47,58,45,1.2,1.7924,0.56,1.6812,5
dries,48,47,47,46,0.94,1.6902,0.56,1.6812,5
ether,108,47,100,47,2.12,2.0374,0.56,1.6812,5
foxes,59,47,52,42,1.16,1.7782,0.56,1.6812,5
fuses,58,47,55,46,1.14,1.7709,0.56,1.6812,5
genie,178,47,103,37,3.49,2.2529,0.56,1.6812,5
lunar,105,47,73,32,2.06,2.0253,0.56,1.6812,5
mound,77,47,77,47,1.51,1.8921,0.56,1.6812,5
racer,134,47,121,39,2.63,2.1303,0.56,1.6812,5
roars,84,47,58,38,1.65,1.9294,0.56,1.6812,5
rural,59,47,45,41,1.16,1.7782,0.56,1.6812,5
tardy,58,47,50,44,1.14,1.7709,0.56,1.6812,5
dings,89,46,69,35,1.75,1.9542,0.55,1.6721,5
dorky,50,46,46,43,0.98,1.7076,0.55,1.6721,5
ducky,100,46,50,36,1.96,2.0043,0.55,1.6721,5
folds,52,46,50,45,1.02,1.7243,0.55,1.6721,5
gills,61,46,54,43,1.2,1.7924,0.55,1.6721,5
mocha,66,46,51,36,1.29,1.8261,0.55,1.6721,5
mower,75,46,74,46,1.47,1.8808,0.55,1.6721,5
rowdy,52,46,45,42,1.02,1.7243,0.55,1.6721,5
saucy,62,46,51,40,1.22,1.7993,0.55,1.6721,5
savor,48,46,37,36,0.94,1.6902,0.55,1.6721,5
savvy,54,46,41,38,1.06,1.7404,0.55,1.6721,5
spout,52,46,50,45,1.02,1.7243,0.55,1.6721,5
spunk,68,46,54,44,1.33,1.8388,0.55,1.6721,5
stems,51,46,49,44,1,1.716,0.55,1.6721,5
taboo,62,46,55,43,1.22,1.7993,0.55,1.6721,5
ticks,59,46,58,46,1.16,1.7782,0.55,1.6721,5
alloy,52,45,50,43,1.02,1.7243,0.54,1.6628,5
audit,57,45,57,45,1.12,1.7634,0.54,1.6628,5
basil,69,45,17,16,1.35,1.8451,0.54,1.6628,5
carbs,54,45,46,40,1.06,1.7404,0.54,1.6628,5
carte,60,45,45,38,1.18,1.7853,0.54,1.6628,5
craze,52,45,52,45,1.02,1.7243,0.54,1.6628,5
ethic,53,45,52,44,1.04,1.7324,0.54,1.6628,5
howls,64,45,55,41,1.25,1.8129,0.54,1.6628,5
loops,58,45,32,25,1.14,1.7709,0.54,1.6628,5
lumpy,89,45,40,37,1.75,1.9542,0.54,1.6628,5
mambo,129,45,69,38,2.53,2.1139,0.54,1.6628,5
mater,83,45,47,41,1.63,1.9243,0.54,1.6628,5
nudge,57,45,56,45,1.12,1.7634,0.54,1.6628,5
nukes,114,45,106,41,2.24,2.0607,0.54,1.6628,5
pubic,60,45,52,39,1.18,1.7853,0.54,1.6628,5
shawl,70,45,69,44,1.37,1.8513,0.54,1.6628,5
spasm,56,45,52,43,1.1,1.7559,0.54,1.6628,5
stair,69,45,67,43,1.35,1.8451,0.54,1.6628,5
steed,130,45,50,39,2.55,2.1173,0.54,1.6628,5
stout,53,45,40,37,1.04,1.7324,0.54,1.6628,5
tiara,91,45,88,44,1.78,1.9638,0.54,1.6628,5
tidal,53,45,51,43,1.04,1.7324,0.54,1.6628,5
angst,47,44,41,40,0.92,1.6812,0.52,1.6532,5
baggy,48,44,42,40,0.94,1.6902,0.52,1.6532,5
coals,48,44,47,43,0.94,1.6902,0.52,1.6532,5
decor,52,44,49,43,1.02,1.7243,0.52,1.6532,5
edema,54,44,53,43,1.06,1.7404,0.52,1.6532,5
evade,45,44,44,43,0.88,1.6628,0.52,1.6532,5
fakes,79,44,73,43,1.55,1.9031,0.52,1.6532,5
femur,58,44,54,40,1.14,1.7709,0.52,1.6532,5
growl,50,44,42,38,0.98,1.7076,0.52,1.6532,5
hubby,51,44,40,35,1,1.716,0.52,1.6532,5
juror,131,44,90,36,2.57,2.1206,0.52,1.6532,5
kraut,79,44,25,17,1.55,1.9031,0.52,1.6532,5
liven,46,44,43,42,0.9,1.6721,0.52,1.6532,5
pimps,61,44,46,35,1.2,1.7924,0.52,1.6532,5
rails,53,44,51,43,1.04,1.7324,0.52,1.6532,5
smelt,52,44,50,43,1.02,1.7243,0.52,1.6532,5
stead,54,44,44,40,1.06,1.7404,0.52,1.6532,5
sunup,59,44,46,42,1.16,1.7782,0.52,1.6532,5
taxis,52,44,42,37,1.02,1.7243,0.52,1.6532,5
users,63,44,59,41,1.24,1.8062,0.52,1.6532,5
wimps,52,44,48,41,1.02,1.7243,0.52,1.6532,5
winch,69,44,63,42,1.35,1.8451,0.52,1.6532,5
atoms,88,43,84,42,1.73,1.9494,0.51,1.6435,5
bueno,53,43,18,16,1.04,1.7324,0.51,1.6435,5
croak,59,43,51,42,1.16,1.7782,0.51,1.6435,5
gizmo,83,43,50,39,1.63,1.9243,0.51,1.6435,5
gorge,67,43,45,39,1.31,1.8325,0.51,1.6435,5
hawks,139,43,33,23,2.73,2.1461,0.51,1.6435,5
kaput,51,43,31,27,1,1.716,0.51,1.6435,5
klutz,47,43,45,41,0.92,1.6812,0.51,1.6435,5
leapt,45,43,45,43,0.88,1.6628,0.51,1.6435,5
omega,76,43,20,13,1.49,1.8865,0.51,1.6435,5
oxide,61,43,57,41,1.2,1.7924,0.51,1.6435,5
recap,44,43,44,43,0.86,1.6532,0.51,1.6435,5
regal,58,43,33,29,1.14,1.7709,0.51,1.6435,5
roped,48,43,46,41,0.94,1.6902,0.51,1.6435,5
scorn,59,43,56,41,1.16,1.7782,0.51,1.6435,5
sixes,62,43,56,38,1.22,1.7993,0.51,1.6435,5
soaps,52,43,50,42,1.02,1.7243,0.51,1.6435,5
stunk,46,43,46,43,0.9,1.6721,0.51,1.6435,5
swirl,46,43,40,37,0.9,1.6721,0.51,1.6435,5
warms,44,43,40,39,0.86,1.6532,0.51,1.6435,5
wharf,65,43,47,29,1.27,1.8195,0.51,1.6435,5
zilch,45,43,22,22,0.88,1.6628,0.51,1.6435,5
aired,45,42,45,42,0.88,1.6628,0.5,1.6335,5
amour,95,42,61,34,1.86,1.9823,0.5,1.6335,5
avail,43,42,41,40,0.84,1.6435,0.5,1.6335,5
casts,50,42,50,42,0.98,1.7076,0.5,1.6335,5
dives,51,42,49,41,1,1.716,0.5,1.6335,5
grate,52,42,49,41,1.02,1.7243,0.5,1.6335,5
nines,54,42,49,39,1.06,1.7404,0.5,1.6335,5
pious,48,42,46,40,0.94,1.6902,0.5,1.6335,5
queue,60,42,58,42,1.18,1.7853,0.5,1.6335,5
rerun,47,42,31,30,0.92,1.6812,0.5,1.6335,5
shank,69,42,53,38,1.35,1.8451,0.5,1.6335,5
slobs,46,42,41,38,0.9,1.6721,0.5,1.6335,5
soggy,50,42,45,41,0.98,1.7076,0.5,1.6335,5
testy,49,42,46,39,0.96,1.699,0.5,1.6335,5
thats,204,42,76,31,4,2.3118,0.5,1.6335,5
watts,63,42,17,14,1.24,1.8062,0.5,1.6335,5
yearn,49,42,49,42,0.96,1.699,0.5,1.6335,5
bores,41,41,39,39,0.8,1.6232,0.49,1.6232,5
bulge,48,41,35,32,0.94,1.6902,0.49,1.6232,5
creme,64,41,46,29,1.25,1.8129,0.49,1.6232,5
cubic,44,41,44,41,0.86,1.6532,0.49,1.6232,5
detox,68,41,63,40,1.33,1.8388,0.49,1.6232,5
dined,45,41,45,41,0.88,1.6628,0.49,1.6232,5
getup,43,41,40,39,0.84,1.6435,0.49,1.6232,5
glaze,45,41,45,41,0.88,1.6628,0.49,1.6232,5
hoses,55,41,55,41,1.08,1.7482,0.49,1.6232,5
knobs,53,41,53,41,1.04,1.7324,0.49,1.6232,5
navel,63,41,52,36,1.24,1.8062,0.49,1.6232,5
nitro,87,41,53,33,1.71,1.9445,0.49,1.6232,5
prays,51,41,47,37,1,1.716,0.49,1.6232,5
savin,41,41,37,37,0.8,1.6232,0.49,1.6232,5
slump,61,41,55,39,1.2,1.7924,0.49,1.6232,5
slums,50,41,48,40,0.98,1.7076,0.49,1.6232,5
sores,60,41,40,39,1.18,1.7853,0.49,1.6232,5
wards,52,41,50,40,1.02,1.7243,0.49,1.6232,5
woozy,43,41,42,41,0.84,1.6435,0.49,1.6232,5
beret,48,40,27,23,0.94,1.6902,0.48,1.6128,5
blimp,53,40,44,36,1.04,1.7324,0.48,1.6128,5
bozos,50,40,49,40,0.98,1.7076,0.48,1.6128,5
braid,48,40,40,34,0.94,1.6902,0.48,1.6128,5
cello,95,40,90,37,1.86,1.9823,0.48,1.6128,5
chefs,52,40,48,39,1.02,1.7243,0.48,1.6128,5
clout,48,40,48,40,0.94,1.6902,0.48,1.6128,5
dozed,41,40,38,37,0.8,1.6232,0.48,1.6128,5
drape,53,40,38,33,1.04,1.7324,0.48,1.6128,5
fetus,82,40,76,39,1.61,1.9191,0.48,1.6128,5
flask,57,40,57,40,1.12,1.7634,0.48,1.6128,5
genre,54,40,52,39,1.06,1.7404,0.48,1.6128,5
groan,47,40,46,39,0.92,1.6812,0.48,1.6128,5
kudos,44,40,18,17,0.86,1.6532,0.48,1.6128,5
modem,55,40,50,39,1.08,1.7482,0.48,1.6128,5
onset,43,40,41,38,0.84,1.6435,0.48,1.6128,5
paved,45,40,43,39,0.88,1.6628,0.48,1.6128,5
pesos,95,40,94,39,1.86,1.9823,0.48,1.6128,5
quail,68,40,54,31,1.33,1.8388,0.48,1.6128,5
rhino,106,40,87,31,2.08,2.0294,0.48,1.6128,5
rouse,47,40,38,33,0.92,1.6812,0.48,1.6128,5
rumba,61,40,51,35,1.2,1.7924,0.48,1.6128,5
sleek,43,40,35,32,0.84,1.6435,0.48,1.6128,5
soles,47,40,46,39,0.92,1.6812,0.48,1.6128,5
upped,44,40,44,40,0.86,1.6532,0.48,1.6128,5
vests,56,40,53,38,1.1,1.7559,0.48,1.6128,5
vixen,49,40,37,30,0.96,1.699,0.48,1.6128,5
widen,42,40,35,34,0.82,1.6335,0.48,1.6128,5
binge,47,39,44,38,0.92,1.6812,0.46,1.6021,5
broth,45,39,43,37,0.88,1.6628,0.46,1.6021,5
cluck,73,39,55,32,1.43,1.8692,0.46,1.6021,5
ducts,55,39,54,39,1.08,1.7482,0.46,1.6021,5
filet,48,39,40,33,0.94,1.6902,0.46,1.6021,5
flora,114,39,20,18,2.24,2.0607,0.46,1.6021,5
flung,44,39,43,38,0.86,1.6532,0.46,1.6021,5
gleam,50,39,49,38,0.98,1.7076,0.46,1.6021,5
glows,42,39,36,35,0.82,1.6335,0.46,1.6021,5
harem,45,39,42,36,0.88,1.6628,0.46,1.6021,5
hippo,72,39,38,28,1.41,1.8633,0.46,1.6021,5
ninny,45,39,40,36,0.88,1.6628,0.46,1.6021,5
pines,61,39,37,26,1.2,1.7924,0.46,1.6021,5
puked,43,39,42,39,0.84,1.6435,0.46,1.6021,5
renal,81,39,69,37,1.59,1.9138,0.46,1.6021,5
squaw,67,39,58,35,1.31,1.8325,0.46,1.6021,5
studs,50,39,47,37,0.98,1.7076,0.46,1.6021,5
swill,49,39,44,37,0.96,1.699,0.46,1.6021,5
tombs,56,39,40,33,1.1,1.7559,0.46,1.6021,5
unzip,42,39,33,32,0.82,1.6335,0.46,1.6021,5
warts,52,39,48,36,1.02,1.7243,0.46,1.6021,5
bowed,41,38,40,37,0.8,1.6232,0.45,1.5911,5
chime,47,38,45,36,0.92,1.6812,0.45,1.5911,5
crypt,70,38,67,35,1.37,1.8513,0.45,1.5911,5
disks,81,38,73,38,1.59,1.9138,0.45,1.5911,5
doped,44,38,41,36,0.86,1.6532,0.45,1.5911,5
famed,42,38,39,35,0.82,1.6335,0.45,1.5911,5
hazel,55,38,17,14,1.08,1.7482,0.45,1.5911,5
humid,45,38,42,36,0.88,1.6628,0.45,1.5911,5
khaki,42,38,41,37,0.82,1.6335,0.45,1.5911,5
lotto,85,38,63,29,1.67,1.9345,0.45,1.5911,5
memos,43,38,42,37,0.84,1.6435,0.45,1.5911,5
niche,47,38,47,38,0.92,1.6812,0.45,1.5911,5
optic,52,38,49,38,1.02,1.7243,0.45,1.5911,5
prose,48,38,44,37,0.94,1.6902,0.45,1.5911,5
revel,41,38,34,31,0.8,1.6232,0.45,1.5911,5
slaps,44,38,44,38,0.86,1.6532,0.45,1.5911,5
vials,66,38,66,38,1.29,1.8261,0.45,1.5911,5
viral,45,38,42,35,0.88,1.6628,0.45,1.5911,5
wimpy,43,38,29,28,0.84,1.6435,0.45,1.5911,5
yeast,44,38,40,36,0.86,1.6532,0.45,1.5911,5
arose,42,37,42,37,0.82,1.6335,0.44,1.5798,5
binds,38,37,36,36,0.75,1.5911,0.44,1.5798,5
clasp,52,37,47,33,1.02,1.7243,0.44,1.5798,5
dials,42,37,41,37,0.82,1.6335,0.44,1.5798,5
femme,63,37,38,30,1.24,1.8062,0.44,1.5798,5
fetal,59,37,43,33,1.16,1.7782,0.44,1.5798,5
flaky,45,37,39,33,0.88,1.6628,0.44,1.5798,5
flint,222,37,29,18,4.35,2.3483,0.44,1.5798,5
foyer,45,37,45,37,0.88,1.6628,0.44,1.5798,5
heirs,41,37,40,36,0.8,1.6232,0.44,1.5798,5
hooky,43,37,38,34,0.84,1.6435,0.44,1.5798,5
hyena,72,37,64,35,1.41,1.8633,0.44,1.5798,5
jails,39,37,38,36,0.76,1.6021,0.44,1.5798,5
laces,44,37,44,37,0.86,1.6532,0.44,1.5798,5
matey,61,37,53,35,1.2,1.7924,0.44,1.5798,5
panda,108,37,78,29,2.12,2.0374,0.44,1.5798,5
perch,50,37,38,31,0.98,1.7076,0.44,1.5798,5
rigor,44,37,34,29,0.86,1.6532,0.44,1.5798,5
snout,43,37,39,36,0.84,1.6435,0.44,1.5798,5
spilt,42,37,41,36,0.82,1.6335,0.44,1.5798,5
stank,39,37,38,36,0.76,1.6021,0.44,1.5798,5
stint,38,37,36,36,0.75,1.5911,0.44,1.5798,5
suave,47,37,34,28,0.92,1.6812,0.44,1.5798,5
taffy,122,37,45,28,2.39,2.0899,0.44,1.5798,5
zeros,50,37,35,30,0.98,1.7076,0.44,1.5798,5
amend,38,36,32,30,0.75,1.5911,0.43,1.5682,5
boned,41,36,39,35,0.8,1.6232,0.43,1.5682,5
chink,73,36,24,18,1.43,1.8692,0.43,1.5682,5
cited,38,36,36,34,0.75,1.5911,0.43,1.5682,5
doves,51,36,48,35,1,1.716,0.43,1.5682,5
frock,43,36,43,36,0.84,1.6435,0.43,1.5682,5
graze,39,36,37,34,0.76,1.6021,0.43,1.5682,5
gusto,46,36,45,35,0.9,1.6721,0.43,1.5682,5
