participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 889.6628, 0.18298, 0, 1.6522, 1.4639, 0, 0, -0.13646, 0.059212, 0
1, Thresh, 897.6589, 3.947, 0, 0, 5.5, 1.0989, 0.024103, -0.10679, 0.0014697, 0
1, Hybrid, 903.3914, 1.7593, 0, 0.23788, 1.5383, 1.1022, 0.11736, -0.10824, 0.0092713, 0
2, Cont, 2211.1498, 1.1718, 0, 0.30243, 1.9742, 0, 0, 0.072819, 0.12916, 0
2, Thresh, 1974.0088, 3.0958, 0, 0, 4.4392, 2.0456, 0.65451, -0.21842, 0.009715, 0
2, Hybrid, 1972.131, 3.2412, 0, 0.39823, 4.5709, 1.9831, 0.6729, -0.18244, 4.7324e-07, 0
3, Cont, 1875.3114, 1.0191, 0, 0.65515, 1.3539, 0, 0, -0.079775, 0.17792, 0
3, Thresh, 1744.8815, 2.8501, 0, 0, 2.1832, 1.2732, 0.52192, -0.069109, 0.0055336, 0
3, Hybrid, 1750.5692, 2.9724, 0, 0.33928, 2.2549, 1.2651, 0.5218, -0.067815, 0.028256, 0
4, Cont, 3729.08, 1.6782, 0, 1.1962, 1.5623, 0, 0, 0.069766, 0.31325, 0
4, Thresh, 3151.144, 5.806, 0, 0, 4.2139, 1.4731, 0.48806, -0.061155, 0.15505, 0
4, Hybrid, 3161.7102, 5.9257, 0, 0.019517, 4.3577, 1.4808, 0.48391, -0.062465, 0.13005, 0
5, Cont, 2207.4936, 1.2368, 0, 0.75263, 1.9341, 0, 0, -0.041235, 0.065269, 0
5, Thresh, 1985.6318, 2.8973, 0, 0, 3.0349, 1.6733, 0.60642, -0.10866, 2.7779e-05, 0
5, Hybrid, 1991.7871, 2.9326, 0, 0.12288, 3.0788, 1.6761, 0.60664, -0.1301, 0.045663, 0
6, Cont, 1591.067, 1.0364, 0, 2.999, 1.7194, 0, 0, 0.12439, 0.17832, 0
6, Thresh, 1564.7508, 4.6058, 0, 0, 1.8661, 1.0007, 0.25704, 0.11876, 0.19669, 0
6, Hybrid, 1570.9848, 4.2991, 0, 0.19913, 1.7974, 1.0044, 0.26315, 0.12247, 0.17795, 0
7, Cont, 1423.8405, 2.3433, 0, 1.4883, 1.7363, 0, 0, -0.10858, 0.1294, 0
7, Thresh, 1278.4682, 3.695, 0, 0, 2.1511, 1.2823, 0.65954, -0.14454, 0.097475, 0
7, Hybrid, 1265.305, 4.2749, 0, 0.3912, 2.0042, 1.2152, 0.65019, -0.15895, 0.29711, 0
8, Cont, 1245.2305, 2.1141, 0, 0.19583, 2.1266, 0, 0, -0.048015, 0.05284, 0
8, Thresh, 625.3571, 4.7921, 0, 0, 4.7735, 1.6556, 0.83611, -0.1969, 1.3415e-06, 0
8, Hybrid, 598.1599, 4.7214, 0, 0.028791, 5.5067, 1.8036, 0.84772, -0.36828, 0.037504, 0
9, Cont, 2069.9407, 0.13496, 0, 1.4739, 1.3312, 0, 0, -0.10685, 0.033168, 0
9, Thresh, 2090.0172, 0.73642, 0, 0, 1.1717, 1.0744, 0.19762, -0.10429, 0.010898, 0
9, Hybrid, 2098.1973, 3.6535, 0, 0.046429, 5.499, 1.0796, 0.012849, -0.10427, 0.020288, 0
10, Cont, 2046.3303, 1.4399, 0, 0.29326, 3.2435, 0, 0, -0.070991, 7.9326e-06, 0
10, Thresh, 1790.2489, 1.8622, 0, 0, 4.5297, 1.7883, 0.9348, -0.41286, 0.019293, 0
10, Hybrid, 1763.7145, 2.2703, 0, 0.36687, 5.3369, 2.4434, 0.92936, -0.4596, 0.021597, 0
