model_name, participant, is_model, quantile_idx, rt, theta
Cont, 1, true, 0.1, 0.14033, -3.1416
Cont, 1, true, 0.1, 0.14016, -3.0159
Cont, 1, true, 0.1, 0.13964, -2.8903
Cont, 1, true, 0.1, 0.13881, -2.7646
Cont, 1, true, 0.1, 0.13766, -2.6389
Cont, 1, true, 0.1, 0.13618, -2.5133
Cont, 1, true, 0.1, 0.13436, -2.3876
Cont, 1, true, 0.1, 0.13233, -2.2619
Cont, 1, true, 0.1, 0.13012, -2.1363
Cont, 1, true, 0.1, 0.12779, -2.0106
Cont, 1, true, 0.1, 0.12536, -1.885
Cont, 1, true, 0.1, 0.1229, -1.7593
Cont, 1, true, 0.1, 0.12044, -1.6336
Cont, 1, true, 0.1, 0.11783, -1.508
Cont, 1, true, 0.1, 0.11527, -1.3823
Cont, 1, true, 0.1, 0.11284, -1.2566
Cont, 1, true, 0.1, 0.11057, -1.131
Cont, 1, true, 0.1, 0.10849, -1.0053
Cont, 1, true, 0.1, 0.1066, -0.87965
Cont, 1, true, 0.1, 0.10494, -0.75398
Cont, 1, true, 0.1, 0.10351, -0.62832
Cont, 1, true, 0.1, 0.10225, -0.50265
Cont, 1, true, 0.1, 0.10122, -0.37699
Cont, 1, true, 0.1, 0.10048, -0.25133
Cont, 1, true, 0.1, 0.10003, -0.12566
Cont, 1, true, 0.1, 0.099882, 1.1102e-15
Cont, 1, true, 0.1, 0.10003, 0.12566
Cont, 1, true, 0.1, 0.10048, 0.25133
Cont, 1, true, 0.1, 0.10122, 0.37699
Cont, 1, true, 0.1, 0.10225, 0.50265
Cont, 1, true, 0.1, 0.10351, 0.62832
Cont, 1, true, 0.1, 0.10494, 0.75398
Cont, 1, true, 0.1, 0.1066, 0.87965
Cont, 1, true, 0.1, 0.10849, 1.0053
Cont, 1, true, 0.1, 0.11057, 1.131
Cont, 1, true, 0.1, 0.11284, 1.2566
Cont, 1, true, 0.1, 0.11527, 1.3823
Cont, 1, true, 0.1, 0.11783, 1.508
Cont, 1, true, 0.1, 0.12044, 1.6336
Cont, 1, true, 0.1, 0.1229, 1.7593
Cont, 1, true, 0.1, 0.12536, 1.885
Cont, 1, true, 0.1, 0.12779, 2.0106
Cont, 1, true, 0.1, 0.13012, 2.1363
Cont, 1, true, 0.1, 0.13233, 2.2619
Cont, 1, true, 0.1, 0.13436, 2.3876
Cont, 1, true, 0.1, 0.13618, 2.5133
Cont, 1, true, 0.1, 0.13766, 2.6389
Cont, 1, true, 0.1, 0.13881, 2.7646
Cont, 1, true, 0.1, 0.13964, 2.8903
Cont, 1, true, 0.1, 0.14016, 3.0159
Cont, 1, true, 0.5, 0.40949, -3.1416
Cont, 1, true, 0.5, 0.40905, -3.0159
Cont, 1, true, 0.5, 0.40772, -2.8903
Cont, 1, true, 0.5, 0.40561, -2.7646
Cont, 1, true, 0.5, 0.40269, -2.6389
Cont, 1, true, 0.5, 0.39901, -2.5133
Cont, 1, true, 0.5, 0.39461, -2.3876
Cont, 1, true, 0.5, 0.38963, -2.2619
Cont, 1, true, 0.5, 0.38425, -2.1363
Cont, 1, true, 0.5, 0.37839, -2.0106
Cont, 1, true, 0.5, 0.37222, -1.885
Cont, 1, true, 0.5, 0.36598, -1.7593
Cont, 1, true, 0.5, 0.35954, -1.6336
Cont, 1, true, 0.5, 0.35322, -1.508
Cont, 1, true, 0.5, 0.34702, -1.3823
Cont, 1, true, 0.5, 0.34094, -1.2566
Cont, 1, true, 0.5, 0.33534, -1.131
Cont, 1, true, 0.5, 0.33007, -1.0053
Cont, 1, true, 0.5, 0.32518, -0.87965
Cont, 1, true, 0.5, 0.32089, -0.75398
Cont, 1, true, 0.5, 0.31721, -0.62832
Cont, 1, true, 0.5, 0.31412, -0.50265
Cont, 1, true, 0.5, 0.31165, -0.37699
Cont, 1, true, 0.5, 0.30986, -0.25133
Cont, 1, true, 0.5, 0.30877, -0.12566
Cont, 1, true, 0.5, 0.30841, 1.1102e-15
Cont, 1, true, 0.5, 0.30877, 0.12566
Cont, 1, true, 0.5, 0.30986, 0.25133
Cont, 1, true, 0.5, 0.31165, 0.37699
Cont, 1, true, 0.5, 0.31412, 0.50265
Cont, 1, true, 0.5, 0.31721, 0.62832
Cont, 1, true, 0.5, 0.32089, 0.75398
Cont, 1, true, 0.5, 0.32518, 0.87965
Cont, 1, true, 0.5, 0.33007, 1.0053
Cont, 1, true, 0.5, 0.33534, 1.131
Cont, 1, true, 0.5, 0.34094, 1.2566
Cont, 1, true, 0.5, 0.34702, 1.3823
Cont, 1, true, 0.5, 0.35322, 1.508
Cont, 1, true, 0.5, 0.35954, 1.6336
Cont, 1, true, 0.5, 0.36598, 1.7593
Cont, 1, true, 0.5, 0.37222, 1.885
Cont, 1, true, 0.5, 0.37839, 2.0106
Cont, 1, true, 0.5, 0.38425, 2.1363
Cont, 1, true, 0.5, 0.38963, 2.2619
Cont, 1, true, 0.5, 0.39461, 2.3876
Cont, 1, true, 0.5, 0.39901, 2.5133
Cont, 1, true, 0.5, 0.40269, 2.6389
Cont, 1, true, 0.5, 0.40561, 2.7646
Cont, 1, true, 0.5, 0.40772, 2.8903
Cont, 1, true, 0.5, 0.40905, 3.0159
Cont, 1, true, 0.9, 1.2245, -3.1416
Cont, 1, true, 0.9, 1.2233, -3.0159
Cont, 1, true, 0.9, 1.2197, -2.8903
Cont, 1, true, 0.9, 1.2138, -2.7646
Cont, 1, true, 0.9, 1.2056, -2.6389
Cont, 1, true, 0.9, 1.1954, -2.5133
Cont, 1, true, 0.9, 1.1832, -2.3876
Cont, 1, true, 0.9, 1.1694, -2.2619
Cont, 1, true, 0.9, 1.1541, -2.1363
Cont, 1, true, 0.9, 1.1377, -2.0106
Cont, 1, true, 0.9, 1.1203, -1.885
Cont, 1, true, 0.9, 1.1023, -1.7593
Cont, 1, true, 0.9, 1.0841, -1.6336
Cont, 1, true, 0.9, 1.0658, -1.508
Cont, 1, true, 0.9, 1.0479, -1.3823
Cont, 1, true, 0.9, 1.0305, -1.2566
Cont, 1, true, 0.9, 1.0139, -1.131
Cont, 1, true, 0.9, 0.9984, -1.0053
Cont, 1, true, 0.9, 0.98416, -0.87965
Cont, 1, true, 0.9, 0.97154, -0.75398
Cont, 1, true, 0.9, 0.96054, -0.62832
Cont, 1, true, 0.9, 0.95126, -0.50265
Cont, 1, true, 0.9, 0.94405, -0.37699
Cont, 1, true, 0.9, 0.93878, -0.25133
Cont, 1, true, 0.9, 0.93556, -0.12566
Cont, 1, true, 0.9, 0.93447, 1.1102e-15
Cont, 1, true, 0.9, 0.93556, 0.12566
Cont, 1, true, 0.9, 0.93878, 0.25133
Cont, 1, true, 0.9, 0.94405, 0.37699
Cont, 1, true, 0.9, 0.95126, 0.50265
