participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 885.7076, 0.14439, 0, 0.73144, 1.133, 0, 0, -0.077332, 0.033856, 0
1, Thresh, 886.0491, 4.0579, 0, 0, 5.5005, 1.0354, 0.027033, -0.066806, 0.0044856, 0
1, Hybrid, 891.8205, 4.0156, 0, 0.052851, 5.4217, 1.0285, 0.027618, -0.070902, 0.03893, 0
2, Cont, 2210.3847, 1.2088, 0, 0.35903, 1.9727, 0, 0, 0.06804, 0.17793, 0
2, Thresh, 1974.01, 3.1012, 0, 0, 4.4428, 2.048, 0.65356, -0.21784, 0.02531, 0
2, Hybrid, 1965.0721, 3.6507, 0, 0.71068, 4.9119, 1.9149, 0.68595, -0.14987, 0.076209, 0
3, Cont, 1874.5356, 0.95889, 0, 0.45727, 1.2949, 0, 0, -0.025596, 0.077819, 0
3, Thresh, 1743.7667, 2.8182, 0, 0, 2.1119, 1.2445, 0.52021, -0.058078, 0.041367, 0
3, Hybrid, 1749.9894, 2.8293, 0, 0.077228, 2.137, 1.2553, 0.52096, -0.056749, 0.024106, 0
4, Cont, 3733.3902, 1.4908, 0, 1.0142, 1.5816, 0, 0, 0.12633, 0.080572, 0
4, Thresh, 3159.617, 5.6302, 0, 0, 4.2362, 1.5004, 0.49245, -0.060651, 0.096698, 0
4, Hybrid, 3167.0917, 5.6232, 0, 0.14397, 4.1456, 1.4836, 0.49168, -0.036945, 0.085279, 0
5, Cont, 2174.6497, 1.057, 0, 0.39123, 1.5662, 0, 0, 0.10587, 0.00047512, 0
5, Thresh, 1985.6914, 2.8944, 0, 0, 3.0014, 1.6626, 0.60594, -0.099161, 0.0052681, 0
5, Hybrid, 1991.7623, 2.9268, 0, 0.10959, 3.0681, 1.6752, 0.60678, -0.11185, 0.020196, 0
6, Cont, 1553.1583, 1.105, 0, 2.9777, 1.4317, 0, 0, 0.16053, 0.24567, 0
6, Thresh, 1529.4342, 4.7219, 0, 0, 1.9119, 0.96466, 0.21596, 0.17446, 0.11014, 0
