participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 1670.4219, 0.26804, 0, 1.0786, 1.4057, 0, 0, -0.11261, 0.0042309, 0
1, Thresh, 930.5306, 2.5841, 0, 0, 2.0255, 1.2245, 0.10224, -0.19454, 0.033883, 0
1, Hybrid, 942.8947, 0.21139, 0, 0.0001999, 4.059, 1.2268, 0.00016551, -0.19565, 0.0061825, 0
2, Cont, 2211.1177, 1.1436, 0, 0.21719, 1.9068, 0, 0, 0.038892, 0.26405, 0
2, Thresh, 1974.0775, 3.1174, 0, 0, 4.4573, 2.0429, 0.65078, -0.23512, 0.047882, 0
2, Hybrid, 1975.6734, 3.1529, 0, 0.34703, 4.3051, 1.9604, 0.66668, -0.14215, 7.5642e-07, 0
3, Cont, 1929.7034, 1.0952, 0, 0.94746, 1.6788, 0, 0, -0.14815, 0.07628, 0
3, Thresh, 1768.4688, 2.7224, 0, 0, 2.2861, 1.3889, 0.54767, -0.13977, 0.00075978, 0
3, Hybrid, 1769.3079, 3.1508, 0, 0.42622, 2.5926, 1.3619, 0.52797, -0.15888, 0.046706, 0
4, Cont, 3774.6761, 2.0821, 0, 1.8093, 2.1104, 0, 0, 0.0017507, 0.29646, 0
4, Thresh, 3152.4949, 5.8654, 0, 0, 4.0769, 1.4416, 0.48457, -0.03941, 0.16459, 0
4, Hybrid, 3167.4122, 5.6004, 0, 0.073939, 4.0814, 1.4773, 0.4906, -0.028577, 0.087824, 0
5, Cont, 2216.677, 1.1941, 0, 0.67349, 1.7626, 0, 0, 0.014879, 0.094525, 0
5, Thresh, 1986.7427, 2.9433, 0, 0, 3.1576, 1.6992, 0.60548, -0.16191, 0.063595, 0
5, Hybrid, 1992.9139, 2.9538, 0, 0.065418, 3.1437, 1.6937, 0.60425, -0.16289, 0.085358, 0
6, Cont, 1688.0765, 1.0272, 0, 2.9997, 2.2804, 0, 0, 0.043121, 0.11896, 0
6, Thresh, 1658.2597, 4.7558, 0, 0, 2.3679, 1.1249, 0.26533, 0.025885, 0.21179, 0
6, Hybrid, 1663.2754, 4.7151, 0, 0.47233, 2.3877, 1.1285, 0.27282, 0.038697, 0.16997, 0
7, Cont, 1455.2609, 2.2882, 0, 1.3732, 1.7934, 0, 0, -0.21045, 0.29647, 0
7, Thresh, 1291.9244, 3.7119, 0, 0, 2.4863, 1.3752, 0.66283, -0.18546, 0.0016932, 0
7, Hybrid, 1299.2964, 3.741, 0, 0.04721, 2.4955, 1.3766, 0.6637, -0.20897, 0.065309, 0
8, Cont, 1269.5765, 2.1852, 0, 0.2913, 2.3172, 0, 0, -0.085304, 0.014268, 0
8, Thresh, 606.7062, 4.5888, 0, 0, 4.9995, 1.7355, 0.84585, -0.28323, 0.0033282, 0
8, Hybrid, 615.3048, 4.6469, 0, 0.03185, 4.9998, 1.6669, 0.84771, -0.26804, 0.033887, 0
9, Cont, 2140.1705, 0.07717, 0, 0.85915, 1.3253, 0, 0, -0.18881, 0.011659, 0
9, Thresh, 2181.895, 0.43644, 0, 0, 4.7607, 1.1887, 1.95e-06, -0.19098, 0.036631, 0
9, Hybrid, 2182.7039, 2.9884, 0, 0.17532, 2.1526, 1.1945, 0.054404, -0.18876, 0.0055737, 0
10, Cont, 2005.8031, 1.5018, 0, 0.32208, 3.5078, 0, 0, -0.18011, 1.0228e-05, 0
10, Thresh, 1891.0872, 1.7772, 0, 0, 3.844, 2.5471, 0.91763, -0.15251, 0.03384, 0
10, Hybrid, 1914.9197, 1.7608, 0, 0.1902, 3.9593, 1.551, 0.9329, -0.20908, 2.1487e-05, 0
11, Cont, 1846.3276, 1.2213, 0, 1.6987, 1.6121, 0, 0, -0.23479, 0.3473, 0
11, Thresh, 1734.1111, 4.1349, 0, 0, 2.9133, 1.235, 0.38495, -0.20622, 0.034872, 0
11, Hybrid, 1745.6408, 4.1266, 0, 0.036693, 2.9432, 1.2449, 0.38613, -0.20628, 0.030965, 0
12, Cont, 1599.8955, 1.6224, 0, 0.49729, 1.6777, 0, 0, 0.026917, 0.11024, 0
12, Thresh, 1017.0983, 5.0332, 0, 0, 4.0149, 1.3433, 0.68748, -0.060703, 0.16105, 0
12, Hybrid, 1020.5376, 5.2191, 0, 0.017079, 4.126, 1.3527, 0.68292, -0.081055, 0.2118, 0
13, Cont, 1699.3627, 0.29639, 0, 1.0246, 1.1998, 0, 0, -0.19726, 0.033887, 0
13, Thresh, 1728.777, 1.6997, 0, 0, 1.1021, 1.0848, 0.037003, -0.20381, 0.016133, 0
13, Hybrid, 1717.9251, 5.395, 0, 0.37118, 2.119, 1.0913, 0.076695, -0.20382, 0.015254, 0
15, Cont, 1964.397, 0.17576, 0, 2.6882, 1.985, 0, 0, -0.21746, 0.2621, 0
