participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 890.7956, 0.16307, 0, 1.5585, 1.4607, 0, 0, -0.13696, 0.041901, 0
1, Thresh, 904.4726, 3.6087, 0, 0, 4.9998, 1.1239, 0.023283, -0.12372, 0.033871, 0
1, Hybrid, 912.4225, 6.0001, 0, 0.011456, 3.7744, 1.1454, 0.027687, -0.13033, 0.010985, 0
2, Cont, 2210.2411, 1.1671, 0, 0.29327, 1.9414, 0, 0, 0.069645, 0.17851, 0
2, Thresh, 1978.8736, 3.0882, 0, 0, 3.9935, 1.9416, 0.64433, -0.089874, 0.033777, 0
2, Hybrid, 1975.1948, 3.1694, 0, 0.38392, 4.2923, 1.9405, 0.66531, -0.1301, 2.7179e-05, 0
3, Cont, 1899.076, 1.0496, 0, 0.81427, 1.5153, 0, 0, -0.078758, 0.042388, 0
3, Thresh, 1747.0418, 2.8697, 0, 0, 2.2424, 1.2952, 0.52376, -0.086003, 0.01314, 0
3, Hybrid, 1752.5307, 3.0148, 0, 0.35663, 2.3299, 1.2911, 0.52271, -0.086039, 0.0067073, 0
4, Cont, 3755.6069, 1.3908, 0, 0.85719, 1.598, 0, 0, 0.07637, 0.11793, 0
4, Thresh, 3153.281, 5.625, 0, 0, 4.0518, 1.4734, 0.49176, -0.046684, 0.12727, 0
4, Hybrid, 3158.115, 5.8022, 0, 0.016253, 4.2122, 1.4729, 0.4884, -0.061055, 0.15134, 0
5, Cont, 2194.4581, 1.1797, 0, 0.57995, 1.6654, 0, 0, -0.061249, 0.3463, 0
5, Thresh, 1985.5946, 2.9161, 0, 0, 3.0572, 1.674, 0.60495, -0.12884, 0.043078, 0
5, Hybrid, 1991.6889, 2.9944, 0, 0.27018, 3.1357, 1.6716, 0.60862, -0.11214, 0.00016454, 0
6, Cont, 1614.1832, 1.1608, 0, 2.9403, 1.7912, 0, 0, 0.082645, 0.24547, 0
6, Thresh, 1585.1384, 4.2839, 0, 0, 1.9442, 1.0406, 0.2552, 0.10912, 0.14403, 0
6, Hybrid, 1589.2158, 4.9836, 0, 0.3237, 2.0726, 1.0266, 0.25262, 0.1009, 0.1951, 0
7, Cont, 1447.3886, 2.0224, 0, 1.1417, 1.6789, 0, 0, -0.12383, 0.076289, 0
7, Thresh, 1281.2321, 3.6832, 0, 0, 2.2418, 1.3007, 0.65786, -0.14197, 0.052322, 0
7, Hybrid, 1287.1442, 3.6983, 0, 0.13984, 2.2504, 1.2963, 0.6597, -0.14174, 0.04252, 0
8, Cont, 1244.0127, 2.0743, 0, 0.0024661, 2.1163, 0, 0, -0.063266, 0.071446, 0
8, Thresh, 606.2613, 4.5183, 0, 0, 5, 1.7449, 0.8514, -0.2994, 0.033043, 0
8, Hybrid, 612.6424, 4.5351, 0, 0.0056347, 5, 1.7541, 0.85147, -0.29928, 0.021756, 0
9, Cont, 2097.0071, 0.12472, 0, 0.28284, 1.1214, 0, 0, -0.12117, 0.0057367, 0
9, Thresh, 2112.0485, 5.9985, 0, 0, 3.2983, 1.1068, 0.0098709, -0.13662, 0.052929, 0
9, Hybrid, 2110.123, 1.5264, 0, 0.38908, 1.4544, 1.0988, 0.10176, -0.12114, 0.0074376, 0
10, Cont, 2002.1529, 1.7357, 0, 0.49201, 3.9984, 0, 0, -0.24807, 0.029729, 0
10, Thresh, 1881.6696, 1.7157, 0, 0, 3.8062, 2.0864, 0.92876, -0.16726, 7.7102e-06, 0
10, Hybrid, 1892.5564, 1.7156, 0, 0.09402, 3.8126, 1.9004, 0.91628, -0.18066, 5.8413e-07, 0
11, Cont, 1851.1478, 1.0468, 0, 1.3417, 1.4742, 0, 0, -0.1231, 0.061957, 0
11, Thresh, 1677.5792, 4.3537, 0, 0, 2.6804, 1.1204, 0.36644, -0.14969, 0.099909, 0
11, Hybrid, 1682.1245, 4.3114, 0, 0.13546, 2.461, 1.0834, 0.37056, -0.16064, 0.20869, 0
