participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 905.3296, 0.13608, 0, 1.1821, 1.3216, 0, 0, -0.22367, 0.25662, 0
1, Thresh, 909.5461, 1.7188, 0, 0, 1.552, 1.1525, 0.14362, -0.15332, 0.03412, 0
1, Hybrid, 918.6641, 2.7714, 0, 1.6295e-06, 3.2531, 1.1492, 0.025151, -0.14053, 0.021483, 0
2, Cont, 2212.4671, 1.1676, 0, 0.29895, 1.9945, 0, 0, 0.089929, 0.070846, 0
2, Thresh, 1974.0574, 3.0996, 0, 0, 4.3865, 2.0334, 0.6522, -0.20215, 0.0083379, 0
2, Hybrid, 1963.0198, 3.4833, 0, 0.67295, 4.9999, 1.9708, 0.70286, -0.19883, 0.00028811, 0
3, Cont, 1887.7595, 0.99015, 0, 0.68795, 1.3954, 0, 0, -0.11595, 0.21185, 0
3, Thresh, 1750.1714, 2.8859, 0, 0, 2.2975, 1.3168, 0.52498, -0.10172, 0.016973, 0
3, Hybrid, 1755.6665, 3.0082, 0, 0.3284, 2.3796, 1.3136, 0.52551, -0.10219, 0.012102, 0
4, Cont, 3740.0252, 1.7497, 0, 1.3321, 1.7194, 0, 0, 0.040715, 0.29624, 0
4, Thresh, 3155.5011, 5.6662, 0, 0, 3.9322, 1.4375, 0.48589, -0.011587, 0.11608, 0
4, Hybrid, 3162.329, 5.6885, 0, 0.06351, 4.1266, 1.4738, 0.48833, -0.043361, 0.11195, 0
5, Cont, 2209.5066, 1.0022, 0, 0.25719, 1.5316, 0, 0, 0.11284, 0.0014112, 0
5, Thresh, 1985.6929, 2.8927, 0, 0, 2.9998, 1.6637, 0.60701, -0.098789, 0.015926, 0
5, Hybrid, 1991.8193, 2.95, 0, 0.15068, 3.1067, 1.681, 0.60703, -0.12704, 0.034082, 0
6, Cont, 1627.3858, 1.2886, 0, 2.9979, 1.8948, 0, 0, 0.092226, 0.17797, 0
6, Thresh, 1602.7366, 4.9852, 0, 0, 2.2124, 1.0614, 0.2416, 0.075222, 0.21179, 0
6, Hybrid, 1607.2105, 4.5258, 0, 0.24737, 2.0597, 1.0622, 0.26586, 0.090178, 0.16882, 0
7, Cont, 1550.7206, 2.5, 0, 1.6886, 2.1005, 0, 0, -0.11544, 0.0091487, 0
7, Thresh, 1282.7159, 3.6813, 0, 0, 2.3015, 1.3173, 0.66045, -0.14034, 0.028497, 0
7, Hybrid, 1286.4895, 3.7335, 0, 0.23653, 2.2253, 1.3068, 0.66864, -0.16813, 0.11025, 0
8, Cont, 1243.438, 2.1237, 0, 0.19974, 2.1873, 0, 0, -0.077489, 0.060032, 0
8, Thresh, 606.2528, 4.5195, 0, 0, 4.9993, 1.7479, 0.84857, -0.29911, 1.3066e-05, 0
8, Hybrid, 613.942, 4.5949, 0, 0.1773, 4.9996, 1.7271, 0.85449, -0.28376, 0.023622, 0
9, Cont, 2082.4568, 0.15623, 0, 2.2462, 1.7044, 0, 0, -0.13949, 0.033229, 0
9, Thresh, 2124.5194, 0.25245, 0, 0, 1.1419, 1.1308, 0.57693, -0.15427, 0.059296, 0
9, Hybrid, 2125.8495, 1.4599, 0, 0.14856, 1.4169, 1.1154, 0.10896, -0.14082, 0.038149, 0
10, Cont, 1974.4881, 1.5702, 0, 0.34085, 3.8686, 0, 0, -0.34993, 0.057333, 0
10, Thresh, 1775.5955, 1.9034, 0, 0, 4.5909, 2.2063, 0.9263, -0.45845, 0.12707, 0
10, Hybrid, 1873.9779, 1.7601, 0, 0.0038462, 3.9464, 2.2456, 0.91909, -0.20462, 1.9335e-06, 0
11, Cont, 1789.324, 1.2437, 0, 1.7377, 1.4844, 0, 0, -0.18905, 0.3304, 0
11, Thresh, 1692.4838, 4.1152, 0, 0, 2.6825, 1.163, 0.38654, -0.15602, 0.042401, 0
