participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 886.7272, 0.15015, 0, 1.1447, 1.2701, 0, 0, -0.10215, 0.017397, 0
1, Thresh, 893.0643, 3.633, 0, 0, 4.9994, 1.0751, 0.025644, -0.091184, 0.0014717, 0
1, Hybrid, 898.5298, 3.6135, 0, 0.14332, 4.9997, 1.0754, 0.026022, -0.091292, 0.0020335, 0
2, Cont, 2211.5183, 1.1139, 0, 0.14614, 1.9036, 0, 0, 0.07437, 0.16115, 0
2, Thresh, 1974.008, 3.1018, 0, 0, 4.443, 2.0447, 0.65341, -0.2182, 0.0011581, 0
2, Hybrid, 1963.5027, 3.4348, 0, 0.65946, 4.9999, 1.9772, 0.70383, -0.21632, 0.0095579, 0
3, Cont, 1875.1532, 0.94942, 0, 0.45097, 1.3075, 0, 0, -0.056843, 0.13198, 0
3, Thresh, 1743.8586, 2.8266, 0, 0, 2.1339, 1.2543, 0.52126, -0.056414, 0.0040711, 0
3, Hybrid, 1749.7647, 3.2935, 0, 0.66675, 2.4155, 1.2466, 0.52079, -0.057066, 0.0045468, 0
4, Cont, 3724.7546, 1.6024, 0, 1.142, 1.5903, 0, 0, 0.092604, 0.19985, 0
4, Thresh, 3157.6687, 5.6422, 0, 0, 4.1533, 1.4833, 0.48953, -0.045216, 0.097634, 0
4, Hybrid, 3158.6178, 5.8596, 0, 0.18183, 4.018, 1.4285, 0.4846, -0.021408, 0.15282, 0
5, Cont, 2191.9201, 1.2107, 0, 0.66988, 1.702, 0, 0, -0.0279, 0.22876, 0
5, Thresh, 1985.5623, 2.9088, 0, 0, 3.0505, 1.6745, 0.60547, -0.11172, 0.0013498, 0
5, Hybrid, 1992.1343, 2.9051, 0, 0.020968, 2.9822, 1.6581, 0.60488, -0.11825, 0.075305, 0
6, Cont, 1593.3983, 1.0179, 0, 2.9991, 1.8089, 0, 0, 0.14388, 0.094354, 0
6, Thresh, 1548.5106, 4.7095, 0, 0, 1.8116, 0.97436, 0.25201, 0.12812, 0.21748, 0
6, Hybrid, 1556.7111, 4.4334, 0, 0.040819, 1.8344, 0.99747, 0.25513, 0.14243, 0.14464, 0
7, Cont, 1390.9381, 2.0484, 0, 1.1554, 1.348, 0, 0, -0.093701, 0.29631, 0
7, Thresh, 1259.7934, 4.2633, 0, 0, 1.8792, 1.1926, 0.64205, -0.14292, 0.31638, 0
