participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 898.3921, 0.21961, 0, 2.8525, 2.0097, 0, 0, -0.21445, 0.21214, 0
1, Thresh, 912.3727, 5.7716, 0, 0, 3.5846, 1.1576, 0.027853, -0.14086, 0.02711, 0
1, Hybrid, 917.2147, 3.7903, 0, 0.22808, 2.5444, 1.1558, 0.044688, -0.14073, 0.025942, 0
2, Cont, 2210.6522, 1.1684, 0, 0.30483, 1.926, 0, 0, 0.072094, 0.17843, 0
2, Thresh, 1974.0195, 3.1012, 0, 0, 4.4453, 2.0456, 0.65278, -0.21729, 0.0030774, 0
2, Hybrid, 1963.0292, 3.4827, 0, 0.67827, 4.9997, 1.9692, 0.69839, -0.19685, 0.026133, 0
3, Cont, 1897.8275, 1.0294, 0, 0.75588, 1.4672, 0, 0, -0.099499, 0.11141, 0
3, Thresh, 1750.1719, 2.8903, 0, 0, 2.2964, 1.3155, 0.52346, -0.10115, 0.0056656, 0
3, Hybrid, 1756.2246, 2.9053, 0, 0.12592, 2.3042, 1.3143, 0.52431, -0.1, 0.00014053, 0
4, Cont, 3742.0546, 1.6974, 0, 1.3061, 1.7373, 0, 0, 0.056449, 0.21182, 0
4, Thresh, 3155.6086, 5.6699, 0, 0, 3.9386, 1.4308, 0.4876, -0.011561, 0.11239, 0
4, Hybrid, 3161.8011, 5.8216, 0, 0.20978, 4.2344, 1.474, 0.49064, -0.054334, 0.14133, 0
5, Cont, 2210.824, 1.157, 0, 0.60435, 1.6929, 0, 0, 0.060592, 0.056558, 0
5, Thresh, 1985.6915, 2.8982, 0, 0, 2.9998, 1.6631, 0.60547, -0.098645, 0.018598, 0
5, Hybrid, 1991.8187, 2.9098, 0, 0.059095, 3.0321, 1.6699, 0.60444, -0.11363, 0.037909, 0
6, Cont, 1626.123, 0.96607, 0, 2.7935, 1.7843, 0, 0, 0.089219, 0.21176, 0
6, Thresh, 1601.2721, 4.6001, 0, 0, 2.0543, 1.0555, 0.26362, 0.078716, 0.21179, 0
6, Hybrid, 1610.0225, 5.3482, 0, 0.16596, 2.3772, 1.0522, 0.23644, 0.077223, 0.21179, 0
7, Cont, 1445.54, 2.2145, 0, 1.439, 1.897, 0, 0, -0.15501, 0.12711, 0
7, Thresh, 1282.7168, 3.6815, 0, 0, 2.2998, 1.3164, 0.66041, -0.14019, 0.011833, 0
7, Hybrid, 1287.6129, 3.7866, 0, 0.32488, 2.3342, 1.3142, 0.66572, -0.16027, 0.067209, 0
8, Cont, 1245.306, 2.1449, 0, 0.24972, 2.2393, 0, 0, -0.07646, 0.036682, 0
8, Thresh, 606.2492, 4.5138, 0, 0, 4.9999, 1.7541, 0.8493, -0.29946, 0.0031885, 0
8, Hybrid, 631.56, 4.7893, 0, 1.0634e-05, 4.8153, 1.6436, 0.82328, -0.21581, 0.049302, 0
9, Cont, 2111.3676, 0.12779, 0, 0.35734, 1.1472, 0, 0, -0.14128, 0.039704, 0
9, Thresh, 2125.017, 2.958, 0, 0, 4.534, 1.1242, 0.01096, -0.13784, 0.0080867, 0
9, Hybrid, 2132.5483, 3.1771, 0, 0.06533, 3.4628, 1.129, 0.010568, -0.13793, 0.0016926, 0
10, Cont, 1975.2066, 1.4504, 0, 0.21523, 3.6956, 0, 0, -0.34992, 0.0012453, 0
10, Thresh, 1811.6703, 1.8347, 0, 0, 4.3232, 2.0805, 0.92537, -0.34617, 2.1249e-07, 0
10, Hybrid, 1860.4476, 1.8016, 0, 1.1574e-06, 4.1005, 2.2708, 0.9141, -0.25249, 0.0016972, 0
11, Cont, 1871.5172, 0.90593, 0, 1.0454, 1.4272, 0, 0, -0.13123, 0.0013844, 0
11, Thresh, 1683.4884, 4.3193, 0, 0, 2.2829, 1.0725, 0.37977, -0.19297, 0.31346, 0
11, Hybrid, 1695.7091, 4.2245, 0, 0.028685, 2.6809, 1.1452, 0.37264, -0.15926, 0.078488, 0
12, Cont, 1521.2496, 1.8575, 0, 0.66583, 1.4361, 0, 0, 0.039761, 0.43238, 0
12, Thresh, 1018.7133, 4.9603, 0, 0, 3.9741, 1.3539, 0.68573, -0.03696, 0.11055, 0
12, Hybrid, 1024.3003, 4.9942, 0, 0.096886, 4.0398, 1.3645, 0.68745, -0.0455, 0.11719, 0
13, Cont, 1614.1604, 0.0082244, 0, 2.6124, 1.5991, 0, 0, -0.20457, 0.10536, 0
13, Thresh, 1648.5263, 4.5734, 0, 0, 1.624, 1.0229, 0.075737, -0.15298, 0.0047039, 0
13, Hybrid, 1654.4187, 5.2377, 0, 0.065817, 1.7375, 1.0226, 0.069731, -0.15298, 0.025806, 0
15, Cont, 1931.1077, 0.2295, 0, 2.7226, 1.9943, 0, 0, -0.1301, 0.045451, 0
15, Thresh, 1978.2526, 4.0242, 0, 0, 2.4364, 1.1196, 0.09276, -0.13735, 0.093089, 0
15, Hybrid, 1985.511, 3.7201, 0, 0.20292, 2.3229, 1.1329, 0.10254, -0.1232, 0.039973, 0
16, Cont, 1969.0787, 0.99697, 0, 0.038017, 1.5422, 0, 0, 0.088126, 0.0030598, 0
16, Thresh, 1824.3714, 2.5617, 0, 0, 2.733, 1.5072, 0.61886, -0.038671, 0.038496, 0
16, Hybrid, 1824.0828, 2.8579, 0, 0.53664, 2.9097, 1.4361, 0.62462, 0.0073604, 0.014272, 0
17, Cont, 2032.5356, 0.19822, 0, 1.3725, 1.9843, 0, 0, -0.074407, 0.096465, 0
17, Thresh, 2048.5095, 1.915, 0, 0, 1.9978, 1.4308, 0.1047, -0.061908, 0.15278, 0
17, Hybrid, 2062.0435, 5.2131, 0, 0.078046, 4.9682, 1.4418, 0.033647, -0.060441, 0.11052, 0
18, Cont, 2058.829, 1.161, 0, 0.00067699, 1.4656, 0, 0, 0.10919, 0.44732, 0
18, Thresh, 1832.1278, 2.8711, 0, 0, 3.0133, 1.4655, 0.64907, 0.088992, 0.056763, 0
18, Hybrid, 1827.9802, 3.4922, 0, 0.63606, 3.523, 1.439, 0.64538, 0.10626, 0.038493, 0
19, Cont, 1684.9397, 0.63008, 0, 1.6064, 1.3935, 0, 0, -0.13625, 0.018037, 0
19, Thresh, 1628.8896, 4.0244, 0, 0, 2.7585, 1.0249, 0.21618, -0.13178, 0.0018293, 0
19, Hybrid, 1635.2444, 4.18, 0, 0.17324, 2.8605, 1.0255, 0.21073, -0.13176, 0.026228, 0
20, Cont, 1668.3556, 0.46322, 0, 0.83767, 1.0884, 0, 0, -0.16968, 0.015461, 0
20, Thresh, 1681.6372, 4.6595, 0, 0, 2.6693, 0.99586, 0.12558, -0.18662, 0.033892, 0
20, Hybrid, 1659.5119, 2.1828, 0, 0.12554, 1.4624, 0.97239, 0.27778, -0.16967, 0.015395, 0
