participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 913.4544, 0.13335, 0, 0.15113, 1.1863, 0, 0, -0.15744, 0.0085151, 0
1, Thresh, 915.4118, 1.82, 0, 0, 1.5952, 1.1731, 0.12788, -0.15772, 0.026525, 0
1, Hybrid, 926.419, 4.488, 0, 0.26919, 3.9842, 1.1782, 0.01824, -0.15772, 0.032302, 0
2, Cont, 2211.2638, 1.1744, 0, 0.30208, 1.9702, 0, 0, 0.069951, 0.1503, 0
2, Thresh, 1974.0608, 3.0938, 0, 0, 4.3761, 2.0329, 0.65383, -0.2018, 1.5722e-05, 0
2, Hybrid, 1977.6811, 3.1638, 0, 0.2118, 4.6617, 2.0572, 0.65432, -0.2519, 0.027036, 0
3, Cont, 1908.508, 1.0706, 0, 0.92273, 1.5884, 0, 0, -0.11548, 0.093214, 0
3, Thresh, 1754.0125, 2.9048, 0, 0, 2.3516, 1.3344, 0.52543, -0.11633, 0.017482, 0
3, Hybrid, 1760.1741, 2.9089, 0, 0.038754, 2.3493, 1.3349, 0.52478, -0.11627, 0.010818, 0
4, Cont, 3753.1556, 1.8839, 0, 1.5582, 1.9235, 0, 0, 0.040445, 0.21191, 0
4, Thresh, 3152.0638, 5.6137, 0, 0, 3.881, 1.4348, 0.49387, -0.026724, 0.14406, 0
4, Hybrid, 3166.2202, 5.632, 0, 0.17233, 4.004, 1.4547, 0.48806, -0.010746, 0.076519, 0
5, Cont, 2212.3673, 1.1662, 0, 0.61516, 1.715, 0, 0, 0.043813, 0.060038, 0
5, Thresh, 1985.5657, 2.9152, 0, 0, 3.0567, 1.674, 0.6052, -0.11145, 0.015317, 0
5, Hybrid, 1991.6967, 2.9637, 0, 0.21335, 3.104, 1.6742, 0.60743, -0.11182, 0.010099, 0
6, Cont, 1643.9385, 1.0272, 0, 2.9997, 2.0024, 0, 0, 0.061894, 0.203, 0
6, Thresh, 1619.5332, 4.4908, 0, 0, 2.1224, 1.0853, 0.26792, 0.073158, 0.1649, 0
6, Hybrid, 1627.4633, 4.7685, 0, 1.0287e-05, 2.2378, 1.0981, 0.25927, 0.065225, 0.17371, 0
7, Cont, 1849.2187, 2.4975, 0, 1.4561, 1.6171, 0, 0, -0.094128, 0.27955, 0
