participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 913.2017, 0.28804, 0, 2.9998, 2.5228, 0, 0, -0.23443, 0.042335, 0
1, Thresh, 950.1434, 1.3304, 0, 0, 1.5396, 1.2497, 0.15978, -0.2554, 0.090181, 0
1, Hybrid, 951.5729, 1.8911, 0, 0.068147, 1.8191, 1.2564, 0.12683, -0.23898, 0.059296, 0
2, Cont, 2217.4542, 1.1999, 0, 0.36359, 2.097, 0, 0, 0.037635, 0.084276, 0
2, Thresh, 1974.2437, 3.1073, 0, 0, 4.4288, 2.038, 0.65369, -0.25216, 0.10114, 0
2, Hybrid, 1971.3278, 3.5872, 0, 0.70537, 4.5882, 1.8621, 0.68588, -0.062457, 0.025243, 0
3, Cont, 1948.6199, 1.4704, 0, 1.7084, 2.2362, 0, 0, -0.18198, 0.077152, 0
3, Thresh, 1774.4201, 2.933, 0, 0, 2.4922, 1.3882, 0.52475, -0.19227, 0.076286, 0
3, Hybrid, 1780.3125, 2.9766, 0, 0.15318, 2.524, 1.3894, 0.52753, -0.19349, 0.083597, 0
4, Cont, 3862.7388, 1.9743, 0, 1.7561, 2.5474, 0, 0, -0.024308, 0.044176, 0
4, Thresh, 3153.704, 5.7446, 0, 0, 4.1963, 1.4842, 0.49385, -0.081162, 0.17816, 0
4, Hybrid, 3164.0463, 5.7231, 0, 0.014227, 4.1921, 1.4821, 0.4923, -0.06761, 0.14423, 0
5, Cont, 2229.4015, 1.2535, 0, 0.78419, 1.9333, 0, 0, -0.0094983, 0.03429, 0
5, Thresh, 2015.9197, 2.8723, 0, 0, 2.9202, 1.6579, 0.60832, -0.08028, 0.033839, 0
5, Hybrid, 1994.359, 2.9839, 0, 0.025587, 3.3032, 1.7289, 0.60349, -0.17099, 0.019521, 0
6, Cont, 1721.6104, 1.0173, 0, 2.9995, 2.4131, 0, 0, 0.0075602, 0.13939, 0
6, Thresh, 1701.5148, 4.4302, 0, 0, 2.5221, 1.1952, 0.27534, 0.007587, 0.11352, 0
6, Hybrid, 1704.4737, 4.4509, 0, 0.026654, 2.4951, 1.1868, 0.27548, 0.0068, 0.13757, 0
7, Cont, 1518.4045, 2.2176, 0, 1.4272, 2.2256, 0, 0, -0.21475, 0.033889, 0
7, Thresh, 1302.8249, 3.7597, 0, 0, 2.6157, 1.4065, 0.66347, -0.22831, 0.05132, 0
7, Hybrid, 1298.4945, 4.0662, 0, 0.15977, 2.4441, 1.3411, 0.65655, -0.2594, 0.27744, 0
8, Cont, 1328.0206, 2.1683, 0, 0.051061, 2.2302, 0, 0, -0.082784, 0.076813, 0
8, Thresh, 606.4872, 4.5252, 0, 0, 4.9999, 1.7793, 0.8517, -0.29923, 0.033313, 0
8, Hybrid, 613.3498, 4.4605, 0, 1.2294e-05, 4.9996, 1.7742, 0.84125, -0.31527, 0.015169, 0
9, Cont, 2212.7109, 0.12023, 0, 0.70742, 1.3365, 0, 0, -0.2162, 0.00015713, 0
9, Thresh, 2217.672, 4.5854, 0, 0, 3.1082, 1.2293, 0.024191, -0.22491, 0.036764, 0
9, Hybrid, 2227.6353, 4.9846, 0, 0.018153, 4.8953, 1.235, 0.0025579, -0.22242, 1.2985e-05, 0
10, Cont, 1977.4223, 1.6626, 0, 0.41079, 3.9695, 0, 0, -0.34999, 0.13529, 0
10, Thresh, 1902.1444, 1.6605, 0, 0, 3.6439, 1.9689, 0.9232, -0.14596, 0.051825, 0
10, Hybrid, 1806.1061, 1.8758, 0, 0.0082709, 4.4593, 2.5124, 0.92443, -0.37254, 2.3219e-06, 0
11, Cont, 1887.3043, 1.8489, 0, 2.9991, 2.7097, 0, 0, -0.24661, 0.16286, 0
11, Thresh, 1755.5025, 4.1133, 0, 0, 2.9143, 1.2469, 0.38912, -0.24661, 0.10302, 0
11, Hybrid, 1762.8621, 4.1038, 0, 0.026497, 2.8047, 1.2299, 0.394, -0.25952, 0.16604, 0
12, Cont, 1631.7893, 1.6114, 0, 0.53762, 1.784, 0, 0, -0.0066318, 0.093494, 0
12, Thresh, 1021.1734, 4.9923, 0, 0, 4.0036, 1.3591, 0.68453, -0.045936, 0.13251, 0
12, Hybrid, 1025.5188, 5.0618, 0, 0.18751, 4.1358, 1.3724, 0.68574, -0.06256, 0.12743, 0
13, Cont, 1674.4247, 0.53519, 0, 2.7685, 1.938, 0, 0, -0.23762, 2.8954e-07, 0
13, Thresh, 1755.3776, 4.2502, 0, 0, 1.9642, 1.1356, 0.093674, -0.2377, 0.0015001, 0
13, Hybrid, 1782.054, 0.42885, 0, 0.20945, 1.1426, 1.1249, 0.25676, -0.2377, 0.013177, 0
15, Cont, 2104.5918, 0.15031, 0, 0.0095596, 1.2115, 0, 0, -0.22353, 0.12357, 0
15, Thresh, 2079.4105, 4.0765, 0, 0, 2.826, 1.2421, 0.10886, -0.20596, 0.029711, 0
15, Hybrid, 2103.0245, 6.0005, 0, 0.0096858, 4.8282, 1.2332, 0.055857, -0.20785, 0.040466, 0
16, Cont, 1989.375, 0.99368, 0, 0.10226, 1.6249, 0, 0, -0.001322, 0.078142, 0
16, Thresh, 1824.0853, 2.5347, 0, 0, 2.6677, 1.4857, 0.6187, -0.011535, 0.00052618, 0
16, Hybrid, 1827.1761, 2.6359, 0, 0.30234, 2.7834, 1.4833, 0.62517, -0.020231, 0.00010186, 0
17, Cont, 2087.2314, 0.11947, 0, 0.061758, 1.5247, 0, 0, -0.14303, 0.13083, 0
17, Thresh, 2131.9145, 2.1061, 0, 0, 2.1386, 1.4779, 0.10708, -0.093467, 0.14963, 0
17, Hybrid, 2130.1237, 1.9269, 0, 8.7927e-06, 1.9218, 1.4355, 0.10959, -0.10605, 0.26434, 0
18, Cont, 2112.4733, 1.1052, 0, 0.16219, 1.6641, 0, 0, 0.061041, 0.22874, 0
18, Thresh, 1835.5956, 2.9037, 0, 0, 3.2085, 1.5359, 0.65165, 0.04716, 0.0052455, 0
18, Hybrid, 1834.0139, 3.7525, 0, 0.7087, 4.1172, 1.5481, 0.6498, -0.0007571, 0.053571, 0
19, Cont, 1752.5401, 0.97277, 0, 2.9514, 2.3526, 0, 0, -0.22107, 0.032099, 0
19, Thresh, 1718.019, 3.2764, 0, 0, 2.396, 1.143, 0.27981, -0.21794, 3.3574e-05, 0
19, Hybrid, 1724.2008, 3.2797, 0, 0.045576, 2.3968, 1.1432, 0.28004, -0.21795, 0.0036703, 0
20, Cont, 1766.0315, 0.59116, 0, 1.7552, 1.5884, 0, 0, -0.30543, 0.08587, 0
20, Thresh, 1745.0444, 2.6196, 0, 0, 1.7948, 1.1009, 0.27136, -0.2544, 0.0045191, 0
20, Hybrid, 1751.2292, 2.615, 0, 0.093894, 1.7956, 1.1015, 0.26806, -0.2544, 0.0054321, 0
