participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 889.8501, 0.0022237, 0, 0.059064, 1.0662, 0, 0, -0.076606, 0.0060275, 0
1, Thresh, 891.2638, 2.9214, 0, 0, 3.7529, 1.0562, 0.027975, -0.079333, 0.0020342, 0
1, Hybrid, 894.538, 3.6464, 0, 0.10278, 4.9994, 1.052, 0.026561, -0.076799, 0.018736, 0
2, Cont, 2209.5136, 1.1639, 0, 0.28401, 1.9297, 0, 0, 0.057235, 0.21209, 0
2, Thresh, 1974.0178, 3.1053, 0, 0, 4.4498, 2.0499, 0.65243, -0.21877, 0.0023292, 0
2, Hybrid, 1973.1364, 3.3653, 0, 0.55599, 4.3967, 1.8982, 0.67132, -0.08295, 4.2547e-05, 0
3, Cont, 1871.8176, 0.90513, 0, 7.9657e-05, 1.1825, 0, 0, -0.024243, 0.21173, 0
3, Thresh, 1743.8581, 2.829, 0, 0, 2.1355, 1.2548, 0.522, -0.056304, 0.023052, 0
3, Hybrid, 1749.6225, 2.9137, 0, 0.31, 2.1828, 1.2487, 0.52311, -0.054081, 0.011394, 0
4, Cont, 3721.0343, 1.8725, 0, 1.49, 1.6675, 0, 0, 0.075108, 0.30992, 0
4, Thresh, 3152.6511, 5.7383, 0, 0, 4.1205, 1.4644, 0.48772, -0.044425, 0.13963, 0
4, Hybrid, 3138.5608, 6.0055, 0, 0.076776, 4.0306, 1.4235, 0.49622, -0.092202, 0.32189, 0
5, Cont, 2180.9871, 0.96415, 0, 0.0016716, 1.4859, 0, 0, 0.10932, 0.050171, 0
5, Thresh, 1985.6815, 2.9052, 0, 0, 3.0296, 1.6685, 0.60583, -0.10589, 0.0035076, 0
5, Hybrid, 1991.7079, 2.9481, 0, 0.18688, 3.0923, 1.6746, 0.60791, -0.1126, 0.018779, 0
6, Cont, 1567.0296, 0.74504, 0, 1.7405, 1.1897, 0, 0, 0.15916, 0.1868, 0
6, Thresh, 1533.1241, 4.1791, 0, 0, 1.5986, 0.94819, 0.25582, 0.1525, 0.19622, 0
6, Hybrid, 1538.5115, 4.6194, 0, 0.075455, 1.7478, 0.95549, 0.24691, 0.15526, 0.17795, 0
7, Cont, 1377.3306, 2.501, 0, 1.5903, 1.4572, 0, 0, -0.091321, 0.30554, 0
7, Thresh, 1268.6051, 3.8281, 0, 0, 2.0859, 1.2641, 0.65632, -0.15859, 0.18455, 0
7, Hybrid, 1275.5326, 3.9085, 0, 3.3912e-06, 2.1995, 1.3117, 0.65588, -0.1954, 0.22504, 0
8, Cont, 1232.3459, 2.1106, 0, 0.00076108, 1.9252, 0, 0, -0.04704, 0.21509, 0
8, Thresh, 606.2635, 4.5204, 0, 0, 4.9997, 1.7566, 0.85011, -0.29948, 0.0041331, 0
8, Hybrid, 612.8643, 4.5254, 0, 0.077513, 4.9999, 1.7459, 0.85069, -0.33228, 0.083603, 0
9, Cont, 2063.1754, 0.12872, 0, 0.7666, 1.1075, 0, 0, -0.076108, 0.016323, 0
9, Thresh, 2071.6206, 2.4738, 0, 0, 3.5034, 1.0198, 0.021692, -0.086195, 0.046229, 0
9, Hybrid, 2074.7302, 3.3663, 0, 0.33501, 4.9904, 1.0237, 0.016865, -0.071217, 0.018576, 0
10, Cont, 1977.7404, 1.3666, 0, 0.059338, 3.5088, 0, 0, -0.34941, 0.070061, 0
10, Thresh, 1827.4573, 1.8167, 0, 0, 4.1856, 2.4687, 0.91991, -0.29697, 4.7538e-05, 0
10, Hybrid, 1768.218, 2.0144, 0, 0.19338, 4.8535, 2.4388, 0.9299, -0.45812, 0.038221, 0
11, Cont, 1759.7006, 0.90523, 0, 0.63894, 1.1038, 0, 0, -0.10417, 0.21181, 0
11, Thresh, 1647.5896, 4.3059, 0, 0, 2.4757, 1.0514, 0.35779, -0.094596, 0.077789, 0
