participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 886.1442, 0.14153, 0, 0.69949, 1.1232, 0, 0, -0.090966, 0.050311, 0
1, Thresh, 888.3208, 4.0401, 0, 0, 5, 1.0415, 0.024201, -0.086861, 0.046021, 0
1, Hybrid, 886.8491, 3.7099, 0, 0.19494, 4.9998, 1.0375, 0.026089, -0.067478, 0.033505, 0
2, Cont, 2214.088, 1.2313, 0, 0.42324, 2.0684, 0, 0, 0.10432, 0.033502, 0
2, Thresh, 1974.0502, 3.1265, 0, 0, 4.4751, 2.0482, 0.64936, -0.21862, 0.030019, 0
2, Hybrid, 1968.5373, 3.2181, 0, 0.30193, 4.6435, 2.0449, 0.66397, -0.23416, 0.041478, 0
3, Cont, 1862.2193, 0.98874, 0, 0.40883, 1.1681, 0, 0, -0.04021, 0.29635, 0
3, Thresh, 1743.7803, 2.8164, 0, 0, 2.1157, 1.2434, 0.5186, -0.057557, 0.033894, 0
3, Hybrid, 1743.603, 2.8688, 0, 0.20235, 2.1605, 1.2544, 0.52111, -0.056422, 0.0028866, 0
4, Cont, 3720.8202, 1.8003, 0, 1.3874, 1.6119, 0, 0, 0.0868, 0.2962, 0
4, Thresh, 3156.4624, 5.6205, 0, 0, 4.0429, 1.4644, 0.48903, -0.02766, 0.10422, 0
4, Hybrid, 3146.6891, 5.9901, 0, 0.089037, 4.3382, 1.4724, 0.48676, -0.077777, 0.18257, 0
5, Cont, 2180.7682, 0.96524, 0, 0.030501, 1.4852, 0, 0, 0.10715, 0.045829, 0
5, Thresh, 1985.5624, 2.9122, 0, 0, 3.0528, 1.6752, 0.60559, -0.11157, 0.0027433, 0
5, Hybrid, 1985.6436, 2.9257, 0, 0.16211, 3.0294, 1.6614, 0.60667, -0.099235, 0.0035351, 0
6, Cont, 1553.7274, 0.94923, 0, 2.6105, 1.3747, 0, 0, 0.16258, 0.19497, 0
6, Thresh, 1519.0688, 4.6284, 0, 0, 1.6841, 0.92904, 0.241, 0.17087, 0.18548, 0
6, Hybrid, 1534.4438, 6.0014, 0, 0.13386, 2.2916, 0.95446, 0.16162, 0.17628, 0.13439, 0
7, Cont, 1427.43, 1.9759, 0, 1.0723, 1.504, 0, 0, -0.074185, 0.085279, 0
7, Thresh, 1264.8593, 3.9926, 0, 0, 1.9059, 1.1831, 0.62352, -0.15564, 0.26263, 0
