participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 885.543, 0.13818, 0, 0.55625, 1.0938, 0, 0, -0.070003, 0.025271, 0
1, Thresh, 887.4917, 3.7307, 0, 0, 5, 1.0498, 0.026898, -0.073061, 0.015309, 0
1, Hybrid, 891.7432, 3.6833, 0, 0.10334, 4.9998, 1.0281, 0.028199, -0.062503, 0.02649, 0
2, Cont, 2210.781, 1.1705, 0, 0.30244, 1.9663, 0, 0, 0.070543, 0.14781, 0
2, Thresh, 1974.1036, 3.1054, 0, 0, 4.3938, 2.0351, 0.65285, -0.21956, 0.043131, 0
2, Hybrid, 1970.1635, 3.2861, 0, 0.44027, 4.9983, 2.0843, 0.68191, -0.28681, 0.010846, 0
3, Cont, 1862.5821, 0.88366, 0, 0.0030624, 1.2056, 0, 0, -0.052737, 0.19494, 0
3, Thresh, 1743.7653, 2.8201, 0, 0, 2.1136, 1.2453, 0.52141, -0.057844, 0.037396, 0
3, Hybrid, 1749.9676, 2.8374, 0, 0.14789, 2.1154, 1.2385, 0.52103, -0.054628, 0.039109, 0
4, Cont, 3720.6522, 1.8125, 0, 1.4028, 1.6097, 0, 0, 0.090144, 0.29597, 0
4, Thresh, 3154.4276, 5.675, 0, 0, 4.0307, 1.4548, 0.4878, -0.027758, 0.12302, 0
4, Hybrid, 3162.1173, 5.6632, 0, 0.0052498, 3.9857, 1.4474, 0.48695, -0.020951, 0.11106, 0
5, Cont, 2193.2747, 1.1299, 0, 0.52644, 1.6582, 0, 0, 0.008759, 0.14414, 0
5, Thresh, 1985.5614, 2.9129, 0, 0, 3.0545, 1.6748, 0.60455, -0.11192, 0.0073508, 0
5, Hybrid, 1991.7952, 2.9157, 0, 0.055861, 3.0608, 1.678, 0.60621, -0.1131, 0.017456, 0
6, Cont, 1546.0506, 0.57449, 0, 0.8015, 0.93605, 0, 0, 0.20978, 0.14726, 0
6, Thresh, 1502.0845, 4.943, 0, 0, 1.6107, 0.87442, 0.22691, 0.19431, 0.21178, 0
6, Hybrid, 1513.3342, 5.6108, 0, 0.33653, 1.6511, 0.85936, 0.22503, 0.17822, 0.27906, 0
7, Cont, 1427.7114, 1.648, 0, 0.66917, 1.3237, 0, 0, -0.065307, 0.093941, 0
7, Thresh, 1265.9151, 5.0074, 0, 0, 1.7091, 1.0985, 0.61652, -0.10557, 0.41511, 0
7, Hybrid, 1284.6929, 3.6868, 0, 0.050227, 2.1175, 1.2566, 0.65527, -0.1263, 0.08697, 0
8, Cont, 1237.3907, 2.2098, 0, 0.33259, 2.2164, 0, 0, -0.097617, 0.12708, 0
8, Thresh, 606.4973, 4.5656, 0, 0, 5, 1.7242, 0.84671, -0.30043, 0.036745, 0
8, Hybrid, 612.5609, 4.5239, 0, 0.037843, 4.9998, 1.751, 0.8484, -0.29917, 0.012287, 0
9, Cont, 2058.5315, 0.11259, 0, 0.005906, 1.0052, 0, 0, -0.052325, 0.024562, 0
