participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 901.4964, 0.17976, 0, 1.5922, 1.6119, 0, 0, -0.18712, 0.035814, 0
1, Thresh, 926.3841, 3.8888, 0, 0, 5.4957, 1.1955, 0.021342, -0.18595, 0.040375, 0
1, Hybrid, 929.1027, 1.3842, 0, 0.14651, 1.584, 1.186, 0.11171, -0.17285, 0.018398, 0
2, Cont, 2211.2788, 1.1863, 0, 0.32476, 1.9901, 0, 0, 0.054326, 0.16473, 0
2, Thresh, 1974.0098, 3.0989, 0, 0, 4.4369, 2.0446, 0.65362, -0.21798, 0.029081, 0
2, Hybrid, 1972.1323, 3.2387, 0, 0.47971, 4.4005, 1.9266, 0.6779, -0.12679, 2.6323e-06, 0
3, Cont, 1908.0837, 1.1416, 0, 1.0136, 1.6124, 0, 0, -0.14041, 0.16219, 0
3, Thresh, 1759.0444, 2.9029, 0, 0, 2.399, 1.3612, 0.53198, -0.13892, 0.042138, 0
3, Hybrid, 1764.2432, 2.9759, 0, 0.21054, 2.4414, 1.3523, 0.52587, -0.13151, 0.029474, 0
4, Cont, 3765.7705, 1.6366, 0, 1.2219, 1.7499, 0, 0, 0.022714, 0.26238, 0
4, Thresh, 3144.8073, 5.9964, 0, 0, 4.2356, 1.4561, 0.48691, -0.067694, 0.19931, 0
4, Hybrid, 3159.6339, 5.8583, 0, 0.22018, 4.2442, 1.471, 0.48775, -0.06032, 0.1493, 0
5, Cont, 2214.9985, 1.1835, 0, 0.64664, 1.7269, 0, 0, 0.010961, 0.13737, 0
5, Thresh, 1986.2275, 2.9566, 0, 0, 3.0984, 1.678, 0.60209, -0.1643, 0.12675, 0
5, Hybrid, 1991.9734, 2.9471, 0, 0.1231, 3.1303, 1.6884, 0.60583, -0.12649, 0.011154, 0
6, Cont, 1661.9999, 0.93144, 0, 2.9972, 2.0675, 0, 0, 0.058782, 0.1611, 0
6, Thresh, 1642.9053, 4.4132, 0, 0, 2.2444, 1.1246, 0.27113, 0.057987, 0.12947, 0
6, Hybrid, 1644.2959, 4.5666, 0, 0.082918, 2.2061, 1.1025, 0.26833, 0.052751, 0.19042, 0
7, Cont, 1451.0083, 2.497, 0, 1.7224, 2.0581, 0, 0, -0.17483, 0.16122, 0
7, Thresh, 1278.3712, 3.8129, 0, 0, 2.2174, 1.312, 0.66868, -0.21443, 0.22875, 0
7, Hybrid, 1283.0877, 4.2663, 0, 0.71025, 2.5603, 1.3229, 0.67277, -0.20651, 0.16923, 0
8, Cont, 1267.3761, 2.1772, 0, 0.27736, 2.2683, 0, 0, -0.069393, 0.016973, 0
8, Thresh, 591.6695, 4.6885, 0, 0, 5.5038, 1.8124, 0.84731, -0.36712, 0.0060099, 0
8, Hybrid, 598.1214, 4.6965, 0, 0.13311, 5.5062, 1.814, 0.84846, -0.36691, 0.0051209, 0
9, Cont, 2113.9625, 0.74751, 0, 3, 2.2092, 0, 0, -0.1721, 0.03388, 0
9, Thresh, 2163.3058, 0.67328, 0, 0, 2.5929, 1.1756, 8.2031e-06, -0.17163, 0.0021462, 0
9, Hybrid, 2167.6849, 5.1701, 0, 0.046254, 3.1725, 1.1748, 0.016094, -0.17167, 0.031413, 0
10, Cont, 1976.3025, 1.4484, 0, 0.22135, 3.6058, 0, 0, -0.34998, 0.096159, 0
10, Thresh, 1764.8079, 1.8673, 0, 0, 4.5819, 2.2262, 0.93077, -0.44343, 0.032189, 0
10, Hybrid, 1915.618, 1.8214, 0, 0.23813, 3.6644, 2.0576, 0.91939, -0.16267, 0.0038873, 0
11, Cont, 1820.2103, 1.8289, 0, 2.7767, 2.0601, 0, 0, -0.23938, 0.36434, 0
11, Thresh, 1743.6041, 4.1697, 0, 0, 2.8084, 1.1973, 0.37979, -0.16516, 0.0054637, 0
11, Hybrid, 1724.8058, 4.275, 0, 0.27897, 2.9065, 1.2059, 0.38037, -0.19062, 0.046826, 0
12, Cont, 1544.5832, 1.7457, 0, 0.52749, 1.4638, 0, 0, 0.04112, 0.36457, 0
12, Thresh, 1019.7545, 5.0257, 0, 0, 4.3645, 1.4249, 0.69056, -0.11248, 0.12934, 0
12, Hybrid, 1019.0197, 5.928, 0, 0.0094113, 4.2673, 1.284, 0.66201, -0.083927, 0.36421, 0
13, Cont, 1674.9374, 0.24107, 0, 0.91345, 1.162, 0, 0, -0.18688, 0.03305, 0
13, Thresh, 1694.181, 3.2013, 0, 0, 1.4554, 1.0666, 0.088208, -0.18686, 0.0044023, 0
13, Hybrid, 1715.3072, 1.4341, 0, 0.13693, 3.4693, 1.0591, 3.3096e-05, -0.18687, 0.0030387, 0
15, Cont, 1951.3439, 0.3144, 0, 2.9991, 2.1784, 0, 0, -0.18092, 0.14645, 0
15, Thresh, 2019.3275, 4.4857, 0, 0, 2.7052, 1.1558, 0.091312, -0.17161, 0.10606, 0
