model_name, participant, is_model, quantile_idx, rt, theta
Thresh, 1, true, 0.1, 0.10467, -3.1416
Thresh, 1, true, 0.1, 0.10467, -3.0159
Thresh, 1, true, 0.1, 0.10467, -2.8903
Thresh, 1, true, 0.1, 0.10467, -2.7646
Thresh, 1, true, 0.1, 0.10467, -2.6389
Thresh, 1, true, 0.1, 0.10467, -2.5133
Thresh, 1, true, 0.1, 0.10467, -2.3876
Thresh, 1, true, 0.1, 0.10467, -2.2619
Thresh, 1, true, 0.1, 0.10467, -2.1363
Thresh, 1, true, 0.1, 0.10467, -2.0106
Thresh, 1, true, 0.1, 0.10467, -1.885
Thresh, 1, true, 0.1, 0.10467, -1.7593
Thresh, 1, true, 0.1, 0.10467, -1.6336
Thresh, 1, true, 0.1, 0.10467, -1.508
Thresh, 1, true, 0.1, 0.10467, -1.3823
Thresh, 1, true, 0.1, 0.10467, -1.2566
Thresh, 1, true, 0.1, 0.10467, -1.131
Thresh, 1, true, 0.1, 0.10467, -1.0053
Thresh, 1, true, 0.1, 0.10468, -0.87965
Thresh, 1, true, 0.1, 0.10473, -0.75398
Thresh, 1, true, 0.1, 0.105, -0.62832
Thresh, 1, true, 0.1, 0.10604, -0.50265
Thresh, 1, true, 0.1, 0.10896, -0.37699
Thresh, 1, true, 0.1, 0.1145, -0.25133
Thresh, 1, true, 0.1, 0.1209, -0.12566
Thresh, 1, true, 0.1, 0.12385, 1.1102e-15
Thresh, 1, true, 0.1, 0.1209, 0.12566
Thresh, 1, true, 0.1, 0.1145, 0.25133
Thresh, 1, true, 0.1, 0.10896, 0.37699
Thresh, 1, true, 0.1, 0.10604, 0.50265
Thresh, 1, true, 0.1, 0.105, 0.62832
Thresh, 1, true, 0.1, 0.10473, 0.75398
Thresh, 1, true, 0.1, 0.10468, 0.87965
Thresh, 1, true, 0.1, 0.10467, 1.0053
Thresh, 1, true, 0.1, 0.10467, 1.131
Thresh, 1, true, 0.1, 0.10467, 1.2566
Thresh, 1, true, 0.1, 0.10467, 1.3823
Thresh, 1, true, 0.1, 0.10467, 1.508
Thresh, 1, true, 0.1, 0.10467, 1.6336
Thresh, 1, true, 0.1, 0.10467, 1.7593
Thresh, 1, true, 0.1, 0.10467, 1.885
Thresh, 1, true, 0.1, 0.10467, 2.0106
Thresh, 1, true, 0.1, 0.10467, 2.1363
Thresh, 1, true, 0.1, 0.10467, 2.2619
Thresh, 1, true, 0.1, 0.10467, 2.3876
Thresh, 1, true, 0.1, 0.10467, 2.5133
Thresh, 1, true, 0.1, 0.10467, 2.6389
Thresh, 1, true, 0.1, 0.10467, 2.7646
Thresh, 1, true, 0.1, 0.10467, 2.8903
Thresh, 1, true, 0.1, 0.10467, 3.0159
Thresh, 1, true, 0.5, 0.42074, -3.1416
Thresh, 1, true, 0.5, 0.42074, -3.0159
Thresh, 1, true, 0.5, 0.42074, -2.8903
Thresh, 1, true, 0.5, 0.42074, -2.7646
Thresh, 1, true, 0.5, 0.42074, -2.6389
Thresh, 1, true, 0.5, 0.42074, -2.5133
Thresh, 1, true, 0.5, 0.42074, -2.3876
Thresh, 1, true, 0.5, 0.42074, -2.2619
Thresh, 1, true, 0.5, 0.42074, -2.1363
Thresh, 1, true, 0.5, 0.42074, -2.0106
Thresh, 1, true, 0.5, 0.42074, -1.885
Thresh, 1, true, 0.5, 0.42074, -1.7593
Thresh, 1, true, 0.5, 0.42074, -1.6336
Thresh, 1, true, 0.5, 0.42074, -1.508
Thresh, 1, true, 0.5, 0.42074, -1.3823
Thresh, 1, true, 0.5, 0.42074, -1.2566
