participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 979.6662, 0.00033851, 0, 0.10974, 1.1994, 0, 0, -0.17288, 3.2435e-06, 0
1, Thresh, 935.6414, 3.8801, 0, 0, 3.9578, 1.2167, 0.019365, -0.19114, 0.0041224, 0
1, Hybrid, 935.6256, 1.7546, 0, 0.21175, 1.5887, 1.2065, 0.10685, -0.18889, 8.8587e-06, 0
2, Cont, 2214.1323, 1.1833, 0, 0.32773, 2.0323, 0, 0, 0.068887, 0.077373, 0
2, Thresh, 1974.2431, 3.1001, 0, 0, 4.3397, 2.0249, 0.65246, -0.18805, 0.0011136, 0
2, Hybrid, 1980.3276, 3.0365, 0, 0.091045, 4.2497, 2.0025, 0.65484, -0.1818, 3.7722e-05, 0
3, Cont, 1917.6056, 1.1768, 0, 1.1818, 1.7277, 0, 0, -0.15797, 0.16105, 0
3, Thresh, 1763.5081, 2.9222, 0, 0, 2.351, 1.3427, 0.52696, -0.1749, 0.14344, 0
3, Hybrid, 1768.5918, 3.0926, 0, 0.36806, 2.5724, 1.368, 0.52789, -0.14735, 0.020403, 0
4, Cont, 3774.6788, 2.1036, 0, 1.8359, 2.1269, 0, 0, 0.0019486, 0.28583, 0
4, Thresh, 3155.742, 5.7324, 0, 0, 4.0645, 1.4566, 0.48776, -0.035514, 0.13895, 0
4, Hybrid, 3160.5313, 5.951, 0, 0.25926, 4.218, 1.4549, 0.48698, -0.045074, 0.14403, 0
5, Cont, 2216.7233, 1.1915, 0, 0.66835, 1.7529, 0, 0, 0.0098459, 0.12501, 0
5, Thresh, 2015.9686, 2.8763, 0, 0, 2.9367, 1.6639, 0.60822, -0.08446, 0.0018293, 0
5, Hybrid, 2022.1938, 2.8906, 0, 0.029055, 2.9777, 1.6711, 0.60811, -0.094248, 0.022042, 0
6, Cont, 1692.7497, 1.0108, 0, 2.9998, 2.3241, 0, 0, 0.042149, 0.10757, 0
6, Thresh, 1657.0931, 4.5595, 0, 0, 2.2874, 1.1238, 0.27109, 0.035239, 0.18777, 0
6, Hybrid, 1663.2545, 4.5878, 0, 0.14335, 2.3, 1.124, 0.27085, 0.035055, 0.18729, 0
7, Cont, 1487.8223, 2.357, 0, 1.588, 2.1604, 0, 0, -0.18336, 0.063687, 0
7, Thresh, 1703.1204, 3.8405, 0, 0, 2.3403, 1.3532, 0.66103, -0.1249, 0.02552, 0
7, Hybrid, 1291.5077, 3.8417, 0, 0.011093, 2.1691, 1.2898, 0.65674, -0.20106, 0.2406, 0
8, Cont, 1260.0727, 2.4505, 0, 0.58704, 2.5339, 0, 0, -0.10979, 0.050841, 0
