1.9207,2.1462,0.091696,0.10119,0.74351,0.11943,1.6023,-0.16834,0.019995
4.633,2.259,0.11467,0.10351,1.6695,0.34203,4.5051,-0.090155,0.0067986
3.3128,2.6761,1.2311,2.161,1.3873,0.075718,2.4318,-0.30054,0.34498
3.2708,2.5825,1.6949,0.10013,1.3911,0.029032,1.8165,0.016646,0.1693
2.7419,2.2706,2.1195,0.1018,0.65009,0.029436,2.2436,-0.043962,0.10401
1.3034,2.1465,0.099558,0.36993,0.0096142,0.49323,1.181,0.21378,0.085865
3.6065,3.65,1.1541,1.5329,1.2465,0.027669,3.0791,-0.33312,0.19503
6.102,6.5003,3.6595,4.9252,4.0021,0.13568,1.5605,3.9164e-05,0.65154
3.4573,0.88955,4.6967,4.3863,1.2962,0.19006,1.1051,-0.038169,0.125
4.9321,0.97995,3.4621,3.4928,1.511,0.027896,4.5002,0.053983,0.055006
0.4908,0.99689,9.7193,8.1382,0.0097169,0.33591,0.91208,0.008198,0.019995
3.6807,3.5592,1.484,1.2539,0.62602,0.10045,3.7053,-0.25323,0.072354
3.86,5.9779,10.506,7.3245,0.8226,0.020016,1.3366,0.70544,0.019825
2.7279,4.4434,1.7672,2.3567,3.5572,0.094774,4.5857,0.3143,0.00012157
1.7413,1.3019,0.87516,0.099081,8.2038e-09,0.5355,1.8253,-0.085349,0.079612
0.0093107,0.049692,7.3586,10.501,0.79926,0.68855,1.6034,-0.11242,0.00046787
3.0143,2.2893,1.5146,1.2448,1.4956,0.25962,4.0655,-0.04786,0.11504
0.010454,0.30308,0.45983,0.10053,0.34271,0.2454,0.84977,-0.05635,0.070437
0.027249,0.063857,0.35692,1.0831,3.3853,0.52449,0.90779,0.15012,0.024639
