"word","filename","subject.num","session.num","target_angle","condition","rt","response_angle","test.error","encode.error"
"MADE","subj-1--2017-06-19--09-12-56.mat","1",1,1.78126355063526,"SHORT",0.433623143937439,2.25262376456509,-0.471360213929832,-0.0864950205189774
"MALADY","subj-1--2017-06-19--09-12-56.mat","1",1,-0.754086447310375,"SHORT",0.633791465079412,-1.14585375203985,0.391767304729479,0.101307878188351
"MANY","subj-1--2017-06-19--09-12-56.mat","1",1,2.37162499539874,"SHORT",0.400328089715913,-0.066229525116232,2.43785452051497,0.159355954594612
"MAR","subj-1--2017-06-19--09-12-56.mat","1",1,-0.252632183381587,"LONG",0.633791465079412,-0.226798848053886,-0.0258333353277011,0.0413023067198529
"MEMORY","subj-1--2017-06-19--09-12-56.mat","1",1,2.94877673668348,"SHORT",2.46845059469342,0.892133836046584,2.0566429006369,0.0621499297594683
"MORASS","subj-1--2017-06-19--09-12-56.mat","1",1,0.435672618913358,"LONG",0.383628247305751,0.0316636220756141,0.404008996837744,0.00610272149955982
"MOTE","subj-1--2017-06-19--09-12-56.mat","1",1,-0.965863911883879,"LONG",1.40099863801152,2.24076782982542,3.07655356547029,-0.0396136255813671
"MOVE","subj-1--2017-06-19--09-12-56.mat","1",1,-2.37018197782186,"SHORT",0.350289858179167,2.6131588807089,1.29984444864882,0.0673143839788768
"MUCIN","subj-1--2017-06-19--09-12-56.mat","1",1,2.47428754082663,"SHORT",0.48369131074287,2.51470476180415,-0.0404172209775204,0.18321821396867
"NADIR","subj-1--2017-06-19--09-12-56.mat","1",1,-1.44197483195211,"SHORT",0.78394920937717,-1.56043400340462,0.118459171452512,0.0660767396171749
"NEAR","subj-1--2017-06-19--09-12-56.mat","1",1,1.958819987555,"LONG",0.533691909397021,2.51892186483273,-0.560101877277731,-0.0196078446975283
"NOPE","subj-1--2017-06-19--09-12-56.mat","1",1,2.96768603559191,"LONG",1.21754384366795,-0.0307595260704692,2.99844556166238,-0.00193792697196171
"NOR","subj-1--2017-06-19--09-12-56.mat","1",1,-1.61649212824473,"SHORT",0.783903593895957,-1.59173567430561,-0.0247564539391285,0.136864051681069
"ODE","subj-1--2017-06-19--09-12-56.mat","1",1,0.236991083644852,"LONG",0.467006293358281,0.449918494542922,-0.212927410898071,0.0757243743077465
"OUTSET","subj-1--2017-06-19--09-12-56.mat","1",1,0.504003326418184,"LONG",0.466962388250977,0.312042121562533,0.19196120485565,0.0589150711218175
"PART","subj-1--2017-06-19--09-12-56.mat","1",1,-0.496127754051749,"SHORT",0.533691338961944,-0.0256354085216775,-0.470492345530072,0.016984423550648
"PAST","subj-1--2017-06-19--09-12-56.mat","1",1,-3.08092379183581,"SHORT",3.73605148610659,2.61679688193969,0.58546463340409,-0.0262907648139428
"PATENT","subj-1--2017-06-19--09-12-56.mat","1",1,-2.49302391249527,"SHORT",0.683853074675426,-0.811222679329882,-1.68180123316539,0.0493934181082123
"PAUSE","subj-1--2017-06-19--09-12-56.mat","1",1,2.07021500683982,"LONG",0.500328716821969,2.49997655670146,-0.42976154986164,-0.00159470675866658
"PEON","subj-1--2017-06-19--09-12-56.mat","1",1,-1.96423010470784,"LONG",1.4343501413241,2.14335072114799,2.17560448132375,-0.0765297122263386
"PERMIT","subj-1--2017-06-19--09-12-56.mat","1",1,2.90093103690068,"SHORT",0.934013726888224,0.130566094799628,2.77036494210105,0.185965876437759
"PHASE","subj-1--2017-06-19--09-12-56.mat","1",1,-2.03868043480697,"SHORT",0.700486204354092,-1.95517115656369,-0.0835092782432814,0.0214587789948628
"PLAIT","subj-1--2017-06-19--09-12-56.mat","1",1,1.07015738172868,"SHORT",1.50109192170203,2.76397922886973,-1.69382184714106,0.13569015555259
"PLEDGE","subj-1--2017-06-19--09-12-56.mat","1",1,-0.0199907834191788,"SHORT",0.617142654955387,0.0929952402648305,-0.112986023684009,0.0249788784331488
"PRIME","subj-1--2017-06-19--09-12-56.mat","1",1,0.686697906027162,"LONG",1.00072813779116,0.251128647090788,0.435569258936374,-0.201280109788581
"PULL","subj-1--2017-06-19--09-12-56.mat","1",1,-2.49515003633517,"LONG",0.567078194580972,2.90259478039528,0.885440490449142,-0.00542649705095011
"QUEST","subj-1--2017-06-19--09-12-56.mat","1",1,2.46194228330759,"SHORT",0.500360362464562,-1.050391559972,-2.7708514639,0.050453661461618
"RAID","subj-1--2017-06-19--09-12-56.mat","1",1,-1.13433762875779,"LONG",0.817288168706,2.40651169465382,2.74233598376798,0.142076509661567
"RANCID","subj-1--2017-06-19--09-12-56.mat","1",1,-1.16021440793841,"SHORT",1.56778666097671,-2.06721908019978,0.907004672261364,-0.0156124863806246
"RATE","subj-1--2017-06-19--09-12-56.mat","1",1,-1.48836746570609,"LONG",0.517046235268936,0.549992750016921,-2.03836021572301,0.0510255755514666
"REASON","subj-1--2017-06-19--09-12-56.mat","1",1,-2.4475752029708,"SHORT",0.58378031803295,0.946941087208073,2.88866901700071,0.121750315025917
"REBEC","subj-1--2017-06-19--09-12-56.mat","1",1,1.10603685304689,"LONG",0.316953749861568,-2.26124278384959,-2.91590567028311,0.0550351488382126
"RECALL","subj-1--2017-06-19--09-12-56.mat","1",1,2.30279729233291,"LONG",1.01740545756184,-2.99527736558476,-0.985110649261909,0.0713989082599555
"REGION","subj-1--2017-06-19--09-12-56.mat","1",1,-2.82083648371678,"LONG",0.450350070605055,-0.373726819965553,-2.44710966375122,0.00393168400479604
"RELIEF","subj-1--2017-06-19--09-12-56.mat","1",1,-2.06597101555868,"SHORT",0.567042842740193,-2.06013921380183,-0.00583180175684284,0.0336485427498951
"RESCUE","subj-1--2017-06-19--09-12-56.mat","1",1,-0.526592226673063,"SHORT",0.41645424021408,-0.651260409906778,0.124668183233715,-0.013099318534315
"RHUMB","subj-1--2017-06-19--09-12-56.mat","1",1,-3.04230580346199,"LONG",0.550401160027832,2.29786656646634,0.943012937251258,0.0992868501278042
"RISE","subj-1--2017-06-19--09-12-56.mat","1",1,2.45905986360736,"LONG",0.68385706609115,0.0154626850595855,2.44359717854777,-0.0481499695063481
"RITE","subj-1--2017-06-19--09-12-56.mat","1",1,-0.830142375081274,"LONG",0.433651938568801,2.5507288275211,2.90231410457721,0.12100723841247
"ROE","subj-1--2017-06-19--09-12-56.mat","1",1,0.812929378334529,"LONG",1.03408990474418,0.722749626780216,0.0901797515543128,0.108833086545477
"ROGUE","subj-1--2017-06-19--09-12-56.mat","1",1,1.88300200724835,"SHORT",0.450328688370064,2.07891109099998,-0.195909083751624,-0.0343331839804861
"SAD","subj-1--2017-06-19--09-12-56.mat","1",1,-0.692549479301709,"LONG",0.416974618798122,2.76202878326715,2.82860704461073,-0.0645110555680102
"SALVE","subj-1--2017-06-19--09-12-56.mat","1",1,-1.739628664351,"SHORT",0.9840764766559,0.0206156356256038,-1.76024429997661,0.00402826923103872
"SAME","subj-1--2017-06-19--09-12-56.mat","1",1,-0.239348212992794,"LONG",3.65265576401725,-0.590811584923616,0.351463371930822,0.099669071071732
"SCHEME","subj-1--2017-06-19--09-12-56.mat","1",1,-2.87752680873589,"SHORT",0.483663086080924,0.299246315602477,3.10641218284122,0.0828304942597265
"SEE","subj-1--2017-06-19--09-12-56.mat","1",1,1.63427228968285,"LONG",0.383571227779612,2.61679688193969,-0.982524592256834,-0.0887757512141483
"SEEN","subj-1--2017-06-19--09-12-56.mat","1",1,-2.09742452659567,"SHORT",0.400271355407313,0.995486976616532,-3.0929115032122,-0.0351455544127144
"SELLER","subj-1--2017-06-19--09-12-56.mat","1",1,-1.71536598449902,"SHORT",0.400333791505545,1.04472990779813,-2.76009589229715,-0.0717818091001972
"SEND","subj-1--2017-06-19--09-12-56.mat","1",1,-3.07360407108203,"SHORT",1.5010919214692,2.46327518870473,0.746306047392823,0.0367487490774914
"SENSE","subj-1--2017-06-19--09-12-56.mat","1",1,-2.77788314956963,"SHORT",0.500315602403134,2.41452241391835,1.09077974369161,0.0648307775414984
"SERIES","subj-1--2017-06-19--09-12-56.mat","1",1,-1.61968929857966,"SHORT",0.517042814288288,-0.231662259017043,-1.38802703956262,0.00260783916645879
"SHORT","subj-1--2017-06-19--09-12-56.mat","1",1,-2.42556900865889,"SHORT",0.333558084676042,0.0410026474453274,-2.46657165610422,-0.280973668540437
"SITE","subj-1--2017-06-19--09-12-56.mat","1",1,0.119318465108571,"SHORT",0.783933528931811,-0.321750554396642,0.441069019505213,-0.0159756040213686
"SLAG","subj-1--2017-06-19--09-12-56.mat","1",1,-2.71075929712097,"LONG",0.500363213708624,2.4170511501535,1.15537485990511,-0.0304994418516999
"SMART","subj-1--2017-06-19--09-12-56.mat","1",1,-2.87968631735531,"LONG",1.00073412479833,3.11051458010635,0.29298440971793,0.146263006796852
"SOFT","subj-1--2017-06-19--09-12-56.mat","1",1,1.11224371208571,"SHORT",0.550393177196383,0.939867089472589,0.172376622613117,0.155121951075724
"SOLD","subj-1--2017-06-19--09-12-56.mat","1",1,0.854631279522218,"LONG",0.416992295067757,0.383284147745686,0.471347131776533,0.164531803716613
"STALE","subj-1--2017-06-19--09-12-56.mat","1",1,0.777745306660627,"SHORT",0.483660235069692,2.34939187403754,-1.57164656737691,-0.040368452519518
"STANZA","subj-1--2017-06-19--09-12-56.mat","1",1,-2.73465430873417,"SHORT",0.550399164436385,1.75485934335063,1.79367165509478,0.0819304729889754
"STAY","subj-1--2017-06-19--09-12-56.mat","1",1,2.63643074597974,"LONG",0.617109583923593,-2.01172057495406,-1.63503398624578,-0.0112205386904685
"STRIDE","subj-1--2017-06-19--09-12-56.mat","1",1,-1.25505144044981,"LONG",0.833936693612486,-0.560788693345111,-0.694262747104702,-0.00931691422776337
"STUNT","subj-1--2017-06-19--09-12-56.mat","1",1,3.04278722947078,"LONG",0.433645096374676,-0.130827396074057,-3.10957068163475,-0.0988054241190159
"SUM","subj-1--2017-06-19--09-12-56.mat","1",1,2.20136830967237,"SHORT",0.617105592507869,2.20911613480394,-0.00774782513156813,-0.162178989186661
"SWAGE","subj-1--2017-06-19--09-12-56.mat","1",1,-2.93248755049929,"SHORT",0.517038822639734,0.666823451294349,2.68387430538595,0.0973280615560221
"SYSTEM","subj-1--2017-06-19--09-12-56.mat","1",1,-1.73656603634736,"LONG",1.03408391773701,2.50327284558075,2.04334642525147,-0.0362898399502123
"TALENT","subj-1--2017-06-19--09-12-56.mat","1",1,-0.537262446243138,"LONG",0.817262510070577,0.907464832418989,-1.44472727866213,0.131874071071824
"TAPER","subj-1--2017-06-19--09-12-56.mat","1",1,-2.09474032859087,"SHORT",2.1515932076145,2.16864390058698,2.01980107800174,0.101776554218458
"TARN","subj-1--2017-06-19--09-12-56.mat","1",1,2.12126754297793,"SHORT",2.51848340919241,0.833331897796107,1.28793564518182,0.16518476075515
"THEORY","subj-1--2017-06-19--09-12-56.mat","1",1,1.80483434265537,"LONG",0.517018580809236,0.756209375404654,1.04862496725071,-0.0564212727138278
"THICK","subj-1--2017-06-19--09-12-56.mat","1",1,0.451193545544984,"LONG",0.667125292588025,1.10031511118435,-0.649121565639368,-0.120143934288643
"THOSE","subj-1--2017-06-19--09-12-56.mat","1",1,-2.56166912314888,"SHORT",0.333551242481917,-1.15572159310022,-1.40594753004865,0.043972275679351
"TOO","subj-1--2017-06-19--09-12-56.mat","1",1,-0.883253880223802,"LONG",0.46700030611828,-0.0860811646194413,-0.79717271560436,0.0461225002257895
"TRICK","subj-1--2017-06-19--09-12-56.mat","1",1,0.0692486736030347,"LONG",1.48441260610707,-0.0360668273161795,0.105315500919214,0.0117205973545264
"TRY","subj-1--2017-06-19--09-12-56.mat","1",1,-1.53413547057341,"LONG",0.500365494517609,-2.06646959561087,0.532334125037452,0.041815449744024
"TUSH","subj-1--2017-06-19--09-12-56.mat","1",1,2.88105984434877,"SHORT",0.150107852183282,1.54209607559542,1.33896376875334,0.441423189385101
"UNIT","subj-1--2017-06-19--09-12-56.mat","1",1,1.767218382094,"SHORT",5.70415226696059,2.22741474576127,-0.460196363667269,-0.117064224437885
"US","subj-1--2017-06-19--09-12-56.mat","1",1,2.59821573529981,"LONG",0.617132961982861,2.33413924349883,0.264076491800976,-0.00948261088886948
"UTTER","subj-1--2017-06-19--09-12-56.mat","1",1,1.50511708556757,"LONG",0.73386707296595,1.87120365301087,-0.3660865674433,0.103667564336889
"VANITY","subj-1--2017-06-19--09-12-56.mat","1",1,-2.6122599483871,"SHORT",0.400264513213187,-1.00250947813235,-1.60975047025475,-0.0975551865829525
"VICE","subj-1--2017-06-19--09-12-56.mat","1",1,0.472662015819322,"LONG",0.517051937291399,1.24246691994524,-0.769804904125916,-0.040011696899905
"VIGIL","subj-1--2017-06-19--09-12-56.mat","1",1,-2.21366892325113,"SHORT",0.483661090256646,1.83436021037793,2.23515617355052,-0.0997673372002477
"VISE","subj-1--2017-06-19--09-12-56.mat","1",1,-0.890744280238604,"LONG",0.483697297750041,-2.93619726440003,2.04545298416142,0.154556811275794
"VOLUME","subj-1--2017-06-19--09-12-56.mat","1",1,-2.58129438545786,"LONG",0.433633122360334,2.19628136703413,1.5056095546876,-0.0320458421468892
"WATT","subj-1--2017-06-19--09-12-56.mat","1",1,-2.31207524369442,"LONG",0.383637655293569,0.0906598872007451,-2.40273513089516,0.0184838379762526
"WEAK","subj-1--2017-06-19--09-12-56.mat","1",1,1.16564031190934,"LONG",1.25088365818374,0.988549055383691,0.17709125652565,-0.0958271818108678
"WEEK","subj-1--2017-06-19--09-12-56.mat","1",1,-2.27322349786188,"SHORT",0.650471921078861,0.611153314790544,-2.88437681265242,-0.00133574019574212
"WISE","subj-1--2017-06-19--09-12-56.mat","1",1,-2.23537344102177,"SHORT",0.467005152953789,-2.47416271026739,0.238789269245621,0.0385697606840933
"WREST","subj-1--2017-06-19--09-12-56.mat","1",1,-2.80159003297263,"SHORT",0.600437110755593,2.4110843527865,1.07051092142046,-0.0609470047489325
"YOU","subj-1--2017-06-19--09-12-56.mat","1",1,1.40990019371336,"LONG",1.63455124874599,1.97031182079427,-0.560411627080914,0.0929655451220581
"YUCCA","subj-1--2017-06-19--09-12-56.mat","1",1,-2.42784034076234,"LONG",1.20085768587887,-2.07839709131577,-0.349443249446575,-0.130835889498119
"ABBESS","subj-1--2017-06-20--15-50-01.mat","1",2,1.84415092312565,"SHORT",0.533720704028383,2.02509841348821,-0.180947490362567,-0.0994224661086192
"ADVERB","subj-1--2017-06-20--15-50-01.mat","1",2,1.40127411553811,"SHORT",0.383595175808296,2.09511703909832,-0.693842923560212,0.0827202466330279
"AH","subj-1--2017-06-20--15-50-01.mat","1",2,-0.112679039594348,"LONG",0.500357511686161,-0.0309179795630426,-0.0817610600313051,-0.0533428338909765
"AID","subj-1--2017-06-20--15-50-01.mat","1",2,1.38099176004332,"SHORT",0.550337298307568,1.8356976338587,-0.454705873815381,0.0136884785059868
"APATHY","subj-1--2017-06-20--15-50-01.mat","1",2,-0.404561376338109,"LONG",0.333523302804679,-0.120466485305698,-0.284094891032412,0.0289329616443743
