,word,FREQcount,CDcount,FREQlow,CDlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,length
6321,fierce,244,192,230,183,4.78,2.3892,2.29,2.2856,6
6322,garlic,306,192,262,175,6,2.4871,2.29,2.2856,6
6326,invest,241,192,231,186,4.73,2.3838,2.29,2.2856,6
6332,sherry,705,192,117,84,13.82,2.8488,2.29,2.2856,6
6336,warden,573,192,323,148,11.24,2.7589,2.29,2.2856,6
6357,unload,235,191,198,170,4.61,2.3729,2.28,2.2833,6
6358,whoops,228,191,37,30,4.47,2.3598,2.28,2.2833,6
6362,chilly,220,190,195,178,4.31,2.3444,2.27,2.281,6
6372,knocks,205,190,184,169,4.02,2.3139,2.27,2.281,6
6375,orphan,293,190,272,178,5.75,2.4683,2.27,2.281,6
6382,spooky,241,190,168,143,4.73,2.3838,2.27,2.281,6
6389,diving,321,189,291,181,6.29,2.5079,2.25,2.2788,6
6404,anchor,378,188,302,168,7.41,2.5786,2.24,2.2765,6
6411,equals,234,188,230,185,4.59,2.3711,2.24,2.2765,6
6418,lowest,225,188,211,181,4.41,2.3541,2.24,2.2765,6
6423,resign,257,188,243,182,5.04,2.4116,2.24,2.2765,6
6429,blouse,272,187,254,187,5.33,2.4362,2.23,2.2742,6
6444,adding,205,186,194,175,4.02,2.3139,2.22,2.2718,6
6451,grudge,226,186,220,181,4.43,2.356,2.22,2.2718,6
6458,stroll,211,186,206,182,4.14,2.3263,2.22,2.2718,6
6462,weasel,250,186,188,166,4.9,2.3997,2.22,2.2718,6
6464,assets,260,185,254,185,5.1,2.4166,2.21,2.2695,6
6468,endure,225,185,224,184,4.41,2.3541,2.21,2.2695,6
6469,freely,215,185,209,180,4.22,2.3345,2.21,2.2695,6
6478,reduce,219,185,199,172,4.29,2.3424,2.21,2.2695,6
6479,rental,246,185,229,174,4.82,2.3927,2.21,2.2695,6
6484,abused,231,184,226,181,4.53,2.3655,2.19,2.2672,6
6487,bummer,212,184,115,105,4.16,2.3284,2.19,2.2672,6
6499,morons,214,184,191,170,4.2,2.3324,2.19,2.2672,6
6503,salmon,334,184,289,164,6.55,2.525,2.19,2.2672,6
6505,sneaky,216,184,183,159,4.24,2.3365,2.19,2.2672,6
6510,traded,222,184,207,175,4.35,2.3483,2.19,2.2672,6
6517,copper,336,183,242,161,6.59,2.5276,2.18,2.2648,6
6540,ethics,273,182,250,168,5.35,2.4378,2.17,2.2625,6
6547,newest,201,182,195,178,3.94,2.3054,2.17,2.2625,6
6549,onions,289,182,263,174,5.67,2.4624,2.17,2.2625,6
6561,artery,271,181,266,177,5.31,2.4346,2.16,2.2601,6
6569,harris,738,181,10,2,14.47,2.8686,2.16,2.2601,6
6574,pigeon,301,181,257,164,5.9,2.48,2.16,2.2601,6
6578,risked,195,181,192,178,3.82,2.2923,2.16,2.2601,6
6582,stoned,254,181,248,178,4.98,2.4065,2.16,2.2601,6
6587,auntie,401,180,82,56,7.86,2.6042,2.15,2.2577,6
6595,healed,220,180,215,177,4.31,2.3444,2.15,2.2577,6
6603,scouts,279,180,141,93,5.47,2.4472,2.15,2.2577,6
6610,buffet,226,179,212,167,4.43,2.356,2.13,2.2553,6
6622,puppet,279,179,263,168,5.47,2.4472,2.13,2.2553,6
6625,wolves,302,179,249,163,5.92,2.4814,2.13,2.2553,6
6626,ankles,219,178,217,176,4.29,2.3424,2.12,2.2529,6
6647,thumbs,238,178,215,165,4.67,2.3784,2.12,2.2529,6
6659,hacked,215,177,119,100,4.22,2.3345,2.11,2.2504,6
6663,melted,201,177,191,167,3.94,2.3054,2.11,2.2504,6
6665,pegged,182,177,182,177,3.57,2.2625,2.11,2.2504,6
6666,pilots,389,177,344,167,7.63,2.5911,2.11,2.2504,6
6672,rookie,252,177,227,166,4.94,2.4031,2.11,2.2504,6
6704,daring,214,175,191,164,4.2,2.3324,2.09,2.2455,6
6706,grunts,356,175,291,143,6.98,2.5527,2.09,2.2455,6
6715,videos,220,175,208,168,4.31,2.3444,2.09,2.2455,6
6717,boxing,370,174,297,152,7.25,2.5694,2.07,2.243,6
6718,cement,234,174,215,170,4.59,2.3711,2.07,2.243,6
6719,chapel,406,174,240,136,7.96,2.6096,2.07,2.243,6
6723,greasy,199,174,185,165,3.9,2.301,2.07,2.243,6
6734,bundle,199,173,192,168,3.9,2.301,2.06,2.2405,6
6747,poking,191,173,185,167,3.75,2.2833,2.06,2.2405,6
6750,ruling,209,173,205,169,4.1,2.3222,2.06,2.2405,6
6751,sharks,375,173,292,154,7.35,2.5752,2.06,2.2405,6
6774,rigged,194,172,191,171,3.8,2.29,2.05,2.238,6
6778,tackle,219,172,199,162,4.29,2.3424,2.05,2.238,6
6779,trusts,189,172,189,172,3.71,2.2788,2.05,2.238,6
6784,aspect,197,171,197,171,3.86,2.2967,2.04,2.2355,6
6785,canned,214,171,198,158,4.2,2.3324,2.04,2.2355,6
6802,awaits,199,170,197,169,3.9,2.301,2.03,2.233,6
6805,bounty,366,170,323,158,7.18,2.5647,2.03,2.233,6
6821,sirens,241,170,191,145,4.73,2.3838,2.03,2.233,6
6822,splash,215,170,179,151,4.22,2.3345,2.03,2.233,6
6824,wrists,222,170,220,170,4.35,2.3483,2.03,2.233,6
6825,aiming,193,169,190,167,3.78,2.2878,2.01,2.2304,6
6826,apiece,202,169,196,165,3.96,2.3075,2.01,2.2304,6
6834,enters,194,169,190,166,3.8,2.29,2.01,2.2304,6
6840,origin,227,169,205,154,4.45,2.3579,2.01,2.2304,6
6846,softly,241,169,201,139,4.73,2.3838,2.01,2.2304,6
6852,ashore,317,168,311,166,6.22,2.5024,2,2.2279,6
6860,errand,204,168,197,163,4,2.3118,2,2.2279,6
6871,vanity,210,168,158,135,4.12,2.3243,2,2.2279,6
6874,carved,197,167,187,158,3.86,2.2967,1.99,2.2253,6
6877,finals,340,167,305,155,6.67,2.5328,1.99,2.2253,6
6881,hunted,198,167,183,157,3.88,2.2989,1.99,2.2253,6
6892,shoved,193,167,191,165,3.78,2.2878,1.99,2.2253,6
6899,bosses,223,166,213,162,4.37,2.3502,1.98,2.2227,6
6911,hooray,293,166,62,44,5.75,2.4683,1.98,2.2227,6
6912,immune,221,166,216,164,4.33,2.3464,1.98,2.2227,6
6961,forged,216,164,200,153,4.24,2.3365,1.96,2.2175,6
6965,mixing,176,164,165,155,3.45,2.248,1.96,2.2175,6
6969,richer,198,164,191,157,3.88,2.2989,1.96,2.2175,6
6973,asylum,234,163,222,159,4.59,2.3711,1.94,2.2148,6
6976,chores,214,163,208,161,4.2,2.3324,1.94,2.2148,6
6980,honors,211,163,181,151,4.14,2.3263,1.94,2.2148,6
6983,lively,207,163,169,149,4.06,2.3181,1.94,2.2148,6
6986,pirate,375,163,305,144,7.35,2.5752,1.94,2.2148,6
6990,shaped,181,163,177,160,3.55,2.2601,1.94,2.2148,6
6993,stocks,208,163,192,149,4.08,2.3201,1.94,2.2148,6
7003,boards,222,162,210,156,4.35,2.3483,1.93,2.2122,6
7009,donkey,273,162,211,141,5.35,2.4378,1.93,2.2122,6
7018,keeper,208,162,181,150,4.08,2.3201,1.93,2.2122,6
7029,squash,223,162,201,150,4.37,2.3502,1.93,2.2122,6
7036,devils,267,161,201,142,5.24,2.4281,1.92,2.2095,6
7039,expand,178,161,166,152,3.49,2.2529,1.92,2.2095,6
7051,sewing,198,161,183,149,3.88,2.2989,1.92,2.2095,6
7052,smelly,211,161,188,154,4.14,2.3263,1.92,2.2095,6
7060,banker,243,160,225,150,4.76,2.3874,1.91,2.2068,6
7066,diaper,218,160,199,149,4.27,2.3404,1.91,2.2068,6
7071,guinea,227,160,162,119,4.45,2.3579,1.91,2.2068,6
7075,marker,267,160,225,140,5.24,2.4281,1.91,2.2068,6
7080,select,180,160,149,139,3.53,2.2577,1.91,2.2068,6
7083,tickle,245,160,187,140,4.8,2.3909,1.91,2.2068,6
7089,bonnie,696,159,31,9,13.65,2.8432,1.9,2.2041,6
7090,caller,222,159,175,139,4.35,2.3483,1.9,2.2041,6
7091,canvas,216,159,204,153,4.24,2.3365,1.9,2.2041,6
7094,crowds,179,159,169,151,3.51,2.2553,1.9,2.2041,6
7110,sketch,252,159,242,154,4.94,2.4031,1.9,2.2041,6
7113,stains,198,159,197,158,3.88,2.2989,1.9,2.2041,6
7114,thighs,196,159,192,156,3.84,2.2945,1.9,2.2041,6
7119,warmer,184,159,168,151,3.61,2.2672,1.9,2.2041,6
7120,weighs,178,159,173,155,3.49,2.2529,1.9,2.2041,6
7124,awards,247,158,175,124,4.84,2.3945,1.88,2.2014,6
7132,glance,175,158,167,150,3.43,2.2455,1.88,2.2014,6
7140,stated,184,158,182,156,3.61,2.2672,1.88,2.2014,6
7150,builds,179,157,170,148,3.51,2.2553,1.87,2.1987,6
7158,faking,230,157,219,153,4.51,2.3636,1.87,2.1987,6
7164,judged,206,157,202,156,4.04,2.316,1.87,2.1987,6
7165,kitten,241,157,214,144,4.73,2.3838,1.87,2.1987,6
7168,pearls,269,157,246,146,5.27,2.4314,1.87,2.1987,6
7187,joints,195,156,190,153,3.82,2.2923,1.86,2.1959,6
7189,licked,195,156,191,155,3.82,2.2923,1.86,2.1959,6
7193,ribbon,258,156,230,143,5.06,2.4133,1.86,2.1959,6
7199,uptown,246,156,198,140,4.82,2.3927,1.86,2.1959,6
7228,runner,253,155,196,133,4.96,2.4048,1.85,2.1931,6
7232,static,254,155,199,138,4.98,2.4065,1.85,2.1931,6
7246,marble,266,154,194,146,5.22,2.4265,1.84,2.1903,6
7249,muffin,297,154,239,135,5.82,2.4742,1.84,2.1903,6
7252,shaken,169,154,141,134,3.31,2.2304,1.84,2.1903,6
7261,atomic,249,153,212,132,4.88,2.3979,1.82,2.1875,6
7280,midget,235,153,215,144,4.61,2.3729,1.82,2.1875,6
7288,stored,169,153,169,153,3.31,2.2304,1.82,2.1875,6
7289,survey,227,153,198,139,4.45,2.3579,1.82,2.1875,6
7293,willow,318,153,48,35,6.24,2.5038,1.82,2.1875,6
7299,carbon,267,152,216,132,5.24,2.4281,1.81,2.1847,6
7305,employ,171,152,166,149,3.35,2.2355,1.81,2.1847,6
7306,erased,199,152,194,148,3.9,2.301,1.81,2.1847,6
7309,galaxy,339,152,232,137,6.65,2.5315,1.81,2.1847,6
7317,layout,178,152,166,147,3.49,2.2529,1.81,2.1847,6
7321,menace,190,152,163,134,3.73,2.281,1.81,2.1847,6
7323,nelson,563,152,11,8,11.04,2.7513,1.81,2.1847,6
7339,thirst,190,152,185,150,3.73,2.281,1.81,2.1847,6
7344,beasts,190,151,178,142,3.73,2.281,1.8,2.1818,6
7346,cheque,294,151,284,145,5.76,2.4698,1.8,2.1818,6
7347,choked,175,151,166,143,3.43,2.2455,1.8,2.1818,6
7351,fasten,190,151,114,92,3.73,2.281,1.8,2.1818,6
7356,missus,197,151,171,135,3.86,2.2967,1.8,2.1818,6
7361,obtain,190,151,184,148,3.73,2.281,1.8,2.1818,6
7363,plasma,254,151,223,140,4.98,2.4065,1.8,2.1818,6
7367,spared,169,151,161,147,3.31,2.2304,1.8,2.1818,6
7372,barber,279,150,223,127,5.47,2.4472,1.79,2.179,6
7374,betcha,186,150,166,140,3.65,2.2718,1.79,2.179,6
7380,cranky,171,150,159,141,3.35,2.2355,1.79,2.179,6
7387,lyrics,259,150,252,147,5.08,2.415,1.79,2.179,6
7395,occurs,170,150,167,149,3.33,2.233,1.79,2.179,6
7398,ranger,379,150,123,59,7.43,2.5798,1.79,2.179,6
7399,righty,170,150,165,146,3.33,2.233,1.79,2.179,6
7401,sailed,186,150,180,148,3.65,2.2718,1.79,2.179,6
7402,screws,178,150,170,145,3.49,2.2529,1.79,2.179,6
7405,trials,197,150,178,135,3.86,2.2967,1.79,2.179,6
7407,allies,260,149,161,121,5.1,2.4166,1.78,2.1761,6
7411,bricks,200,149,190,145,3.92,2.3032,1.78,2.1761,6
7432,stamps,267,149,255,142,5.24,2.4281,1.78,2.1761,6
7438,unpack,165,149,143,130,3.24,2.2201,1.78,2.1761,6
7451,locals,185,148,168,137,3.63,2.2695,1.76,2.1732,6
7461,rivers,271,148,124,100,5.31,2.4346,1.76,2.1732,6
7462,seldom,167,148,157,140,3.27,2.2253,1.76,2.1732,6
7465,stitch,381,148,171,137,7.47,2.5821,1.76,2.1732,6
7468,tucked,158,148,148,139,3.1,2.2014,1.76,2.1732,6
7473,banged,160,147,154,144,3.14,2.2068,1.75,2.1703,6
7496,summon,197,147,167,129,3.86,2.2967,1.75,2.1703,6
7501,vulgar,167,147,163,144,3.27,2.2253,1.75,2.1703,6
7507,bombed,197,146,194,144,3.86,2.2967,1.74,2.1673,6
7512,cutest,167,146,162,141,3.27,2.2253,1.74,2.1673,6
7513,litter,200,146,177,135,3.92,2.3032,1.74,2.1673,6
7543,medals,208,145,199,143,4.08,2.3201,1.73,2.1644,6
7545,morale,210,145,188,134,4.12,2.3243,1.73,2.1644,6
7547,partly,175,145,143,124,3.43,2.2455,1.73,2.1644,6
7551,rifles,261,145,247,138,5.12,2.4183,1.73,2.1644,6
7555,steaks,204,145,184,137,4,2.3118,1.73,2.1644,6
7564,bitten,188,144,183,143,3.69,2.2765,1.72,2.1614,6
7569,donate,203,144,189,133,3.98,2.3096,1.72,2.1614,6
7584,soaked,159,144,154,140,3.12,2.2041,1.72,2.1614,6
7598,caviar,195,143,163,124,3.82,2.2923,1.7,2.1584,6
7605,granny,430,143,106,75,8.43,2.6345,1.7,2.1584,6
7609,mashed,188,143,154,124,3.69,2.2765,1.7,2.1584,6
7614,posing,165,143,156,134,3.24,2.2201,1.7,2.1584,6
7616,pumped,159,143,154,138,3.12,2.2041,1.7,2.1584,6
7617,raging,165,143,140,123,3.24,2.2201,1.7,2.1584,6
7620,saloon,262,143,227,127,5.14,2.42,1.7,2.1584,6
7622,spinal,218,143,177,133,4.27,2.3404,1.7,2.1584,6
7625,tailor,213,143,201,140,4.18,2.3304,1.7,2.1584,6
7628,voting,241,143,229,134,4.73,2.3838,1.7,2.1584,6
7637,enjoys,150,142,146,140,2.94,2.179,1.69,2.1553,6
7638,hazard,197,142,156,131,3.86,2.2967,1.69,2.1553,6
7640,impose,145,142,143,141,2.84,2.1644,1.69,2.1553,6
7644,kisser,174,142,174,142,3.41,2.243,1.69,2.1553,6
7648,pickle,235,142,188,129,4.61,2.3729,1.69,2.1553,6
7650,rattle,172,142,158,130,3.37,2.238,1.69,2.1553,6
7656,swings,180,142,173,140,3.53,2.2577,1.69,2.1553,6
7674,intern,232,141,224,139,4.55,2.3674,1.68,2.1523,6
7687,shines,184,141,178,137,3.61,2.2672,1.68,2.1523,6
7701,crummy,171,140,157,132,3.35,2.2355,1.67,2.1492,6
7713,pupils,184,140,130,99,3.61,2.2672,1.67,2.1492,6
7717,snacks,173,140,156,131,3.39,2.2405,1.67,2.1492,6
7719,suited,152,140,151,139,2.98,2.1847,1.67,2.1492,6
7731,charms,173,139,146,123,3.39,2.2405,1.66,2.1461,6
7738,curfew,234,139,208,129,4.59,2.3711,1.66,2.1461,6
7739,digest,168,139,85,79,3.29,2.2279,1.66,2.1461,6
7743,groove,212,139,188,126,4.16,2.3284,1.66,2.1461,6
7760,stuffy,185,139,144,130,3.63,2.2695,1.66,2.1461,6
7761,voodoo,243,139,191,120,4.76,2.3874,1.66,2.1461,6
7765,baking,177,138,166,132,3.47,2.2504,1.65,2.143,6
7766,blades,166,138,150,125,3.25,2.2227,1.65,2.143,6
7774,fluids,167,138,160,135,3.27,2.2253,1.65,2.143,6
7782,karate,386,138,304,115,7.57,2.5877,1.65,2.143,6
7790,raving,161,138,154,135,3.16,2.2095,1.65,2.143,6
7795,swords,220,138,206,128,4.31,2.3444,1.65,2.143,6
7797,thrust,197,138,162,130,3.86,2.2967,1.65,2.143,6
7802,angles,164,137,161,135,3.22,2.2175,1.63,2.1399,6
7813,excess,156,137,147,131,3.06,2.1959,1.63,2.1399,6
7828,napkin,184,137,170,130,3.61,2.2672,1.63,2.1399,6
7840,vanish,163,137,142,127,3.2,2.2148,1.63,2.1399,6
7842,vitals,184,137,134,111,3.61,2.2672,1.63,2.1399,6
7858,learns,148,136,144,133,2.9,2.1732,1.62,2.1367,6
7868,banner,302,135,127,98,5.92,2.4814,1.61,2.1335,6
7873,buzzer,201,135,168,113,3.94,2.3054,1.61,2.1335,6
7875,cinema,198,135,163,111,3.88,2.2989,1.61,2.1335,6
7884,giants,223,135,102,76,4.37,2.3502,1.61,2.1335,6
7924,saints,181,134,128,97,3.55,2.2601,1.6,2.1303,6
7925,savior,173,134,112,94,3.39,2.2405,1.6,2.1303,6
7927,seduce,176,134,157,127,3.45,2.248,1.6,2.1303,6
7928,sensed,145,134,145,134,2.84,2.1644,1.6,2.1303,6
7934,touchy,160,134,136,116,3.14,2.2068,1.6,2.1303,6
7938,weaver,413,134,10,7,8.1,2.617,1.6,2.1303,6
7943,beacon,197,133,150,100,3.86,2.2967,1.59,2.1271,6
7944,bikini,188,133,160,120,3.69,2.2765,1.59,2.1271,6
7956,erotic,200,133,178,125,3.92,2.3032,1.59,2.1271,6
7957,ghetto,282,133,238,127,5.53,2.4518,1.59,2.1271,6
7962,laptop,177,133,173,131,3.47,2.2504,1.59,2.1271,6
7971,stages,147,133,145,131,2.88,2.1703,1.59,2.1271,6
7983,bruise,165,132,162,130,3.24,2.2201,1.57,2.1239,6
7994,depths,158,132,154,129,3.1,2.2014,1.57,2.1239,6
8011,pronto,145,132,108,102,2.84,2.1644,1.57,2.1239,6
8015,runway,279,132,237,126,5.47,2.4472,1.57,2.1239,6
8020,snappy,150,132,138,124,2.94,2.179,1.57,2.1239,6
8027,typing,165,132,149,123,3.24,2.2201,1.57,2.1239,6
8030,weirdo,162,132,144,120,3.18,2.2122,1.57,2.1239,6
8033,bailed,144,131,138,126,2.82,2.1614,1.56,2.1206,6
8035,bumper,181,131,160,119,3.55,2.2601,1.56,2.1206,6
8037,cosmic,184,131,161,118,3.61,2.2672,1.56,2.1206,6
8046,filter,162,131,152,124,3.18,2.2122,1.56,2.1206,6
8064,senate,331,131,66,31,6.49,2.5211,1.56,2.1206,6
8084,firmly,136,130,132,126,2.67,2.1367,1.55,2.1173,6
8103,recite,153,130,139,118,3,2.1875,1.55,2.1173,6
8126,fiddle,185,129,169,119,3.63,2.2695,1.54,2.1139,6
8128,grapes,201,129,180,118,3.94,2.3054,1.54,2.1139,6
8130,invade,156,129,154,128,3.06,2.1959,1.54,2.1139,6
8131,learnt,162,129,160,129,3.18,2.2122,1.54,2.1139,6
8163,colony,302,128,259,115,5.92,2.4814,1.53,2.1106,6
8169,elders,276,128,123,86,5.41,2.4425,1.53,2.1106,6
8178,graham,581,128,19,17,11.39,2.7649,1.53,2.1106,6
8198,skirts,151,128,149,126,2.96,2.1818,1.53,2.1106,6
8203,superb,147,128,120,108,2.88,2.1703,1.53,2.1106,6
8206,beaver,246,127,112,76,4.82,2.3927,1.51,2.1072,6
8208,clicks,192,127,170,110,3.76,2.2856,1.51,2.1072,6
8232,recess,178,127,164,120,3.49,2.2529,1.51,2.1072,6
8233,salads,218,127,209,120,4.27,2.3404,1.51,2.1072,6
8234,sanity,139,127,132,123,2.73,2.1461,1.51,2.1072,6
8239,stinky,182,127,113,90,3.57,2.2625,1.51,2.1072,6
8245,wrench,202,127,173,122,3.96,2.3075,1.51,2.1072,6
8250,boogie,265,126,185,103,5.2,2.4249,1.5,2.1038,6
8257,critic,192,126,188,123,3.76,2.2856,1.5,2.1038,6
8271,peeled,138,126,134,124,2.71,2.143,1.5,2.1038,6
8276,regain,134,126,132,124,2.63,2.1303,1.5,2.1038,6
8291,asthma,197,125,182,120,3.86,2.2967,1.49,2.1004,6
8294,barbie,219,125,18,15,4.29,2.3424,1.49,2.1004,6
8301,crunch,179,125,105,87,3.51,2.2553,1.49,2.1004,6
8320,refill,142,125,121,110,2.78,2.1553,1.49,2.1004,6
8324,skiing,212,125,196,122,4.16,2.3284,1.49,2.1004,6
8338,boiled,169,124,149,112,3.31,2.2304,1.48,2.0969,6
8340,bypass,182,124,166,115,3.57,2.2625,1.48,2.0969,6
8351,indian,175,124,28,20,3.43,2.2455,1.48,2.0969,6
8357,mentor,178,124,165,122,3.49,2.2529,1.48,2.0969,6
8368,shorty,349,124,100,72,6.84,2.5441,1.48,2.0969,6
8372,yonder,178,124,163,117,3.49,2.2529,1.48,2.0969,6
8375,argued,138,123,137,122,2.71,2.143,1.47,2.0934,6
8377,carrot,195,123,156,104,3.82,2.2923,1.47,2.0934,6
8378,cavity,152,123,147,120,2.98,2.1847,1.47,2.0934,6
8395,morals,149,123,136,117,2.92,2.1761,1.47,2.0934,6
8404,rhymes,151,123,139,114,2.96,2.1818,1.47,2.0934,6
8407,slides,155,123,151,120,3.04,2.1931,1.47,2.0934,6
8408,sprung,131,123,126,118,2.57,2.1206,1.47,2.0934,6
8414,banned,137,122,132,117,2.69,2.1399,1.45,2.0899,6
8438,mating,194,122,187,119,3.8,2.29,1.45,2.0899,6
8441,morbid,132,122,125,116,2.59,2.1239,1.45,2.0899,6
8445,poetic,137,122,130,116,2.69,2.1399,1.45,2.0899,6
8446,poorly,133,122,128,117,2.61,2.1271,1.45,2.0899,6
8448,safest,129,122,122,116,2.53,2.1139,1.45,2.0899,6
8454,treaty,239,122,202,97,4.69,2.3802,1.45,2.0899,6
8455,violin,242,122,226,116,4.75,2.3856,1.45,2.0899,6
8457,assign,138,121,126,111,2.71,2.143,1.44,2.0864,6
8461,chewed,126,121,120,117,2.47,2.1038,1.44,2.0864,6
8467,darker,140,121,131,118,2.75,2.1492,1.44,2.0864,6
8472,frying,142,121,134,114,2.78,2.1553,1.44,2.0864,6
8478,mellow,153,121,121,105,3,2.1875,1.44,2.0864,6
8481,novels,160,121,155,119,3.14,2.2068,1.44,2.0864,6
8489,rubbed,138,121,133,118,2.71,2.143,1.44,2.0864,6
8490,server,200,121,191,115,3.92,2.3032,1.44,2.0864,6
8494,towers,275,121,155,78,5.39,2.4409,1.44,2.0864,6
8502,armies,178,120,169,114,3.49,2.2529,1.43,2.0828,6
8506,blanks,144,120,134,114,2.82,2.1614,1.43,2.0828,6
8517,gender,143,120,132,113,2.8,2.1584,1.43,2.0828,6
8518,girlie,159,120,139,109,3.12,2.2041,1.43,2.0828,6
8520,heated,132,120,126,114,2.59,2.1239,1.43,2.0828,6
8527,mayday,300,120,73,40,5.88,2.4786,1.43,2.0828,6
8531,ninety,142,120,64,56,2.78,2.1553,1.43,2.0828,6
8538,pushes,139,120,133,114,2.73,2.1461,1.43,2.0828,6
8540,riches,170,120,166,117,3.33,2.233,1.43,2.0828,6
8543,shouts,214,120,160,95,4.2,2.3324,1.43,2.0828,6
8549,vacant,135,120,130,116,2.65,2.1335,1.43,2.0828,6
8555,avenge,154,119,130,105,3.02,2.1903,1.42,2.0792,6
8557,broads,184,119,171,115,3.61,2.2672,1.42,2.0792,6
8560,crooks,153,119,140,114,3,2.1875,1.42,2.0792,6
8572,jockey,247,119,225,108,4.84,2.3945,1.42,2.0792,6
8573,kettle,143,119,129,110,2.8,2.1584,1.42,2.0792,6
8574,lesser,137,119,131,116,2.69,2.1399,1.42,2.0792,6
8580,rained,138,119,135,116,2.71,2.143,1.42,2.0792,6
8584,revoir,179,119,179,119,3.51,2.2553,1.42,2.0792,6
8588,shades,145,119,134,108,2.84,2.1644,1.42,2.0792,6
8615,differ,124,118,123,117,2.43,2.0969,1.41,2.0755,6
8620,folded,148,118,140,114,2.9,2.1732,1.41,2.0755,6
8621,fruits,143,118,129,110,2.8,2.1584,1.41,2.0755,6
8645,verbal,149,118,121,108,2.92,2.1761,1.41,2.0755,6
8647,zipper,144,118,136,112,2.82,2.1614,1.41,2.0755,6
8650,bakery,179,117,158,108,3.51,2.2553,1.39,2.0719,6
8654,broker,185,117,179,113,3.63,2.2695,1.39,2.0719,6
8663,insert,141,117,110,95,2.76,2.1523,1.39,2.0719,6
8666,labour,166,117,137,97,3.25,2.2227,1.39,2.0719,6
8669,mining,161,117,133,97,3.16,2.2095,1.39,2.0719,6
8676,perish,132,117,113,100,2.59,2.1239,1.39,2.0719,6
8684,spaces,137,117,134,114,2.69,2.1399,1.39,2.0719,6
8694,arrows,173,116,163,110,3.39,2.2405,1.38,2.0682,6
8735,braces,164,115,154,110,3.22,2.2175,1.37,2.0645,6
8742,covert,148,115,136,105,2.9,2.1732,1.37,2.0645,6
8747,fiance,201,115,197,113,3.94,2.3054,1.37,2.0645,6
8755,lizard,247,115,150,103,4.84,2.3945,1.37,2.0645,6
8759,ordeal,121,115,117,113,2.37,2.0864,1.37,2.0645,6
8770,retain,121,115,118,112,2.37,2.0864,1.37,2.0645,6
8775,attach,126,114,112,102,2.47,2.1038,1.36,2.0607,6
8777,brooks,420,114,11,11,8.24,2.6243,1.36,2.0607,6
8779,bunker,239,114,190,96,4.69,2.3802,1.36,2.0607,6
8780,calmly,124,114,114,107,2.43,2.0969,1.36,2.0607,6
8784,cleans,122,114,114,107,2.39,2.0899,1.36,2.0607,6
8791,domain,132,114,127,111,2.59,2.1239,1.36,2.0607,6
8797,groovy,193,114,126,89,3.78,2.2878,1.36,2.0607,6
8798,hamlet,236,114,23,17,4.63,2.3747,1.36,2.0607,6
8803,occupy,126,114,123,111,2.47,2.1038,1.36,2.0607,6
8805,patron,158,114,147,110,3.1,2.2014,1.36,2.0607,6
8809,prizes,143,114,135,108,2.8,2.1584,1.36,2.0607,6
8820,unreal,127,114,104,94,2.49,2.1072,1.36,2.0607,6
8821,uphold,123,114,121,112,2.41,2.0934,1.36,2.0607,6
8824,whisky,205,114,167,96,4.02,2.3139,1.36,2.0607,6
8834,chubby,213,113,106,89,4.18,2.3304,1.35,2.0569,6
8840,fright,141,113,131,111,2.76,2.1523,1.35,2.0569,6
8841,hippie,139,113,129,108,2.73,2.1461,1.35,2.0569,6
8849,mingle,137,113,112,97,2.69,2.1399,1.35,2.0569,6
8856,rested,113,113,108,108,2.22,2.0569,1.35,2.0569,6
8858,riddle,231,113,187,104,4.53,2.3655,1.35,2.0569,6
8867,alarms,157,112,152,108,3.08,2.1987,1.34,2.0531,6
8871,colder,127,112,119,105,2.49,2.1072,1.34,2.0531,6
8877,doggie,169,112,141,100,3.31,2.2304,1.34,2.0531,6
8878,elbows,125,112,109,98,2.45,2.1004,1.34,2.0531,6
8894,potion,380,112,343,110,7.45,2.5809,1.34,2.0531,6
8896,rascal,201,112,142,103,3.94,2.3054,1.34,2.0531,6
8897,reform,184,112,149,99,3.61,2.2672,1.34,2.0531,6
8903,skates,215,112,203,108,4.22,2.3345,1.34,2.0531,6
8905,sordid,127,112,123,111,2.49,2.1072,1.34,2.0531,6
8913,utmost,118,112,116,111,2.31,2.0755,1.34,2.0531,6
8917,absent,131,111,117,100,2.57,2.1206,1.32,2.0492,6
8947,noodle,148,111,127,102,2.9,2.1732,1.32,2.0492,6
8957,seized,129,111,124,106,2.53,2.1139,1.32,2.0492,6
8965,undone,125,111,124,110,2.45,2.1004,1.32,2.0492,6
8976,cheesy,133,110,123,104,2.61,2.1271,1.31,2.0453,6
8982,eighty,129,110,64,53,2.53,2.1139,1.31,2.0453,6
8999,loudly,131,110,111,93,2.57,2.1206,1.31,2.0453,6
9014,snitch,161,110,142,100,3.16,2.2095,1.31,2.0453,6
9015,sparks,256,110,94,77,5.02,2.4099,1.31,2.0453,6
9018,thingy,146,110,142,108,2.86,2.1673,1.31,2.0453,6
9037,dagger,251,109,235,105,4.92,2.4014,1.3,2.0414,6
9051,insect,161,109,149,105,3.16,2.2095,1.3,2.0414,6
9062,portal,222,109,215,108,4.35,2.3483,1.3,2.0414,6
9067,refund,141,109,134,106,2.76,2.1523,1.3,2.0414,6
9079,weaker,121,109,119,107,2.37,2.0864,1.3,2.0414,6
