"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","phi1","phi2","phi3","rho1","rho2","rho3","chi1","chi2","chi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,813.373108976149,1638.7462179523,16.4630948542462,1.00000000000001,0.1,NA,NA,0.5,0.5,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,3.12064799975559e-16,NA,NA,0,NA,NA
"result.2",2,733.269588437426,1478.53917687485,13.9461106213275,1.41305426515967,0.100000000000056,NA,NA,0.499999999999993,0.49999999999994,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,2.57320355659958e-14,NA,NA,0,NA,NA
"result.3",3,785.824079750827,1583.64815950165,17.7094154911834,1.00000000000001,0.1,NA,NA,0.5,0.5,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,2.8568308768437e-16,NA,NA,0,NA,NA
"result.4",4,937.786955835882,1887.57391167176,19.9999999999856,14.9999999998609,0.131603046964258,NA,NA,0.287774779193447,0.169221630445694,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,3.66355379715949,NA,NA,0,NA,NA
"result.5",5,803.824574567479,1619.64914913496,16.6054442015167,1.00000228082679,0.100000057024028,NA,NA,0.499999990832809,0.499999925912087,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,1.00986847534047e-08,NA,NA,0,NA,NA
"result.6",6,968.77229918862,1949.54459837724,11.4774637623692,11.4774637250445,0.110012657818978,NA,NA,0.332762296730742,0.274934307423886,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,5.82211912937294,NA,NA,0,NA,NA
"result.7",7,777.252819091036,1566.50563818207,7.85579914918077,1.00000000000001,0.1,NA,NA,0.5,0.499999999999999,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,8.50844619308394e-16,NA,NA,0,NA,NA
"result.8",8,752.63336927777,1517.26673855554,14.1707823686302,1.00000000000001,0.1,NA,NA,0.5,0.5,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,4.23026311925086e-16,NA,NA,0,NA,NA
"result.9",9,735.753913025678,1483.50782605136,9.98199262391166,1.00000000000001,0.1,NA,NA,0.5,0.5,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,4.89029714238608e-16,NA,NA,0,NA,NA
"result.10",10,712.231271310301,1436.4625426206,2.48874956627122,1,0.1,NA,NA,0.5,0.5,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,6.0268131273157e-16,NA,NA,0,NA,NA
