"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","chi1","chi2","chi3","phi1","phi2","phi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3","NA","NA","NA"
"result.1",1,2149.83510697969,4315.67021395937,4.4475831655815,4.43861786343711,0.747740138081552,NA,NA,0.0971681983406153,0.158392069165122,NA,0.407184843658706,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,1.25621111604259,NA,NA,NA,NA,NA,0,NA,NA,4.22016036745434,NA,NA,0,NA,NA,4.4475831655815,4.43861786343711,0.747740138081552
"result.2",2,1376.7814988685,2769.56299773701,19.9999873845181,14.9999968476048,0.135553194505761,NA,NA,0.130796746410093,0.104571075653655,NA,0.0748527960386127,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0.408291653496345,NA,NA,NA,NA,NA,0,NA,NA,17.2540102531725,NA,NA,0,NA,NA,19.9999873845181,14.9999968476048,0.135553194505761
"result.3",3,1980.98606095719,3977.97212191438,10.7394757610344,10.7392156270406,0.516845786503843,NA,NA,0.142024057953642,0.170029455812258,NA,0.728314316078192,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,4.20006834002261,NA,NA,NA,NA,NA,0,NA,NA,1.85622683083369,NA,NA,0,NA,NA,10.7394757610344,10.7392156270406,0.516845786503843
"result.4",4,937.787507524174,1891.57501504835,19.9999964919565,14.9999874914129,0.131263153587557,NA,NA,0.156567555301913,0.0918577178584731,NA,0.876207684118352,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0.0013477069325382,NA,NA,NA,NA,NA,0,NA,NA,4.1773783141712,NA,NA,0,NA,NA,19.9999964919565,14.9999874914129,0.131263153587557
"result.5",5,1532.60837237002,3081.21674474004,19.9998694813144,14.9999807406322,0.327821688186626,NA,NA,0.27879212343641,0.165734558272756,NA,0.397415808809321,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,3.29416614812367,NA,NA,NA,NA,NA,0,NA,NA,7.30276925592546,NA,NA,0,NA,NA,19.9998694813144,14.9999807406322,0.327821688186626
"result.6",6,968.772337884476,1953.54467576895,11.4769537390507,11.4769351494698,0.11011321518716,NA,NA,0.125861737157795,0.104161347370759,NA,0.879459944202242,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,2.77732609404976e-06,NA,NA,NA,NA,NA,0,NA,NA,6.61919521512887,NA,NA,0,NA,NA,11.4769537390507,11.4769351494698,0.11011321518716
"result.7",7,1926.69969191433,3869.39938382867,6.89911989525963,5.68347099913428,0.382071563326449,NA,NA,0.127505672305547,0.138598954477317,NA,0.424210865013881,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,1.9684328140829,NA,NA,NA,NA,NA,0,NA,NA,2.81145406353959,NA,NA,0,NA,NA,6.89911989525963,5.68347099913428,0.382071563326449
"result.8",8,2016.80440454221,4049.60880908443,8.84393792242451,6.68043898418833,0.626371046617846,NA,NA,0.258965961344243,0.235789246915504,NA,0.36202371541775,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,1.65535074193031,NA,NA,NA,NA,NA,0,NA,NA,4.60934425420586,NA,NA,0,NA,NA,8.84393792242451,6.68043898418833,0.626371046617846
"result.9",9,1921.77022142381,3859.54044284763,8.76925677423103,8.76897620557466,0.79088757093166,NA,NA,0.000119182357950466,0.0976738487375063,NA,0.848391074865911,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0.00166909634623538,NA,NA,NA,NA,NA,0,NA,NA,1.2267136363962,NA,NA,0,NA,NA,8.76925677423103,8.76897620557466,0.79088757093166
"result.10",10,1852.732463114,3721.464926228,15.3974919346901,14.9996006745459,0.626192587059514,NA,NA,0.0652968162215659,0.0922668858220195,NA,0.000847311860303531,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0.558624553103685,NA,NA,NA,NA,NA,0,NA,NA,0.169604751330857,NA,NA,0,NA,NA,15.3974919346901,14.9996006745459,0.626192587059514
