"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","rho1","rho2","rho3","chi1","chi2","chi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,2149.01048486827,4322.02096973655,4.74345267443812,5.26651378557059,0.76242720814752,NA,NA,0.0962440351410333,0.273741005307922,NA,0.597462470068128,NA,NA,0.158120311193117,NA,NA,0,NA,NA,0.559072474886638,NA,NA,3.21560368742392,0.309502364320904,NA,NA,NA,NA,1.24554567522811,NA,NA,5.66009563033597,NA,NA,0,NA,NA
"result.2",2,1381.52254910376,2787.04509820752,19.9997502523091,14.9999744200266,0.200024984226673,NA,NA,0.382020160264801,0.288441028152912,NA,0.00455521022652494,NA,NA,0.278029443143606,NA,NA,0,NA,NA,0.710351231477258,NA,NA,4.50709851603998e-05,2.5013651576646,NA,NA,NA,NA,0.0747321387248969,NA,NA,5.74282651266048,NA,NA,0,NA,NA
"result.3",3,1976.55788379947,3977.11576759893,10.1291700631157,12.0943764625006,0.517645008215922,NA,NA,0.222540957623933,0.329296387676794,NA,0.0421604025052104,NA,NA,0.346511316625401,NA,NA,0,NA,NA,0.633334842318552,NA,NA,0.000785948020257946,4.8744998476468,NA,NA,NA,NA,1.09498973237351,NA,NA,2.47545532439829,NA,NA,0,NA,NA
"result.4",4,940.656584577841,1905.31316915568,19.9992641064952,14.9998704939851,0.200000217408368,NA,NA,0.795619104502212,0.419152984403952,NA,0.0498472996713087,NA,NA,0.573509592587052,NA,NA,0,NA,NA,0.767490557885069,NA,NA,1.21444851074305,4.90007532392193,NA,NA,NA,NA,0.00807955251550887,NA,NA,8.87351595929472,NA,NA,0,NA,NA
"result.5",5,1537.05146369265,3098.10292738529,19.9993139651436,14.9989591569738,0.339183697664327,NA,NA,0.753865020869375,0.423878600336767,NA,0.0438970693534282,NA,NA,0.413619339533611,NA,NA,0,NA,NA,0.500542398527181,NA,NA,1.73986627314586,0.647663956448922,NA,NA,NA,NA,8.10025105886239,NA,NA,7.90312040533802,NA,NA,0,NA,NA
"result.6",6,981.584837808156,1987.16967561631,12.0751759804807,14.9999960226602,0.200000000515148,NA,NA,0.259245157977716,0.409236949170831,NA,0.0208762067747907,NA,NA,0.599999608240907,NA,NA,0,NA,NA,0.734483261513567,NA,NA,2.21667107333994e-05,4.21075038029812,NA,NA,NA,NA,0.00242121704133762,NA,NA,9.99999853866994,NA,NA,0,NA,NA
"result.7",7,1926.91706549602,3877.83413099203,7.82706595801896,7.69506443422699,0.418133086914854,NA,NA,0.331959076551058,0.354289608766509,NA,0.130954999721946,NA,NA,0.222191195165248,NA,NA,0,NA,NA,0.500190397554782,NA,NA,0.43899118175171,0.343945918926888,NA,NA,NA,NA,5.42329592164606,NA,NA,6.15341343773417,NA,NA,0,NA,NA
"result.8",8,2018.29259172483,4060.58518344967,9.10072055368919,7.23790150632223,0.630609501109165,NA,NA,0.292936811243054,0.333776947804606,NA,0.0728296538214727,NA,NA,0.243645868157068,NA,NA,0,NA,NA,0.536237288472851,NA,NA,0.0426113617090191,0.79072499683044,NA,NA,NA,NA,1.59958555505031,NA,NA,4.11448064725846,NA,NA,0,NA,NA
"result.9",9,1920.24034025462,3864.48068050925,8.05524652557586,14.9923515151227,0.782378853280558,NA,NA,0.0187744420980571,0.274650003138169,NA,0.492781286237168,NA,NA,0.327563511106507,NA,NA,0,NA,NA,0.502384443948827,NA,NA,0.0457461262922321,3.81911746022111,NA,NA,NA,NA,1.90425768448174,NA,NA,3.49551528685094,NA,NA,0,NA,NA
"result.10",10,1852.1603622473,3728.3207244946,15.5466854018718,14.9795318164803,0.626964380315992,NA,NA,0.162670356906019,0.225299821668544,NA,0.0523432699207472,NA,NA,0.0823350221849978,NA,NA,0,NA,NA,0.568519310812977,NA,NA,0.150544182475162,1.8651965275643,NA,NA,NA,NA,3.22868132364964,NA,NA,0.237038722688888,NA,NA,0,NA,NA
