"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","phi1","phi2","phi3","rho1","rho2","rho3","chi1","chi2","chi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,1602.96578989865,3221.93157979731,19.3342329709644,1.00000000001357,0.100000000000093,NA,NA,0.499999999999488,0.499999999999334,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.500000000575231,NA,NA,2.66505968475976e-12,1.38532236609795e-12,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.2",2,1380.38340172434,2776.76680344868,19.9999993782945,14.9999992773476,0.136199225964411,NA,NA,0.118537287222889,0.170600043329494,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.527335904936633,NA,NA,0.524254034344455,0.0877678167883766,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.3",3,1570.60114252694,3157.20228505388,9.1434485544396,1.00000000148312,0.100000000080263,NA,NA,0.499999999962386,0.499999999998447,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.500000001227736,NA,NA,3.26022065628784e-11,9.1582024012551e-10,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.4",4,949.576218928431,1915.15243785686,19.9999999999999,14.9999999999718,0.116556503847818,NA,NA,0.0462770300648774,0.0830625885502817,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.589543434211242,NA,NA,1.13498074300471e-12,1.18642686402021,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.5",5,1542.15134133504,3100.30268267008,19.9999999668364,14.9999998591662,0.325747660477856,NA,NA,0.133121525429212,0.222969776279628,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.50000013032539,NA,NA,2.04783014035156,2.1168956192203,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.6",6,978.865909667213,1973.73181933443,11.3980848152327,11.3980846631505,0.100000000021109,NA,NA,0.0134048313363151,0.073995977366565,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.500000000017204,NA,NA,1.33142607799297e-11,1.44804665848931,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.7",7,1557.83845157329,3131.67690314658,9.20134277211792,1.0000000352548,0.100000000896489,NA,NA,0.499999999759419,0.499999996055002,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.89503262359094,NA,NA,1.89029206204601e-09,2.98892487754926e-11,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.8",8,1503.85603971735,3023.7120794347,11.4029552057742,1.00000000024259,0.10000000000172,NA,NA,0.499999999998859,0.49999999999669,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.500000000011708,NA,NA,8.60292613565238e-12,1.57523588481823e-11,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.9",9,1449.15592661719,2914.31185323439,10.2051087535685,1.00000000005215,0.100000000000662,NA,NA,0.499999999999999,0.499999999998633,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.500079187339082,NA,NA,1.45950585602285e-12,9.90483240572391e-12,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.10",10,1421.67379030435,2859.3475806087,13.3983096233807,1.00000000009708,0.100000000003189,NA,NA,0.499999999999942,0.4999999999995,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.500000001338721,NA,NA,3.76049086745623e-12,5.52401666711928e-11,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
