"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","phi1","phi2","phi3","rho1","rho2","rho3","chi1","chi2","chi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,2148.45808390174,4322.91616780347,4.62455294009779,4.62323249060721,0.753043968308578,NA,NA,0.390184451942332,0.233977221725509,NA,0,NA,NA,0.0974370709906867,0.539652761418289,NA,0.641047250233615,0.109281650932591,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,0.0302909077003303,1.97720096215879,NA,4.31080259949952,0.559194027783231,NA,0,NA,NA
"result.2",2,1376.23514860936,2778.47029721872,19.9999223367862,14.9998488659217,0.137518116795932,NA,NA,0.252436468385741,0.0841746499454354,NA,0,NA,NA,0.541850826070119,0.235564144702803,NA,0.913162484538283,0.96439501289138,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,0.551088975949688,0.369940600436239,NA,2.62410344555974,0.377848532673335,NA,0,NA,NA
"result.3",3,1981.03044722387,3988.06089444775,10.7319122825271,10.5058787405798,0.525688290388883,NA,NA,0.350173590092956,0.127766281971708,NA,0,NA,NA,0.0114352620337006,0.53968365767292,NA,0.968777561823624,0.0903090739739716,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,2.95888587205786,0.640661757569464,NA,2.73078246549606,0.0624749448522923,NA,0,NA,NA
"result.4",4,932.803327729012,1891.60665545802,19.9998516927212,14.9894437871234,0.127560610881035,NA,NA,0.117867396725651,0.414629779173993,NA,0,NA,NA,0.910001482081718,0.00500798472062876,NA,0.323661305609883,0.867295541239807,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,0.000498733045547362,0.0024235858195036,NA,7.50760448189538,6.58626773294783,NA,0,NA,NA
"result.5",5,1539.37174181265,3104.74348362531,19.9999859974187,14.9908450351802,0.330409501153215,NA,NA,0.322009270979983,0.223688465310261,NA,0,NA,NA,0.230066849174415,0.0354218598173147,NA,0.313154584022424,0.496239717672206,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,1.12449481998718,4.30637974757701,NA,6.44915973341824,3.72922802252695,NA,0,NA,NA
"result.6",6,968.243600254715,1962.48720050943,11.5154916536287,11.5087220292963,0.112055756456323,NA,NA,0.498141704506577,0.200960830886869,NA,0,NA,NA,0.0223619753992982,0.254597490591964,NA,0.959569166535328,0.572478925740426,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,0.44904290522007,0.00982791130069992,NA,6.91016411168844,7.30803926771208,NA,0,NA,NA
"result.7",7,1927.01622491429,3880.03244982858,8.27458968455458,7.96588745319088,0.42823343233638,NA,NA,0.199606273255582,0.16592809154644,NA,0,NA,NA,0.362182698369583,0.0436647014235358,NA,0.434531667502597,0.309897322758735,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,2.18386362085959,4.47651005256894,NA,2.63440974911675,1.45160488085821,NA,0,NA,NA
"result.8",8,2017.45764795562,4060.91529591124,10.0854436229087,6.17301369850565,0.628102227076306,NA,NA,0.34869340941543,0.302890580650747,NA,0,NA,NA,0.489697635429934,0.499534198512943,NA,0.632271649185568,0.987818485131578,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,1.10286394899408,1.58755965221666,NA,2.80426895031333,1.99525148603559,NA,0,NA,NA
"result.9",9,1919.396949516,3864.79389903199,11.3252682181057,11.3225175569097,0.769640744007763,NA,NA,0.16892278044905,0.180295121918337,NA,0,NA,NA,0.988053865884034,0.728624981153107,NA,0.00137509932522798,0.646084836013724,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,4.99869008805183,1.56309109563693,NA,9.13054818493931,1.39918783473953,NA,0,NA,NA
"result.10",10,1853.26064732126,3732.52129464252,16.1547442400242,14.9709729756268,0.634738500409996,NA,NA,0.122699589468462,0.0872185697600191,NA,0,NA,NA,0.187208036426455,0.313543378470515,NA,0.499286411356706,0.451249910473825,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,1.64656633290133,0.254689010963105,NA,1.03396190796047,0.0757154266180894,NA,0,NA,NA
