"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","chi1","chi2","chi3","phi1","phi2","phi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,2150.02156451515,4314.04312903031,4.38003882046202,4.37997089276681,0.738406424301256,0.75450486133194,NA,0.0791510436021359,0.122322105549408,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,1.53287267382253,NA,NA,0,NA,NA
"result.2",2,1367.43011485886,2748.86022971772,26.7202364659745,24.9999999984591,0.184902928629948,0.143209964816621,NA,0.114030026703498,0.0963966795144589,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,1.32294753763288,NA,NA,0,NA,NA
"result.3",3,1982.7689651869,3979.53793037379,10.6429415393256,10.6429266913043,0.499370358431795,0.563691178345123,NA,0.127748473836072,0.129243681626432,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,1.61359093048088,NA,NA,0,NA,NA
"result.4",4,925.1398216496,1864.2796432992,26.5535607300819,24.9999999984117,0.151690004840361,0.162134968706689,NA,0.172642273156173,0.0935685561621408,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,3.96757767820792,NA,NA,0,NA,NA
"result.5",5,1530.15273007412,3074.30546014824,26.7730901402664,24.9999999971063,0.323710566132935,0.429564893636482,NA,0.176671200390394,0.0849234291021619,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,2.76058598548615,NA,NA,0,NA,NA
"result.6",6,968.704363217478,1951.40872643496,11.4921157984219,11.4921154297427,0.108477248678843,0.122909019282272,NA,0.13713921285391,0.104184007587178,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,6.03103878879302,NA,NA,0,NA,NA
"result.7",7,1925.00785733866,3864.01571467732,6.74205002394095,3.24575394224135,0.417587342531912,0.145305461477891,NA,0.0850842184996668,0.12526516739872,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,1.17853482398383,NA,NA,0,NA,NA
"result.8",8,2018.27513586851,4050.55027173701,8.71465604319216,7.37228346132555,0.62540573703299,0.661056151050875,NA,0.189709944231996,0.171600404544142,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,1.63111134879805,NA,NA,0,NA,NA
"result.9",9,1921.76471110954,3857.52942221909,8.75913584273507,8.75913448470386,0.791473787290436,0.784608586625515,NA,4.56235344096916e-08,0.0954729461262262,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0.860286730081824,NA,NA,0,NA,NA
"result.10",10,1851.59808114966,3717.19616229933,17.133310567864,17.1333049618567,0.596553477864958,0.725386130101626,NA,0.0605128808954212,0.0677934275321343,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,1.37586211485143e-07,NA,NA,0,NA,NA
