"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","phi1","phi2","phi3","rho1","rho2","rho3","chi1","chi2","chi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,2149.34261294937,4316.68522589874,4.67889490626819,4.61965394404976,0.793703718276315,NA,NA,0.000452251230849436,0.242143992942999,NA,0,NA,NA,0.25955173295273,NA,NA,0.158421280526894,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,3.06466733785737,NA,NA,0.0876487620552397,NA,NA,0,NA,NA
"result.2",2,1377.53455303493,2773.06910606987,19.9998537541742,14.9998248788242,0.137998986072618,NA,NA,0.161522915645265,0.12729738013985,NA,0,NA,NA,0.293803528477625,NA,NA,0.408890981250872,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,0.0176466305437423,NA,NA,2.90762963288259,NA,NA,0,NA,NA
"result.3",3,1983.06797055373,3984.13594110745,10.6060694602352,10.550411612406,0.513773803193551,NA,NA,0.134631988506177,0.161444452259598,NA,0,NA,NA,0.0175055603407555,NA,NA,0.95545175643415,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,4.32473378252346,NA,NA,1.32585877155331,NA,NA,0,NA,NA
"result.4",4,937.787946642307,1893.57589328461,19.9999860247463,14.9995616046406,0.131102675839843,NA,NA,0.284661255314895,0.167773588522509,NA,0,NA,NA,0.171830809233926,NA,NA,0.460888935485065,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,2.84074632307782e-05,NA,NA,5.79006545212859,NA,NA,0,NA,NA
"result.5",5,1539.42963774955,3096.85927549909,19.9999955712487,14.9991593325515,0.334910038431084,NA,NA,0.34804113775165,0.202987335255779,NA,0,NA,NA,0.102920713834465,NA,NA,0.376316261545874,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,1.31712513210116,NA,NA,4.75663221697343,NA,NA,0,NA,NA
"result.6",6,968.774399128064,1955.54879825613,11.4955161422848,11.4950157975986,0.110121952548975,NA,NA,0.343520482330095,0.279029397168939,NA,0,NA,NA,0.0265853014240923,NA,NA,0.638849808648264,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,0.0146738405446079,NA,NA,6.23972189031867,NA,NA,0,NA,NA
"result.7",7,1927.23450553837,3872.46901107675,7.7985129667717,7.46628340228447,0.415955953152908,NA,NA,0.179989224394785,0.204137302878306,NA,0,NA,NA,0.394111027941108,NA,NA,0.360969617276073,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,1.4097716075685,NA,NA,3.14650580538423,NA,NA,0,NA,NA
"result.8",8,2017.46162383878,4052.92324767757,10.0852176012851,6.60304542307125,0.635024965707976,NA,NA,0.381814322197316,0.327927781642758,NA,0,NA,NA,0.138679728291327,NA,NA,0.694497562603344,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,2.9769675966295,NA,NA,2.21054546136111,NA,NA,0,NA,NA
"result.9",9,1920.99018752976,3859.98037505952,8.76894994157472,8.73214222045806,0.765044177066706,NA,NA,0.17208614434267,0.499697093619034,NA,0,NA,NA,0.708865668621692,NA,NA,0.346803608268691,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,2.72564703442269,NA,NA,4.80224843902886,NA,NA,0,NA,NA
"result.10",10,1853.09481603484,3724.18963206967,15.2377576304371,14.9986127347968,0.62547348721821,NA,NA,0.0632956342190636,0.0853746977838463,NA,0,NA,NA,0.00291447955486343,NA,NA,0.102053325926633,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,4.74143768648298,NA,NA,0.0581052957512944,NA,NA,0,NA,NA
