"","participant","nLL","aic","kappa1","kappa2","beta","gamma","tau","lambda_b","lambda_f","zeta","rho","chi","iota","upsilon","psi"
"result.1",1,2151.40721158308,4328.81442316615,3.73375750076588,1.00424204437996,0.599565277664441,0.311713337703914,0.663081419512043,0.808421113827147,0.507360203392453,0.543998808013456,0.582190191799531,0.587506139471139,2.36766213345198,0.362927726048451,0.0794854310831498
"result.2",2,1382.40294799036,2790.80589598072,19.9842760115296,14.9956794869075,0.20103209147496,0.208245602586513,0.694650392895944,0.51389613892248,0.579735957581415,0.239775696189898,0.573317843303084,0.527485711631117,2.61949426196381,1.18811114908168,0.168898072618618
"result.3",3,1973.6427207836,3973.28544156719,10.0677956702772,12.8093333256886,0.514962388050486,0.385048337746412,0.581516038126126,0.506523504437598,2.21766508796563,0.233200547208593,0.598960284728517,0.593842521982584,4.0560333270012,2.10966464030959,0.3850243100577
"result.4",4,946.762065184872,1919.52413036974,19.9916894756362,14.8567400329019,0.200030848217103,0.205405490789787,0.693499348727477,0.841966277736726,0.502613674506522,0.204992221651195,0.561113887992246,0.597376014478505,4.90747095845583,4.69493204802285,0.0253136210198808
"result.5",5,1532.91186157614,3091.82372315229,19.9981068523177,14.9875722042595,0.331834883494312,0.357461438393292,0.240056654248294,1.79284053041975,1.14051389924966,0.591997351123709,0.574264783313113,0.546248356198892,4.426656960556,4.47436672345832,0.244000050982282
"result.6",6,996.286759844731,2018.57351968946,12.2316750984284,14.9822368500636,0.20030305541815,0.200913514611125,0.673980238428339,0.631060892116614,0.855491373831193,0.597139549590699,0.215339658268077,0.594071593100954,4.99228368848306,4.90960985373045,0.00226011942124828
"result.7",7,1925.92683801623,3877.85367603246,7.49155644256963,5.88095604043937,0.390074658391555,0.330014881162255,0.229788846422906,0.877318664403033,0.540240769127242,0.571619639017338,0.585679832583709,0.318467693154961,4.68676868362502,0.681072758486629,0.118601141024198
"result.8",8,2017.42224132859,4060.84448265719,7.76201382296076,6.85380966884076,0.599540791523155,0.289250907297161,0.538632473993593,0.561472305678762,0.811995711281465,0.248815669101924,0.570899117723515,0.482654430116149,1.95396706694297,0.45466287608678,0.00445521756509702
"result.9",9,1924.84136470615,3875.6827294123,8.22002370048402,1.01649005062959,0.598862892713361,0.264731824973909,0.523286473858982,0.514271499930647,0.537065378477292,0.597001690931191,0.597954720129267,0.596627368784752,3.09888327713284,0.355536688849572,0.448378284957714
"result.10",10,1852.81247061142,3731.62494122283,14.6376769654027,14.8178877903832,0.59908105024547,0.210021064625714,0.215655938784709,0.515805447573963,0.540721748671931,0.594963759457429,0.590811219974343,0.483454465898581,2.29945488181733,0.660663806713081,0.470779217614958
