"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","phi1","phi2","phi3","rho1","rho2","rho3","chi1","chi2","chi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,813.37310897615,1638.7462179523,13.8705660407725,1,0.1,NA,NA,0.5,0.5,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,4.76139411639455e-16,NA,NA,0,NA,NA,0,NA,NA
"result.2",2,733.269588437294,1478.53917687459,8.60455344324276,1.41305393703848,0.1,NA,NA,0.5,0.5,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,1.87281795150036e-17,NA,NA,0,NA,NA,0,NA,NA
"result.3",3,785.824079750827,1583.64815950165,8.85276105251822,1,0.1,NA,NA,0.5,0.5,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,5.4006789697669e-16,NA,NA,0,NA,NA,0,NA,NA
"result.4",4,951.634105673024,1915.26821134605,20,14.9999999999999,0.117276147309512,NA,NA,0.0203808550329899,0.0414158031026888,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,1.15160365531947e-15,NA,NA,0,NA,NA,0,NA,NA
"result.5",5,803.824347700916,1619.64869540183,10.0761770203624,1.00000000000001,0.1,NA,NA,0.5,0.5,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,3.31601687659766e-16,NA,NA,0,NA,NA,0,NA,NA
"result.6",6,799.53622476855,1611.0724495371,11.9545691352415,1.00000000000002,0.100000000000001,NA,NA,0.00726186099923802,0.5,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,1.45152508562019e-15,NA,NA,0,NA,NA,0,NA,NA
"result.7",7,777.252819091036,1566.50563818207,14.2300623812497,1,0.1,NA,NA,0.5,0.499999999999999,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,9.45220811790891e-17,NA,NA,0,NA,NA,0,NA,NA
"result.8",8,752.633369277769,1517.26673855554,9.70527120388592,1.00000000000001,0.1,NA,NA,0.5,0.5,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,1.62210394546511e-16,NA,NA,0,NA,NA,0,NA,NA
"result.9",9,735.753913025678,1483.50782605136,14.7160601373464,1,0.1,NA,NA,0.5,0.5,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,6.60673251213855e-16,NA,NA,0,NA,NA,0,NA,NA
"result.10",10,712.231271310301,1436.4625426206,12.0021512439056,1.00000000000001,0.1,NA,NA,0.5,0.5,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,NA,NA,NA,NA,NA,7.56700578185165e-17,NA,NA,0,NA,NA,0,NA,NA
