"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","chi1","chi2","chi3","phi1","phi2","phi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,2150.23202600817,4310.46405201634,4.50485439352571,4.50485439349987,0.751867561098072,NA,NA,0.0240395287305077,0.0894204585637774,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.2",2,1382.90759342132,2775.81518684264,20,15,0.137516449662037,NA,NA,0.0501993271283705,0.0691641132860601,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.3",3,1984.34257396901,3978.68514793802,10.7342546236738,10.7342546236737,0.517129108945831,NA,NA,0.0438440230848472,0.0926606620899233,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.4",4,951.634105673024,1913.26821134605,20,14.9999999999999,0.117276141725762,NA,NA,0.0203808545756164,0.0414158021004948,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.5",5,1548.81229712623,3107.62459425246,19.9999999999999,15,0.33556558937563,NA,NA,0.0281419479986032,0.0508506089955332,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.6",6,979.046308342041,1968.09261668408,11.4148144603571,11.2055106889313,0.100000000000005,NA,NA,0.00603647351214684,0.0370548031888457,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.7",7,1930.62220109084,3871.24440218168,6.81919529609791,6.44949858960277,0.39988987419738,NA,NA,0.0406938357579872,0.0764729374884938,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.8",8,2020.59574838132,4051.19149676265,8.40529174398434,7.34871748359103,0.634757743976354,NA,NA,0.0645127213069517,0.115544561188891,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.9",9,1921.800792524,3853.60158504799,8.67528935401398,8.67528935401298,0.790298634917974,NA,NA,1.76892095337866e-14,0.0756595197064068,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.10",10,1853.1337206196,3716.26744123921,15.1768200872539,14.9999999999999,0.626078289305939,NA,NA,0.0556103573011397,0.0790855932720557,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
