"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","chi1","chi2","chi3","phi1","phi2","phi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,2147.6940380734,4319.3880761468,5.31843230446442,3.53971786940405,0.798330931434867,0.735039142902395,NA,0.912437031511217,0.998616502103472,NA,0.98828352250696,0.337484576929618,NA,0.228717466348476,NA,NA,0,NA,NA,0.5,NA,NA,0.0085851160008516,NA,NA,NA,NA,NA,12.8122211408569,NA,NA,11.8240591738231,NA,NA,0,NA,NA
"result.2",2,1366.75437255602,2757.50874511204,27.255907863374,24.886564462687,0.192748077866096,0.125703134781827,NA,0.20542840872919,0.107562939420684,NA,0.435359780699651,0.162888163884218,NA,0.206921556528034,NA,NA,0,NA,NA,0.5,NA,NA,0.197427370096277,NA,NA,NA,NA,NA,1.65250983251036,NA,NA,4.8536638857223,NA,NA,0,NA,NA
"result.3",3,1979.41907823287,3982.83815646573,11.9015036811442,11.8929406599114,0.53192913083824,0.6229715165027,NA,0.359103736130393,0.205463852034882,NA,0.294253028642386,0.0282409566698862,NA,0.0741043242121008,NA,NA,0,NA,NA,0.5,NA,NA,3.06448265137152,NA,NA,NA,NA,NA,4.58750208093161,NA,NA,8.72711498906563,NA,NA,0,NA,NA
"result.4",4,918.39316217363,1860.78632434726,26.6068913022356,26.5975466841003,0.133711457746317,0.1912560506411,NA,0.0641144097328345,0.144245993453914,NA,0.250554068763851,0.972545952416718,NA,0.0088403265440973,NA,NA,0,NA,NA,0.5,NA,NA,0.0289926539820466,NA,NA,NA,NA,NA,0.0658973441340649,NA,NA,7.71196430683771,NA,NA,0,NA,NA
"result.5",5,1516.65799027868,3057.31598055736,32.2789296075767,32.2359919485536,0.331778687964212,0.453082519946134,NA,0.281221060907999,0.270086023991863,NA,0.141406209087858,0.463026146318844,NA,0.261550379206045,NA,NA,0,NA,NA,0.5,NA,NA,4.47805091644526,NA,NA,NA,NA,NA,4.3478543591993,NA,NA,10.8370097084647,NA,NA,0,NA,NA
"result.6",6,968.219712295511,1960.43942459102,11.5776552789951,11.5691727851916,0.116625757927165,0.109874597132431,NA,0.202808665595801,0.0971649637091431,NA,0.464232238925621,0.31536901713294,NA,0.00135887945780371,NA,NA,0,NA,NA,0.5,NA,NA,0.0166799643455206,NA,NA,NA,NA,NA,6.65630803861744,NA,NA,16.1893295675181,NA,NA,0,NA,NA
"result.7",7,1920.54311433914,3865.08622867829,7.65741959987707,4.68972460666832,0.424386322696525,0.215186101292985,NA,0.253792538540438,0.123022986643973,NA,0.506133564618573,0.995596435421364,NA,0.138458409517056,NA,NA,0,NA,NA,0.5,NA,NA,11.4382962252972,NA,NA,NA,NA,NA,13.7683155167065,NA,NA,1.19803201770806,NA,NA,0,NA,NA
"result.8",8,2015.3592421519,4054.71848430379,9.12228601496021,8.60841934172121,0.634033274002626,0.695651878870915,NA,0.337781023990937,0.241900918410534,NA,0.452217469509873,0.894853089462518,NA,0.100429235152416,NA,NA,0,NA,NA,0.5,NA,NA,6.29641778340116,NA,NA,NA,NA,NA,8.9294557178323,NA,NA,2.4804381559931,NA,NA,0,NA,NA
"result.9",9,1916.36756584854,3856.73513169708,12.1378382211758,12.1200379385914,0.771577283970013,0.799426036048739,NA,0.535076345336661,0.177752968991576,NA,0.00171898737163039,0.912846205290407,NA,0.292598875098645,NA,NA,0,NA,NA,0.5,NA,NA,19.3119705132616,NA,NA,NA,NA,NA,17.5055508816678,NA,NA,1.39758979846133,NA,NA,0,NA,NA
"result.10",10,1851.28896103353,3726.57792206707,18.1938942795929,17.8990950385526,0.609178953481608,0.750043773034276,NA,0.0746891262353705,0.123723341740298,NA,0.863270898620709,0.530085089803665,NA,0.626034707754818,NA,NA,0,NA,NA,0.5,NA,NA,7.88612938870489,NA,NA,NA,NA,NA,1.73690871443271,NA,NA,0.0808595343255513,NA,NA,0,NA,NA
