"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","phi1","phi2","phi3","rho1","rho2","rho3","chi1","chi2","chi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,2149.73912189987,4315.47824379975,4.69630462032675,4.69548437515593,0.747067849396857,NA,NA,0.0668597242778435,0.218725150256117,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.537590168901636,NA,NA,0.747758866485989,0.132563260422356,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.2",2,1379.8462439831,2775.6924879662,19.9999989365063,14.9999833527446,0.136615867527745,NA,NA,0.125324932303852,0.170769945332855,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.64229460647537,NA,NA,1.05530955701356e-05,0.90156183466488,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.3",3,1974.3178169445,3964.635633889,10.92133854493,10.9212448837901,0.516623979314103,NA,NA,0.157843358217856,0.32923917245099,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.530973766948776,NA,NA,0.530232275971467,2.92760913850434,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.4",4,950.663636449305,1917.32727289861,19.9999999973938,14.9999980927788,0.116388577770882,NA,NA,0.0431663128533696,0.0873519212292646,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.535839017874072,NA,NA,0.253177221784261,7.12187048556803e-07,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.5",5,1542.11509511295,3100.23019022589,19.9999999835311,14.999999256157,0.326302787422439,NA,NA,0.132524345749269,0.223725045879579,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.500000248071014,NA,NA,2.14595135723211,1.97739926292289,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.6",6,978.627183439546,1973.25436687909,11.4090094006399,10.9641478575938,0.100000029251439,NA,NA,0.0134255148996803,0.081066603029227,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.500034919028703,NA,NA,2.3378246105344e-07,0.470105284642073,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.7",7,1928.41625209895,3872.83250419789,6.94502641827564,6.4765417093388,0.393058584215433,NA,NA,0.141728854343317,0.247220016027858,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.500006037838461,NA,NA,1.28139646044404,1.20825273209133,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.8",8,2018.13715163797,4052.27430327595,8.30924135860962,6.86792848087725,0.623157535804775,NA,NA,0.211680714324301,0.359849214155962,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.619526084846749,NA,NA,0.356591855334434,1.86538756075841,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.9",9,1921.79557453406,3859.59114906813,8.71574499808335,8.71331020759808,0.790317870762057,NA,NA,1.62251648449573e-05,0.156271735831678,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.501032857355104,NA,NA,0.000130753649656975,0.150356168043909,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.10",10,1851.97682842492,3719.95365684984,15.4886769445234,14.9999977393631,0.626982790984588,NA,NA,0.141287730446505,0.200797202285172,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.500001589263635,NA,NA,0.275034553162346,0.914275866707691,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
