participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 919.7287, 0.10803, 0, 1.3104, 1.6081, 0, 0, -0.22665, 0.0014717, 0
1, Thresh, 949.8217, 5.1297, 0, 0, 2.9528, 1.2598, 0.032748, -0.22466, 0.020374, 0
1, Hybrid, 953.7156, 5.1245, 0, 0.13753, 3.6374, 1.2597, 0.037326, -0.22511, 0.015574, 0
2, Cont, 2215.3585, 1.1964, 0, 0.34603, 2.0424, 0, 0, 0.03568, 0.14451, 0
2, Thresh, 1974.0581, 3.1024, 0, 0, 4.3896, 2.032, 0.65276, -0.20174, 0.018032, 0
2, Hybrid, 1962.7093, 3.5203, 0, 0.70067, 4.9997, 1.9519, 0.7021, -0.18381, 0.012642, 0
3, Cont, 1940.6539, 1.2891, 0, 1.3514, 1.9342, 0, 0, -0.18456, 0.1375, 0
3, Thresh, 1934.8313, 2.9296, 0, 0, 2.4081, 1.3761, 0.53229, -0.13095, 0.0039182, 0
3, Hybrid, 1780.1313, 2.9857, 0, 0.15715, 2.5117, 1.3829, 0.52828, -0.196, 0.094354, 0
4, Cont, 3810.4031, 2.4144, 0, 2.2639, 2.6321, 0, 0, -0.027159, 0.22889, 0
4, Thresh, 3160.2367, 5.8126, 0, 0, 4.0914, 1.4544, 0.48457, -0.048171, 0.16098, 0
4, Hybrid, 3159.1455, 5.9001, 0, 0.089147, 4.3011, 1.4774, 0.48218, -0.091494, 0.21096, 0
5, Cont, 2226.4778, 1.2406, 0, 0.7845, 1.8992, 0, 0, -0.0079996, 0.059308, 0
5, Thresh, 2015.9225, 2.8675, 0, 0, 2.9135, 1.659, 0.60862, -0.079906, 0.0060453, 0
5, Hybrid, 1996.6522, 3.2094, 0, 0.31784, 3.6233, 1.7574, 0.60848, -0.20199, 1.0079e-05, 0
6, Cont, 1718.6184, 0.97913, 0, 2.9994, 2.3265, 0, 0, 0.00071699, 0.19366, 0
6, Thresh, 1694.5668, 4.534, 0, 0, 2.4647, 1.1717, 0.27395, 0.0038155, 0.16497, 0
6, Hybrid, 1700.7241, 4.5482, 0, 0.09976, 2.4728, 1.1716, 0.27358, 0.0038849, 0.16779, 0
7, Cont, 1580.181, 1.3912, 0, 0.031755, 1.5339, 0, 0, -0.21581, 0.059362, 0
7, Thresh, 1293.5653, 4.0779, 0, 0, 2.491, 1.3534, 0.64849, -0.26017, 0.2457, 0
7, Hybrid, 1310.1046, 3.7972, 0, 0.066815, 2.6113, 1.4066, 0.63557, -0.2104, 1.7097e-06, 0
8, Cont, 1248.8048, 2.2178, 0, 0.33418, 2.3548, 0, 0, -0.15298, 0.12708, 0
8, Thresh, 606.3421, 4.5454, 0, 0, 4.9999, 1.7463, 0.84711, -0.31716, 0.070652, 0
8, Hybrid, 612.5509, 4.5186, 0, 0.031339, 4.9999, 1.7455, 0.85059, -0.29892, 0.0012637, 0
9, Cont, 2216.756, 0.1215, 0, 0.098199, 1.2313, 0, 0, -0.24061, 0.070587, 0
9, Thresh, 2221.0538, 2.8293, 0, 0, 3.8809, 1.2328, 0.0067899, -0.22244, 0.019317, 0
9, Hybrid, 2206.2355, 0.12311, 0, 0.51935, 1.2969, 1.5435, 0.99998, -0.23828, 0.053187, 0
10, Cont, 1973.9404, 1.5996, 0, 0.35939, 3.9438, 0, 0, -0.34972, 0.026606, 0
10, Thresh, 1891.886, 1.7158, 0, 0, 3.7188, 2.299, 0.90801, -0.14597, 0.0022346, 0
10, Hybrid, 1803.0805, 2.3264, 0, 0.39753, 4.9999, 3.0155, 0.91855, -0.44632, 0.014173, 0
11, Cont, 1898.6541, 1.7043, 0, 2.9209, 2.798, 0, 0, -0.24225, 0.084123, 0
11, Thresh, 1758.1767, 4.0748, 0, 0, 2.9755, 1.2692, 0.39167, -0.24165, 0.052451, 0
11, Hybrid, 1791.2445, 4.0412, 0, 0.062247, 2.8839, 1.2502, 0.40977, -0.22235, 0.059294, 0
12, Cont, 1638.3325, 1.5451, 0, 0.28144, 1.6495, 0, 0, 0.0096502, 0.12711, 0
12, Thresh, 1020.9565, 4.9445, 0, 0, 4.1778, 1.4002, 0.6896, -0.063112, 0.076275, 0
12, Hybrid, 1027.1225, 5.1004, 0, 0.31178, 4.3314, 1.406, 0.69077, -0.03568, 0.0079769, 0
13, Cont, 1701.8337, 0.15039, 0, 3, 2.0489, 0, 0, -0.24617, 0.065508, 0
13, Thresh, 1754.848, 4.5916, 0, 0, 2.085, 1.1354, 0.0887, -0.23768, 0.0024003, 0
13, Hybrid, 1761.4281, 4.2934, 0, 0.15622, 1.9888, 1.135, 0.094166, -0.2377, 0.017246, 0
15, Cont, 2049.4708, 0.048227, 0, 0.99413, 1.425, 0, 0, -0.21133, 0.064444, 0
15, Thresh, 2113.4343, 1.9531, 0, 0, 1.8726, 1.3073, 0.043894, -0.2054, 0.03367, 0
15, Hybrid, 2084.1152, 3.8755, 0, 0.087985, 2.677, 1.2229, 0.10977, -0.21377, 0.076229, 0
16, Cont, 1989.3515, 0.99113, 0, 0.060033, 1.6236, 0, 0, -0.00079327, 0.077338, 0
16, Thresh, 1824.1288, 2.5635, 0, 0, 2.6854, 1.4942, 0.61392, -0.013462, 0.0259, 0
16, Hybrid, 1823.8645, 3.0052, 0, 0.63875, 3.0561, 1.4284, 0.62668, 0.0013653, 9.6987e-07, 0
17, Cont, 2034.2096, 0.34357, 0, 2.9467, 3.2534, 0, 0, -0.15972, 0.26423, 0
