participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 897.0868, 0.19254, 0, 2.1718, 1.8247, 0, 0, -0.16284, 0.00011195, 0
1, Thresh, 919.0475, 5.7287, 0, 0, 3.6533, 1.1792, 0.02907, -0.15751, 0.030525, 0
1, Hybrid, 947.29, 0.070384, 0, 6.945e-05, 1.0305, 1.1118, 0.01955, -0.17931, 0.21174, 0
2, Cont, 2210.9506, 1.1807, 0, 0.3111, 1.9599, 0, 0, 0.06887, 0.17105, 0
2, Thresh, 1974.0077, 3.1016, 0, 0, 4.4407, 2.0466, 0.65403, -0.21781, 0.031553, 0
2, Hybrid, 1974.2519, 3.2208, 0, 0.31707, 4.6316, 2.0312, 0.66517, -0.21893, 0.0050405, 0
3, Cont, 1913.1201, 1.1143, 0, 0.97467, 1.6339, 0, 0, -0.11258, 0.059931, 0
3, Thresh, 1754.0142, 2.9094, 0, 0, 2.3547, 1.3355, 0.52405, -0.11637, 0.016936, 0
3, Hybrid, 1760.181, 2.9042, 0, 0.019727, 2.3494, 1.3359, 0.5258, -0.11604, 0.016745, 0
4, Cont, 3750.3372, 1.9745, 0, 1.6776, 1.948, 0, 0, 0.038563, 0.24582, 0
4, Thresh, 3160.6881, 5.5015, 0, 0, 4.0078, 1.4743, 0.49171, -0.010509, 0.055406, 0
4, Hybrid, 3153.4039, 6.0006, 0, 0.219, 4.1502, 1.4366, 0.48553, -0.044968, 0.18101, 0
5, Cont, 2212.2161, 1.1687, 0, 0.61571, 1.7003, 0, 0, 0.042488, 0.090922, 0
5, Thresh, 1985.5659, 2.9089, 0, 0, 3.0568, 1.6753, 0.60592, -0.11196, 0.02186, 0
5, Hybrid, 1991.7313, 3.0344, 0, 0.32477, 3.1737, 1.6726, 0.61097, -0.11294, 0.030138, 0
6, Cont, 1656.8422, 1.0159, 0, 2.9996, 2.1459, 0, 0, 0.077044, 0.10196, 0
6, Thresh, 1619.6244, 4.5995, 0, 0, 2.1564, 1.0843, 0.26259, 0.073917, 0.161, 0
6, Hybrid, 1625.5157, 4.7382, 0, 0.48484, 2.1971, 1.0788, 0.26846, 0.07031, 0.18391, 0
7, Cont, 1465.5612, 2.4996, 0, 1.7112, 2.159, 0, 0, -0.15635, 0.061051, 0
7, Thresh, 1285.0436, 3.687, 0, 0, 2.3506, 1.3356, 0.66174, -0.15328, 0.026977, 0
7, Hybrid, 1274.6221, 4.1842, 0, 0.4001, 2.2048, 1.2722, 0.65691, -0.19284, 0.26405, 0
8, Cont, 1244.8895, 2.1406, 0, 0.24024, 2.2068, 0, 0, -0.081158, 0.060118, 0
8, Thresh, 606.3881, 4.5265, 0, 0, 4.9997, 1.7476, 0.85439, -0.29893, 0.0042566, 0
8, Hybrid, 615.9491, 4.6685, 0, 0.27969, 4.9998, 1.7138, 0.84772, -0.26631, 0.0014601, 0
9, Cont, 2091.0398, 0.19748, 0, 2.8995, 2.075, 0, 0, -0.15623, 0.01516, 0
9, Thresh, 2144.6085, 4.9133, 0, 0, 4.6986, 1.1454, 0.0020856, -0.15715, 0.042237, 0
9, Hybrid, 2142.5218, 1.5498, 0, 0.28721, 1.4754, 1.146, 0.11165, -0.15481, 0.031059, 0
10, Cont, 1980.1884, 1.3572, 0, 0.035284, 3.4054, 0, 0, -0.34983, 0.18467, 0
10, Thresh, 1762.3064, 1.9093, 0, 0, 4.6843, 2.4404, 0.93037, -0.45532, 0.032754, 0
10, Hybrid, 1862.2941, 1.7675, 0, 7.9804e-07, 4.0364, 2.5041, 0.92922, -0.24456, 1.6185e-05, 0
11, Cont, 1817.87, 1.1401, 0, 1.2473, 1.34, 0, 0, -0.20122, 0.36422, 0
11, Thresh, 1730.6363, 4.1876, 0, 0, 2.755, 1.1757, 0.37651, -0.14842, 0.00018855, 0
11, Hybrid, 1709.0962, 4.3525, 0, 0.32216, 2.7991, 1.1616, 0.3752, -0.17934, 0.10079, 0
12, Cont, 1542.5802, 1.5913, 0, 0.01614, 1.4432, 0, 0, 0.039322, 0.29687, 0
12, Thresh, 1018.2485, 4.9814, 0, 0, 3.9075, 1.3365, 0.68428, -0.029279, 0.12726, 0
12, Hybrid, 1026.6845, 5.1603, 0, 0.32447, 4.4835, 1.4274, 0.69103, -0.080915, 0.067664, 0
13, Cont, 1607.9307, 0.27203, 0, 2.3136, 1.4905, 0, 0, -0.16546, 1.2728e-07, 0
13, Thresh, 1670.7653, 4.3711, 0, 0, 1.6594, 1.0443, 0.058034, -0.16993, 0.0062903, 0
13, Hybrid, 1675.569, 5.9826, 0, 0.027681, 2.0154, 1.0471, 0.063564, -0.16992, 0.028414, 0
15, Cont, 1940.4906, 0.24228, 0, 2.7736, 2.0455, 0, 0, -0.1569, 0.093491, 0
15, Thresh, 2001.2492, 5.0626, 0, 0, 3.0874, 1.1551, 0.080651, -0.14045, 0.034785, 0
15, Hybrid, 2003.8906, 4.0199, 0, 0.63058, 2.5146, 1.1409, 0.10518, -0.14579, 0.059537, 0
16, Cont, 1971.0391, 0.99779, 0, 0.011644, 1.5454, 0, 0, 0.061215, 0.062214, 0
16, Thresh, 1824.1296, 2.548, 0, 0, 2.6942, 1.4915, 0.61786, -0.026962, 0.037631, 0
16, Hybrid, 1826.8383, 2.71, 0, 0.35506, 2.9117, 1.5018, 0.62185, -0.060609, 0.043082, 0
17, Cont, 2034.8485, 0.20082, 0, 1.3781, 2.0089, 0, 0, -0.080807, 0.10615, 0
17, Thresh, 2052.4283, 2.0888, 0, 0, 2.0992, 1.4492, 0.10433, -0.084584, 0.16222, 0
17, Hybrid, 2070.4256, 4.9758, 0, 0.1289, 4.8367, 1.4669, 0.03666, -0.076241, 0.1014, 0
18, Cont, 2065.2431, 1.1567, 0, 0.085231, 1.4959, 0, 0, 0.11283, 0.38147, 0
18, Thresh, 1832.3317, 2.8779, 0, 0, 3.0243, 1.471, 0.64816, 0.086633, 0.044735, 0
18, Hybrid, 1828.2112, 3.6919, 0, 0.70612, 3.8285, 1.485, 0.64714, 0.053644, 0.059889, 0
19, Cont, 1698.892, 0.61932, 0, 1.6928, 1.4686, 0, 0, -0.15223, 0.02874, 0
19, Thresh, 1647.5245, 3.8753, 0, 0, 2.6911, 1.0489, 0.22622, -0.14886, 0.0065604, 0
19, Hybrid, 1653.6771, 3.8679, 0, 0.0037886, 2.6832, 1.049, 0.22671, -0.14895, 0.020241, 0
20, Cont, 1703.0809, 0.74984, 0, 0.66047, 1.1027, 0, 0, -0.18662, 0.033874, 0
