participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
16, Cont, 1967.2047, 1.0002, 0, 0.078539, 1.5229, 0, 0, 0.094119, 0.041645, 0
16, Thresh, 1824.1138, 2.5361, 0, 0, 2.6636, 1.4813, 0.61942, -0.0095842, 0.015323, 0
16, Hybrid, 1822.5517, 3.1794, 0, 0.70194, 3.2985, 1.4762, 0.62464, -0.030308, 0.0068237, 0
17, Cont, 2016.6605, 0.18803, 0, 1.2394, 1.7308, 0, 0, -0.068302, 0.26321, 0
17, Thresh, 2034.2331, 3.9444, 0, 0, 3.3681, 1.3368, 0.04028, -0.042702, 0.27957, 0
17, Hybrid, 2059.4871, 2.6706, 0, 0.71316, 2.796, 1.4403, 0.096347, -0.040671, 0.059303, 0
18, Cont, 2055.2307, 1.1582, 0, 0.0028436, 1.4521, 0, 0, 0.13974, 0.38163, 0
18, Thresh, 1832.0306, 2.8609, 0, 0, 2.9679, 1.4488, 0.64866, 0.12011, 0.024292, 0
18, Hybrid, 1830.8807, 3.2402, 0, 0.4876, 3.2808, 1.4359, 0.64807, 0.089629, 0.09002, 0
19, Cont, 1671.7338, 0.62813, 0, 1.5447, 1.3259, 0, 0, -0.11941, 0.0299, 0
19, Thresh, 1610.2595, 4.1386, 0, 0, 2.7985, 1.0002, 0.20827, -0.11478, 0.012621, 0
19, Hybrid, 1616.4567, 4.1242, 0, 0.094281, 2.7875, 0.99977, 0.20859, -0.11461, 0.011588, 0
20, Cont, 1655.3771, 0.48615, 0, 0.18187, 0.99904, 0, 0, -0.15276, 2.6663e-05, 0
20, Thresh, 1635.7761, 2.0964, 0, 0, 1.429, 0.94001, 0.2747, -0.15274, 0.025348, 0
20, Hybrid, 1641.9796, 2.0956, 0, 0.065047, 1.4274, 0.94062, 0.2756, -0.15274, 0.0027072, 0
