participant, model_name, BIC, v1, v2, eta, a1, a2, pi, Ter, st, sa
1, Cont, 914.2366, 0.00095, 0, 2.6419, 1.7748, 0, 0, -0.13298, 0.16096, 0
1, Thresh, 903.1516, 1.7408, 0, 0, 1.5296, 1.1267, 0.12195, -0.1244, 0.0020787, 0
1, Hybrid, 908.5328, 1.7415, 0, 0.097284, 1.5315, 1.1266, 0.12202, -0.12439, 0.016973, 0
2, Cont, 2209.4465, 1.1846, 0, 0.3195, 1.9496, 0, 0, 0.05506, 0.21451, 0
2, Thresh, 1974.0101, 3.1085, 0, 0, 4.4499, 2.0443, 0.65356, -0.21809, 0.005144, 0
2, Hybrid, 1972.9406, 3.7481, 0, 0.71274, 4.6746, 1.845, 0.6718, -0.06563, 0.042347, 0
3, Cont, 1882.6734, 0.92976, 0, 0.35607, 1.3046, 0, 0, -0.09255, 0.19486, 0
3, Thresh, 1747.0504, 2.8654, 0, 0, 2.238, 1.295, 0.5221, -0.085793, 0.019089, 0
3, Hybrid, 1752.978, 2.9017, 0, 0.18224, 2.2656, 1.2935, 0.52378, -0.085746, 0.021218, 0
4, Cont, 3733.5262, 1.7382, 0, 1.3561, 1.7145, 0, 0, 0.042743, 0.29114, 0
4, Thresh, 3148.5606, 5.6665, 0, 0, 4.1425, 1.4776, 0.49911, -0.0806, 0.17806, 0
4, Hybrid, 3146.5522, 6.0005, 0, 0.00079983, 4.1479, 1.4366, 0.48944, -0.061067, 0.21448, 0
5, Cont, 2205.5364, 1.1287, 0, 0.53872, 1.615, 0, 0, 0.10105, 0.040684, 0
5, Thresh, 1985.6145, 2.8892, 0, 0, 3.0227, 1.6655, 0.60505, -0.11336, 0.042328, 0
5, Hybrid, 1991.7005, 2.9738, 0, 0.21796, 3.1167, 1.673, 0.60561, -0.11301, 0.013207, 0
6, Cont, 1613.3414, 1.0981, 0, 2.4739, 1.6236, 0, 0, 0.11031, 0.16105, 0
6, Thresh, 1583.6878, 4.6738, 0, 0, 1.9598, 1.026, 0.26146, 0.094238, 0.21588, 0
6, Hybrid, 1590.8979, 4.4258, 0, 0.0041374, 1.9788, 1.0468, 0.26348, 0.10874, 0.15078, 0
7, Cont, 1849.241, 1.7113, 0, 0.6542, 1.4194, 0, 0, -0.053869, 0.042367, 0
7, Thresh, 1278.3195, 3.7171, 0, 0, 2.1804, 1.2961, 0.66086, -0.15884, 0.1194, 0
7, Hybrid, 1280.3041, 4.1084, 0, 0.63592, 2.4617, 1.3013, 0.66742, -0.17552, 0.12137, 0
8, Cont, 1244.9906, 2.1599, 0, 0.26835, 2.2107, 0, 0, -0.061896, 0.04225, 0
8, Thresh, 606.2699, 4.5295, 0, 0, 4.9998, 1.7537, 0.84775, -0.29868, 0.0070575, 0
8, Hybrid, 612.6719, 4.557, 0, 0.046313, 5, 1.7442, 0.84701, -0.33302, 0.10182, 0
9, Cont, 2083.1541, 0.14962, 0, 0.91924, 1.2253, 0, 0, -0.12133, 1.3196e-05, 0
9, Thresh, 2106.0587, 1.2851, 0, 0, 1.426, 1.0906, 0.10962, -0.1366, 0.042383, 0
9, Hybrid, 2114.9546, 2.4678, 0, 0.27468, 3.0581, 1.1006, 0.018282, -0.12101, 0.0065363, 0
10, Cont, 1976.827, 1.6136, 0, 0.36742, 3.8634, 0, 0, -0.34999, 0.14101, 0
10, Thresh, 1842.7982, 1.9163, 0, 0, 4.6208, 2.0682, 0.76608, -0.42958, 0.050701, 0
10, Hybrid, 1808.3731, 2.2494, 0, 0.46104, 5, 2.351, 0.93267, -0.36548, 0.023529, 0
11, Cont, 1854.0646, 1.0409, 0, 1.3434, 1.5097, 0, 0, -0.11322, 0.0067255, 0
11, Thresh, 1675.1825, 4.2839, 0, 0, 2.3998, 1.0756, 0.37254, -0.16051, 0.21258, 0
11, Hybrid, 1683.6192, 4.2382, 0, 0.01963, 2.6236, 1.1217, 0.37045, -0.14255, 0.079601, 0
12, Cont, 1526.4541, 2.0769, 0, 1.0421, 1.6104, 0, 0, 0.083362, 0.29911, 0
12, Thresh, 1011.0027, 5.4112, 0, 0, 3.9497, 1.2854, 0.67651, -0.047258, 0.2637, 0
12, Hybrid, 1024.2111, 5.1221, 0, 0.31424, 4.1205, 1.3583, 0.68777, -0.034179, 0.096553, 0
13, Cont, 1567.5106, 0.17188, 0, 2.484, 1.4382, 0, 0, -0.13602, 2.1081e-06, 0
13, Thresh, 1627.9227, 5.6748, 0, 0, 1.7004, 0.99787, 0.061702, -0.13604, 0.013485, 0
13, Hybrid, 1634.0364, 5.5544, 0, 0.13492, 1.6796, 0.99808, 0.062966, -0.13604, 0.032904, 0
15, Cont, 1920.0001, 0.20902, 0, 2.3188, 1.7205, 0, 0, -0.11686, 0.062328, 0
15, Thresh, 1959.1755, 3.4846, 0, 0, 2.127, 1.0955, 0.1005, -0.11117, 0.072985, 0
15, Hybrid, 1963.8821, 5.0165, 0, 0.002794, 2.3206, 1.0312, 0.072658, -0.13964, 0.2626, 0
